Date,DCBBANK
2014-01-01,58.35
2014-01-02,56.35
2014-01-03,57.35
2014-01-06,58.55
2014-01-07,57.15
2014-01-08,58.1
2014-01-09,56.45
2014-01-10,56.75
2014-01-13,57.55
2014-01-14,56.55
2014-01-15,56.7
2014-01-16,58.9
2014-01-17,56.75
2014-01-20,56.95
2014-01-21,56.55
2014-01-22,56.15
2014-01-23,56.0
2014-01-24,53.9
2014-01-27,51.75
2014-01-28,51.85
2014-01-29,51.75
2014-01-30,50.15
2014-01-31,50.8
2014-02-03,51.55
2014-02-04,52.5
2014-02-05,53.7
2014-02-06,53.75
2014-02-07,53.75
2014-02-10,53.6
2014-02-11,53.35
2014-02-12,53.25
2014-02-13,52.15
2014-02-14,51.6
2014-02-17,51.65
2014-02-18,52.75
2014-02-19,51.65
2014-02-20,51.05
2014-02-21,51.2
2014-02-24,51.45
2014-02-25,51.1
2014-02-26,52.35
2014-02-28,52.2
2014-03-03,53.4
2014-03-04,54.25
2014-03-05,55.0
2014-03-06,55.0
2014-03-07,55.55
2014-03-10,57.0
2014-03-11,58.45
2014-03-12,57.95
2014-03-13,56.25
2014-03-14,56.35
2014-03-18,57.15
2014-03-19,58.15
2014-03-20,57.95
2014-03-21,58.45
2014-03-22,57.5
2014-03-24,58.75
2014-03-25,59.5
2014-03-26,59.8
2014-03-27,59.05
2014-03-28,59.85
2014-03-31,61.25
2014-04-01,60.3
2014-04-02,60.4
2014-04-03,60.95
2014-04-04,60.05
2014-04-07,59.75
2014-04-09,61.85
2014-04-10,64.25
2014-04-11,65.25
2014-04-15,65.6
2014-04-16,62.3
2014-04-17,64.05
2014-04-21,64.95
2014-04-22,65.05
2014-04-23,63.8
2014-04-25,63.85
2014-04-28,62.7
2014-04-29,62.3
2014-04-30,60.4
2014-05-02,60.2
2014-05-05,61.05
2014-05-06,61.65
2014-05-07,62.45
2014-05-08,61.25
2014-05-09,62.4
2014-05-12,62.45
2014-05-13,62.7
2014-05-14,64.1
2014-05-15,62.1
2014-05-16,63.25
2014-05-19,66.5
2014-05-20,66.6
2014-05-21,71.85
2014-05-22,72.95
2014-05-23,74.65
2014-05-26,71.6
2014-05-27,72.4
2014-05-28,70.85
2014-05-29,71.2
2014-05-30,69.55
2014-06-02,71.35
2014-06-03,72.15
2014-06-04,72.2
2014-06-05,72.8
2014-06-06,72.65
2014-06-09,73.25
2014-06-10,73.4
2014-06-11,69.95
2014-06-12,73.15
2014-06-13,69.6
2014-06-16,70.55
2014-06-17,72.8
2014-06-18,75.5
2014-06-19,74.55
2014-06-20,77.65
2014-06-23,79.65
2014-06-24,82.6
2014-06-25,82.3
2014-06-26,83.55
2014-06-27,81.35
2014-06-30,82.85
2014-07-01,82.1
2014-07-02,83.95
2014-07-03,86.2
2014-07-04,85.0
2014-07-07,85.35
2014-07-08,79.6
2014-07-09,79.15
2014-07-10,79.55
2014-07-11,75.5
2014-07-14,77.3
2014-07-15,80.25
2014-07-16,82.7
2014-07-17,83.9
2014-07-18,83.25
2014-07-21,83.15
2014-07-22,81.6
2014-07-23,80.25
2014-07-24,80.25
2014-07-25,78.95
2014-07-28,79.75
2014-07-30,83.3
2014-07-31,82.65
2014-08-01,80.25
2014-08-04,80.1
2014-08-05,80.25
2014-08-06,78.6
2014-08-07,78.5
2014-08-08,79.4
2014-08-11,79.45
2014-08-12,79.65
2014-08-13,78.75
2014-08-14,80.15
2014-08-18,81.35
2014-08-19,84.55
2014-08-20,83.1
2014-08-21,85.95
2014-08-22,84.35
2014-08-25,82.8
2014-08-26,82.7
2014-08-27,84.8
2014-08-28,85.5
2014-09-01,84.95
2014-09-02,84.45
2014-09-03,84.3
2014-09-04,83.1
2014-09-05,81.6
2014-09-08,84.45
2014-09-09,83.9
2014-09-10,83.95
2014-09-11,85.9
2014-09-12,86.05
2014-09-15,88.25
2014-09-16,85.4
2014-09-17,84.9
2014-09-18,86.8
2014-09-19,90.05
2014-09-22,89.85
2014-09-23,86.2
2014-09-24,84.95
2014-09-25,81.0
2014-09-26,81.25
2014-09-29,84.1
2014-09-30,84.05
2014-10-01,82.55
2014-10-07,80.4
2014-10-08,80.8
2014-10-09,83.35
2014-10-10,82.1
2014-10-13,84.15
2014-10-14,84.0
2014-10-16,81.65
2014-10-17,83.45
2014-10-20,86.2
2014-10-21,86.7
2014-10-22,86.3
2014-10-23,87.8
2014-10-27,86.15
2014-10-28,87.1
2014-10-29,89.4
2014-10-30,90.25
2014-10-31,91.45
2014-11-03,91.45
2014-11-05,92.6
2014-11-07,93.9
2014-11-10,94.25
2014-11-11,100.1
2014-11-12,98.4
2014-11-13,98.45
2014-11-14,101.6
2014-11-17,104.85
2014-11-18,104.95
2014-11-19,104.45
2014-11-20,103.6
2014-11-21,105.25
2014-11-24,104.7
2014-11-25,102.4
2014-11-26,102.4
2014-11-27,102.45
2014-11-28,105.6
2014-12-01,104.9
2014-12-02,106.55
2014-12-03,107.85
2014-12-04,107.3
2014-12-05,105.65
2014-12-08,103.65
2014-12-09,105.45
2014-12-10,107.95
2014-12-11,109.05
2014-12-12,107.2
2014-12-15,109.7
2014-12-16,104.6
2014-12-17,101.95
2014-12-18,113.55
2014-12-19,110.65
2014-12-22,112.1
2014-12-23,119.7
2014-12-24,119.8
2014-12-26,120.95
2014-12-29,122.3
2014-12-30,120.75
2014-12-31,120.95
