Date,N100
2014-01-01,225.92
2014-01-02,220.9
2014-01-03,225.86
2014-01-06,223.55
2014-01-07,223.98
2014-01-08,225.11
2014-01-09,225.28
2014-01-10,223.93
2014-01-13,222.95
2014-01-14,220.06
2014-01-15,222.25
2014-01-16,222.82
2014-01-17,224.97
2014-01-20,222.8
2014-01-21,224.89
2014-01-22,224.87
2014-01-23,228.15
2014-01-24,228.1
2014-01-27,227.53
2014-01-28,223.66
2014-01-29,221.5
2014-01-30,222.79
2014-01-31,223.0
2014-02-03,224.4
2014-02-04,224.5
2014-02-05,220.25
2014-02-06,218.0
2014-02-07,222.3
2014-02-10,225.09
2014-02-11,224.51
2014-02-12,225.0
2014-02-13,226.24
2014-02-14,227.63
2014-02-17,223.35
2014-02-18,227.05
2014-02-19,227.0
2014-02-20,225.43
2014-02-21,226.87
2014-02-24,224.44
2014-02-25,226.4
2014-02-26,225.96
2014-02-28,226.97
2014-03-03,226.21
2014-03-04,225.95
2014-03-05,225.52
2014-03-06,227.35
2014-03-07,226.63
2014-03-10,229.98
2014-03-11,226.12
2014-03-12,226.95
2014-03-13,226.96
2014-03-14,225.26
2014-03-18,226.96
2014-03-19,226.34
2014-03-20,225.58
2014-03-21,227.49
2014-03-22,227.35
2014-03-24,224.73
2014-03-25,216.9
2014-03-26,216.57
2014-03-27,215.21
2014-03-28,215.2
2014-03-31,215.38
2014-04-01,219.06
2014-04-02,220.98
2014-04-03,222.4
2014-04-04,217.66
2014-04-07,216.47
2014-04-09,214.08
2014-04-10,214.88
2014-04-11,211.1
2014-04-15,209.68
2014-04-16,209.75
2014-04-17,208.02
2014-04-21,209.84
2014-04-22,212.31
2014-04-23,216.88
2014-04-25,218.0
2014-04-28,210.62
2014-04-29,210.76
2014-04-30,211.04
2014-05-02,213.94
2014-05-05,213.0
2014-05-06,217.5
2014-05-07,213.61
2014-05-08,210.21
2014-05-09,211.68
2014-05-12,209.5
2014-05-13,211.17
2014-05-14,212.01
2014-05-15,212.54
2014-05-16,207.81
2014-05-19,207.15
2014-05-20,212.5
2014-05-21,208.89
2014-05-22,211.0
2014-05-23,209.63
2014-05-26,214.2
2014-05-27,214.3
2014-05-28,216.99
2014-05-29,218.07
2014-05-30,222.81
2014-06-02,220.57
2014-06-03,219.9
2014-06-04,219.0
2014-06-05,218.99
2014-06-06,218.82
2014-06-09,219.16
2014-06-10,224.13
2014-06-11,220.81
2014-06-12,220.65
2014-06-13,219.75
2014-06-16,223.5
2014-06-17,222.08
2014-06-18,223.94
2014-06-19,225.5
2014-06-20,225.1
2014-06-23,227.9
2014-06-24,226.68
2014-06-25,225.1
2014-06-26,226.35
2014-06-27,227.07
2014-06-30,226.24
2014-07-01,223.1
2014-07-02,225.1
2014-07-03,226.07
2014-07-04,225.0
2014-07-07,230.0
2014-07-08,230.1
2014-07-09,231.2
2014-07-10,233.0
2014-07-11,226.48
2014-07-14,228.95
2014-07-15,227.5
2014-07-16,228.84
2014-07-17,228.95
2014-07-18,226.76
2014-07-21,233.5
2014-07-22,229.65
2014-07-23,233.51
2014-07-24,233.98
2014-07-25,236.83
2014-07-28,239.99
2014-07-30,238.16
2014-07-31,259.15
2014-08-01,241.97
2014-08-04,237.95
2014-08-05,243.5
2014-08-06,240.68
2014-08-07,238.81
2014-08-08,238.0
2014-08-11,241.09
2014-08-12,235.33
2014-08-13,235.78
2014-08-14,237.28
2014-08-18,238.39
2014-08-19,240.0
2014-08-20,240.33
2014-08-21,240.51
2014-08-22,241.57
2014-08-25,238.94
2014-08-26,243.95
2014-08-27,241.53
2014-08-28,244.1
2014-09-01,244.08
2014-09-02,244.5
2014-09-03,244.94
2014-09-04,242.0
2014-09-05,243.65
2014-09-08,241.89
2014-09-09,244.76
2014-09-10,245.11
2014-09-11,246.0
2014-09-12,245.76
2014-09-15,244.77
2014-09-16,244.72
2014-09-17,244.15
2014-09-18,244.67
2014-09-19,245.6
2014-09-22,245.12
2014-09-23,244.15
2014-09-24,243.35
2014-09-25,244.98
2014-09-26,242.4
2014-09-29,246.11
2014-09-30,244.5
2014-10-01,246.01
2014-10-07,247.81
2014-10-08,243.81
2014-10-09,243.8
2014-10-10,239.59
2014-10-13,237.87
2014-10-14,239.34
2014-10-16,232.41
2014-10-17,230.75
2014-10-20,241.53
2014-10-21,242.81
2014-10-22,240.66
2014-10-23,245.33
2014-10-27,244.52
2014-10-28,249.79
2014-10-29,251.1
2014-10-30,251.9
2014-10-31,250.94
2014-11-03,257.01
2014-11-05,249.86
2014-11-07,256.15
2014-11-10,258.7
2014-11-11,254.99
2014-11-12,257.0
2014-11-13,256.49
2014-11-14,257.86
2014-11-17,258.5
2014-11-18,259.5
2014-11-19,261.71
2014-11-20,260.57
2014-11-21,258.96
2014-11-24,260.05
2014-11-25,263.9
2014-11-26,262.5
2014-11-27,265.14
2014-11-28,265.09
2014-12-01,268.36
2014-12-02,271.32
2014-12-03,270.62
2014-12-04,273.5
2014-12-05,275.48
2014-12-08,277.43
2014-12-09,277.0
2014-12-10,267.07
2014-12-11,259.74
2014-12-12,269.95
2014-12-15,262.46
2014-12-16,256.06
2014-12-17,253.67
2014-12-18,256.62
2014-12-19,259.99
2014-12-22,263.89
2014-12-23,260.56
2014-12-24,266.24
2014-12-26,262.44
2014-12-29,260.79
2014-12-30,262.76
2014-12-31,265.76
