Date,KCP
2014-01-01,28.5
2014-01-02,27.7
2014-01-03,27.45
2014-01-06,28.55
2014-01-07,28.3
2014-01-08,28.7
2014-01-09,28.25
2014-01-10,27.95
2014-01-13,27.35
2014-01-14,28.0
2014-01-15,27.7
2014-01-16,27.45
2014-01-17,27.55
2014-01-20,27.45
2014-01-21,27.35
2014-01-22,27.4
2014-01-23,27.5
2014-01-24,27.5
2014-01-27,27.2
2014-01-28,27.1
2014-01-29,26.85
2014-01-30,27.15
2014-01-31,27.85
2014-02-03,27.35
2014-02-04,27.4
2014-02-05,27.3
2014-02-06,27.3
2014-02-07,27.35
2014-02-10,27.45
2014-02-11,27.35
2014-02-12,27.3
2014-02-13,26.9
2014-02-14,27.3
2014-02-17,27.1
2014-02-18,27.55
2014-02-19,27.45
2014-02-20,27.25
2014-02-21,30.55
2014-02-24,28.1
2014-02-25,28.2
2014-02-26,27.75
2014-02-28,27.5
2014-03-03,27.35
2014-03-04,27.65
2014-03-05,27.4
2014-03-06,30.1
2014-03-07,28.9
2014-03-10,30.0
2014-03-11,30.75
2014-03-12,31.1
2014-03-13,29.8
2014-03-14,29.95
2014-03-18,31.05
2014-03-19,31.95
2014-03-20,32.25
2014-03-21,32.45
2014-03-22,32.35
2014-03-24,31.45
2014-03-25,31.7
2014-03-26,32.65
2014-03-27,32.7
2014-03-28,33.4
2014-03-31,33.45
2014-04-01,33.65
2014-04-02,33.8
2014-04-03,32.75
2014-04-04,33.0
2014-04-07,32.25
2014-04-09,32.75
2014-04-10,33.8
2014-04-11,33.15
2014-04-15,33.0
2014-04-16,32.8
2014-04-17,32.65
2014-04-21,32.55
2014-04-22,32.55
2014-04-23,32.0
2014-04-25,31.5
2014-04-28,31.75
2014-04-29,32.0
2014-04-30,30.6
2014-05-02,30.7
2014-05-05,28.8
2014-05-06,28.4
2014-05-07,28.8
2014-05-08,29.25
2014-05-09,29.15
2014-05-12,28.8
2014-05-13,29.1
2014-05-14,30.2
2014-05-15,32.7
2014-05-16,33.55
2014-05-19,38.4
2014-05-20,40.15
2014-05-21,42.2
2014-05-22,41.4
2014-05-23,40.25
2014-05-26,37.5
2014-05-27,37.0
2014-05-28,37.75
2014-05-29,36.7
2014-05-30,36.95
2014-06-02,38.6
2014-06-03,39.45
2014-06-04,44.5
2014-06-05,50.75
2014-06-06,54.1
2014-06-09,57.55
2014-06-10,55.9
2014-06-11,52.7
2014-06-12,49.9
2014-06-13,51.0
2014-06-16,49.5
2014-06-17,49.8
2014-06-18,49.65
2014-06-19,49.9
2014-06-20,51.8
2014-06-23,51.7
2014-06-24,52.75
2014-06-25,51.7
2014-06-26,50.7
2014-06-27,51.25
2014-06-30,51.7
2014-07-01,51.65
2014-07-02,51.3
2014-07-03,50.05
2014-07-04,51.0
2014-07-07,51.65
2014-07-08,48.4
2014-07-09,45.9
2014-07-10,46.6
2014-07-11,43.5
2014-07-14,43.9
2014-07-15,46.35
2014-07-16,47.05
2014-07-17,47.75
2014-07-18,48.4
2014-07-21,50.15
2014-07-22,50.7
2014-07-23,49.8
2014-07-24,49.5
2014-07-25,49.85
2014-07-28,47.8
2014-07-30,47.55
2014-07-31,47.65
2014-08-01,48.85
2014-08-04,48.65
2014-08-05,49.65
2014-08-06,48.9
2014-08-07,47.95
2014-08-08,46.7
2014-08-11,47.25
2014-08-12,44.25
2014-08-13,43.3
2014-08-14,42.95
2014-08-18,46.35
2014-08-19,49.05
2014-08-20,49.4
2014-08-21,47.8
2014-08-22,47.45
2014-08-25,48.35
2014-08-26,47.25
2014-08-27,52.65
2014-08-28,53.3
2014-09-01,55.9
2014-09-02,54.05
2014-09-03,52.25
2014-09-04,51.9
2014-09-05,52.3
2014-09-08,50.85
2014-09-09,51.65
2014-09-10,51.7
2014-09-11,54.9
2014-09-12,55.4
2014-09-15,56.3
2014-09-16,51.9
2014-09-17,52.6
2014-09-18,52.7
2014-09-19,52.95
2014-09-22,54.0
2014-09-23,52.15
2014-09-24,52.65
2014-09-25,48.25
2014-09-26,49.05
2014-09-29,50.55
2014-09-30,51.2
2014-10-01,49.05
2014-10-07,49.2
2014-10-08,49.6
2014-10-09,51.8
2014-10-10,50.05
2014-10-13,49.65
2014-10-14,49.4
2014-10-16,47.65
2014-10-17,47.45
2014-10-20,48.8
2014-10-21,48.75
2014-10-22,48.75
2014-10-23,50.3
2014-10-27,49.8
2014-10-28,49.7
2014-10-29,49.35
2014-10-30,50.05
2014-10-31,50.3
2014-11-03,51.45
2014-11-05,54.35
2014-11-07,54.65
2014-11-10,53.6
2014-11-11,53.05
2014-11-12,53.1
2014-11-13,55.3
2014-11-14,60.1
2014-11-17,60.3
2014-11-18,60.7
2014-11-19,63.3
2014-11-20,63.55
2014-11-21,61.95
2014-11-24,62.05
2014-11-25,58.95
2014-11-26,60.3
2014-11-27,59.9
2014-11-28,60.25
2014-12-01,58.65
2014-12-02,59.15
2014-12-03,61.2
2014-12-04,60.8
2014-12-05,68.15
2014-12-08,65.3
2014-12-09,65.55
2014-12-10,65.85
2014-12-11,67.8
2014-12-12,63.95
2014-12-15,62.7
2014-12-16,60.35
2014-12-17,63.0
2014-12-18,64.7
2014-12-19,63.3
2014-12-22,63.15
2014-12-23,62.8
2014-12-24,70.4
2014-12-26,68.0
2014-12-29,73.2
2014-12-30,74.3
2014-12-31,77.1
