Date,MRPL
2014-01-01,43.6
2014-01-02,42.75
2014-01-03,42.6
2014-01-06,43.6
2014-01-07,43.15
2014-01-08,43.05
2014-01-09,44.75
2014-01-10,43.15
2014-01-13,43.3
2014-01-14,43.1
2014-01-15,43.95
2014-01-16,43.8
2014-01-17,42.9
2014-01-20,42.5
2014-01-21,42.85
2014-01-22,43.5
2014-01-23,43.55
2014-01-24,42.4
2014-01-27,40.45
2014-01-28,40.75
2014-01-29,40.7
2014-01-30,40.25
2014-01-31,42.6
2014-02-03,43.3
2014-02-04,42.5
2014-02-05,43.15
2014-02-06,43.95
2014-02-07,43.9
2014-02-10,42.85
2014-02-11,41.15
2014-02-12,40.9
2014-02-13,40.4
2014-02-14,40.45
2014-02-17,39.85
2014-02-18,39.75
2014-02-19,39.15
2014-02-20,39.95
2014-02-21,39.95
2014-02-24,38.65
2014-02-25,38.75
2014-02-26,38.55
2014-02-28,38.3
2014-03-03,38.35
2014-03-04,38.75
2014-03-05,40.1
2014-03-06,41.3
2014-03-07,41.45
2014-03-10,41.0
2014-03-11,41.65
2014-03-12,41.0
2014-03-13,42.45
2014-03-14,41.8
2014-03-18,42.5
2014-03-19,43.5
2014-03-20,43.35
2014-03-21,41.75
2014-03-22,42.2
2014-03-24,43.6
2014-03-25,43.25
2014-03-26,43.7
2014-03-27,44.7
2014-03-28,44.65
2014-03-31,47.7
2014-04-01,47.25
2014-04-02,47.5
2014-04-03,46.65
2014-04-04,47.4
2014-04-07,47.1
2014-04-09,49.0
2014-04-10,50.4
2014-04-11,52.25
2014-04-15,52.0
2014-04-16,51.3
2014-04-17,52.25
2014-04-21,54.0
2014-04-22,55.1
2014-04-23,64.2
2014-04-25,59.6
2014-04-28,61.55
2014-04-29,61.05
2014-04-30,59.7
2014-05-02,59.6
2014-05-05,60.1
2014-05-06,59.6
2014-05-07,57.9
2014-05-08,55.8
2014-05-09,57.0
2014-05-12,57.55
2014-05-13,58.0
2014-05-14,58.05
2014-05-15,58.55
2014-05-16,59.95
2014-05-19,63.45
2014-05-20,67.7
2014-05-21,75.05
2014-05-22,73.3
2014-05-23,72.7
2014-05-26,69.85
2014-05-27,68.1
2014-05-28,67.6
2014-05-29,66.95
2014-05-30,66.9
2014-06-02,71.6
2014-06-03,70.9
2014-06-04,72.25
2014-06-05,73.55
2014-06-06,74.55
2014-06-09,75.1
2014-06-10,72.6
2014-06-11,71.55
2014-06-12,69.55
2014-06-13,65.6
2014-06-16,64.45
2014-06-17,66.65
2014-06-18,66.45
2014-06-19,65.6
2014-06-20,66.35
2014-06-23,70.2
2014-06-24,71.35
2014-06-25,70.7
2014-06-26,68.6
2014-06-27,69.05
2014-06-30,72.05
2014-07-01,74.6
2014-07-02,74.75
2014-07-03,72.65
2014-07-04,72.6
2014-07-07,71.95
2014-07-08,67.95
2014-07-09,66.15
2014-07-10,67.85
2014-07-11,66.15
2014-07-14,66.55
2014-07-15,66.65
2014-07-16,68.65
2014-07-17,70.55
2014-07-18,69.55
2014-07-21,69.4
2014-07-22,69.3
2014-07-23,68.5
2014-07-24,67.85
2014-07-25,66.15
2014-07-28,65.95
2014-07-30,65.55
2014-07-31,65.0
2014-08-01,64.55
2014-08-04,65.05
2014-08-05,66.3
2014-08-06,66.5
2014-08-07,64.65
2014-08-08,63.25
2014-08-11,64.35
2014-08-12,61.35
2014-08-13,60.3
2014-08-14,59.65
2014-08-18,61.9
2014-08-19,65.25
2014-08-20,65.1
2014-08-21,63.85
2014-08-22,62.5
2014-08-25,61.65
2014-08-26,60.85
2014-08-27,61.0
2014-08-28,61.55
2014-09-01,61.8
2014-09-02,61.9
2014-09-03,62.0
2014-09-04,62.7
2014-09-05,64.15
2014-09-08,66.55
2014-09-09,65.65
2014-09-10,63.95
2014-09-11,64.55
2014-09-12,64.0
2014-09-15,64.65
2014-09-16,63.85
2014-09-17,62.7
2014-09-18,63.0
2014-09-19,62.05
2014-09-22,63.0
2014-09-23,64.05
2014-09-24,63.0
2014-09-25,61.3
2014-09-26,61.15
2014-09-29,61.5
2014-09-30,61.55
2014-10-01,60.9
2014-10-07,60.1
2014-10-08,63.05
2014-10-09,62.25
2014-10-10,61.1
2014-10-13,60.35
2014-10-14,60.2
2014-10-16,59.65
2014-10-17,58.7
2014-10-20,58.35
2014-10-21,58.6
2014-10-22,58.8
2014-10-23,59.55
2014-10-27,58.55
2014-10-28,58.6
2014-10-29,58.9
2014-10-30,58.6
2014-10-31,58.8
2014-11-03,59.2
2014-11-05,58.75
2014-11-07,60.9
2014-11-10,63.75
2014-11-11,62.05
2014-11-12,61.85
2014-11-13,59.65
2014-11-14,57.25
2014-11-17,57.35
2014-11-18,57.3
2014-11-19,55.85
2014-11-20,54.5
2014-11-21,54.2
2014-11-24,53.5
2014-11-25,51.5
2014-11-26,51.3
2014-11-27,51.65
2014-11-28,55.0
2014-12-01,52.95
2014-12-02,54.15
2014-12-03,54.15
2014-12-04,54.4
2014-12-05,53.65
2014-12-08,53.15
2014-12-09,51.7
2014-12-10,51.9
2014-12-11,50.8
2014-12-12,48.95
2014-12-15,47.5
2014-12-16,45.7
2014-12-17,45.8
2014-12-18,47.05
2014-12-19,48.25
2014-12-22,47.9
2014-12-23,47.65
2014-12-24,47.05
2014-12-26,47.0
2014-12-29,47.05
2014-12-30,47.05
2014-12-31,47.05
