Date,GEPIL
2014-01-01,374.25
2014-01-02,366.05
2014-01-03,361.65
2014-01-06,359.55
2014-01-07,356.85
2014-01-08,360.35
2014-01-09,355.25
2014-01-10,352.9
2014-01-13,347.25
2014-01-14,346.25
2014-01-15,351.15
2014-01-16,350.4
2014-01-17,348.6
2014-01-20,343.8
2014-01-21,348.5
2014-01-22,349.6
2014-01-23,347.65
2014-01-24,340.05
2014-01-27,335.95
2014-01-28,333.95
2014-01-29,334.45
2014-01-30,326.25
2014-01-31,318.25
2014-02-03,316.8
2014-02-04,316.85
2014-02-05,317.85
2014-02-06,316.7
2014-02-07,318.2
2014-02-10,316.0
2014-02-11,314.0
2014-02-12,312.05
2014-02-13,312.25
2014-02-14,318.45
2014-02-17,313.6
2014-02-18,325.05
2014-02-19,330.0
2014-02-20,322.65
2014-02-21,318.9
2014-02-24,317.75
2014-02-25,317.6
2014-02-26,317.6
2014-02-28,323.75
2014-03-03,323.8
2014-03-04,327.2
2014-03-05,348.4
2014-03-06,360.65
2014-03-07,350.55
2014-03-10,346.2
2014-03-11,354.4
2014-03-12,350.05
2014-03-13,348.4
2014-03-14,347.1
2014-03-18,350.25
2014-03-19,363.2
2014-03-20,367.25
2014-03-21,381.9
2014-03-22,380.45
2014-03-24,382.4
2014-03-25,388.7
2014-03-26,388.7
2014-03-27,402.45
2014-03-28,413.3
2014-03-31,420.5
2014-04-01,421.25
2014-04-02,413.4
2014-04-03,407.75
2014-04-04,409.7
2014-04-07,390.7
2014-04-09,393.85
2014-04-10,394.9
2014-04-11,388.2
2014-04-15,384.7
2014-04-16,380.2
2014-04-17,392.35
2014-04-21,399.15
2014-04-22,393.3
2014-04-23,395.85
2014-04-25,412.2
2014-04-28,415.55
2014-04-29,407.7
2014-04-30,456.8
2014-05-02,456.05
2014-05-05,462.75
2014-05-06,457.6
2014-05-07,462.35
2014-05-08,451.2
2014-05-09,464.3
2014-05-12,441.2
2014-05-13,433.35
2014-05-14,446.45
2014-05-15,435.75
2014-05-16,433.2
2014-05-19,476.65
2014-05-20,499.25
2014-05-21,492.45
2014-05-22,499.75
2014-05-23,502.5
2014-05-26,486.2
2014-05-27,487.25
2014-05-28,479.6
2014-05-29,481.45
2014-05-30,489.5
2014-06-02,498.25
2014-06-03,499.8
2014-06-04,506.5
2014-06-05,505.1
2014-06-06,507.05
2014-06-09,514.45
2014-06-10,508.7
2014-06-11,509.75
2014-06-12,515.15
2014-06-13,495.45
2014-06-16,500.55
2014-06-17,518.85
2014-06-18,546.25
2014-06-19,574.7
2014-06-20,551.0
2014-06-23,533.75
2014-06-24,539.15
2014-06-25,530.05
2014-06-26,523.1
2014-06-27,518.95
2014-06-30,516.15
2014-07-01,520.65
2014-07-02,523.65
2014-07-03,528.65
2014-07-04,515.5
2014-07-07,520.85
2014-07-08,531.85
2014-07-09,531.05
2014-07-10,528.6
2014-07-11,530.95
2014-07-14,526.9
2014-07-15,534.7
2014-07-16,553.25
2014-07-17,560.95
2014-07-18,552.85
2014-07-21,551.85
2014-07-22,548.35
2014-07-23,557.9
2014-07-24,558.7
2014-07-25,543.8
2014-07-28,541.15
2014-07-30,530.8
2014-07-31,531.65
2014-08-01,524.05
2014-08-04,524.45
2014-08-05,524.25
2014-08-06,523.3
2014-08-07,525.6
2014-08-08,514.95
2014-08-11,509.45
2014-08-12,504.05
2014-08-13,493.9
2014-08-14,505.85
2014-08-18,515.05
2014-08-19,502.45
2014-08-20,507.15
2014-08-21,506.15
2014-08-22,494.2
2014-08-25,502.55
2014-08-26,498.45
2014-08-27,485.75
2014-08-28,487.15
2014-09-01,519.8
2014-09-02,523.9
2014-09-03,516.7
2014-09-04,510.75
2014-09-05,508.4
2014-09-08,516.55
2014-09-09,523.85
2014-09-10,524.4
2014-09-11,517.35
2014-09-12,510.4
2014-09-15,517.9
2014-09-16,506.15
2014-09-17,504.6
2014-09-18,503.45
2014-09-19,490.8
2014-09-22,494.6
2014-09-23,488.8
2014-09-24,481.2
2014-09-25,474.2
2014-09-26,470.95
2014-09-29,475.6
2014-09-30,477.4
2014-10-01,473.1
2014-10-07,463.85
2014-10-08,460.8
2014-10-09,465.65
2014-10-10,469.9
2014-10-13,470.5
2014-10-14,468.35
2014-10-16,468.7
2014-10-17,478.2
2014-10-20,480.3
2014-10-21,480.5
2014-10-22,488.1
2014-10-23,491.65
2014-10-27,476.15
2014-10-28,479.3
2014-10-29,485.5
2014-10-30,493.05
2014-10-31,530.65
2014-11-03,527.95
2014-11-05,515.65
2014-11-07,525.5
2014-11-10,536.55
2014-11-11,572.55
2014-11-12,559.5
2014-11-13,578.6
2014-11-14,575.65
2014-11-17,594.65
2014-11-18,595.85
2014-11-19,580.6
2014-11-20,598.35
2014-11-21,602.45
2014-11-24,603.05
2014-11-25,583.15
2014-11-26,582.35
2014-11-27,577.75
2014-11-28,588.7
2014-12-01,589.45
2014-12-02,581.95
2014-12-03,586.55
2014-12-04,613.0
2014-12-05,627.25
2014-12-08,619.8
2014-12-09,602.35
2014-12-10,599.6
2014-12-11,598.7
2014-12-12,589.35
2014-12-15,578.45
2014-12-16,566.95
2014-12-17,554.1
2014-12-18,577.55
2014-12-19,600.45
2014-12-22,602.85
2014-12-23,616.05
2014-12-24,605.4
2014-12-26,603.85
2014-12-29,611.65
2014-12-30,610.4
2014-12-31,636.55
