Date,BHEL
2014-01-01,175.4
2014-01-02,169.7
2014-01-03,165.45
2014-01-06,164.3
2014-01-07,165.0
2014-01-08,162.9
2014-01-09,162.9
2014-01-10,163.0
2014-01-13,163.85
2014-01-14,162.2
2014-01-15,166.55
2014-01-16,169.85
2014-01-17,171.85
2014-01-20,173.9
2014-01-21,169.75
2014-01-22,170.0
2014-01-23,171.25
2014-01-24,165.0
2014-01-27,162.25
2014-01-28,164.35
2014-01-29,170.75
2014-01-30,173.2
2014-01-31,172.75
2014-02-03,167.15
2014-02-04,162.85
2014-02-05,160.85
2014-02-06,157.1
2014-02-07,155.75
2014-02-10,155.9
2014-02-11,155.1
2014-02-12,157.35
2014-02-13,151.95
2014-02-14,148.5
2014-02-17,147.55
2014-02-18,149.65
2014-02-19,150.65
2014-02-20,150.95
2014-02-21,150.6
2014-02-24,156.55
2014-02-25,159.7
2014-02-26,162.4
2014-02-28,167.75
2014-03-03,162.7
2014-03-04,166.95
2014-03-05,167.0
2014-03-06,173.35
2014-03-07,184.85
2014-03-10,189.45
2014-03-11,189.35
2014-03-12,183.95
2014-03-13,183.1
2014-03-14,187.95
2014-03-18,189.0
2014-03-19,190.15
2014-03-20,184.85
2014-03-21,187.75
2014-03-22,187.4
2014-03-24,188.05
2014-03-25,196.55
2014-03-26,195.55
2014-03-27,197.85
2014-03-28,200.1
2014-03-31,196.05
2014-04-01,194.5
2014-04-02,193.35
2014-04-03,187.35
2014-04-04,183.5
2014-04-07,177.65
2014-04-09,181.6
2014-04-10,186.55
2014-04-11,185.45
2014-04-15,182.0
2014-04-16,175.55
2014-04-17,181.25
2014-04-21,186.35
2014-04-22,186.8
2014-04-23,189.6
2014-04-25,191.2
2014-04-28,186.2
2014-04-29,186.55
2014-04-30,180.45
2014-05-02,180.35
2014-05-05,177.95
2014-05-06,178.95
2014-05-07,178.4
2014-05-08,184.25
2014-05-09,194.05
2014-05-12,198.65
2014-05-13,218.95
2014-05-14,216.4
2014-05-15,218.1
2014-05-16,231.6
2014-05-19,266.55
2014-05-20,277.8
2014-05-21,271.05
2014-05-22,263.4
2014-05-23,272.15
2014-05-26,259.15
2014-05-27,245.65
2014-05-28,248.85
2014-05-29,243.3
2014-05-30,242.2
2014-06-02,248.6
2014-06-03,257.35
2014-06-04,257.6
2014-06-05,260.45
2014-06-06,262.75
2014-06-09,262.95
2014-06-10,255.8
2014-06-11,247.2
2014-06-12,243.65
2014-06-13,237.75
2014-06-16,241.05
2014-06-17,247.8
2014-06-18,241.35
2014-06-19,240.9
2014-06-20,238.8
2014-06-23,244.35
2014-06-24,250.3
2014-06-25,249.85
2014-06-26,251.2
2014-06-27,244.45
2014-06-30,250.3
2014-07-01,252.45
2014-07-02,259.4
2014-07-03,261.1
2014-07-04,262.9
2014-07-07,264.85
2014-07-08,242.9
2014-07-09,243.45
2014-07-10,243.75
2014-07-11,223.25
2014-07-14,226.7
2014-07-15,234.65
2014-07-16,241.2
2014-07-17,243.15
2014-07-18,238.65
2014-07-21,235.2
2014-07-22,234.05
2014-07-23,234.5
2014-07-24,236.3
2014-07-25,227.05
2014-07-28,229.85
2014-07-30,230.95
2014-07-31,228.35
2014-08-01,224.1
2014-08-04,228.95
2014-08-05,228.15
2014-08-06,229.45
2014-08-07,230.85
2014-08-08,220.9
2014-08-11,221.55
2014-08-12,224.2
2014-08-13,209.7
2014-08-14,212.95
2014-08-18,222.1
2014-08-19,227.55
2014-08-20,231.45
2014-08-21,229.7
2014-08-22,227.5
2014-08-25,232.25
2014-08-26,233.0
2014-08-27,229.15
2014-08-28,240.9
2014-09-01,238.5
2014-09-02,240.3
2014-09-03,236.85
2014-09-04,227.05
2014-09-05,222.8
2014-09-08,223.85
2014-09-09,221.2
2014-09-10,219.1
2014-09-11,222.7
2014-09-12,220.7
2014-09-15,220.45
2014-09-16,215.9
2014-09-17,220.65
2014-09-18,228.6
2014-09-19,226.5
2014-09-22,221.65
2014-09-23,216.45
2014-09-24,211.65
2014-09-25,203.05
2014-09-26,205.35
2014-09-29,207.75
2014-09-30,200.45
2014-10-01,199.45
2014-10-07,197.45
2014-10-08,202.1
2014-10-09,219.05
2014-10-10,221.6
2014-10-13,218.2
2014-10-14,226.0
2014-10-16,219.6
2014-10-17,226.75
2014-10-20,228.05
2014-10-21,238.45
2014-10-22,241.7
2014-10-23,240.4
2014-10-27,252.65
2014-10-28,255.3
2014-10-29,254.65
2014-10-30,255.1
2014-10-31,256.7
2014-11-03,253.35
2014-11-05,257.95
2014-11-07,249.0
2014-11-10,250.9
2014-11-11,245.3
2014-11-12,247.45
2014-11-13,247.8
2014-11-14,245.85
2014-11-17,249.15
2014-11-18,254.2
2014-11-19,249.1
2014-11-20,245.8
2014-11-21,252.25
2014-11-24,257.65
2014-11-25,265.5
2014-11-26,271.1
2014-11-27,284.2
2014-11-28,283.8
2014-12-01,274.2
2014-12-02,271.45
2014-12-03,278.3
2014-12-04,273.9
2014-12-05,272.2
2014-12-08,266.95
2014-12-09,259.3
2014-12-10,253.1
2014-12-11,253.95
2014-12-12,247.35
2014-12-15,248.8
2014-12-16,247.8
2014-12-17,245.05
2014-12-18,257.35
2014-12-19,259.05
2014-12-22,265.95
2014-12-23,261.6
2014-12-24,254.55
2014-12-26,251.55
2014-12-29,254.5
2014-12-30,258.35
2014-12-31,265.25
