Date,SKIL
2014-01-01,80.0
2014-01-02,80.0
2014-01-03,80.0
2014-01-06,76.0
2014-01-07,73.0
2014-01-08,69.1
2014-01-09,70.0
2014-01-10,66.0
2014-01-13,72.6
2014-01-14,75.3
2014-01-15,77.0
2014-01-16,71.2
2014-01-17,70.55
2014-01-20,73.8
2014-01-21,75.8
2014-01-22,75.85
2014-01-23,70.1
2014-01-24,72.0
2014-01-27,69.9
2014-01-28,64.5
2014-01-29,65.2
2014-01-30,60.65
2014-01-31,65.5
2014-02-03,64.75
2014-02-04,60.25
2014-02-05,64.0
2014-02-06,60.8
2014-02-07,63.0
2014-02-10,61.6
2014-02-11,63.75
2014-02-12,63.0
2014-02-13,60.3
2014-02-14,62.5
2014-02-17,62.5
2014-02-18,65.95
2014-02-19,62.35
2014-02-20,62.2
2014-02-21,63.4
2014-02-24,64.5
2014-02-25,63.55
2014-02-26,64.05
2014-02-28,64.8
2014-03-03,67.0
2014-03-04,64.5
2014-03-05,63.95
2014-03-06,64.9
2014-03-07,63.0
2014-03-10,64.4
2014-03-11,61.55
2014-03-12,66.4
2014-03-13,75.0
2014-03-14,70.0
2014-03-18,80.95
2014-03-19,97.1
2014-03-20,106.8
2014-03-21,115.35
2014-03-22,126.05
2014-03-24,131.55
2014-03-25,125.0
2014-03-26,118.75
2014-03-27,117.9
2014-03-28,112.05
2014-03-31,106.45
2014-04-01,101.15
2014-04-02,98.35
2014-04-03,94.9
2014-04-04,94.85
2014-04-07,90.3
2014-04-09,86.7
2014-04-10,91.0
2014-04-11,89.85
2014-04-15,87.7
2014-04-16,86.0
2014-04-17,89.75
2014-04-21,89.55
2014-04-22,93.5
2014-04-23,98.15
2014-04-25,101.75
2014-04-28,96.95
2014-04-29,92.45
2014-04-30,93.95
2014-05-02,95.95
2014-05-05,92.95
2014-05-06,92.45
2014-05-07,87.85
2014-05-08,79.1
2014-05-09,71.2
2014-05-12,64.1
2014-05-13,65.6
2014-05-14,63.35
2014-05-15,60.2
2014-05-16,57.4
2014-05-19,60.05
2014-05-20,61.85
2014-05-21,64.9
2014-05-22,67.35
2014-05-23,68.75
2014-05-26,66.8
2014-05-27,63.5
2014-05-28,63.85
2014-05-29,63.0
2014-05-30,60.0
2014-06-02,58.9
2014-06-03,60.5
2014-06-04,60.0
2014-06-05,59.4
2014-06-06,59.05
2014-06-09,59.1
2014-06-10,58.55
2014-06-11,57.9
2014-06-12,58.15
2014-06-13,55.25
2014-06-16,53.4
2014-06-17,55.0
2014-06-18,53.1
2014-06-19,52.9
2014-06-20,52.85
2014-06-23,52.0
2014-06-24,52.05
2014-06-25,51.95
2014-06-26,50.15
2014-06-27,49.75
2014-06-30,47.3
2014-07-01,44.95
2014-07-02,44.8
2014-07-03,44.6
2014-07-04,45.1
2014-07-07,43.9
2014-07-08,41.85
2014-07-09,39.85
2014-07-10,38.05
2014-07-11,36.15
2014-07-14,37.95
2014-07-15,39.8
2014-07-16,41.75
2014-07-17,43.8
2014-07-18,45.95
2014-07-21,48.2
2014-07-22,50.6
2014-07-23,53.1
2014-07-24,55.2
2014-07-25,52.95
2014-07-28,50.35
2014-07-30,47.85
2014-07-31,46.4
2014-08-01,45.1
2014-08-04,48.7
2014-08-05,47.85
2014-08-06,47.3
2014-08-07,47.1
2014-08-08,45.15
2014-08-11,44.95
2014-08-12,44.4
2014-08-13,43.55
2014-08-14,42.25
2014-08-18,44.95
2014-08-19,44.8
2014-08-20,43.75
2014-08-21,44.2
2014-08-22,45.2
2014-08-25,43.4
2014-08-26,42.15
2014-08-27,41.55
2014-08-28,43.9
2014-09-01,44.45
2014-09-02,41.8
2014-09-03,41.35
2014-09-04,41.05
2014-09-05,40.35
2014-09-08,39.9
2014-09-09,39.45
2014-09-10,44.15
2014-09-11,41.75
2014-09-12,42.05
2014-09-15,41.4
2014-09-16,39.25
2014-09-17,39.35
2014-09-18,40.6
2014-09-19,39.65
2014-09-22,40.65
2014-09-23,36.55
2014-09-24,33.15
2014-09-25,29.3
2014-09-26,30.5
2014-09-29,29.85
2014-09-30,30.95
2014-10-01,29.8
2014-10-07,29.2
2014-10-08,28.2
2014-10-09,28.6
2014-10-10,28.2
2014-10-13,28.45
2014-10-14,28.1
2014-10-16,24.15
2014-10-17,26.2
2014-10-20,25.95
2014-10-21,25.7
2014-10-22,25.7
2014-10-23,26.25
2014-10-27,27.65
2014-10-28,27.9
2014-10-29,26.95
2014-10-30,26.2
2014-10-31,26.55
2014-11-03,29.2
2014-11-05,31.75
2014-11-07,34.85
2014-11-10,36.5
2014-11-11,37.65
2014-11-12,35.8
2014-11-13,34.2
2014-11-14,34.55
2014-11-17,32.85
2014-11-18,32.2
2014-11-19,31.5
2014-11-20,30.3
2014-11-21,31.3
2014-11-24,31.35
2014-11-25,30.9
2014-11-26,30.65
2014-11-27,29.8
2014-11-28,29.9
2014-12-01,29.15
2014-12-02,28.7
2014-12-03,28.05
2014-12-04,28.65
2014-12-05,29.65
2014-12-08,29.05
2014-12-09,27.85
2014-12-10,26.7
2014-12-11,25.4
2014-12-12,25.35
2014-12-15,25.5
2014-12-16,24.25
2014-12-17,23.7
2014-12-18,24.35
2014-12-19,24.55
2014-12-22,24.75
2014-12-23,23.85
2014-12-24,23.9
2014-12-26,23.8
2014-12-29,23.55
2014-12-30,24.7
2014-12-31,23.5
