Date,INFRABEES
2014-01-01,246.9
2014-01-02,243.1
2014-01-03,234.81
2014-01-06,227.02
2014-01-07,230.0
2014-01-08,256.89
2014-01-09,240.92
2014-01-10,244.87
2014-01-13,240.0
2014-01-14,239.0
2014-01-15,236.58
2014-01-16,240.0
2014-01-17,238.57
2014-01-20,233.28
2014-01-21,235.4
2014-01-22,234.21
2014-01-23,233.0
2014-01-24,235.5
2014-01-27,235.5
2014-01-28,232.0
2014-01-29,232.0
2014-01-30,230.2
2014-01-31,233.9
2014-02-03,237.82
2014-02-04,237.01
2014-02-05,227.13
2014-02-06,226.58
2014-02-07,229.9
2014-02-10,232.0
2014-02-11,232.0
2014-02-12,232.0
2014-02-13,221.48
2014-02-14,227.3
2014-02-17,222.12
2014-02-18,231.23
2014-02-19,228.0
2014-02-20,232.95
2014-02-21,234.5
2014-02-24,236.7
2014-02-25,228.0
2014-02-26,228.0
2014-02-28,230.99
2014-03-03,229.52
2014-03-04,227.0
2014-03-05,226.15
2014-03-06,232.91
2014-03-07,237.62
2014-03-10,244.15
2014-03-11,257.53
2014-03-12,249.95
2014-03-13,250.77
2014-03-14,262.0
2014-03-18,258.0
2014-03-19,256.75
2014-03-24,250.02
2014-03-25,247.58
2014-03-26,255.0
2014-03-27,266.66
2014-03-28,263.2
2014-03-31,269.99
2014-04-01,262.1
2014-04-02,271.83
2014-04-03,270.0
2014-04-04,256.38
2014-04-07,262.0
2014-04-09,266.08
2014-04-10,267.33
2014-04-11,263.5
2014-04-15,284.0
2014-04-16,279.85
2014-04-17,306.07
2014-04-21,282.51
2014-04-22,278.0
2014-04-23,276.9
2014-04-25,276.4
2014-04-28,269.75
2014-04-29,266.6
2014-04-30,251.89
2014-05-02,259.99
2014-05-05,265.79
2014-05-06,273.61
2014-05-07,279.0
2014-05-08,278.0
2014-05-09,283.7
2014-05-12,275.99
2014-05-13,286.08
2014-05-14,292.25
2014-05-15,313.39
2014-05-16,297.81
2014-05-19,314.13
2014-05-20,321.0
2014-05-21,318.41
2014-05-22,320.76
2014-05-23,322.66
2014-05-26,315.88
2014-05-27,323.86
2014-05-28,332.08
2014-05-29,329.64
2014-05-30,324.09
2014-06-02,327.8
2014-06-03,331.8
2014-06-04,330.57
2014-06-05,333.8
2014-06-06,333.91
2014-06-09,351.98
2014-06-10,359.36
2014-06-11,346.65
2014-06-12,346.35
2014-06-13,327.08
2014-06-16,332.17
2014-06-17,335.0
2014-06-18,336.3
2014-06-19,330.45
2014-06-20,347.38
2014-06-23,330.39
2014-06-24,333.16
2014-06-25,331.08
2014-06-26,338.97
2014-06-27,330.76
2014-06-30,340.06
2014-07-01,349.08
2014-07-02,351.61
2014-07-03,343.98
2014-07-04,338.87
2014-07-07,350.69
2014-07-08,336.26
2014-07-09,337.64
2014-07-10,331.57
2014-07-11,313.05
2014-07-14,315.17
2014-07-15,328.62
2014-07-16,323.12
2014-07-17,323.88
2014-07-18,324.0
2014-07-21,322.66
2014-07-22,322.32
2014-07-23,324.05
2014-07-24,326.92
2014-07-25,321.45
2014-07-28,323.35
2014-07-30,314.93
2014-07-31,314.87
2014-08-01,312.96
2014-08-04,309.34
2014-08-05,313.42
2014-08-06,314.0
2014-08-07,315.91
2014-08-08,309.72
2014-08-11,315.0
2014-08-12,312.0
2014-08-13,310.0
2014-08-14,311.1
2014-08-18,316.46
2014-08-19,315.44
2014-08-20,318.98
2014-08-21,316.93
2014-08-22,313.93
2014-08-25,314.77
2014-08-26,314.87
2014-08-27,312.77
2014-08-28,315.25
2014-09-01,318.5
2014-09-02,326.73
2014-09-03,321.72
2014-09-04,322.18
2014-09-05,323.4
2014-09-08,326.54
2014-09-09,322.95
2014-09-10,322.21
2014-09-11,320.85
2014-09-12,323.98
2014-09-15,319.96
2014-09-16,318.61
2014-09-17,317.14
2014-09-18,320.5
2014-09-19,324.87
2014-09-22,321.14
2014-09-23,313.86
2014-09-24,314.77
2014-09-25,314.09
2014-09-26,304.68
2014-09-29,318.52
2014-09-30,310.25
2014-10-01,308.71
2014-10-07,304.84
2014-10-08,306.71
2014-10-09,311.38
2014-10-10,310.09
2014-10-13,305.22
2014-10-14,303.36
2014-10-16,304.76
2014-10-17,305.04
2014-10-20,302.07
2014-10-21,313.0
2014-10-22,319.91
2014-10-23,321.58
2014-10-27,322.49
2014-10-28,328.24
2014-10-29,326.99
2014-10-30,325.63
2014-10-31,323.81
2014-11-03,328.76
2014-11-05,330.75
2014-11-07,332.56
2014-11-10,336.72
2014-11-11,330.89
2014-11-12,327.32
2014-11-13,328.01
2014-11-14,329.31
2014-11-17,331.99
2014-11-18,333.56
2014-11-19,331.22
2014-11-20,328.56
2014-11-21,335.23
2014-11-24,333.68
2014-11-25,328.75
2014-11-26,338.66
2014-11-27,331.72
2014-11-28,333.1
2014-12-01,328.78
2014-12-02,327.46
2014-12-03,325.38
2014-12-04,322.84
2014-12-05,325.01
2014-12-08,323.47
2014-12-09,310.05
2014-12-10,308.94
2014-12-11,305.3
2014-12-12,301.53
2014-12-15,301.58
2014-12-16,294.78
2014-12-17,293.49
2014-12-18,301.99
2014-12-19,303.15
2014-12-22,312.64
2014-12-23,308.57
2014-12-24,306.72
2014-12-26,305.57
2014-12-29,302.88
2014-12-30,304.38
2014-12-31,308.28
