Date,NCC
2014-01-01,33.7
2014-01-02,31.45
2014-01-03,31.7
2014-01-06,30.75
2014-01-07,30.3
2014-01-08,30.65
2014-01-09,30.1
2014-01-10,29.25
2014-01-13,29.2
2014-01-14,29.4
2014-01-15,29.7
2014-01-16,29.25
2014-01-17,28.15
2014-01-20,28.4
2014-01-21,28.4
2014-01-22,28.4
2014-01-23,28.2
2014-01-24,27.3
2014-01-27,25.25
2014-01-28,25.6
2014-01-29,26.0
2014-01-30,24.9
2014-01-31,24.8
2014-02-03,23.65
2014-02-04,24.95
2014-02-05,24.85
2014-02-06,24.9
2014-02-07,26.25
2014-02-10,27.15
2014-02-11,26.95
2014-02-12,26.0
2014-02-13,24.05
2014-02-14,23.9
2014-02-17,23.8
2014-02-18,23.95
2014-02-19,23.7
2014-02-20,23.85
2014-02-21,24.65
2014-02-24,24.95
2014-02-25,24.3
2014-02-26,24.25
2014-02-28,25.75
2014-03-03,27.35
2014-03-04,28.6
2014-03-05,30.7
2014-03-06,30.6
2014-03-07,34.2
2014-03-10,33.1
2014-03-11,33.1
2014-03-12,31.75
2014-03-13,31.85
2014-03-14,32.15
2014-03-18,31.5
2014-03-19,32.3
2014-03-20,32.05
2014-03-21,32.4
2014-03-22,32.6
2014-03-24,32.6
2014-03-25,32.65
2014-03-26,33.95
2014-03-27,36.35
2014-03-28,36.15
2014-03-31,35.5
2014-04-01,35.4
2014-04-02,36.3
2014-04-03,36.6
2014-04-04,36.55
2014-04-07,38.05
2014-04-09,41.65
2014-04-10,45.6
2014-04-11,51.35
2014-04-15,47.7
2014-04-16,45.45
2014-04-17,46.15
2014-04-21,48.55
2014-04-22,49.75
2014-04-23,52.5
2014-04-25,54.1
2014-04-28,52.85
2014-04-29,52.7
2014-04-30,50.3
2014-05-02,50.1
2014-05-05,48.4
2014-05-06,51.8
2014-05-07,52.7
2014-05-08,55.8
2014-05-09,56.3
2014-05-12,60.4
2014-05-13,70.6
2014-05-14,67.45
2014-05-15,63.95
2014-05-16,69.35
2014-05-19,79.05
2014-05-20,78.85
2014-05-21,75.85
2014-05-22,77.8
2014-05-23,80.35
2014-05-26,76.95
2014-05-27,75.85
2014-05-28,76.55
2014-05-29,73.9
2014-05-30,72.45
2014-06-02,75.55
2014-06-03,77.55
2014-06-04,81.4
2014-06-05,80.15
2014-06-06,79.7
2014-06-09,81.85
2014-06-10,76.85
2014-06-11,73.75
2014-06-12,72.35
2014-06-13,69.15
2014-06-16,70.9
2014-06-17,72.0
2014-06-18,76.15
2014-06-19,73.7
2014-06-20,68.7
2014-06-23,69.4
2014-06-24,71.8
2014-06-25,77.65
2014-06-26,77.25
2014-06-27,76.6
2014-06-30,80.15
2014-07-01,79.95
2014-07-02,78.9
2014-07-03,78.85
2014-07-04,77.85
2014-07-07,76.85
2014-07-08,72.35
2014-07-09,68.1
2014-07-10,72.15
2014-07-11,70.15
2014-07-14,70.75
2014-07-15,74.25
2014-07-16,74.5
2014-07-17,75.45
2014-07-18,73.9
2014-07-21,72.85
2014-07-22,72.1
2014-07-23,71.7
2014-07-24,72.2
2014-07-25,69.4
2014-07-28,68.95
2014-07-30,69.35
2014-07-31,73.2
2014-08-01,71.3
2014-08-04,71.8
2014-08-05,71.4
2014-08-06,70.05
2014-08-07,70.35
2014-08-08,69.05
2014-08-11,70.1
2014-08-12,70.05
2014-08-13,61.75
2014-08-14,65.1
2014-08-18,68.15
2014-08-19,76.75
2014-08-20,73.4
2014-08-21,72.45
2014-08-22,70.05
2014-08-25,70.65
2014-08-26,69.0
2014-08-27,69.1
2014-08-28,68.85
2014-09-01,67.45
2014-09-02,69.6
2014-09-03,68.45
2014-09-04,66.75
2014-09-05,67.4
2014-09-08,69.95
2014-09-09,69.4
2014-09-10,71.05
2014-09-11,69.15
2014-09-12,67.05
2014-09-15,69.15
2014-09-16,68.0
2014-09-17,71.55
2014-09-18,46.9
2014-09-19,46.45
2014-09-22,44.25
2014-09-23,42.85
2014-09-24,39.95
2014-09-25,35.65
2014-09-26,36.65
2014-09-29,40.65
2014-09-30,38.9
2014-10-01,38.2
2014-10-07,36.4
2014-10-08,38.15
2014-10-09,43.85
2014-10-10,44.05
2014-10-13,43.25
2014-10-14,42.4
2014-10-16,39.65
2014-10-17,42.05
2014-10-20,43.05
2014-10-21,43.1
2014-10-22,42.15
2014-10-23,44.65
2014-10-27,44.35
2014-10-28,49.7
2014-10-29,53.2
2014-10-30,52.65
2014-10-31,59.65
2014-11-03,57.0
2014-11-05,57.15
2014-11-07,55.8
2014-11-10,56.85
2014-11-11,56.4
2014-11-12,56.5
2014-11-13,57.25
2014-11-14,61.35
2014-11-17,67.0
2014-11-18,69.0
2014-11-19,67.2
2014-11-20,64.85
2014-11-21,63.5
2014-11-24,63.25
2014-11-25,63.5
2014-11-26,66.45
2014-11-27,66.25
2014-11-28,67.15
2014-12-01,63.95
2014-12-02,64.1
2014-12-03,67.9
2014-12-04,70.95
2014-12-05,79.95
2014-12-08,76.5
2014-12-09,79.35
2014-12-10,83.0
2014-12-11,79.9
2014-12-12,77.5
2014-12-15,77.75
2014-12-16,73.0
2014-12-17,70.65
2014-12-18,75.35
2014-12-19,83.65
2014-12-22,84.65
2014-12-23,81.85
2014-12-24,81.4
2014-12-26,79.05
2014-12-29,79.2
2014-12-30,83.0
2014-12-31,81.6
