Date,PSB
2014-01-01,44.35
2014-01-02,44.65
2014-01-03,44.6
2014-01-06,44.15
2014-01-07,43.75
2014-01-08,44.1
2014-01-09,43.75
2014-01-10,43.55
2014-01-13,43.35
2014-01-14,43.6
2014-01-15,43.95
2014-01-16,44.05
2014-01-17,44.15
2014-01-20,44.75
2014-01-21,45.9
2014-01-22,46.05
2014-01-23,46.35
2014-01-24,46.1
2014-01-27,43.6
2014-01-28,43.8
2014-01-29,44.6
2014-01-30,43.5
2014-01-31,44.25
2014-02-03,43.6
2014-02-04,43.05
2014-02-05,42.7
2014-02-06,43.0
2014-02-07,43.05
2014-02-10,43.0
2014-02-11,43.0
2014-02-12,42.5
2014-02-13,42.15
2014-02-14,42.2
2014-02-17,42.15
2014-02-18,42.55
2014-02-19,42.1
2014-02-20,42.0
2014-02-21,42.1
2014-02-24,41.95
2014-02-25,41.35
2014-02-26,40.95
2014-02-28,41.1
2014-03-03,40.55
2014-03-04,41.05
2014-03-05,41.05
2014-03-06,42.2
2014-03-07,42.25
2014-03-10,42.2
2014-03-11,42.0
2014-03-12,41.9
2014-03-13,41.3
2014-03-14,40.9
2014-03-18,41.5
2014-03-19,41.6
2014-03-20,40.95
2014-03-21,41.45
2014-03-22,41.5
2014-03-24,41.6
2014-03-25,41.35
2014-03-26,42.3
2014-03-27,42.3
2014-03-28,43.95
2014-03-31,45.2
2014-04-01,44.5
2014-04-02,45.05
2014-04-03,45.3
2014-04-04,45.0
2014-04-07,45.15
2014-04-09,45.3
2014-04-10,44.45
2014-04-11,48.35
2014-04-15,46.8
2014-04-16,46.3
2014-04-17,46.95
2014-04-21,48.15
2014-04-22,47.7
2014-04-23,47.55
2014-04-25,48.1
2014-04-28,48.4
2014-04-29,48.2
2014-04-30,47.9
2014-05-02,47.95
2014-05-05,47.9
2014-05-06,48.5
2014-05-07,47.6
2014-05-08,46.75
2014-05-09,47.8
2014-05-12,46.4
2014-05-13,46.65
2014-05-14,48.65
2014-05-15,48.45
2014-05-16,50.35
2014-05-19,54.9
2014-05-20,56.4
2014-05-21,57.45
2014-05-22,59.65
2014-05-23,62.7
2014-05-26,66.15
2014-05-27,64.6
2014-05-28,65.25
2014-05-29,65.5
2014-05-30,63.25
2014-06-02,66.25
2014-06-03,65.05
2014-06-04,71.0
2014-06-05,79.7
2014-06-06,78.85
2014-06-09,80.15
2014-06-10,78.15
2014-06-11,77.2
2014-06-12,75.55
2014-06-13,72.1
2014-06-16,70.3
2014-06-17,73.3
2014-06-18,71.95
2014-06-19,70.5
2014-06-20,69.25
2014-06-23,70.35
2014-06-24,71.3
2014-06-25,70.7
2014-06-26,70.65
2014-06-27,70.75
2014-06-30,72.6
2014-07-01,72.45
2014-07-02,72.5
2014-07-03,73.15
2014-07-04,75.9
2014-07-07,74.6
2014-07-08,70.45
2014-07-09,67.9
2014-07-10,69.4
2014-07-11,66.4
2014-07-14,65.8
2014-07-15,67.25
2014-07-16,67.25
2014-07-17,67.2
2014-07-18,67.0
2014-07-21,69.3
2014-07-22,69.25
2014-07-23,68.4
2014-07-24,68.0
2014-07-25,66.35
2014-07-28,66.0
2014-07-30,65.55
2014-07-31,64.7
2014-08-01,63.25
2014-08-04,63.1
2014-08-05,63.9
2014-08-06,63.45
2014-08-07,62.55
2014-08-08,60.35
2014-08-11,59.9
2014-08-12,60.65
2014-08-13,55.3
2014-08-14,56.75
2014-08-18,57.9
2014-08-19,57.7
2014-08-20,56.55
2014-08-21,57.9
2014-08-22,58.4
2014-08-25,55.8
2014-08-26,55.25
2014-08-27,55.3
2014-08-28,54.55
2014-09-01,55.7
2014-09-02,57.6
2014-09-03,55.85
2014-09-04,55.2
2014-09-05,54.95
2014-09-08,55.2
2014-09-09,54.6
2014-09-10,59.55
2014-09-11,63.9
2014-09-12,65.2
2014-09-15,63.9
2014-09-16,60.75
2014-09-17,59.95
2014-09-18,61.15
2014-09-19,60.45
2014-09-22,60.85
2014-09-23,58.85
2014-09-24,57.55
2014-09-25,54.05
2014-09-26,55.35
2014-09-29,55.65
2014-09-30,55.1
2014-10-01,55.85
2014-10-07,54.05
2014-10-08,53.9
2014-10-09,55.6
2014-10-10,54.0
2014-10-13,54.4
2014-10-14,54.55
2014-10-16,53.45
2014-10-17,54.1
2014-10-20,57.6
2014-10-21,58.25
2014-10-22,58.2
2014-10-23,58.6
2014-10-27,58.35
2014-10-28,57.7
2014-10-29,57.0
2014-10-30,58.15
2014-10-31,58.8
2014-11-03,60.0
2014-11-05,59.5
2014-11-07,58.85
2014-11-10,58.2
2014-11-11,65.8
2014-11-12,63.6
2014-11-13,62.15
2014-11-14,62.2
2014-11-17,62.95
2014-11-18,64.1
2014-11-19,65.7
2014-11-20,65.95
2014-11-21,64.6
2014-11-24,63.65
2014-11-25,61.4
2014-11-26,60.95
2014-11-27,60.9
2014-11-28,62.4
2014-12-01,62.05
2014-12-02,61.7
2014-12-03,62.65
2014-12-04,62.75
2014-12-05,62.95
2014-12-08,61.95
2014-12-09,60.3
2014-12-10,61.2
2014-12-11,61.45
2014-12-12,60.2
2014-12-15,59.65
2014-12-16,57.3
2014-12-17,56.85
2014-12-18,58.75
2014-12-19,59.5
2014-12-22,60.35
2014-12-23,59.4
2014-12-24,59.5
2014-12-26,60.95
2014-12-29,61.35
2014-12-30,62.55
2014-12-31,62.7
