Date,TI
2014-01-01,58.35
2014-01-02,55.5
2014-01-03,56.45
2014-01-06,55.85
2014-01-07,56.65
2014-01-08,55.8
2014-01-09,55.65
2014-01-10,55.05
2014-01-13,54.55
2014-01-14,54.95
2014-01-15,56.1
2014-01-16,54.65
2014-01-17,53.35
2014-01-20,53.05
2014-01-21,52.65
2014-01-22,54.55
2014-01-23,54.7
2014-01-24,53.95
2014-01-27,52.15
2014-01-28,51.85
2014-01-29,51.1
2014-01-30,49.7
2014-01-31,49.7
2014-02-03,49.1
2014-02-04,49.0
2014-02-05,50.9
2014-02-06,49.7
2014-02-07,50.0
2014-02-10,50.6
2014-02-11,51.15
2014-02-12,53.5
2014-02-13,53.6
2014-02-14,52.15
2014-02-17,52.05
2014-02-18,51.75
2014-02-19,52.15
2014-02-20,50.7
2014-02-21,51.35
2014-02-24,51.55
2014-02-25,52.1
2014-02-26,52.15
2014-02-28,51.8
2014-03-03,51.85
2014-03-04,52.6
2014-03-05,54.95
2014-03-06,55.1
2014-03-07,56.25
2014-03-10,55.8
2014-03-11,55.1
2014-03-12,56.4
2014-03-13,55.2
2014-03-14,54.25
2014-03-18,55.25
2014-03-19,54.55
2014-03-20,53.7
2014-03-21,53.6
2014-03-22,54.05
2014-03-24,53.55
2014-03-25,53.95
2014-03-26,53.95
2014-03-27,53.95
2014-03-28,54.05
2014-03-31,55.6
2014-04-01,57.15
2014-04-02,57.05
2014-04-03,56.05
2014-04-04,55.8
2014-04-07,55.25
2014-04-09,55.45
2014-04-10,58.8
2014-04-11,59.1
2014-04-15,65.3
2014-04-16,63.4
2014-04-17,63.05
2014-04-21,63.5
2014-04-22,64.15
2014-04-23,65.2
2014-04-25,63.3
2014-04-28,62.4
2014-04-29,62.05
2014-04-30,60.0
2014-05-02,58.65
2014-05-05,59.0
2014-05-06,58.0
2014-05-07,57.05
2014-05-08,55.55
2014-05-09,56.2
2014-05-12,57.35
2014-05-13,55.9
2014-05-14,56.6
2014-05-15,56.7
2014-05-16,54.95
2014-05-19,56.75
2014-05-20,58.95
2014-05-21,61.4
2014-05-22,62.75
2014-05-23,61.35
2014-05-26,57.35
2014-05-27,56.05
2014-05-28,56.3
2014-05-29,56.0
2014-05-30,55.15
2014-06-02,55.0
2014-06-03,56.45
2014-06-04,57.7
2014-06-05,58.95
2014-06-06,58.9
2014-06-09,60.85
2014-06-10,59.85
2014-06-11,58.7
2014-06-12,60.55
2014-06-13,58.45
2014-06-16,57.65
2014-06-17,59.0
2014-06-18,58.3
2014-06-19,58.5
2014-06-20,57.6
2014-06-23,57.55
2014-06-24,57.35
2014-06-25,58.2
2014-06-26,56.8
2014-06-27,56.1
2014-06-30,56.3
2014-07-01,55.7
2014-07-02,58.3
2014-07-03,58.8
2014-07-04,58.3
2014-07-07,57.45
2014-07-08,54.85
2014-07-09,54.6
2014-07-10,54.75
2014-07-11,52.2
2014-07-14,51.65
2014-07-15,52.9
2014-07-16,54.1
2014-07-17,55.45
2014-07-18,54.4
2014-07-21,54.1
2014-07-22,53.0
2014-07-23,52.1
2014-07-24,51.7
2014-07-25,50.5
2014-07-28,49.2
2014-07-30,48.0
2014-07-31,49.35
2014-08-01,48.1
2014-08-04,48.25
2014-08-05,47.7
2014-08-06,47.3
2014-08-07,47.2
2014-08-08,46.05
2014-08-11,47.65
2014-08-12,47.35
2014-08-13,45.25
2014-08-14,44.6
2014-08-18,46.4
2014-08-19,46.4
2014-08-20,46.15
2014-08-21,45.05
2014-08-22,43.75
2014-08-25,44.2
2014-08-26,41.6
2014-08-27,42.25
2014-08-28,43.0
2014-09-01,44.25
2014-09-02,44.45
2014-09-03,45.2
2014-09-04,44.6
2014-09-05,44.25
2014-09-08,44.85
2014-09-09,44.6
2014-09-10,47.9
2014-09-11,47.15
2014-09-12,47.1
2014-09-15,46.9
2014-09-16,44.55
2014-09-17,45.1
2014-09-18,45.35
2014-09-19,44.55
2014-09-22,46.9
2014-09-23,45.35
2014-09-24,44.45
2014-09-25,42.05
2014-09-26,43.6
2014-09-29,44.95
2014-09-30,44.55
2014-10-01,44.35
2014-10-07,44.15
2014-10-08,43.6
2014-10-09,43.9
2014-10-10,43.5
2014-10-13,43.5
2014-10-14,43.15
2014-10-16,42.85
2014-10-17,42.65
2014-10-20,42.25
2014-10-21,40.3
2014-10-22,40.55
2014-10-23,41.5
2014-10-27,41.2
2014-10-28,38.95
2014-10-29,38.3
2014-10-30,34.6
2014-10-31,34.95
2014-11-03,35.85
2014-11-05,35.35
2014-11-07,34.5
2014-11-10,34.45
2014-11-11,34.4
2014-11-12,34.85
2014-11-13,34.2
2014-11-14,33.35
2014-11-17,30.65
2014-11-18,29.65
2014-11-19,29.95
2014-11-20,29.05
2014-11-21,27.0
2014-11-24,29.0
2014-11-25,27.05
2014-11-26,28.25
2014-11-27,28.25
2014-11-28,31.8
2014-12-01,29.95
2014-12-02,27.1
2014-12-03,27.55
2014-12-04,28.6
2014-12-05,28.85
2014-12-08,27.95
2014-12-09,27.15
2014-12-10,27.35
2014-12-11,27.75
2014-12-12,27.05
2014-12-15,27.05
2014-12-16,26.25
2014-12-17,25.55
2014-12-18,26.55
2014-12-19,26.6
2014-12-22,26.9
2014-12-23,26.35
2014-12-24,26.45
2014-12-26,26.0
2014-12-29,26.05
2014-12-30,25.95
2014-12-31,26.55
