Date,SOUTHBANK
2014-01-01,20.7
2014-01-02,20.65
2014-01-03,20.6
2014-01-06,20.55
2014-01-07,20.45
2014-01-08,20.5
2014-01-09,20.4
2014-01-10,20.15
2014-01-13,20.15
2014-01-14,20.1
2014-01-15,20.2
2014-01-16,20.55
2014-01-17,20.25
2014-01-20,21.15
2014-01-21,20.75
2014-01-22,20.85
2014-01-23,20.75
2014-01-24,20.55
2014-01-27,20.1
2014-01-28,20.0
2014-01-29,20.0
2014-01-30,20.0
2014-01-31,20.05
2014-02-03,19.9
2014-02-04,20.0
2014-02-05,20.0
2014-02-06,20.1
2014-02-07,20.05
2014-02-10,19.8
2014-02-11,19.95
2014-02-12,20.0
2014-02-13,19.9
2014-02-14,20.0
2014-02-17,19.85
2014-02-18,20.0
2014-02-19,20.15
2014-02-20,20.2
2014-02-21,20.75
2014-02-24,20.9
2014-02-25,21.0
2014-02-26,21.1
2014-02-28,21.1
2014-03-03,20.9
2014-03-04,20.8
2014-03-05,22.8
2014-03-06,22.5
2014-03-07,22.3
2014-03-10,22.2
2014-03-11,22.5
2014-03-12,22.05
2014-03-13,22.85
2014-03-14,22.25
2014-03-18,22.7
2014-03-19,22.55
2014-03-20,22.15
2014-03-21,22.4
2014-03-22,22.5
2014-03-24,22.75
2014-03-25,22.45
2014-03-26,22.5
2014-03-27,22.25
2014-03-28,22.7
2014-03-31,22.25
2014-04-01,22.45
2014-04-02,23.2
2014-04-03,22.75
2014-04-04,22.7
2014-04-07,22.45
2014-04-09,24.05
2014-04-10,24.05
2014-04-11,25.05
2014-04-15,24.55
2014-04-16,24.1
2014-04-17,24.25
2014-04-21,24.55
2014-04-22,24.85
2014-04-23,24.9
2014-04-25,24.15
2014-04-28,24.0
2014-04-29,23.65
2014-04-30,23.0
2014-05-02,23.05
2014-05-05,22.8
2014-05-06,22.7
2014-05-07,22.55
2014-05-08,23.05
2014-05-09,24.0
2014-05-12,24.35
2014-05-13,24.4
2014-05-14,24.6
2014-05-15,24.3
2014-05-16,24.75
2014-05-19,26.5
2014-05-20,26.7
2014-05-21,26.7
2014-05-22,27.3
2014-05-23,27.9
2014-05-26,27.2
2014-05-27,26.45
2014-05-28,28.2
2014-05-29,28.3
2014-05-30,28.45
2014-06-02,29.3
2014-06-03,28.85
2014-06-04,29.15
2014-06-05,29.55
2014-06-06,29.45
2014-06-09,29.75
2014-06-10,29.4
2014-06-11,29.0
2014-06-12,29.45
2014-06-13,27.8
2014-06-16,27.6
2014-06-17,28.05
2014-06-18,28.25
2014-06-19,27.85
2014-06-20,27.95
2014-06-23,29.2
2014-06-24,29.4
2014-06-25,29.6
2014-06-26,29.55
2014-06-27,30.85
2014-06-30,31.6
2014-07-01,31.75
2014-07-02,31.9
2014-07-03,32.0
2014-07-04,33.1
2014-07-07,34.35
2014-07-08,33.0
2014-07-09,32.85
2014-07-10,33.55
2014-07-11,32.15
2014-07-14,32.6
2014-07-15,33.65
2014-07-16,32.6
2014-07-17,32.75
2014-07-18,32.95
2014-07-21,32.85
2014-07-22,32.0
2014-07-23,31.8
2014-07-24,31.3
2014-07-25,30.55
2014-07-28,30.1
2014-07-30,30.05
2014-07-31,30.15
2014-08-01,29.7
2014-08-04,29.9
2014-08-05,29.9
2014-08-06,29.35
2014-08-07,28.8
2014-08-08,27.9
2014-08-11,27.7
2014-08-12,28.1
2014-08-13,27.15
2014-08-14,27.85
2014-08-18,29.15
2014-08-19,29.5
2014-08-20,28.9
2014-08-21,29.6
2014-08-22,28.75
2014-08-25,27.7
2014-08-26,28.2
2014-08-27,27.8
2014-08-28,27.75
2014-09-01,27.9
2014-09-02,28.1
2014-09-03,28.1
2014-09-04,27.7
2014-09-05,28.05
2014-09-08,28.2
2014-09-09,27.9
2014-09-10,28.1
2014-09-11,28.8
2014-09-12,28.75
2014-09-15,28.2
2014-09-16,27.55
2014-09-17,27.4
2014-09-18,27.85
2014-09-19,27.6
2014-09-22,28.0
2014-09-23,27.55
2014-09-24,27.5
2014-09-25,26.6
2014-09-26,26.3
2014-09-29,25.95
2014-09-30,26.0
2014-10-01,25.5
2014-10-07,24.7
2014-10-08,24.35
2014-10-09,25.8
2014-10-10,25.2
2014-10-13,25.5
2014-10-14,26.25
2014-10-16,25.8
2014-10-17,26.15
2014-10-20,26.3
2014-10-21,25.3
2014-10-22,25.4
2014-10-23,26.0
2014-10-27,26.65
2014-10-28,27.35
2014-10-29,27.65
2014-10-30,27.35
2014-10-31,27.75
2014-11-03,28.05
2014-11-05,28.25
2014-11-07,27.75
2014-11-10,27.4
2014-11-11,28.3
2014-11-12,28.05
2014-11-13,28.05
2014-11-14,27.4
2014-11-17,27.25
2014-11-18,27.05
2014-11-19,26.45
2014-11-20,26.4
2014-11-21,27.9
2014-11-24,27.85
2014-11-25,26.9
2014-11-26,27.45
2014-11-27,27.35
2014-11-28,27.6
2014-12-01,27.2
2014-12-02,27.45
2014-12-03,29.2
2014-12-04,29.5
2014-12-05,29.75
2014-12-08,29.2
2014-12-09,28.7
2014-12-10,28.3
2014-12-11,27.95
2014-12-12,27.6
2014-12-15,27.0
2014-12-16,25.85
2014-12-17,25.6
2014-12-18,26.85
2014-12-19,26.95
2014-12-22,26.75
2014-12-23,28.05
2014-12-24,28.0
2014-12-26,28.05
2014-12-29,28.0
2014-12-30,28.15
2014-12-31,28.35
