Date,PIIND
2015-01-01,537.9
2015-01-02,549.6
2015-01-05,542.3
2015-01-06,540.7
2015-01-07,532.25
2015-01-08,535.7
2015-01-09,531.85
2015-01-12,532.35
2015-01-13,528.1
2015-01-14,529.45
2015-01-15,524.8
2015-01-16,527.95
2015-01-19,503.3
2015-01-20,494.5
2015-01-21,492.65
2015-01-22,505.6
2015-01-23,510.8
2015-01-27,513.3
2015-01-28,507.3
2015-01-29,486.15
2015-01-30,500.95
2015-02-02,505.3
2015-02-03,501.25
2015-02-04,494.75
2015-02-05,504.9
2015-02-06,496.0
2015-02-09,502.55
2015-02-10,495.8
2015-02-11,499.55
2015-02-12,514.5
2015-02-13,573.95
2015-02-16,560.3
2015-02-18,604.95
2015-02-19,618.15
2015-02-20,639.3
2015-02-23,632.05
2015-02-24,629.15
2015-02-25,629.95
2015-02-26,608.0
2015-02-27,592.7
2015-02-28,608.3
2015-03-02,611.8
2015-03-03,641.6
2015-03-04,643.15
2015-03-05,672.2
2015-03-09,671.95
2015-03-10,667.4
2015-03-11,646.35
2015-03-12,657.7
2015-03-13,660.75
2015-03-16,647.1
2015-03-17,660.75
2015-03-18,679.25
2015-03-19,680.0
2015-03-20,696.2
2015-03-23,681.35
2015-03-24,664.65
2015-03-25,640.6
2015-03-26,630.1
2015-03-27,629.7
2015-03-30,617.7
2015-03-31,606.2
2015-04-01,610.45
2015-04-06,635.0
2015-04-07,638.5
2015-04-08,653.4
2015-04-09,698.1
2015-04-10,698.4
2015-04-13,708.75
2015-04-15,690.1
2015-04-16,688.15
2015-04-17,683.0
2015-04-20,673.05
2015-04-21,675.2
2015-04-22,663.95
2015-04-23,653.9
2015-04-24,633.5
2015-04-27,626.95
2015-04-28,616.2
2015-04-29,631.25
2015-04-30,658.25
2015-05-04,651.35
2015-05-05,660.1
2015-05-06,648.8
2015-05-07,646.2
2015-05-08,655.2
2015-05-11,670.15
2015-05-12,664.85
2015-05-13,663.8
2015-05-14,671.0
2015-05-15,685.9
2015-05-18,681.0
2015-05-19,708.25
2015-05-20,711.05
2015-05-21,698.7
2015-05-22,714.65
2015-05-25,722.55
2015-05-26,680.5
2015-05-27,680.25
2015-05-28,678.35
2015-05-29,682.05
2015-06-01,679.75
2015-06-02,663.5
2015-06-03,665.4
2015-06-04,670.75
2015-06-05,665.8
2015-06-08,659.5
2015-06-09,656.25
2015-06-10,650.7
2015-06-11,633.65
2015-06-12,614.6
2015-06-15,609.3
2015-06-16,635.1
2015-06-17,650.3
2015-06-18,649.75
2015-06-19,645.35
2015-06-22,649.1
2015-06-23,649.65
2015-06-24,643.3
2015-06-25,649.3
2015-06-26,648.7
2015-06-29,639.2
2015-06-30,644.45
2015-07-01,660.6
2015-07-02,662.55
2015-07-03,665.35
2015-07-06,677.35
2015-07-07,669.1
2015-07-08,645.45
2015-07-09,639.15
2015-07-10,656.8
2015-07-13,665.0
2015-07-14,661.0
2015-07-15,662.7
2015-07-16,677.5
2015-07-17,669.0
2015-07-20,669.75
2015-07-21,657.3
2015-07-22,655.2
2015-07-23,654.55
2015-07-24,651.7
2015-07-27,646.85
2015-07-28,649.3
2015-07-29,655.65
2015-07-30,658.25
2015-07-31,656.05
2015-08-03,645.5
2015-08-04,662.45
2015-08-05,674.2
2015-08-06,690.7
2015-08-07,718.85
2015-08-10,715.45
2015-08-11,700.55
2015-08-12,677.0
2015-08-13,687.8
2015-08-14,698.45
2015-08-17,698.15
2015-08-18,690.85
2015-08-19,695.5
2015-08-20,687.5
2015-08-21,691.8
2015-08-24,627.0
2015-08-25,663.5
2015-08-26,681.45
2015-08-27,688.8
2015-08-28,699.85
2015-08-31,720.25
2015-09-01,710.15
2015-09-02,713.15
2015-09-03,700.25
2015-09-04,673.15
2015-09-07,676.65
2015-09-08,659.35
2015-09-09,674.9
2015-09-10,668.95
2015-09-11,664.85
2015-09-14,654.5
2015-09-15,636.05
2015-09-16,623.3
2015-09-18,645.25
2015-09-21,641.3
2015-09-22,640.05
2015-09-23,639.8
2015-09-24,631.3
2015-09-28,638.15
2015-09-29,631.25
2015-09-30,637.0
2015-10-01,634.75
2015-10-05,643.95
2015-10-06,645.75
2015-10-07,653.4
2015-10-08,654.7
2015-10-09,660.55
2015-10-12,679.2
2015-10-13,678.9
2015-10-14,682.85
2015-10-15,686.15
2015-10-16,668.25
2015-10-19,669.5
2015-10-20,687.3
2015-10-21,676.35
2015-10-23,673.1
2015-10-26,681.2
2015-10-27,678.5
2015-10-28,664.9
2015-10-29,649.95
2015-10-30,668.4
2015-11-02,680.05
2015-11-03,669.6
2015-11-04,660.3
2015-11-05,647.15
2015-11-06,650.75
2015-11-09,635.35
2015-11-10,625.45
2015-11-11,633.25
2015-11-13,620.5
2015-11-16,633.95
2015-11-17,640.3
2015-11-18,641.45
2015-11-19,643.55
2015-11-20,664.85
2015-11-23,640.55
2015-11-24,646.05
2015-11-26,638.95
2015-11-27,634.6
2015-11-30,638.85
2015-12-01,642.85
2015-12-02,640.6
2015-12-03,643.75
2015-12-04,629.0
2015-12-07,627.1
2015-12-08,628.3
2015-12-09,625.9
2015-12-10,641.5
2015-12-11,599.15
2015-12-14,604.05
2015-12-15,607.2
2015-12-16,607.8
2015-12-17,631.4
2015-12-18,637.85
2015-12-21,628.15
2015-12-22,629.2
2015-12-23,628.1
2015-12-24,629.4
2015-12-28,630.2
2015-12-29,628.95
2015-12-30,639.1
2015-12-31,649.05
