Date,HDIL
2012-01-02,54.05
2012-01-03,56.4
2012-01-04,56.8
2012-01-05,54.95
2012-01-06,56.7
2012-01-07,56.75
2012-01-09,58.95
2012-01-10,62.65
2012-01-11,70.85
2012-01-12,70.3
2012-01-13,72.7
2012-01-16,71.4
2012-01-17,76.7
2012-01-18,74.5
2012-01-19,82.2
2012-01-20,78.6
2012-01-23,78.05
2012-01-24,81.05
2012-01-25,82.85
2012-01-27,79.8
2012-01-30,75.55
2012-01-31,79.55
2012-02-01,79.9
2012-02-02,80.45
2012-02-03,81.8
2012-02-06,85.25
2012-02-07,83.8
2012-02-08,90.25
2012-02-09,98.15
2012-02-10,96.55
2012-02-13,97.55
2012-02-14,104.1
2012-02-15,110.85
2012-02-16,119.8
2012-02-17,122.85
2012-02-21,130.8
2012-02-22,120.0
2012-02-23,112.55
2012-02-24,107.85
2012-02-27,99.1
2012-02-28,112.75
2012-02-29,114.35
2012-03-01,109.8
2012-03-02,104.7
2012-03-03,105.6
2012-03-05,102.1
2012-03-06,100.25
2012-03-07,101.55
2012-03-09,104.05
2012-03-12,109.35
2012-03-13,114.25
2012-03-14,108.8
2012-03-15,104.7
2012-03-16,99.0
2012-03-19,91.6
2012-03-20,93.85
2012-03-21,101.95
2012-03-22,93.9
2012-03-23,95.4
2012-03-26,88.85
2012-03-27,87.35
2012-03-28,82.55
2012-03-29,82.05
2012-03-30,85.65
2012-04-02,86.25
2012-04-03,87.45
2012-04-04,86.95
2012-04-09,85.65
2012-04-10,87.9
2012-04-11,86.95
2012-04-12,83.05
2012-04-13,82.8
2012-04-16,86.8
2012-04-17,90.35
2012-04-18,89.6
2012-04-19,88.75
2012-04-20,87.0
2012-04-23,82.55
2012-04-24,82.2
2012-04-25,81.4
2012-04-26,80.75
2012-04-27,78.8
2012-04-28,79.4
2012-04-30,80.55
2012-05-02,79.5
2012-05-03,78.0
2012-05-04,73.4
2012-05-07,74.9
2012-05-08,71.15
2012-05-09,66.3
2012-05-10,62.95
2012-05-11,64.4
2012-05-14,62.05
2012-05-15,64.55
2012-05-16,62.3
2012-05-17,62.0
2012-05-18,61.95
2012-05-21,63.2
2012-05-22,62.65
2012-05-23,61.25
2012-05-24,62.15
2012-05-25,62.8
2012-05-28,64.5
2012-05-29,66.85
2012-05-30,65.25
2012-05-31,67.25
2012-06-01,63.65
2012-06-04,65.0
2012-06-05,63.8
2012-06-06,66.45
2012-06-07,68.75
2012-06-08,72.85
2012-06-11,72.9
2012-06-12,75.7
2012-06-13,75.15
2012-06-14,72.35
2012-06-15,74.3
2012-06-18,71.55
2012-06-19,72.6
2012-06-20,73.35
2012-06-21,79.3
2012-06-22,81.85
2012-06-25,83.2
2012-06-26,83.85
2012-06-27,84.7
2012-06-28,85.1
2012-06-29,86.95
2012-07-02,88.9
2012-07-03,89.0
2012-07-04,92.35
2012-07-05,91.05
2012-07-06,89.2
2012-07-09,85.8
2012-07-09,85.8
2012-07-10,90.0
2012-07-11,88.95
2012-07-12,89.45
2012-07-13,86.55
2012-07-16,86.5
2012-07-17,85.45
2012-07-18,84.6
2012-07-19,83.5
2012-07-20,81.9
2012-07-23,76.3
2012-07-24,72.45
2012-07-25,72.6
2012-07-26,73.1
2012-07-27,75.7
2012-07-30,80.25
2012-07-31,79.35
2012-08-01,82.65
2012-08-02,83.0
2012-08-03,82.05
2012-08-06,82.7
2012-08-07,83.65
2012-08-08,81.5
2012-08-09,82.55
2012-08-10,81.05
2012-08-13,85.9
2012-08-14,83.7
2012-08-16,83.9
2012-08-17,82.5
2012-08-21,82.6
2012-08-22,79.5
2012-08-23,78.7
2012-08-24,75.45
2012-08-27,72.6
2012-08-28,72.9
2012-08-29,70.05
2012-08-30,68.95
2012-08-31,66.85
2012-09-03,66.95
2012-09-04,70.15
2012-09-05,70.05
2012-09-06,68.75
2012-09-07,71.5
2012-09-08,71.85
2012-09-10,69.5
2012-09-11,69.4
2012-09-12,70.65
2012-09-13,69.3
2012-09-14,72.7
2012-09-17,83.15
2012-09-18,84.45
2012-09-20,83.55
2012-09-21,87.6
2012-09-24,89.7
2012-09-25,93.4
2012-09-26,97.45
2012-09-27,99.75
2012-09-28,97.4
2012-10-01,100.3
2012-10-03,100.85
2012-10-04,106.8
2012-10-05,108.55
2012-10-08,105.45
2012-10-09,104.25
2012-10-10,99.6
2012-10-11,103.55
2012-10-12,104.75
2012-10-15,106.85
2012-10-16,100.65
2012-10-17,102.6
2012-10-18,105.55
2012-10-19,102.75
2012-10-22,104.0
2012-10-23,103.35
2012-10-25,101.1
2012-10-26,98.1
2012-10-29,97.75
2012-10-30,93.0
2012-10-31,95.95
2012-11-01,99.05
2012-11-02,99.85
2012-11-05,100.05
2012-11-06,105.9
2012-11-07,105.25
2012-11-08,105.75
2012-11-09,104.35
2012-11-12,110.45
2012-11-13,108.15
2012-11-15,106.3
2012-11-16,101.85
2012-11-19,104.3
2012-11-20,100.15
2012-11-21,104.6
2012-11-22,104.7
2012-11-23,104.05
2012-11-26,103.45
2012-11-27,106.35
2012-11-29,112.6
2012-11-30,112.9
2012-12-03,114.05
2012-12-04,116.0
2012-12-05,117.75
2012-12-06,118.6
2012-12-07,117.1
2012-12-10,119.75
2012-12-11,117.15
2012-12-12,118.1
2012-12-13,115.6
2012-12-14,115.85
2012-12-17,116.15
2012-12-18,118.25
2012-12-19,117.0
2012-12-20,113.4
2012-12-21,107.0
2012-12-24,106.55
2012-12-26,109.95
2012-12-27,109.6
2012-12-28,109.95
2012-12-31,111.5
