Date,INFRABEES
2012-01-02,211.83
2012-01-03,218.0
2012-01-04,217.55
2012-01-05,222.0
2012-01-06,218.2
2012-01-09,217.95
2012-01-10,223.85
2012-01-11,227.35
2012-01-12,228.6
2012-01-13,234.0
2012-01-16,234.0
2012-01-17,243.89
2012-01-18,240.95
2012-01-19,243.32
2012-01-20,246.85
2012-01-23,249.4
2012-01-24,252.47
2012-01-25,253.9
2012-01-27,257.92
2012-01-30,249.73
2012-01-31,251.05
2012-02-01,253.0
2012-02-02,263.22
2012-02-03,264.16
2012-02-06,264.95
2012-02-07,256.33
2012-02-08,258.7
2012-02-09,254.95
2012-02-10,260.05
2012-02-13,257.95
2012-02-14,260.7
2012-02-15,272.34
2012-02-16,268.85
2012-02-17,276.44
2012-02-21,274.95
2012-02-22,265.65
2012-02-23,266.05
2012-02-24,262.1
2012-02-27,255.25
2012-02-28,262.2
2012-02-29,263.97
2012-03-01,261.4
2012-03-02,262.33
2012-03-03,261.0
2012-03-05,256.2
2012-03-06,253.04
2012-03-07,246.3
2012-03-09,257.53
2012-03-12,261.0
2012-03-13,266.0
2012-03-14,265.0
2012-03-15,260.87
2012-03-16,262.25
2012-03-19,251.95
2012-03-20,251.75
2012-03-21,258.15
2012-03-22,249.94
2012-03-23,253.05
2012-03-26,246.13
2012-03-27,252.8
2012-03-28,248.35
2012-03-29,246.51
2012-03-30,242.57
2012-04-02,253.6
2012-04-03,260.0
2012-04-04,260.0
2012-04-09,254.0
2012-04-10,249.0
2012-04-11,249.0
2012-04-12,251.0
2012-04-13,252.7
2012-04-16,247.34
2012-04-17,250.0
2012-04-18,250.02
2012-04-19,254.0
2012-04-20,245.76
2012-04-23,238.1
2012-04-24,232.55
2012-04-25,227.11
2012-04-26,235.36
2012-04-27,232.03
2012-04-28,239.0
2012-04-30,234.0
2012-05-02,234.89
2012-05-03,234.8
2012-05-04,224.61
2012-05-07,219.0
2012-05-08,226.9
2012-05-09,228.4
2012-05-10,220.68
2012-05-11,215.9
2012-05-14,208.97
2012-05-15,215.02
2012-05-16,215.0
2012-05-17,219.0
2012-05-18,218.52
2012-05-21,208.32
2012-05-22,209.9
2012-05-23,206.37
2012-05-24,209.9
2012-05-25,209.93
2012-05-28,208.44
2012-05-29,212.38
2012-05-30,210.9
2012-05-31,209.8
2012-06-01,212.0
2012-06-04,214.5
2012-06-05,217.99
2012-06-06,220.12
2012-06-07,221.99
2012-06-08,221.9
2012-06-11,215.69
2012-06-12,217.0
2012-06-13,215.25
2012-06-14,223.52
2012-06-15,216.88
2012-06-18,216.05
2012-06-19,228.62
2012-06-20,228.98
2012-06-21,225.1
2012-06-25,230.48
2012-06-26,230.8
2012-06-27,230.0
2012-06-28,219.17
2012-06-29,239.76
2012-07-02,236.0
2012-07-03,238.21
2012-07-04,240.0
2012-07-05,249.08
2012-07-06,242.27
2012-07-09,240.0
2012-07-09,240.0
2012-07-10,238.82
2012-07-11,242.33
2012-07-12,238.5
2012-07-13,238.04
2012-07-16,236.0
2012-07-17,234.0
2012-07-18,239.5
2012-07-19,243.0
2012-07-20,236.14
2012-07-23,231.08
2012-07-24,229.1
2012-07-25,229.51
2012-07-26,225.85
2012-07-27,232.0
2012-07-30,232.5
2012-07-31,228.3
2012-08-01,229.74
2012-08-02,233.5
2012-08-03,229.2
2012-08-06,232.56
2012-08-07,235.0
2012-08-08,231.34
2012-08-09,234.95
2012-08-10,229.0
2012-08-13,234.9
2012-08-14,238.08
2012-08-16,241.0
2012-08-17,232.89
2012-08-21,228.98
2012-08-22,235.0
2012-08-23,230.0
2012-08-24,233.75
2012-08-27,230.45
2012-08-28,229.0
2012-08-29,225.0
2012-08-30,222.5
2012-08-31,228.81
2012-09-03,230.0
2012-09-04,233.95
2012-09-05,239.7
2012-09-06,222.38
2012-09-07,225.0
2012-09-08,224.95
2012-09-10,229.0
2012-09-11,225.0
2012-09-12,231.88
2012-09-13,226.93
2012-09-14,234.5
2012-09-17,242.9
2012-09-18,236.0
2012-09-20,228.92
2012-09-21,246.5
2012-09-24,248.0
2012-09-25,253.42
2012-09-26,248.05
2012-09-27,251.98
2012-09-28,261.36
2012-10-01,284.07
2012-10-03,258.97
2012-10-04,263.6
2012-10-05,259.52
2012-10-08,252.59
2012-10-09,258.54
2012-10-10,250.17
2012-10-11,255.0
2012-10-12,255.62
2012-10-15,247.96
2012-10-16,241.11
2012-10-17,250.0
2012-10-18,247.5
2012-10-19,254.47
2012-10-22,246.21
2012-10-23,245.53
2012-10-25,253.99
2012-10-26,252.99
2012-10-29,250.0
2012-10-30,250.0
2012-10-31,246.22
2012-11-01,241.92
2012-11-02,243.46
2012-11-05,243.2
2012-11-06,249.9
2012-11-07,245.11
2012-11-08,243.56
2012-11-09,243.35
2012-11-12,249.99
2012-11-13,254.9
2012-11-15,249.8
2012-11-16,244.17
2012-11-19,246.0
2012-11-20,244.23
2012-11-21,242.36
2012-11-22,246.85
2012-11-23,246.99
2012-11-26,247.72
2012-11-27,248.85
2012-11-29,249.75
2012-11-30,252.0
2012-12-03,250.24
2012-12-04,251.1
2012-12-05,253.73
2012-12-06,252.0
2012-12-07,258.54
2012-12-10,259.0
2012-12-11,260.84
2012-12-12,263.02
2012-12-13,262.59
2012-12-14,269.93
2012-12-17,263.88
2012-12-18,265.0
2012-12-19,267.0
2012-12-20,263.99
2012-12-21,264.2
2012-12-24,269.9
2012-12-26,272.37
2012-12-27,270.2
2012-12-28,269.66
2012-12-31,265.64
