Date,TINPLATE
2012-01-02,33.35
2012-01-03,34.65
2012-01-04,37.1
2012-01-05,37.4
2012-01-06,38.05
2012-01-07,37.95
2012-01-09,39.65
2012-01-10,40.15
2012-01-11,40.5
2012-01-12,40.55
2012-01-13,41.65
2012-01-16,41.4
2012-01-17,41.9
2012-01-18,40.8
2012-01-19,40.65
2012-01-20,40.6
2012-01-23,40.0
2012-01-24,42.1
2012-01-25,42.9
2012-01-27,43.0
2012-01-30,41.25
2012-01-31,41.5
2012-02-01,44.25
2012-02-02,43.9
2012-02-03,43.85
2012-02-06,44.25
2012-02-07,43.9
2012-02-08,43.55
2012-02-09,44.8
2012-02-10,45.2
2012-02-13,44.9
2012-02-14,45.55
2012-02-15,46.2
2012-02-16,46.95
2012-02-17,46.8
2012-02-21,46.9
2012-02-22,44.65
2012-02-23,43.8
2012-02-24,42.8
2012-02-27,40.75
2012-02-28,42.4
2012-02-29,42.6
2012-03-01,42.45
2012-03-02,44.45
2012-03-03,51.95
2012-03-05,51.65
2012-03-06,49.9
2012-03-07,49.9
2012-03-09,50.8
2012-03-12,50.15
2012-03-13,49.05
2012-03-14,48.5
2012-03-15,47.2
2012-03-16,45.6
2012-03-19,44.8
2012-03-20,43.95
2012-03-21,45.3
2012-03-22,43.0
2012-03-23,43.45
2012-03-26,42.0
2012-03-27,42.25
2012-03-28,41.1
2012-03-29,40.7
2012-03-30,42.75
2012-04-02,44.1
2012-04-03,44.75
2012-04-04,43.9
2012-04-09,43.7
2012-04-10,48.1
2012-04-11,49.35
2012-04-12,49.35
2012-04-13,49.6
2012-04-16,49.3
2012-04-17,48.55
2012-04-18,48.65
2012-04-19,48.25
2012-04-20,47.75
2012-04-23,48.0
2012-04-24,47.6
2012-04-25,46.6
2012-04-26,45.65
2012-04-27,44.0
2012-04-28,44.8
2012-04-30,44.3
2012-05-02,43.85
2012-05-03,43.05
2012-05-04,41.35
2012-05-07,41.4
2012-05-08,41.05
2012-05-09,40.05
2012-05-10,39.9
2012-05-11,39.4
2012-05-14,38.2
2012-05-15,38.0
2012-05-16,38.15
2012-05-17,37.75
2012-05-18,36.9
2012-05-21,37.8
2012-05-22,37.8
2012-05-23,37.0
2012-05-24,38.7
2012-05-25,38.6
2012-05-28,39.85
2012-05-29,39.45
2012-05-30,38.8
2012-05-31,38.25
2012-06-01,38.2
2012-06-04,37.65
2012-06-05,38.3
2012-06-06,39.65
2012-06-07,39.65
2012-06-08,40.05
2012-06-11,41.2
2012-06-12,43.55
2012-06-13,44.7
2012-06-14,45.95
2012-06-15,46.8
2012-06-18,55.65
2012-06-19,54.8
2012-06-20,54.25
2012-06-21,54.0
2012-06-22,53.85
2012-06-25,54.05
2012-06-26,54.3
2012-06-27,54.45
2012-06-28,54.3
2012-06-29,54.45
2012-07-02,54.5
2012-07-03,54.65
2012-07-04,55.0
2012-07-05,54.95
2012-07-06,55.0
2012-07-09,55.05
2012-07-10,55.1
2012-07-11,55.05
2012-07-12,55.1
2012-07-13,55.05
2012-07-16,55.0
2012-07-17,54.9
2012-07-18,55.2
2012-07-19,55.25
2012-07-20,55.25
2012-07-23,55.35
2012-07-24,55.55
2012-07-25,55.35
2012-07-26,55.35
2012-07-27,55.25
2012-07-30,55.65
2012-07-31,55.5
2012-08-01,55.4
2012-08-02,55.35
2012-08-03,55.15
2012-08-06,55.25
2012-08-07,55.45
2012-08-08,55.75
2012-08-09,55.9
2012-08-10,56.0
2012-08-13,57.2
2012-08-14,57.1
2012-08-16,56.95
2012-08-17,57.05
2012-08-21,54.5
2012-08-22,53.15
2012-08-23,51.95
2012-08-24,50.7
2012-08-27,50.55
2012-08-28,51.1
2012-08-29,50.4
2012-08-30,49.75
2012-08-31,51.05
2012-09-03,48.2
2012-09-04,48.75
2012-09-05,50.0
2012-09-06,54.8
2012-09-07,53.4
2012-09-08,53.35
2012-09-10,52.8
2012-09-11,54.9
2012-09-12,52.85
2012-09-13,52.25
2012-09-14,52.75
2012-09-17,52.1
2012-09-18,51.25
2012-09-20,52.2
2012-09-21,52.15
2012-09-24,51.8
2012-09-25,51.6
2012-09-26,51.95
2012-09-27,51.85
2012-09-28,51.95
2012-10-01,52.15
2012-10-03,52.15
2012-10-04,52.2
2012-10-05,51.95
2012-10-08,51.8
2012-10-09,51.6
2012-10-10,51.05
2012-10-11,51.6
2012-10-12,51.15
2012-10-15,51.2
2012-10-16,51.75
2012-10-17,52.75
2012-10-18,53.05
2012-10-19,52.75
2012-10-22,52.2
2012-10-23,51.95
2012-10-25,51.45
2012-10-26,51.0
2012-10-29,51.45
2012-10-30,50.2
2012-10-31,50.2
2012-11-01,50.2
2012-11-02,50.95
2012-11-05,52.0
2012-11-06,51.9
2012-11-07,52.75
2012-11-08,52.35
2012-11-09,51.9
2012-11-12,51.3
2012-11-13,51.2
2012-11-15,51.15
2012-11-16,50.85
2012-11-19,52.65
2012-11-20,55.05
2012-11-21,54.55
2012-11-22,53.65
2012-11-23,52.4
2012-11-26,51.95
2012-11-27,52.55
2012-11-29,52.1
2012-11-30,52.55
2012-12-03,52.85
2012-12-04,52.85
2012-12-05,52.7
2012-12-06,53.2
2012-12-07,53.0
2012-12-10,52.55
2012-12-11,52.25
2012-12-12,52.05
2012-12-13,51.6
2012-12-14,51.25
2012-12-17,51.2
2012-12-18,53.3
2012-12-19,52.85
2012-12-20,54.6
2012-12-21,52.8
2012-12-24,52.65
2012-12-26,52.4
2012-12-27,51.95
2012-12-28,52.15
2012-12-31,51.8
