Date,DELTACORP
2012-01-02,56.15
2012-01-03,62.1
2012-01-04,61.1
2012-01-05,61.7
2012-01-06,61.85
2012-01-07,61.95
2012-01-09,64.35
2012-01-10,66.7
2012-01-11,66.65
2012-01-12,69.6
2012-01-13,69.65
2012-01-16,67.15
2012-01-17,67.75
2012-01-18,72.4
2012-01-19,75.45
2012-01-20,72.95
2012-01-23,73.4
2012-01-24,76.8
2012-01-25,75.45
2012-01-27,75.5
2012-01-30,71.15
2012-01-31,77.1
2012-02-01,77.15
2012-02-02,74.05
2012-02-03,75.25
2012-02-06,75.05
2012-02-07,73.15
2012-02-08,75.7
2012-02-09,82.15
2012-02-10,79.35
2012-02-13,80.15
2012-02-14,80.45
2012-02-15,82.6
2012-02-16,83.25
2012-02-17,83.05
2012-02-21,86.5
2012-02-22,78.3
2012-02-23,77.65
2012-02-24,75.3
2012-02-27,71.85
2012-02-28,74.85
2012-02-29,75.85
2012-03-01,76.4
2012-03-02,78.65
2012-03-03,78.0
2012-03-05,74.2
2012-03-06,71.4
2012-03-07,71.8
2012-03-09,73.95
2012-03-12,75.75
2012-03-13,75.0
2012-03-14,74.4
2012-03-15,72.05
2012-03-16,71.6
2012-03-19,70.55
2012-03-20,70.4
2012-03-21,73.4
2012-03-22,69.35
2012-03-23,70.3
2012-03-26,67.7
2012-03-27,69.3
2012-03-28,68.2
2012-03-29,65.95
2012-03-30,68.95
2012-04-02,69.9
2012-04-03,71.65
2012-04-04,70.8
2012-04-09,68.25
2012-04-10,68.35
2012-04-11,67.2
2012-04-12,67.15
2012-04-13,66.15
2012-04-16,67.15
2012-04-17,68.45
2012-04-18,67.55
2012-04-19,67.95
2012-04-20,66.15
2012-04-23,62.65
2012-04-24,62.75
2012-04-25,60.75
2012-04-26,59.55
2012-04-27,60.05
2012-04-28,59.95
2012-04-30,60.9
2012-05-02,59.35
2012-05-03,58.4
2012-05-04,55.3
2012-05-07,57.8
2012-05-08,54.55
2012-05-09,53.85
2012-05-10,53.1
2012-05-11,54.05
2012-05-14,53.2
2012-05-15,55.85
2012-05-16,58.65
2012-05-17,61.45
2012-05-18,62.7
2012-05-21,62.05
2012-05-22,59.3
2012-05-23,62.6
2012-05-24,63.45
2012-05-25,62.9
2012-05-28,64.35
2012-05-29,63.15
2012-05-30,59.85
2012-05-31,59.0
2012-06-01,57.7
2012-06-04,61.2
2012-06-05,59.65
2012-06-06,61.4
2012-06-07,67.15
2012-06-08,65.95
2012-06-11,63.4
2012-06-12,64.5
2012-06-13,63.7
2012-06-14,62.15
2012-06-15,63.1
2012-06-18,61.25
2012-06-19,61.55
2012-06-20,62.2
2012-06-21,64.35
2012-06-22,63.55
2012-06-25,63.0
2012-06-26,63.35
2012-06-27,64.3
2012-06-28,63.65
2012-06-29,66.85
2012-07-02,68.9
2012-07-03,68.4
2012-07-04,68.8
2012-07-05,70.25
2012-07-06,68.25
2012-07-09,65.95
2012-07-09,65.95
2012-07-10,67.4
2012-07-11,66.85
2012-07-12,65.2
2012-07-13,64.85
2012-07-16,62.55
2012-07-17,62.25
2012-07-18,63.4
2012-07-19,63.55
2012-07-20,63.05
2012-07-23,60.85
2012-07-24,61.15
2012-07-25,58.25
2012-07-26,54.85
2012-07-27,55.05
2012-07-30,57.45
2012-07-31,57.7
2012-08-01,60.05
2012-08-02,60.2
2012-08-03,59.0
2012-08-06,61.15
2012-08-07,61.0
2012-08-08,59.85
2012-08-09,58.9
2012-08-10,59.15
2012-08-13,59.65
2012-08-14,59.75
2012-08-16,62.25
2012-08-17,64.3
2012-08-21,63.7
2012-08-22,63.65
2012-08-23,63.1
2012-08-24,61.65
2012-08-27,59.8
2012-08-28,57.55
2012-08-29,57.55
2012-08-30,58.4
2012-08-31,58.0
2012-09-03,59.05
2012-09-04,59.25
2012-09-05,59.2
2012-09-06,60.85
2012-09-07,61.05
2012-09-08,61.0
2012-09-10,62.25
2012-09-11,61.2
2012-09-12,64.5
2012-09-13,65.85
2012-09-14,67.65
2012-09-17,69.85
2012-09-18,71.25
2012-09-20,72.0
2012-09-21,70.65
2012-09-24,73.2
2012-09-25,73.45
2012-09-26,72.2
2012-09-27,73.2
2012-09-28,70.7
2012-10-01,72.45
2012-10-03,73.55
2012-10-04,73.1
2012-10-05,71.05
2012-10-08,71.2
2012-10-09,71.25
2012-10-10,68.45
2012-10-11,72.0
2012-10-12,74.6
2012-10-15,74.95
2012-10-16,71.45
2012-10-17,71.4
2012-10-18,73.1
2012-10-19,71.2
2012-10-22,72.6
2012-10-23,70.9
2012-10-25,70.95
2012-10-26,69.05
2012-10-29,67.35
2012-10-30,67.15
2012-10-31,65.65
2012-11-01,69.35
2012-11-02,70.45
2012-11-05,69.45
2012-11-06,69.8
2012-11-07,70.05
2012-11-08,69.2
2012-11-09,71.5
2012-11-12,74.35
2012-11-13,74.8
2012-11-15,73.3
2012-11-16,74.95
2012-11-19,74.65
2012-11-20,72.45
2012-11-21,73.2
2012-11-22,73.0
2012-11-23,73.55
2012-11-26,77.55
2012-11-27,78.3
2012-11-29,77.95
2012-11-30,77.7
2012-12-03,81.65
2012-12-04,80.45
2012-12-05,79.55
2012-12-06,80.8
2012-12-07,80.25
2012-12-10,81.6
2012-12-11,78.85
2012-12-12,78.55
2012-12-13,76.65
2012-12-14,76.95
2012-12-17,77.3
2012-12-18,78.4
2012-12-19,78.2
2012-12-20,77.1
2012-12-21,74.4
2012-12-24,75.65
2012-12-26,77.2
2012-12-27,75.2
2012-12-28,74.1
2012-12-31,73.35
