Date,CEBBCO
2012-01-02,56.25
2012-01-03,57.15
2012-01-04,55.9
2012-01-05,58.6
2012-01-06,59.6
2012-01-07,59.05
2012-01-09,62.75
2012-01-10,67.55
2012-01-11,68.35
2012-01-12,68.35
2012-01-13,68.05
2012-01-16,63.55
2012-01-17,61.45
2012-01-18,63.0
2012-01-19,63.15
2012-01-20,62.8
2012-01-23,62.8
2012-01-24,62.8
2012-01-25,59.5
2012-01-27,59.1
2012-01-30,57.2
2012-01-31,61.15
2012-02-01,59.9
2012-02-02,61.1
2012-02-03,60.15
2012-02-06,61.05
2012-02-07,65.95
2012-02-08,61.9
2012-02-09,60.8
2012-02-10,60.5
2012-02-13,61.2
2012-02-14,61.0
2012-02-15,60.75
2012-02-16,60.8
2012-02-17,58.6
2012-02-21,59.4
2012-02-22,56.55
2012-02-23,58.0
2012-02-24,56.25
2012-02-27,56.55
2012-02-28,60.4
2012-02-29,60.6
2012-03-01,60.0
2012-03-02,60.1
2012-03-03,60.4
2012-03-05,59.15
2012-03-06,58.0
2012-03-07,58.7
2012-03-09,59.15
2012-03-12,59.9
2012-03-13,59.8
2012-03-14,59.4
2012-03-15,58.1
2012-03-16,58.0
2012-03-19,58.9
2012-03-20,59.95
2012-03-21,59.5
2012-03-22,59.5
2012-03-23,60.0
2012-03-26,59.95
2012-03-27,60.2
2012-03-28,59.75
2012-03-29,59.5
2012-03-30,60.05
2012-04-02,65.6
2012-04-03,64.3
2012-04-04,64.35
2012-04-09,62.3
2012-04-10,65.05
2012-04-11,62.8
2012-04-12,63.2
2012-04-13,63.55
2012-04-16,64.0
2012-04-17,66.7
2012-04-18,69.3
2012-04-19,78.05
2012-04-20,78.25
2012-04-23,72.1
2012-04-24,69.6
2012-04-25,68.1
2012-04-26,66.45
2012-04-27,67.45
2012-04-28,69.1
2012-04-30,68.65
2012-05-02,71.1
2012-05-03,69.1
2012-05-04,70.2
2012-05-07,68.95
2012-05-08,68.3
2012-05-09,67.75
2012-05-10,68.3
2012-05-11,70.85
2012-05-14,67.95
2012-05-15,66.3
2012-05-16,64.2
2012-05-17,66.95
2012-05-18,66.85
2012-05-21,67.35
2012-05-22,68.5
2012-05-23,67.95
2012-05-24,68.35
2012-05-25,68.2
2012-05-28,72.2
2012-05-29,73.35
2012-05-30,70.3
2012-05-31,69.3
2012-06-01,65.85
2012-06-04,66.45
2012-06-05,67.0
2012-06-06,67.35
2012-06-07,69.15
2012-06-08,69.95
2012-06-11,72.55
2012-06-12,73.9
2012-06-13,73.1
2012-06-14,72.35
2012-06-15,76.0
2012-06-18,74.4
2012-06-19,79.0
2012-06-20,84.2
2012-06-21,84.65
2012-06-22,86.0
2012-06-25,85.45
2012-06-26,85.95
2012-06-27,89.95
2012-06-28,87.95
2012-06-29,88.5
2012-07-02,87.35
2012-07-03,86.4
2012-07-04,87.5
2012-07-05,87.05
2012-07-06,83.85
2012-07-09,86.75
2012-07-09,86.75
2012-07-10,87.3
2012-07-11,88.4
2012-07-12,87.5
2012-07-13,87.25
2012-07-16,85.55
2012-07-17,84.95
2012-07-18,84.95
2012-07-19,87.1
2012-07-20,86.25
2012-07-23,84.05
2012-07-24,83.95
2012-07-25,84.3
2012-07-26,85.2
2012-07-27,89.2
2012-07-30,91.8
2012-07-31,91.05
2012-08-01,92.95
2012-08-02,95.0
2012-08-03,94.55
2012-08-06,96.35
2012-08-07,94.0
2012-08-08,93.65
2012-08-09,94.25
2012-08-10,93.7
2012-08-13,94.75
2012-08-14,92.8
2012-08-16,91.1
2012-08-17,90.2
2012-08-21,89.8
2012-08-22,91.65
2012-08-23,90.85
2012-08-24,89.05
2012-08-27,89.4
2012-08-28,89.45
2012-08-29,88.75
2012-08-30,89.4
2012-08-31,88.3
2012-09-03,88.85
2012-09-04,89.95
2012-09-05,90.05
2012-09-06,90.8
2012-09-07,89.8
2012-09-08,91.05
2012-09-10,95.35
2012-09-11,93.25
2012-09-12,95.2
2012-09-13,95.0
2012-09-14,93.3
2012-09-17,92.85
2012-09-18,92.95
2012-09-20,92.35
2012-09-21,94.45
2012-09-24,96.9
2012-09-25,96.4
2012-09-26,96.1
2012-09-27,96.7
2012-09-28,96.45
2012-10-01,99.4
2012-10-03,98.35
2012-10-04,102.45
2012-10-05,99.5
2012-10-08,103.2
2012-10-09,100.7
2012-10-10,98.8
2012-10-11,97.9
2012-10-12,99.0
2012-10-15,98.5
2012-10-16,99.9
2012-10-17,101.45
2012-10-18,101.95
2012-10-19,101.65
2012-10-22,101.15
2012-10-23,101.0
2012-10-25,100.05
2012-10-26,99.75
2012-10-29,98.45
2012-10-30,96.65
2012-10-31,99.3
2012-11-01,102.55
2012-11-02,99.6
2012-11-05,98.0
2012-11-06,101.55
2012-11-07,101.5
2012-11-08,105.7
2012-11-09,103.55
2012-11-12,104.0
2012-11-13,104.85
2012-11-15,103.4
2012-11-16,103.3
2012-11-19,102.65
2012-11-20,102.25
2012-11-21,101.65
2012-11-22,102.6
2012-11-23,102.4
2012-11-26,103.35
2012-11-27,103.5
2012-11-29,102.75
2012-11-30,102.65
2012-12-03,107.55
2012-12-04,104.8
2012-12-05,104.55
2012-12-06,104.05
2012-12-07,103.2
2012-12-10,103.4
2012-12-11,99.7
2012-12-12,100.0
2012-12-13,99.45
2012-12-14,97.9
2012-12-17,97.1
2012-12-18,95.25
2012-12-19,94.75
2012-12-20,93.5
2012-12-21,93.05
2012-12-24,93.45
2012-12-26,92.4
2012-12-27,92.0
2012-12-28,93.25
2012-12-31,92.6
