Date,BAJAJELEC
2012-01-02,152.8
2012-01-03,158.15
2012-01-04,154.25
2012-01-05,151.7
2012-01-06,149.55
2012-01-07,151.85
2012-01-09,156.75
2012-01-10,160.25
2012-01-11,158.85
2012-01-12,161.7
2012-01-13,163.2
2012-01-16,164.2
2012-01-17,167.7
2012-01-18,166.6
2012-01-19,170.05
2012-01-20,164.65
2012-01-23,164.8
2012-01-24,164.45
2012-01-25,167.25
2012-01-27,169.2
2012-01-30,171.8
2012-01-31,173.9
2012-02-01,179.1
2012-02-02,175.3
2012-02-03,174.35
2012-02-06,170.75
2012-02-07,169.35
2012-02-08,170.75
2012-02-09,170.4
2012-02-10,172.2
2012-02-13,177.85
2012-02-14,182.0
2012-02-15,192.1
2012-02-16,188.2
2012-02-17,191.7
2012-02-21,178.35
2012-02-22,175.0
2012-02-23,180.15
2012-02-24,178.35
2012-02-27,176.9
2012-02-28,180.15
2012-02-29,185.55
2012-03-01,189.25
2012-03-02,189.2
2012-03-03,189.9
2012-03-05,190.1
2012-03-06,189.7
2012-03-07,189.05
2012-03-09,187.05
2012-03-12,189.9
2012-03-13,189.25
2012-03-14,187.5
2012-03-15,184.95
2012-03-16,181.4
2012-03-19,183.15
2012-03-20,184.35
2012-03-21,185.65
2012-03-22,183.55
2012-03-23,185.85
2012-03-26,180.65
2012-03-27,182.2
2012-03-28,195.85
2012-03-29,193.4
2012-03-30,195.95
2012-04-02,197.4
2012-04-03,198.2
2012-04-04,201.5
2012-04-09,199.05
2012-04-10,199.85
2012-04-11,194.25
2012-04-12,196.75
2012-04-13,194.25
2012-04-16,195.5
2012-04-17,198.35
2012-04-18,196.8
2012-04-19,201.2
2012-04-20,208.4
2012-04-23,208.05
2012-04-24,206.2
2012-04-25,206.6
2012-04-26,200.15
2012-04-27,200.95
2012-04-28,200.55
2012-04-30,197.1
2012-05-02,195.7
2012-05-03,197.5
2012-05-04,187.45
2012-05-07,196.3
2012-05-08,193.7
2012-05-09,197.1
2012-05-10,199.1
2012-05-11,200.4
2012-05-14,207.65
2012-05-15,215.15
2012-05-16,218.5
2012-05-17,219.45
2012-05-18,222.75
2012-05-21,224.75
2012-05-22,230.0
2012-05-23,224.95
2012-05-24,217.75
2012-05-25,219.95
2012-05-28,215.0
2012-05-29,196.0
2012-05-30,186.8
2012-05-31,182.1
2012-06-01,182.8
2012-06-04,174.6
2012-06-05,176.6
2012-06-06,176.0
2012-06-07,181.1
2012-06-08,186.4
2012-06-11,186.4
2012-06-12,192.0
2012-06-13,191.3
2012-06-14,187.2
2012-06-15,187.05
2012-06-18,186.4
2012-06-19,186.8
2012-06-20,189.15
2012-06-21,190.25
2012-06-22,191.35
2012-06-25,190.15
2012-06-26,191.65
2012-06-27,195.75
2012-06-28,198.55
2012-06-29,198.1
2012-07-02,198.15
2012-07-03,197.2
2012-07-04,193.1
2012-07-05,199.8
2012-07-06,199.75
2012-07-09,200.4
2012-07-09,200.4
2012-07-10,200.6
2012-07-11,196.4
2012-07-12,198.05
2012-07-13,199.55
2012-07-16,197.15
2012-07-17,196.85
2012-07-18,195.75
2012-07-19,197.6
2012-07-20,192.6
2012-07-23,185.9
2012-07-24,182.15
2012-07-25,183.65
2012-07-26,172.8
2012-07-27,168.95
2012-07-30,173.1
2012-07-31,177.4
2012-08-01,180.15
2012-08-02,181.75
2012-08-03,180.5
2012-08-06,181.0
2012-08-07,180.7
2012-08-08,177.6
2012-08-09,176.95
2012-08-10,172.35
2012-08-13,175.25
2012-08-14,176.45
2012-08-16,177.1
2012-08-17,177.75
2012-08-21,177.8
2012-08-22,178.05
2012-08-23,177.8
2012-08-24,176.45
2012-08-27,176.35
2012-08-28,174.05
2012-08-29,171.8
2012-08-30,170.65
2012-08-31,170.5
2012-09-03,170.3
2012-09-04,171.9
2012-09-05,173.0
2012-09-06,170.0
2012-09-07,169.85
2012-09-08,171.9
2012-09-10,172.15
2012-09-11,172.6
2012-09-12,175.7
2012-09-13,174.6
2012-09-14,179.75
2012-09-17,190.1
2012-09-18,188.95
2012-09-20,185.9
2012-09-21,186.3
2012-09-24,193.4
2012-09-25,201.45
2012-09-26,198.9
2012-09-27,196.5
2012-09-28,198.4
2012-10-01,201.9
2012-10-03,205.2
2012-10-04,201.9
2012-10-05,200.85
2012-10-08,209.55
2012-10-09,222.0
2012-10-10,220.05
2012-10-11,221.2
2012-10-12,226.0
2012-10-15,227.6
2012-10-16,223.85
2012-10-17,226.0
2012-10-18,231.4
2012-10-19,227.85
2012-10-22,225.85
2012-10-23,224.65
2012-10-25,214.7
2012-10-26,196.95
2012-10-29,197.15
2012-10-30,196.1
2012-10-31,199.8
2012-11-01,196.5
2012-11-02,195.75
2012-11-05,194.05
2012-11-06,196.0
2012-11-07,197.4
2012-11-08,195.1
2012-11-09,196.0
2012-11-12,196.5
2012-11-13,196.9
2012-11-15,200.25
2012-11-16,202.0
2012-11-19,201.7
2012-11-20,201.1
2012-11-21,199.35
2012-11-22,199.75
2012-11-23,200.5
2012-11-26,200.55
2012-11-27,203.8
2012-11-29,205.5
2012-11-30,207.4
2012-12-03,204.7
2012-12-04,207.95
2012-12-05,209.05
2012-12-06,206.9
2012-12-07,205.4
2012-12-10,205.05
2012-12-11,215.1
2012-12-12,214.55
2012-12-13,212.45
2012-12-14,209.3
2012-12-17,212.25
2012-12-18,210.35
2012-12-19,207.45
2012-12-20,204.8
2012-12-21,205.85
2012-12-24,206.6
2012-12-26,206.65
2012-12-27,207.6
2012-12-28,207.85
2012-12-31,209.6
