Date,SBIN
2012-01-02,1627.65
2012-01-03,1705.65
2012-01-04,1696.05
2012-01-05,1692.45
2012-01-06,1672.75
2012-01-07,1669.1
2012-01-09,1637.25
2012-01-10,1702.6
2012-01-11,1726.95
2012-01-12,1764.4
2012-01-13,1776.1
2012-01-16,1816.4
2012-01-17,1844.0
2012-01-18,1865.35
2012-01-19,1884.3
2012-01-20,1932.85
2012-01-23,1940.5
2012-01-24,2040.8
2012-01-25,2058.0
2012-01-27,2040.6
2012-01-30,1985.25
2012-01-31,2061.6
2012-02-01,2077.65
2012-02-02,2072.6
2012-02-03,2103.15
2012-02-06,2162.65
2012-02-07,2153.1
2012-02-08,2177.75
2012-02-09,2184.0
2012-02-10,2171.9
2012-02-13,2129.25
2012-02-14,2200.15
2012-02-15,2250.65
2012-02-16,2350.35
2012-02-17,2417.05
2012-02-21,2452.45
2012-02-22,2255.0
2012-02-23,2260.5
2012-02-24,2205.6
2012-02-27,2122.85
2012-02-28,2231.25
2012-02-29,2247.55
2012-03-01,2218.75
2012-03-02,2246.7
2012-03-03,2250.85
2012-03-05,2176.05
2012-03-06,2147.85
2012-03-07,2141.55
2012-03-09,2226.4
2012-03-12,2310.8
2012-03-13,2327.5
2012-03-14,2354.8
2012-03-15,2299.3
2012-03-16,2227.9
2012-03-19,2157.55
2012-03-20,2187.35
2012-03-21,2232.85
2012-03-22,2160.6
2012-03-23,2166.75
2012-03-26,2117.45
2012-03-27,2129.15
2012-03-28,2079.25
2012-03-29,2061.35
2012-03-30,2096.35
2012-04-02,2130.4
2012-04-03,2172.55
2012-04-04,2162.55
2012-04-09,2100.45
2012-04-10,2151.2
2012-04-11,2158.55
2012-04-12,2227.55
2012-04-13,2212.3
2012-04-16,2265.1
2012-04-17,2304.3
2012-04-18,2291.75
2012-04-19,2269.05
2012-04-20,2260.45
2012-04-23,2193.2
2012-04-24,2190.7
2012-04-25,2171.75
2012-04-26,2162.35
2012-04-27,2125.5
2012-04-28,2131.3
2012-04-30,2138.1
2012-05-02,2140.6
2012-05-03,2084.1
2012-05-04,1996.25
2012-05-07,2028.2
2012-05-08,1955.35
2012-05-09,1883.1
2012-05-10,1843.15
2012-05-11,1853.6
2012-05-14,1839.75
2012-05-15,1860.4
2012-05-16,1827.7
2012-05-17,1848.35
2012-05-18,1940.55
2012-05-21,2009.5
2012-05-22,1938.75
2012-05-23,1955.0
2012-05-24,1966.15
2012-05-25,2006.9
2012-05-28,2101.3
2012-05-29,2120.15
2012-05-30,2098.2
2012-05-31,2056.05
2012-06-01,2028.25
2012-06-04,2045.85
2012-06-05,2082.75
2012-06-06,2158.25
2012-06-07,2167.95
2012-06-08,2179.45
2012-06-11,2164.8
2012-06-12,2206.15
2012-06-13,2226.05
2012-06-14,2150.25
2012-06-15,2183.1
2012-06-18,2087.95
2012-06-19,2100.65
2012-06-20,2117.05
2012-06-21,2178.35
2012-06-22,2157.8
2012-06-25,2115.0
2012-06-26,2113.1
2012-06-27,2113.4
2012-06-28,2098.3
2012-06-29,2159.0
2012-07-02,2181.95
2012-07-03,2187.35
2012-07-04,2224.8
2012-07-05,2233.45
2012-07-06,2222.65
2012-07-09,2209.45
2012-07-10,2229.0
2012-07-11,2218.7
2012-07-12,2221.2
2012-07-13,2178.45
2012-07-16,2199.45
2012-07-17,2199.1
2012-07-18,2185.5
2012-07-19,2158.1
2012-07-20,2132.0
2012-07-23,2093.15
2012-07-24,2095.0
2012-07-25,2070.35
2012-07-26,2017.4
2012-07-27,1941.0
2012-07-30,2031.75
2012-07-31,2005.1
2012-08-01,2033.4
2012-08-02,2011.35
2012-08-03,2005.35
2012-08-06,2018.25
2012-08-07,2061.25
2012-08-08,2060.8
2012-08-09,1968.75
2012-08-10,1887.75
2012-08-13,1906.55
2012-08-14,1910.35
2012-08-16,1894.45
2012-08-17,1897.05
2012-08-21,1915.1
2012-08-22,1912.15
2012-08-23,1911.85
2012-08-24,1893.85
2012-08-27,1844.5
2012-08-28,1844.2
2012-08-29,1829.9
2012-08-30,1839.7
2012-08-31,1837.35
2012-09-03,1850.7
2012-09-04,1875.0
2012-09-05,1830.25
2012-09-06,1853.95
2012-09-07,1892.05
2012-09-08,1898.5
2012-09-10,1861.15
2012-09-11,1857.7
2012-09-12,1859.4
2012-09-13,1867.6
2012-09-14,1971.5
2012-09-17,2079.55
2012-09-18,2149.45
2012-09-20,2123.35
2012-09-21,2213.2
2012-09-24,2198.25
2012-09-25,2196.5
2012-09-26,2229.0
2012-09-27,2247.25
2012-09-28,2240.6
2012-10-01,2270.15
2012-10-03,2296.9
2012-10-04,2345.7
2012-10-05,2339.45
2012-10-08,2269.45
2012-10-09,2282.55
2012-10-10,2223.55
2012-10-11,2267.15
2012-10-12,2251.75
2012-10-15,2264.45
2012-10-16,2228.85
2012-10-17,2214.7
2012-10-18,2278.2
2012-10-19,2257.75
2012-10-22,2240.95
2012-10-23,2234.7
2012-10-25,2199.35
2012-10-26,2173.35
2012-10-29,2167.7
2012-10-30,2074.3
2012-10-31,2110.25
2012-11-01,2115.5
2012-11-02,2152.45
2012-11-05,2144.75
2012-11-06,2173.15
2012-11-07,2217.0
2012-11-08,2242.3
2012-11-09,2155.05
2012-11-12,2190.3
2012-11-13,2171.35
2012-11-15,2153.7
2012-11-16,2108.45
2012-11-19,2093.9
2012-11-20,2066.5
2012-11-21,2061.0
2012-11-22,2098.45
2012-11-23,2089.5
2012-11-26,2091.9
2012-11-27,2115.15
2012-11-29,2131.85
2012-11-30,2170.3
2012-12-03,2204.05
2012-12-04,2239.55
2012-12-05,2271.8
2012-12-06,2307.2
2012-12-07,2316.2
2012-12-10,2320.25
2012-12-11,2308.8
2012-12-12,2294.9
2012-12-13,2262.6
2012-12-14,2320.25
2012-12-17,2344.3
2012-12-18,2372.7
2012-12-19,2372.3
2012-12-20,2381.25
2012-12-21,2334.45
2012-12-24,2331.3
2012-12-26,2370.85
2012-12-27,2388.35
2012-12-28,2379.5
2012-12-31,2385.5
