Date,SQSBFSI
2012-01-02,39.45
2012-01-03,40.95
2012-01-04,40.85
2012-01-05,40.9
2012-01-06,40.25
2012-01-07,40.75
2012-01-09,41.2
2012-01-10,42.4
2012-01-11,47.7
2012-01-12,46.15
2012-01-13,45.75
2012-01-16,45.7
2012-01-17,47.15
2012-01-18,45.9
2012-01-19,47.2
2012-01-20,46.85
2012-01-23,47.3
2012-01-24,47.65
2012-01-25,52.65
2012-01-27,47.0
2012-01-30,45.75
2012-01-31,45.5
2012-02-01,46.05
2012-02-02,45.4
2012-02-03,45.35
2012-02-06,46.05
2012-02-07,45.15
2012-02-08,45.2
2012-02-09,48.45
2012-02-10,47.5
2012-02-13,47.55
2012-02-14,47.45
2012-02-15,48.85
2012-02-16,48.65
2012-02-17,48.4
2012-02-21,47.9
2012-02-22,45.25
2012-02-23,45.05
2012-02-24,43.55
2012-02-27,42.15
2012-02-28,44.55
2012-02-29,43.85
2012-03-01,43.15
2012-03-02,45.55
2012-03-03,45.1
2012-03-05,43.75
2012-03-06,43.55
2012-03-07,44.2
2012-03-09,44.4
2012-03-12,45.1
2012-03-13,44.45
2012-03-14,44.2
2012-03-15,44.7
2012-03-16,43.75
2012-03-19,43.3
2012-03-20,43.2
2012-03-21,43.65
2012-03-22,43.25
2012-03-23,42.85
2012-03-26,42.2
2012-03-27,41.45
2012-03-28,40.7
2012-03-29,40.6
2012-03-30,40.7
2012-04-02,42.2
2012-04-03,42.3
2012-04-04,42.15
2012-04-09,42.05
2012-04-10,42.75
2012-04-11,41.7
2012-04-12,41.95
2012-04-13,41.35
2012-04-16,41.15
2012-04-17,43.85
2012-04-18,43.85
2012-04-19,44.5
2012-04-20,46.5
2012-04-23,45.1
2012-04-24,45.85
2012-04-25,45.8
2012-04-26,46.2
2012-04-27,48.75
2012-04-28,52.0
2012-04-30,51.6
2012-05-02,49.7
2012-05-03,49.2
2012-05-04,47.85
2012-05-07,48.7
2012-05-08,47.8
2012-05-09,47.35
2012-05-10,46.5
2012-05-11,45.95
2012-05-14,45.05
2012-05-15,45.25
2012-05-16,45.25
2012-05-17,45.3
2012-05-18,45.15
2012-05-21,46.35
2012-05-22,46.65
2012-05-23,45.7
2012-05-24,46.0
2012-05-25,46.0
2012-05-28,46.6
2012-05-29,47.25
2012-05-30,46.65
2012-05-31,46.3
2012-06-01,46.0
2012-06-04,45.3
2012-06-05,45.6
2012-06-06,46.4
2012-06-07,45.7
2012-06-08,47.85
2012-06-11,49.15
2012-06-12,54.05
2012-06-13,64.35
2012-06-14,63.3
2012-06-15,64.95
2012-06-18,61.6
2012-06-19,59.6
2012-06-20,57.7
2012-06-21,63.75
2012-06-22,70.2
2012-06-25,72.1
2012-06-26,81.25
2012-06-27,82.25
2012-06-28,80.85
2012-06-29,77.85
2012-07-02,77.6
2012-07-03,74.75
2012-07-04,74.65
2012-07-05,75.3
2012-07-06,71.8
2012-07-09,73.8
2012-07-10,74.7
2012-07-11,72.95
2012-07-12,68.25
2012-07-13,68.8
2012-07-16,65.45
2012-07-17,63.3
2012-07-18,69.6
2012-07-19,73.6
2012-07-20,70.9
2012-07-23,71.6
2012-07-24,72.6
2012-07-25,79.85
2012-07-26,77.95
2012-07-27,78.2
2012-07-30,79.95
2012-07-31,79.2
2012-08-01,78.6
2012-08-02,76.9
2012-08-03,76.95
2012-08-06,76.7
2012-08-07,77.25
2012-08-08,77.4
2012-08-09,77.55
2012-08-10,77.9
2012-08-13,77.85
2012-08-14,77.45
2012-08-16,85.15
2012-08-17,87.05
2012-08-21,90.4
2012-08-22,91.15
2012-08-23,90.6
2012-08-24,86.55
2012-08-27,84.8
2012-08-28,78.85
2012-08-29,81.9
2012-08-30,85.3
2012-08-31,83.2
2012-09-03,84.05
2012-09-04,84.4
2012-09-05,84.35
2012-09-06,85.55
2012-09-07,89.35
2012-09-08,91.45
2012-09-10,105.85
2012-09-11,102.85
2012-09-12,113.45
2012-09-13,110.85
2012-09-14,110.45
2012-09-17,100.6
2012-09-18,106.25
2012-09-20,103.6
2012-09-21,103.1
2012-09-24,103.65
2012-09-25,103.8
2012-09-26,103.75
2012-09-27,102.05
2012-09-28,101.85
2012-10-01,105.2
2012-10-03,105.25
2012-10-04,103.4
2012-10-05,100.4
2012-10-08,104.75
2012-10-09,104.2
2012-10-10,101.7
2012-10-11,104.2
2012-10-12,109.1
2012-10-15,116.15
2012-10-16,119.4
2012-10-17,117.55
2012-10-18,121.15
2012-10-19,116.8
2012-10-22,115.6
2012-10-23,114.7
2012-10-25,101.6
2012-10-26,100.15
2012-10-29,100.2
2012-10-30,100.8
2012-10-31,99.9
2012-11-01,98.05
2012-11-02,98.45
2012-11-05,98.55
2012-11-06,97.45
2012-11-07,101.7
2012-11-08,98.75
2012-11-09,94.7
2012-11-12,93.1
2012-11-13,92.8
2012-11-15,87.4
2012-11-16,89.6
2012-11-19,86.45
2012-11-20,81.4
2012-11-21,82.75
2012-11-22,79.6
2012-11-23,78.9
2012-11-26,78.3
2012-11-27,93.45
2012-11-29,91.6
2012-11-30,91.15
2012-12-03,88.45
2012-12-04,89.9
2012-12-05,89.85
2012-12-06,89.35
2012-12-07,88.6
2012-12-10,88.8
2012-12-11,86.0
2012-12-12,85.7
2012-12-13,84.0
2012-12-14,82.15
2012-12-17,82.35
2012-12-18,89.65
2012-12-19,86.95
2012-12-20,86.6
2012-12-21,83.95
2012-12-24,84.95
2012-12-26,84.3
2012-12-27,84.9
2012-12-28,84.5
2012-12-31,86.65
