Date,SRF
2012-01-02,253.15
2012-01-03,262.7
2012-01-04,257.3
2012-01-05,255.6
2012-01-06,252.95
2012-01-07,255.65
2012-01-09,255.15
2012-01-10,264.6
2012-01-11,262.0
2012-01-12,260.2
2012-01-13,265.4
2012-01-16,262.5
2012-01-17,265.85
2012-01-18,264.9
2012-01-19,265.95
2012-01-20,266.0
2012-01-23,265.95
2012-01-24,265.6
2012-01-25,265.55
2012-01-27,271.75
2012-01-30,268.85
2012-01-31,271.65
2012-02-01,268.7
2012-02-02,268.45
2012-02-03,267.25
2012-02-06,267.95
2012-02-07,266.9
2012-02-08,266.15
2012-02-09,262.15
2012-02-10,255.0
2012-02-13,251.9
2012-02-14,263.6
2012-02-15,270.5
2012-02-16,292.25
2012-02-17,290.15
2012-02-21,301.75
2012-02-22,293.2
2012-02-23,283.45
2012-02-24,272.2
2012-02-27,263.95
2012-02-28,269.85
2012-02-29,267.65
2012-03-01,266.2
2012-03-02,267.3
2012-03-03,267.2
2012-03-05,266.05
2012-03-06,264.85
2012-03-07,261.15
2012-03-09,265.8
2012-03-12,266.8
2012-03-13,267.65
2012-03-14,267.7
2012-03-15,265.1
2012-03-16,259.15
2012-03-19,260.3
2012-03-20,259.35
2012-03-21,259.65
2012-03-22,258.95
2012-03-23,251.4
2012-03-26,251.8
2012-03-27,249.95
2012-03-28,248.0
2012-03-29,247.9
2012-03-30,247.7
2012-04-02,251.75
2012-04-03,250.95
2012-04-04,250.1
2012-04-09,248.4
2012-04-10,246.7
2012-04-11,240.0
2012-04-12,240.45
2012-04-13,236.1
2012-04-16,233.8
2012-04-17,234.1
2012-04-18,241.85
2012-04-19,243.05
2012-04-20,238.85
2012-04-23,238.05
2012-04-24,238.85
2012-04-25,235.1
2012-04-26,234.55
2012-04-27,235.9
2012-04-28,236.4
2012-04-30,238.95
2012-05-02,231.9
2012-05-03,227.7
2012-05-04,221.75
2012-05-07,216.75
2012-05-08,221.75
2012-05-09,215.75
2012-05-10,215.65
2012-05-11,211.9
2012-05-14,215.5
2012-05-15,211.55
2012-05-16,210.5
2012-05-17,210.1
2012-05-18,210.0
2012-05-21,209.75
2012-05-22,208.7
2012-05-23,209.15
2012-05-24,208.1
2012-05-25,209.95
2012-05-28,210.2
2012-05-29,209.7
2012-05-30,208.75
2012-05-31,210.9
2012-06-01,209.6
2012-06-04,206.8
2012-06-05,207.7
2012-06-06,208.85
2012-06-07,205.6
2012-06-08,208.95
2012-06-11,207.55
2012-06-12,206.15
2012-06-13,205.95
2012-06-14,203.25
2012-06-15,203.15
2012-06-18,200.1
2012-06-19,199.75
2012-06-20,199.45
2012-06-21,200.05
2012-06-22,200.9
2012-06-25,200.95
2012-06-26,200.3
2012-06-27,199.65
2012-06-28,204.7
2012-06-29,206.25
2012-07-02,207.4
2012-07-03,211.55
2012-07-04,218.2
2012-07-05,222.3
2012-07-06,219.35
2012-07-09,213.5
2012-07-10,217.0
2012-07-11,222.05
2012-07-12,220.4
2012-07-13,229.1
2012-07-16,224.2
2012-07-17,218.7
2012-07-18,218.95
2012-07-19,230.1
2012-07-20,239.6
2012-07-23,233.65
2012-07-24,238.65
2012-07-25,229.4
2012-07-26,199.9
2012-07-27,199.45
2012-07-30,200.45
2012-07-31,202.5
2012-08-01,205.1
2012-08-02,206.4
2012-08-03,206.1
2012-08-06,208.15
2012-08-07,208.7
2012-08-08,206.8
2012-08-09,210.2
2012-08-10,211.8
2012-08-13,214.75
2012-08-14,212.8
2012-08-16,214.85
2012-08-17,213.95
2012-08-21,216.85
2012-08-22,215.6
2012-08-23,216.5
2012-08-24,216.65
2012-08-27,214.9
2012-08-28,215.0
2012-08-29,214.7
2012-08-30,214.6
2012-08-31,214.1
2012-09-03,215.8
2012-09-04,217.8
2012-09-05,214.55
2012-09-06,213.3
2012-09-07,215.15
2012-09-08,215.65
2012-09-10,215.05
2012-09-11,221.85
2012-09-12,223.2
2012-09-13,220.3
2012-09-14,217.65
2012-09-17,222.95
2012-09-18,227.1
2012-09-20,226.75
2012-09-21,229.4
2012-09-24,227.4
2012-09-25,227.6
2012-09-26,223.8
2012-09-27,218.65
2012-09-28,224.15
2012-10-01,234.75
2012-10-03,229.75
2012-10-04,230.55
2012-10-05,229.3
2012-10-08,227.75
2012-10-09,228.9
2012-10-10,224.25
2012-10-11,222.5
2012-10-12,222.3
2012-10-15,222.0
2012-10-16,221.35
2012-10-17,219.35
2012-10-18,221.4
2012-10-19,220.9
2012-10-22,219.3
2012-10-23,219.15
2012-10-25,227.0
2012-10-26,222.95
2012-10-29,224.35
2012-10-30,220.25
2012-10-31,222.85
2012-11-01,228.55
2012-11-02,233.65
2012-11-05,224.0
2012-11-06,226.15
2012-11-07,225.3
2012-11-08,225.8
2012-11-09,224.85
2012-11-12,225.65
2012-11-13,226.15
2012-11-15,218.45
2012-11-16,217.5
2012-11-19,215.25
2012-11-20,212.85
2012-11-21,209.55
2012-11-22,209.2
2012-11-23,207.85
2012-11-26,205.3
2012-11-27,207.8
2012-11-29,208.15
2012-11-30,208.25
2012-12-03,214.6
2012-12-04,216.35
2012-12-05,215.75
2012-12-06,217.2
2012-12-07,217.25
2012-12-10,214.6
2012-12-11,213.95
2012-12-12,211.3
2012-12-13,208.25
2012-12-14,209.4
2012-12-17,202.8
2012-12-18,202.45
2012-12-19,201.95
2012-12-20,202.95
2012-12-21,200.05
2012-12-24,200.35
2012-12-26,201.1
2012-12-27,201.45
2012-12-28,200.55
2012-12-31,200.8
