Date,PRESTIGE
2012-01-02,72.25
2012-01-03,73.45
2012-01-04,73.0
2012-01-05,75.4
2012-01-06,72.05
2012-01-07,73.15
2012-01-09,72.1
2012-01-10,73.5
2012-01-11,75.65
2012-01-12,72.65
2012-01-13,72.45
2012-01-16,73.0
2012-01-17,77.4
2012-01-18,73.5
2012-01-19,74.5
2012-01-20,76.2
2012-01-23,77.5
2012-01-24,79.05
2012-01-25,79.75
2012-01-27,80.35
2012-01-30,77.1
2012-01-31,75.55
2012-02-01,76.65
2012-02-02,85.65
2012-02-03,96.85
2012-02-06,97.7
2012-02-07,100.45
2012-02-08,105.5
2012-02-09,107.05
2012-02-10,112.6
2012-02-13,107.65
2012-02-14,113.25
2012-02-15,114.45
2012-02-16,119.15
2012-02-17,113.5
2012-02-21,111.05
2012-02-22,106.3
2012-02-23,100.05
2012-02-24,98.85
2012-02-27,97.2
2012-02-28,101.8
2012-02-29,104.7
2012-03-01,101.05
2012-03-02,99.2
2012-03-03,98.7
2012-03-05,99.8
2012-03-06,97.85
2012-03-07,96.35
2012-03-09,101.75
2012-03-12,106.05
2012-03-13,104.65
2012-03-14,107.25
2012-03-15,107.0
2012-03-16,106.95
2012-03-19,104.3
2012-03-20,105.0
2012-03-21,105.55
2012-03-22,103.95
2012-03-23,105.0
2012-03-26,99.7
2012-03-27,101.95
2012-03-28,100.1
2012-03-29,100.1
2012-03-30,100.2
2012-04-02,101.1
2012-04-03,104.65
2012-04-04,106.15
2012-04-09,109.25
2012-04-10,109.5
2012-04-11,113.05
2012-04-12,117.5
2012-04-13,120.05
2012-04-16,118.6
2012-04-17,118.25
2012-04-18,123.65
2012-04-19,123.3
2012-04-20,122.0
2012-04-23,116.0
2012-04-24,112.9
2012-04-25,108.65
2012-04-26,109.15
2012-04-27,109.7
2012-04-28,110.25
2012-04-30,110.0
2012-05-02,110.0
2012-05-03,110.0
2012-05-04,106.0
2012-05-07,105.85
2012-05-08,108.4
2012-05-09,108.85
2012-05-10,110.0
2012-05-11,107.95
2012-05-14,108.95
2012-05-15,108.1
2012-05-16,105.0
2012-05-17,103.6
2012-05-18,103.0
2012-05-21,105.1
2012-05-22,106.6
2012-05-23,103.9
2012-05-24,104.25
2012-05-25,104.5
2012-05-28,103.3
2012-05-29,110.3
2012-05-30,113.55
2012-05-31,115.2
2012-06-01,115.1
2012-06-04,111.8
2012-06-05,109.95
2012-06-06,115.45
2012-06-07,117.15
2012-06-08,120.65
2012-06-11,116.35
2012-06-12,119.9
2012-06-13,118.15
2012-06-14,119.1
2012-06-15,118.35
2012-06-18,116.45
2012-06-19,115.05
2012-06-20,116.7
2012-06-21,115.7
2012-06-22,116.65
2012-06-25,114.25
2012-06-26,115.45
2012-06-27,116.1
2012-06-28,114.85
2012-06-29,116.75
2012-07-02,117.7
2012-07-03,115.8
2012-07-04,117.95
2012-07-05,119.85
2012-07-06,121.6
2012-07-09,120.2
2012-07-10,122.9
2012-07-11,119.25
2012-07-12,118.9
2012-07-13,114.85
2012-07-16,112.7
2012-07-17,114.95
2012-07-18,113.0
2012-07-19,110.05
2012-07-20,108.55
2012-07-23,104.45
2012-07-24,109.85
2012-07-25,110.65
2012-07-26,109.4
2012-07-27,113.2
2012-07-30,111.0
2012-07-31,112.55
2012-08-01,114.95
2012-08-02,113.0
2012-08-03,114.0
2012-08-06,112.6
2012-08-07,113.1
2012-08-08,117.8
2012-08-09,116.95
2012-08-10,114.55
2012-08-13,113.3
2012-08-14,111.6
2012-08-16,116.6
2012-08-17,118.5
2012-08-21,118.65
2012-08-22,119.0
2012-08-23,116.7
2012-08-24,113.05
2012-08-27,110.9
2012-08-28,110.1
2012-08-29,107.4
2012-08-30,105.5
2012-08-31,103.95
2012-09-03,105.9
2012-09-04,109.2
2012-09-05,112.7
2012-09-06,119.95
2012-09-07,118.1
2012-09-08,116.8
2012-09-10,119.5
2012-09-11,117.75
2012-09-12,116.35
2012-09-13,113.05
2012-09-14,117.65
2012-09-17,121.1
2012-09-18,127.55
2012-09-20,125.15
2012-09-21,126.0
2012-09-24,133.1
2012-09-25,133.95
2012-09-26,142.5
2012-09-27,135.85
2012-09-28,135.75
2012-10-01,136.65
2012-10-03,132.7
2012-10-04,144.1
2012-10-05,142.1
2012-10-08,144.2
2012-10-09,144.55
2012-10-10,137.45
2012-10-11,141.2
2012-10-12,146.8
2012-10-15,145.45
2012-10-16,145.95
2012-10-17,148.5
2012-10-18,149.0
2012-10-19,148.3
2012-10-22,148.5
2012-10-23,154.3
2012-10-25,150.75
2012-10-26,155.85
2012-10-29,157.3
2012-10-30,149.5
2012-10-31,154.7
2012-11-01,158.1
2012-11-02,157.35
2012-11-05,156.75
2012-11-06,158.7
2012-11-07,166.7
2012-11-08,166.9
2012-11-09,162.15
2012-11-12,162.8
2012-11-13,163.0
2012-11-15,158.85
2012-11-16,155.45
2012-11-19,157.65
2012-11-20,155.5
2012-11-21,160.6
2012-11-22,158.05
2012-11-23,156.1
2012-11-26,162.55
2012-11-27,162.8
2012-11-29,169.3
2012-11-30,164.6
2012-12-03,165.8
2012-12-04,162.15
2012-12-05,162.55
2012-12-06,165.7
2012-12-07,162.4
2012-12-10,166.2
2012-12-11,164.25
2012-12-12,161.45
2012-12-13,160.55
2012-12-14,169.6
2012-12-17,169.85
2012-12-18,172.75
2012-12-19,177.05
2012-12-20,184.15
2012-12-21,177.15
2012-12-24,179.35
2012-12-26,178.5
2012-12-27,177.55
2012-12-28,179.0
2012-12-31,179.4
