Date,CEATLTD
2012-01-02,73.0
2012-01-03,73.55
2012-01-04,73.8
2012-01-05,74.3
2012-01-06,74.5
2012-01-07,74.5
2012-01-09,75.45
2012-01-10,80.75
2012-01-11,84.65
2012-01-12,82.8
2012-01-13,88.15
2012-01-16,88.3
2012-01-17,89.2
2012-01-18,84.3
2012-01-19,84.4
2012-01-20,83.0
2012-01-23,87.15
2012-01-24,83.35
2012-01-25,84.5
2012-01-27,84.5
2012-01-30,82.25
2012-01-31,85.85
2012-02-01,87.35
2012-02-02,86.45
2012-02-03,84.3
2012-02-06,86.2
2012-02-07,86.1
2012-02-08,85.85
2012-02-09,90.25
2012-02-10,89.8
2012-02-13,94.7
2012-02-14,94.8
2012-02-15,96.55
2012-02-16,95.45
2012-02-17,94.1
2012-02-21,95.6
2012-02-22,93.1
2012-02-23,89.65
2012-02-24,87.7
2012-02-27,83.25
2012-02-28,86.3
2012-02-29,87.9
2012-03-01,88.2
2012-03-02,87.1
2012-03-03,87.05
2012-03-05,85.35
2012-03-06,84.65
2012-03-07,83.35
2012-03-09,84.45
2012-03-12,85.05
2012-03-13,86.25
2012-03-14,86.95
2012-03-15,86.95
2012-03-16,87.7
2012-03-19,90.0
2012-03-20,89.7
2012-03-21,92.6
2012-03-22,88.65
2012-03-23,89.85
2012-03-26,87.45
2012-03-27,86.35
2012-03-28,84.95
2012-03-29,86.35
2012-03-30,89.05
2012-04-02,90.7
2012-04-03,90.35
2012-04-04,100.45
2012-04-09,102.45
2012-04-10,98.55
2012-04-11,98.0
2012-04-12,97.95
2012-04-13,97.3
2012-04-16,98.55
2012-04-17,101.1
2012-04-18,103.3
2012-04-19,108.85
2012-04-20,111.4
2012-04-23,110.5
2012-04-24,108.1
2012-04-25,103.75
2012-04-26,107.65
2012-04-27,109.3
2012-04-28,110.4
2012-04-30,107.5
2012-05-02,105.95
2012-05-03,103.75
2012-05-04,102.5
2012-05-07,103.9
2012-05-08,106.1
2012-05-09,100.65
2012-05-10,97.2
2012-05-11,98.55
2012-05-14,94.85
2012-05-15,96.95
2012-05-16,93.85
2012-05-17,94.3
2012-05-18,93.85
2012-05-21,93.95
2012-05-22,92.15
2012-05-23,92.35
2012-05-24,93.55
2012-05-25,94.65
2012-05-28,94.75
2012-05-29,98.0
2012-05-30,95.6
2012-05-31,92.95
2012-06-01,90.35
2012-06-04,90.4
2012-06-05,91.0
2012-06-06,94.0
2012-06-07,94.2
2012-06-08,94.25
2012-06-11,95.25
2012-06-12,95.35
2012-06-13,94.55
2012-06-14,94.05
2012-06-15,95.85
2012-06-18,94.7
2012-06-19,93.35
2012-06-20,94.15
2012-06-21,95.8
2012-06-22,95.8
2012-06-25,97.55
2012-06-26,100.35
2012-06-27,101.2
2012-06-28,98.65
2012-06-29,98.5
2012-07-02,98.4
2012-07-03,95.6
2012-07-04,98.1
2012-07-05,101.1
2012-07-06,101.35
2012-07-09,100.25
2012-07-09,100.25
2012-07-10,101.45
2012-07-11,100.75
2012-07-12,99.35
2012-07-13,98.55
2012-07-16,97.25
2012-07-17,100.6
2012-07-18,97.8
2012-07-19,99.95
2012-07-20,100.35
2012-07-23,97.85
2012-07-24,97.45
2012-07-25,97.7
2012-07-26,96.2
2012-07-27,95.25
2012-07-30,95.7
2012-07-31,98.05
2012-08-01,102.6
2012-08-02,99.1
2012-08-03,100.15
2012-08-06,101.3
2012-08-07,102.3
2012-08-08,101.9
2012-08-09,101.15
2012-08-10,100.85
2012-08-13,100.55
2012-08-14,101.3
2012-08-16,111.8
2012-08-17,109.75
2012-08-21,119.45
2012-08-22,120.6
2012-08-23,122.35
2012-08-24,120.0
2012-08-27,120.55
2012-08-28,115.2
2012-08-29,109.4
2012-08-30,111.15
2012-08-31,109.6
2012-09-03,109.65
2012-09-04,109.65
2012-09-05,109.6
2012-09-06,108.4
2012-09-07,110.85
2012-09-08,117.6
2012-09-10,115.55
2012-09-11,113.5
2012-09-12,117.7
2012-09-13,116.7
2012-09-14,115.15
2012-09-17,114.95
2012-09-18,116.15
2012-09-20,114.8
2012-09-21,113.85
2012-09-24,113.75
2012-09-25,112.8
2012-09-26,112.8
2012-09-27,112.75
2012-09-28,113.0
2012-10-01,112.15
2012-10-03,116.0
2012-10-04,113.15
2012-10-05,111.3
2012-10-08,112.5
2012-10-09,113.55
2012-10-10,111.95
2012-10-11,113.35
2012-10-12,117.7
2012-10-15,121.45
2012-10-16,118.15
2012-10-17,116.9
2012-10-18,118.85
2012-10-19,117.25
2012-10-22,121.2
2012-10-23,122.2
2012-10-25,122.75
2012-10-26,118.3
2012-10-29,119.2
2012-10-30,121.85
2012-10-31,119.65
2012-11-01,120.85
2012-11-02,117.45
2012-11-05,109.85
2012-11-06,106.9
2012-11-07,107.95
2012-11-08,107.65
2012-11-09,105.6
2012-11-12,105.4
2012-11-13,106.3
2012-11-15,103.45
2012-11-16,100.8
2012-11-19,98.15
2012-11-20,101.4
2012-11-21,103.8
2012-11-22,104.7
2012-11-23,102.45
2012-11-26,101.75
2012-11-27,102.6
2012-11-29,103.0
2012-11-30,104.5
2012-12-03,105.3
2012-12-04,105.05
2012-12-05,107.8
2012-12-06,108.15
2012-12-07,107.0
2012-12-10,106.75
2012-12-11,105.15
2012-12-12,106.35
2012-12-13,103.7
2012-12-14,104.7
2012-12-17,104.3
2012-12-18,104.55
2012-12-19,107.35
2012-12-20,108.85
2012-12-21,106.85
2012-12-24,107.45
2012-12-26,108.75
2012-12-27,108.65
2012-12-28,107.35
2012-12-31,105.35
