Date,JAYBARMARU
2012-01-02,37.85
2012-01-03,39.25
2012-01-04,42.95
2012-01-05,41.95
2012-01-06,41.3
2012-01-07,44.0
2012-01-09,45.95
2012-01-10,48.95
2012-01-11,48.25
2012-01-12,48.35
2012-01-13,48.45
2012-01-16,45.75
2012-01-17,46.5
2012-01-18,47.0
2012-01-19,47.0
2012-01-20,46.65
2012-01-23,47.65
2012-01-24,46.95
2012-01-25,46.9
2012-01-27,48.35
2012-01-30,48.8
2012-01-31,48.1
2012-02-01,47.95
2012-02-02,47.5
2012-02-03,48.95
2012-02-06,49.7
2012-02-07,47.2
2012-02-08,52.05
2012-02-09,53.3
2012-02-10,51.35
2012-02-13,49.8
2012-02-14,49.15
2012-02-15,50.3
2012-02-16,51.9
2012-02-17,52.0
2012-02-21,51.2
2012-02-22,49.9
2012-02-23,48.3
2012-02-24,45.75
2012-02-27,45.75
2012-02-28,47.0
2012-02-29,45.95
2012-03-01,46.0
2012-03-02,45.85
2012-03-05,43.8
2012-03-06,42.35
2012-03-07,46.75
2012-03-09,48.25
2012-03-12,48.7
2012-03-13,48.05
2012-03-14,47.0
2012-03-15,46.9
2012-03-16,45.95
2012-03-19,46.0
2012-03-20,46.3
2012-03-21,44.45
2012-03-22,45.5
2012-03-23,45.0
2012-03-26,45.05
2012-03-27,43.05
2012-03-28,43.65
2012-03-29,43.2
2012-03-30,46.35
2012-04-02,46.8
2012-04-03,53.55
2012-04-04,52.55
2012-04-09,53.25
2012-04-10,51.8
2012-04-11,51.9
2012-04-12,56.0
2012-04-13,58.5
2012-04-16,57.45
2012-04-17,63.3
2012-04-18,63.15
2012-04-19,66.4
2012-04-20,69.4
2012-04-23,71.1
2012-04-24,69.25
2012-04-25,68.75
2012-04-26,68.1
2012-04-27,66.8
2012-04-28,67.55
2012-04-30,70.3
2012-05-02,74.85
2012-05-03,74.85
2012-05-04,71.05
2012-05-07,72.45
2012-05-08,68.25
2012-05-09,67.1
2012-05-10,68.5
2012-05-11,67.25
2012-05-14,65.4
2012-05-15,69.05
2012-05-16,65.7
2012-05-17,66.25
2012-05-18,68.0
2012-05-21,68.25
2012-05-22,60.65
2012-05-23,59.85
2012-05-24,59.05
2012-05-25,59.65
2012-05-28,62.4
2012-05-29,60.85
2012-05-30,61.0
2012-05-31,62.75
2012-06-01,61.4
2012-06-04,61.55
2012-06-05,60.1
2012-06-06,60.4
2012-06-07,61.0
2012-06-08,59.6
2012-06-11,62.5
2012-06-12,66.95
2012-06-13,66.8
2012-06-14,65.35
2012-06-15,66.35
2012-06-18,64.4
2012-06-19,63.6
2012-06-20,71.3
2012-06-21,69.9
2012-06-22,70.4
2012-06-25,70.75
2012-06-26,69.9
2012-06-27,72.85
2012-06-28,71.8
2012-06-29,72.6
2012-07-02,70.95
2012-07-03,72.5
2012-07-04,71.2
2012-07-05,72.25
2012-07-06,70.05
2012-07-09,69.8
2012-07-09,69.8
2012-07-10,74.25
2012-07-11,76.1
2012-07-12,75.05
2012-07-13,71.8
2012-07-16,66.35
2012-07-17,65.05
2012-07-18,64.95
2012-07-19,64.9
2012-07-20,61.6
2012-07-23,60.0
2012-07-24,59.8
2012-07-25,62.15
2012-07-26,61.15
2012-07-27,59.3
2012-07-30,59.0
2012-07-31,57.25
2012-08-01,59.8
2012-08-02,58.05
2012-08-03,57.55
2012-08-06,57.95
2012-08-07,58.55
2012-08-08,57.9
2012-08-09,56.85
2012-08-10,54.9
2012-08-13,56.5
2012-08-14,56.85
2012-08-16,57.0
2012-08-17,56.7
2012-08-21,55.75
2012-08-22,55.8
2012-08-23,55.9
2012-08-24,56.4
2012-08-27,55.1
2012-08-28,52.15
2012-08-29,50.7
2012-08-30,51.05
2012-08-31,51.6
2012-09-03,51.15
2012-09-04,51.05
2012-09-05,52.0
2012-09-06,53.5
2012-09-07,54.9
2012-09-08,54.8
2012-09-10,53.3
2012-09-11,52.85
2012-09-12,53.0
2012-09-13,54.1
2012-09-14,55.1
2012-09-17,55.05
2012-09-18,56.8
2012-09-20,55.55
2012-09-21,57.0
2012-09-24,59.45
2012-09-25,59.65
2012-09-26,58.9
2012-09-27,58.2
2012-09-28,59.15
2012-10-01,61.65
2012-10-03,60.95
2012-10-04,60.9
2012-10-05,60.0
2012-10-08,60.3
2012-10-09,71.35
2012-10-10,70.6
2012-10-11,69.15
2012-10-12,66.0
2012-10-15,64.4
2012-10-16,63.05
2012-10-17,60.55
2012-10-18,61.3
2012-10-19,61.15
2012-10-22,62.3
2012-10-23,64.6
2012-10-25,62.8
2012-10-26,60.65
2012-10-29,60.8
2012-10-30,60.1
2012-10-31,60.5
2012-11-01,60.35
2012-11-02,61.55
2012-11-05,60.85
2012-11-06,59.95
2012-11-07,61.25
2012-11-08,61.65
2012-11-09,59.55
2012-11-12,60.3
2012-11-13,61.9
2012-11-15,59.95
2012-11-16,60.45
2012-11-19,62.2
2012-11-20,60.75
2012-11-21,60.45
2012-11-22,59.5
2012-11-23,59.15
2012-11-26,59.2
2012-11-27,61.45
2012-11-29,60.65
2012-11-30,60.65
2012-12-03,60.1
2012-12-04,60.3
2012-12-05,60.6
2012-12-06,60.75
2012-12-07,61.35
2012-12-10,60.55
2012-12-11,60.6
2012-12-12,61.5
2012-12-13,60.15
2012-12-14,59.6
2012-12-17,59.5
2012-12-18,59.1
2012-12-19,60.9
2012-12-20,60.0
2012-12-21,59.35
2012-12-24,59.8
2012-12-26,58.85
2012-12-27,58.6
2012-12-28,58.9
2012-12-31,59.8
