Date,AGCNET
2012-01-02,125.55
2012-01-03,129.3
2012-01-04,133.8
2012-01-05,130.35
2012-01-06,125.25
2012-01-07,128.95
2012-01-09,127.0
2012-01-10,128.05
2012-01-11,133.0
2012-01-12,127.0
2012-01-13,133.0
2012-01-16,132.9
2012-01-17,137.1
2012-01-18,137.85
2012-01-19,136.75
2012-01-20,131.4
2012-01-23,131.55
2012-01-24,135.0
2012-01-25,134.45
2012-01-27,133.25
2012-01-30,132.55
2012-01-31,132.9
2012-02-01,142.35
2012-02-02,143.35
2012-02-03,143.85
2012-02-06,145.0
2012-02-07,141.85
2012-02-08,142.3
2012-02-09,150.85
2012-02-10,143.05
2012-02-13,145.6
2012-02-14,143.6
2012-02-15,155.7
2012-02-16,149.0
2012-02-17,150.35
2012-02-21,150.05
2012-02-22,146.4
2012-02-23,143.55
2012-02-24,143.7
2012-02-27,139.25
2012-02-28,143.35
2012-02-29,143.0
2012-03-01,140.3
2012-03-02,140.05
2012-03-03,143.15
2012-03-05,143.9
2012-03-06,143.9
2012-03-07,144.1
2012-03-09,143.6
2012-03-12,150.05
2012-03-13,148.1
2012-03-14,148.45
2012-03-15,149.1
2012-03-16,150.85
2012-03-19,153.15
2012-03-20,154.7
2012-03-21,157.55
2012-03-22,165.0
2012-03-23,169.5
2012-03-26,168.35
2012-03-27,167.7
2012-03-28,178.55
2012-03-29,179.95
2012-03-30,183.5
2012-04-02,181.3
2012-04-03,175.0
2012-04-04,174.0
2012-04-09,170.1
2012-04-10,174.6
2012-04-11,179.7
2012-04-12,179.85
2012-04-13,182.0
2012-04-16,184.6
2012-04-17,190.75
2012-04-18,196.3
2012-04-19,197.65
2012-04-20,196.35
2012-04-23,188.1
2012-04-24,185.0
2012-04-25,185.0
2012-04-26,185.0
2012-04-27,185.0
2012-04-30,187.0
2012-05-02,188.5
2012-05-03,188.65
2012-05-04,195.75
2012-05-07,194.8
2012-05-08,192.65
2012-05-09,195.6
2012-05-10,234.7
2012-05-11,242.35
2012-05-14,219.15
2012-05-15,219.95
2012-05-16,216.4
2012-05-17,217.45
2012-05-18,217.45
2012-05-21,216.3
2012-05-22,220.2
2012-05-23,221.05
2012-05-24,225.35
2012-05-25,223.9
2012-05-28,224.9
2012-05-29,225.3
2012-05-30,217.0
2012-05-31,214.9
2012-06-01,214.9
2012-06-04,213.7
2012-06-05,214.3
2012-06-06,212.95
2012-06-07,219.05
2012-06-08,250.55
2012-06-11,240.95
2012-06-12,242.7
2012-06-13,243.55
2012-06-14,250.2
2012-06-15,246.7
2012-06-18,243.1
2012-06-19,247.75
2012-06-20,247.4
2012-06-21,250.25
2012-06-22,251.85
2012-06-25,249.5
2012-06-26,253.1
2012-06-27,254.55
2012-06-28,251.4
2012-06-29,249.55
2012-07-02,250.0
2012-07-03,252.45
2012-07-04,252.0
2012-07-05,261.85
2012-07-06,259.6
2012-07-09,266.6
2012-07-09,266.6
2012-07-10,272.4
2012-07-11,271.55
2012-07-12,272.7
2012-07-13,266.3
2012-07-16,251.5
2012-07-17,249.8
2012-07-18,247.0
2012-07-19,246.25
2012-07-20,242.2
2012-07-23,236.05
2012-07-24,249.45
2012-07-25,255.7
2012-07-26,267.9
2012-07-27,265.45
2012-07-30,266.65
2012-07-31,261.65
2012-08-01,276.0
2012-08-02,284.3
2012-08-03,281.9
2012-08-06,275.25
2012-08-07,267.75
2012-08-08,267.95
2012-08-09,268.0
2012-08-10,264.45
2012-08-13,274.05
2012-08-14,275.55
2012-08-16,272.55
2012-08-17,275.75
2012-08-21,305.35
2012-08-22,366.4
2012-08-23,421.55
2012-08-24,379.4
2012-08-27,370.0
2012-08-28,370.95
2012-08-29,366.15
2012-08-30,380.85
2012-08-31,390.45
2012-09-03,393.45
2012-09-04,392.25
2012-09-05,394.25
2012-09-06,399.75
2012-09-07,408.5
2012-09-08,422.45
2012-09-10,415.65
2012-09-11,414.05
2012-09-12,420.65
2012-09-13,422.3
2012-09-14,419.05
2012-09-17,411.45
2012-09-18,416.1
2012-09-20,409.0
2012-09-21,405.15
2012-09-24,400.95
2012-09-25,412.75
2012-09-26,409.9
2012-09-27,402.35
2012-09-28,402.15
2012-10-01,401.2
2012-10-03,399.25
2012-10-04,399.95
2012-10-05,400.8
2012-10-08,405.65
2012-10-09,405.85
2012-10-10,402.0
2012-10-11,400.05
2012-10-12,400.3
2012-10-15,399.95
2012-10-16,397.5
2012-10-17,401.9
2012-10-18,407.2
2012-10-19,406.25
2012-10-22,415.5
2012-10-23,424.65
2012-10-25,433.05
2012-10-26,426.75
2012-10-29,433.5
2012-10-30,460.25
2012-10-31,398.45
2012-11-01,396.8
2012-11-02,398.4
2012-11-05,389.55
2012-11-06,392.35
2012-11-07,391.8
2012-11-08,384.35
2012-11-09,377.65
2012-11-12,383.0
2012-11-13,390.2
2012-11-15,390.5
2012-11-16,383.75
2012-11-19,374.5
2012-11-20,367.85
2012-11-21,368.5
2012-11-22,377.65
2012-11-23,368.95
2012-11-26,386.2
2012-11-27,404.25
2012-11-29,407.8
2012-11-30,410.15
2012-12-03,409.3
2012-12-04,415.95
2012-12-05,431.35
2012-12-06,422.15
2012-12-07,424.6
2012-12-10,423.0
2012-12-11,406.0
2012-12-12,405.9
2012-12-13,403.1
2012-12-14,399.3
2012-12-17,399.15
2012-12-18,395.7
2012-12-19,207.9
2012-12-20,193.2
2012-12-21,190.7
2012-12-24,187.55
2012-12-26,201.15
2012-12-27,203.25
2012-12-28,203.65
2012-12-31,196.3
