Date,ROLTA
2012-01-02,57.35
2012-01-03,60.4
2012-01-04,61.9
2012-01-05,60.85
2012-01-06,62.3
2012-01-07,64.0
2012-01-09,64.95
2012-01-10,67.5
2012-01-11,69.1
2012-01-12,68.65
2012-01-13,71.5
2012-01-16,72.9
2012-01-17,72.6
2012-01-18,68.2
2012-01-19,69.8
2012-01-20,69.15
2012-01-23,68.55
2012-01-24,70.1
2012-01-25,73.85
2012-01-27,78.95
2012-01-30,76.05
2012-01-31,79.05
2012-02-01,80.55
2012-02-02,81.1
2012-02-03,81.1
2012-02-06,80.1
2012-02-07,79.05
2012-02-08,82.5
2012-02-09,86.55
2012-02-10,92.05
2012-02-13,89.9
2012-02-14,89.9
2012-02-15,90.5
2012-02-16,95.95
2012-02-17,96.2
2012-02-21,100.2
2012-02-22,92.45
2012-02-23,93.5
2012-02-24,94.2
2012-02-27,90.1
2012-02-28,98.15
2012-02-29,105.1
2012-03-01,103.6
2012-03-02,100.5
2012-03-03,100.8
2012-03-05,100.15
2012-03-06,96.3
2012-03-07,96.65
2012-03-09,100.65
2012-03-12,100.45
2012-03-13,99.5
2012-03-14,99.05
2012-03-15,97.25
2012-03-16,95.25
2012-03-19,91.65
2012-03-20,93.85
2012-03-21,96.2
2012-03-22,91.05
2012-03-23,94.1
2012-03-26,90.35
2012-03-27,92.95
2012-03-28,92.7
2012-03-29,91.6
2012-03-30,93.9
2012-04-02,94.85
2012-04-03,98.15
2012-04-04,96.55
2012-04-09,93.6
2012-04-10,92.95
2012-04-11,93.0
2012-04-12,94.0
2012-04-13,91.2
2012-04-16,92.5
2012-04-17,95.4
2012-04-18,95.5
2012-04-19,94.2
2012-04-20,93.05
2012-04-23,90.8
2012-04-24,90.25
2012-04-25,90.45
2012-04-26,90.0
2012-04-27,87.8
2012-04-28,86.25
2012-04-30,87.55
2012-05-02,86.9
2012-05-03,85.1
2012-05-04,82.9
2012-05-07,81.0
2012-05-08,77.25
2012-05-09,71.4
2012-05-10,70.25
2012-05-11,69.7
2012-05-14,70.15
2012-05-15,73.65
2012-05-16,71.35
2012-05-17,73.45
2012-05-18,74.65
2012-05-21,74.65
2012-05-22,74.05
2012-05-23,72.8
2012-05-24,73.45
2012-05-25,74.4
2012-05-28,76.45
2012-05-29,76.9
2012-05-30,72.1
2012-05-31,73.1
2012-06-01,71.35
2012-06-04,72.95
2012-06-05,73.9
2012-06-06,75.45
2012-06-07,76.9
2012-06-08,76.05
2012-06-11,74.35
2012-06-12,74.7
2012-06-13,74.6
2012-06-14,72.15
2012-06-15,72.55
2012-06-18,72.95
2012-06-19,72.5
2012-06-20,73.75
2012-06-21,74.85
2012-06-22,74.95
2012-06-25,74.0
2012-06-26,73.45
2012-06-27,75.65
2012-06-28,79.15
2012-06-29,80.2
2012-07-02,80.75
2012-07-03,80.1
2012-07-04,79.3
2012-07-05,82.55
2012-07-06,81.15
2012-07-09,78.8
2012-07-10,80.65
2012-07-11,79.75
2012-07-12,78.35
2012-07-13,77.6
2012-07-16,75.8
2012-07-17,73.2
2012-07-18,73.7
2012-07-19,74.7
2012-07-20,74.6
2012-07-23,73.5
2012-07-24,73.25
2012-07-25,71.7
2012-07-26,68.05
2012-07-27,66.3
2012-07-30,68.2
2012-07-31,68.05
2012-08-01,68.85
2012-08-02,68.95
2012-08-03,68.3
2012-08-06,70.65
2012-08-07,70.45
2012-08-08,69.1
2012-08-09,68.45
2012-08-10,66.15
2012-08-13,66.05
2012-08-14,67.4
2012-08-16,67.9
2012-08-17,68.7
2012-08-21,68.15
2012-08-22,67.95
2012-08-23,68.45
2012-08-24,67.5
2012-08-27,66.15
2012-08-28,67.35
2012-08-29,67.0
2012-08-30,65.35
2012-08-31,64.5
2012-09-03,64.25
2012-09-04,66.55
2012-09-05,65.2
2012-09-06,64.7
2012-09-07,66.3
2012-09-08,66.15
2012-09-10,67.95
2012-09-11,73.65
2012-09-12,76.95
2012-09-13,74.2
2012-09-14,72.7
2012-09-17,74.6
2012-09-18,77.25
2012-09-20,77.7
2012-09-21,75.6
2012-09-24,74.25
2012-09-25,73.25
2012-09-26,72.3
2012-09-27,71.05
2012-09-28,72.65
2012-10-01,74.15
2012-10-03,73.8
2012-10-04,74.8
2012-10-05,73.35
2012-10-08,72.7
2012-10-09,72.45
2012-10-10,71.55
2012-10-11,72.2
2012-10-12,70.15
2012-10-15,68.5
2012-10-16,67.15
2012-10-17,67.25
2012-10-18,67.15
2012-10-19,66.45
2012-10-22,64.05
2012-10-23,64.65
2012-10-25,66.4
2012-10-26,65.85
2012-10-29,64.9
2012-10-30,64.8
2012-10-31,64.9
2012-11-01,65.1
2012-11-02,65.05
2012-11-05,65.0
2012-11-06,65.05
2012-11-07,64.85
2012-11-08,64.9
2012-11-09,65.1
2012-11-12,65.65
2012-11-13,66.4
2012-11-15,63.4
2012-11-16,62.0
2012-11-19,61.35
2012-11-20,59.55
2012-11-21,60.0
2012-11-22,61.6
2012-11-23,61.95
2012-11-26,62.05
2012-11-27,61.5
2012-11-29,61.6
2012-11-30,62.3
2012-12-03,62.25
2012-12-04,63.25
2012-12-05,64.1
2012-12-06,64.0
2012-12-07,63.4
2012-12-10,63.1
2012-12-11,63.6
2012-12-12,63.25
2012-12-13,62.45
2012-12-14,61.9
2012-12-17,61.85
2012-12-18,61.95
2012-12-19,63.05
2012-12-20,64.05
2012-12-21,62.95
2012-12-24,62.05
2012-12-26,61.9
2012-12-27,61.5
2012-12-28,61.0
2012-12-31,61.45
