Date,PENINLAND
2012-01-02,31.0
2012-01-03,31.45
2012-01-04,32.75
2012-01-05,32.75
2012-01-06,32.95
2012-01-07,33.4
2012-01-09,33.75
2012-01-10,35.05
2012-01-11,37.2
2012-01-12,35.7
2012-01-13,36.55
2012-01-16,38.65
2012-01-17,39.3
2012-01-18,38.25
2012-01-19,37.55
2012-01-20,36.1
2012-01-23,36.3
2012-01-24,37.2
2012-01-25,37.5
2012-01-27,38.0
2012-01-30,37.15
2012-01-31,37.2
2012-02-01,36.95
2012-02-02,37.1
2012-02-03,37.75
2012-02-06,40.2
2012-02-07,39.0
2012-02-08,39.6
2012-02-09,41.6
2012-02-10,41.05
2012-02-13,40.35
2012-02-14,40.85
2012-02-15,40.95
2012-02-16,45.3
2012-02-17,44.25
2012-02-21,44.6
2012-02-22,41.6
2012-02-23,41.4
2012-02-24,40.7
2012-02-27,38.5
2012-02-28,40.3
2012-02-29,40.6
2012-03-01,39.95
2012-03-02,40.0
2012-03-03,39.8
2012-03-05,40.25
2012-03-06,39.45
2012-03-07,38.2
2012-03-09,38.8
2012-03-12,38.45
2012-03-13,40.1
2012-03-14,39.4
2012-03-15,38.85
2012-03-16,38.1
2012-03-19,37.4
2012-03-20,37.2
2012-03-21,36.5
2012-03-22,35.05
2012-03-23,34.0
2012-03-26,32.5
2012-03-27,32.65
2012-03-28,31.35
2012-03-29,31.5
2012-03-30,32.45
2012-04-02,33.65
2012-04-03,34.75
2012-04-04,34.1
2012-04-09,33.75
2012-04-10,33.0
2012-04-11,32.15
2012-04-12,32.9
2012-04-13,32.5
2012-04-16,32.5
2012-04-17,32.95
2012-04-18,32.8
2012-04-19,32.8
2012-04-20,32.35
2012-04-23,32.2
2012-04-24,32.5
2012-04-25,32.05
2012-04-26,31.7
2012-04-27,31.05
2012-04-28,31.55
2012-04-30,31.75
2012-05-02,31.7
2012-05-03,31.1
2012-05-04,30.25
2012-05-07,30.8
2012-05-08,30.05
2012-05-09,29.5
2012-05-10,29.15
2012-05-11,28.5
2012-05-14,28.35
2012-05-15,29.1
2012-05-16,29.05
2012-05-17,28.8
2012-05-18,29.25
2012-05-21,30.25
2012-05-22,29.6
2012-05-23,29.35
2012-05-24,29.05
2012-05-25,28.75
2012-05-28,29.05
2012-05-29,30.15
2012-05-30,29.8
2012-05-31,29.65
2012-06-01,29.25
2012-06-04,30.45
2012-06-05,32.0
2012-06-06,32.05
2012-06-07,32.1
2012-06-08,35.6
2012-06-11,37.3
2012-06-12,35.5
2012-06-13,35.55
2012-06-14,34.25
2012-06-15,34.5
2012-06-18,34.4
2012-06-19,34.0
2012-06-20,33.85
2012-06-21,34.1
2012-06-22,33.9
2012-06-25,34.85
2012-06-26,34.4
2012-06-27,34.05
2012-06-28,35.4
2012-06-29,36.0
2012-07-02,36.1
2012-07-03,36.95
2012-07-04,38.05
2012-07-05,38.5
2012-07-06,38.4
2012-07-09,36.9
2012-07-09,36.9
2012-07-10,37.55
2012-07-11,37.05
2012-07-12,36.75
2012-07-13,35.4
2012-07-16,35.9
2012-07-17,35.5
2012-07-18,35.4
2012-07-19,35.65
2012-07-20,35.2
2012-07-23,39.1
2012-07-24,38.9
2012-07-25,36.7
2012-07-26,35.55
2012-07-27,35.75
2012-07-30,35.85
2012-07-31,36.75
2012-08-01,38.6
2012-08-02,39.4
2012-08-03,39.25
2012-08-06,38.7
2012-08-07,37.8
2012-08-08,37.5
2012-08-09,37.5
2012-08-10,36.5
2012-08-13,36.95
2012-08-14,36.95
2012-08-16,36.15
2012-08-17,36.0
2012-08-21,36.2
2012-08-22,36.2
2012-08-23,35.9
2012-08-24,35.25
2012-08-27,35.05
2012-08-28,35.95
2012-08-29,35.05
2012-08-30,35.1
2012-08-31,35.55
2012-09-03,35.3
2012-09-04,34.85
2012-09-05,34.5
2012-09-06,35.45
2012-09-07,35.8
2012-09-08,36.3
2012-09-10,35.95
2012-09-11,39.1
2012-09-12,37.15
2012-09-13,36.55
2012-09-14,37.2
2012-09-17,37.5
2012-09-18,38.75
2012-09-20,40.05
2012-09-21,42.2
2012-09-24,43.45
2012-09-25,45.1
2012-09-26,46.15
2012-09-27,47.75
2012-09-28,47.15
2012-10-01,46.45
2012-10-03,44.05
2012-10-04,52.85
2012-10-05,51.1
2012-10-08,50.8
2012-10-09,50.1
2012-10-10,51.75
2012-10-11,51.95
2012-10-12,50.6
2012-10-15,50.8
2012-10-16,51.3
2012-10-17,50.85
2012-10-18,51.25
2012-10-19,49.7
2012-10-22,58.4
2012-10-23,70.05
2012-10-25,81.05
2012-10-26,76.3
2012-10-29,72.3
2012-10-30,70.7
2012-10-31,73.1
2012-11-01,72.85
2012-11-02,71.05
2012-11-05,71.2
2012-11-06,73.15
2012-11-07,72.2
2012-11-08,74.65
2012-11-09,71.55
2012-11-12,73.8
2012-11-13,72.3
2012-11-15,72.65
2012-11-16,69.65
2012-11-19,66.0
2012-11-20,64.15
2012-11-21,70.55
2012-11-22,69.0
2012-11-23,69.75
2012-11-26,70.0
2012-11-27,70.85
2012-11-29,69.85
2012-11-30,68.75
2012-12-03,71.35
2012-12-04,70.9
2012-12-05,74.0
2012-12-06,75.05
2012-12-07,72.65
2012-12-10,72.8
2012-12-11,71.2
2012-12-12,70.0
2012-12-13,69.0
2012-12-14,69.9
2012-12-17,74.2
2012-12-18,74.3
2012-12-19,78.2
2012-12-20,77.1
2012-12-21,72.3
2012-12-24,71.55
2012-12-26,72.6
2012-12-27,71.35
2012-12-28,70.45
2012-12-31,71.9
