Date,MAHABANK
2012-01-02,38.95
2012-01-03,40.35
2012-01-04,41.05
2012-01-05,40.55
2012-01-06,41.45
2012-01-07,42.35
2012-01-09,43.1
2012-01-10,43.75
2012-01-11,44.05
2012-01-12,44.95
2012-01-13,45.55
2012-01-16,45.45
2012-01-17,46.2
2012-01-18,45.65
2012-01-19,45.1
2012-01-20,46.15
2012-01-23,46.75
2012-01-24,48.4
2012-01-25,47.2
2012-01-27,48.65
2012-01-30,47.05
2012-01-31,47.7
2012-02-01,47.75
2012-02-02,49.65
2012-02-03,49.5
2012-02-06,50.2
2012-02-07,50.2
2012-02-08,53.55
2012-02-09,54.75
2012-02-10,56.05
2012-02-13,57.0
2012-02-14,57.15
2012-02-15,57.45
2012-02-16,57.2
2012-02-17,57.0
2012-02-21,57.2
2012-02-22,54.4
2012-02-23,53.65
2012-02-24,52.6
2012-02-27,51.0
2012-02-28,53.4
2012-02-29,52.8
2012-03-01,52.45
2012-03-02,53.1
2012-03-03,52.85
2012-03-05,52.0
2012-03-06,51.3
2012-03-07,50.75
2012-03-09,52.15
2012-03-12,53.4
2012-03-13,53.2
2012-03-14,53.6
2012-03-15,52.05
2012-03-16,51.7
2012-03-19,50.85
2012-03-20,51.15
2012-03-21,51.6
2012-03-22,50.35
2012-03-23,50.75
2012-03-26,50.55
2012-03-27,50.6
2012-03-28,49.4
2012-03-29,51.0
2012-03-30,54.8
2012-04-02,53.75
2012-04-03,53.65
2012-04-04,53.7
2012-04-09,53.4
2012-04-10,53.15
2012-04-11,53.65
2012-04-12,54.3
2012-04-13,53.25
2012-04-16,54.4
2012-04-17,54.0
2012-04-18,53.8
2012-04-19,53.4
2012-04-20,53.05
2012-04-23,51.7
2012-04-24,51.5
2012-04-25,51.2
2012-04-26,50.9
2012-04-27,50.55
2012-04-28,51.1
2012-04-30,53.75
2012-05-02,53.85
2012-05-03,52.8
2012-05-04,51.65
2012-05-07,50.45
2012-05-08,49.6
2012-05-09,48.1
2012-05-10,48.2
2012-05-11,48.2
2012-05-14,47.25
2012-05-15,47.4
2012-05-16,46.85
2012-05-17,47.35
2012-05-18,47.75
2012-05-21,48.4
2012-05-22,47.8
2012-05-23,47.0
2012-05-24,47.8
2012-05-25,48.05
2012-05-28,49.35
2012-05-29,49.4
2012-05-30,49.2
2012-05-31,50.9
2012-06-01,49.8
2012-06-04,49.45
2012-06-05,50.15
2012-06-06,50.95
2012-06-07,51.8
2012-06-08,52.25
2012-06-11,53.85
2012-06-12,53.95
2012-06-13,54.3
2012-06-14,51.1
2012-06-15,50.4
2012-06-18,49.0
2012-06-19,48.8
2012-06-20,48.9
2012-06-21,48.95
2012-06-22,49.0
2012-06-25,49.05
2012-06-26,49.15
2012-06-27,49.0
2012-06-28,48.9
2012-06-29,49.45
2012-07-02,49.75
2012-07-03,49.65
2012-07-04,49.6
2012-07-05,50.45
2012-07-06,50.4
2012-07-09,49.7
2012-07-09,49.7
2012-07-10,50.0
2012-07-11,49.65
2012-07-12,49.4
2012-07-13,48.6
2012-07-16,47.55
2012-07-17,47.75
2012-07-18,47.75
2012-07-19,47.75
2012-07-20,46.75
2012-07-23,47.2
2012-07-24,47.1
2012-07-25,46.45
2012-07-26,45.65
2012-07-27,45.05
2012-07-30,45.95
2012-07-31,45.9
2012-08-01,46.05
2012-08-02,46.45
2012-08-03,46.2
2012-08-06,46.45
2012-08-07,46.35
2012-08-08,46.6
2012-08-09,45.75
2012-08-10,45.55
2012-08-13,45.65
2012-08-14,45.75
2012-08-16,46.05
2012-08-17,45.85
2012-08-21,45.65
2012-08-22,45.6
2012-08-23,45.35
2012-08-24,44.65
2012-08-27,44.4
2012-08-28,43.7
2012-08-29,43.5
2012-08-30,43.45
2012-08-31,43.5
2012-09-03,43.8
2012-09-04,43.9
2012-09-05,43.35
2012-09-06,43.3
2012-09-07,43.75
2012-09-08,44.05
2012-09-10,43.9
2012-09-11,43.55
2012-09-12,43.85
2012-09-13,43.7
2012-09-14,44.55
2012-09-17,45.9
2012-09-18,48.45
2012-09-20,47.9
2012-09-21,48.45
2012-09-24,49.25
2012-09-25,48.85
2012-09-26,48.7
2012-09-27,48.95
2012-09-28,50.3
2012-10-01,51.15
2012-10-03,50.85
2012-10-04,50.55
2012-10-05,49.75
2012-10-08,49.15
2012-10-09,49.5
2012-10-10,51.65
2012-10-11,49.9
2012-10-12,50.3
2012-10-15,49.9
2012-10-16,49.55
2012-10-17,49.5
2012-10-18,50.15
2012-10-19,49.75
2012-10-22,49.65
2012-10-23,51.35
2012-10-25,52.95
2012-10-26,52.85
2012-10-29,52.85
2012-10-30,53.0
2012-10-31,52.5
2012-11-01,53.5
2012-11-02,53.35
2012-11-05,53.35
2012-11-06,53.45
2012-11-07,53.6
2012-11-08,53.3
2012-11-09,53.55
2012-11-12,53.45
2012-11-13,53.25
2012-11-15,54.1
2012-11-16,54.4
2012-11-19,53.95
2012-11-20,55.0
2012-11-21,55.15
2012-11-22,55.1
2012-11-23,54.6
2012-11-26,55.05
2012-11-27,55.3
2012-11-29,55.45
2012-11-30,55.95
2012-12-03,56.25
2012-12-04,57.55
2012-12-05,57.45
2012-12-06,57.6
2012-12-07,57.65
2012-12-10,60.4
2012-12-11,58.5
2012-12-12,58.75
2012-12-13,57.5
2012-12-14,58.2
2012-12-17,58.6
2012-12-18,58.85
2012-12-19,61.1
2012-12-20,60.05
2012-12-21,59.8
2012-12-24,59.9
2012-12-26,59.6
2012-12-27,59.75
2012-12-28,59.25
2012-12-31,60.35
