Date,VENUSREM
2012-01-02,152.8
2012-01-03,157.65
2012-01-04,153.45
2012-01-05,155.15
2012-01-06,154.6
2012-01-07,156.75
2012-01-09,155.35
2012-01-10,159.85
2012-01-11,161.2
2012-01-12,159.25
2012-01-13,160.55
2012-01-16,158.8
2012-01-17,160.75
2012-01-18,164.1
2012-01-19,170.8
2012-01-20,168.5
2012-01-23,167.85
2012-01-24,169.1
2012-01-25,172.3
2012-01-27,175.0
2012-01-30,163.6
2012-01-31,170.6
2012-02-01,168.7
2012-02-02,170.05
2012-02-03,172.85
2012-02-06,194.3
2012-02-07,184.3
2012-02-08,185.65
2012-02-09,182.5
2012-02-10,182.15
2012-02-13,179.7
2012-02-14,178.1
2012-02-15,180.65
2012-02-16,180.55
2012-02-17,182.45
2012-02-21,183.7
2012-02-22,178.05
2012-02-23,176.0
2012-02-24,173.75
2012-02-27,173.15
2012-02-28,174.8
2012-02-29,173.3
2012-03-01,172.6
2012-03-02,174.0
2012-03-03,175.0
2012-03-05,170.9
2012-03-06,169.3
2012-03-07,163.85
2012-03-09,165.15
2012-03-12,168.5
2012-03-13,167.7
2012-03-14,168.35
2012-03-15,166.55
2012-03-16,163.65
2012-03-19,162.3
2012-03-20,159.35
2012-03-21,161.9
2012-03-22,159.05
2012-03-23,161.2
2012-03-26,158.2
2012-03-27,175.8
2012-03-28,166.5
2012-03-29,163.6
2012-03-30,164.75
2012-04-02,166.7
2012-04-03,168.65
2012-04-04,169.3
2012-04-09,163.0
2012-04-10,169.4
2012-04-11,173.25
2012-04-12,170.3
2012-04-13,171.65
2012-04-16,167.75
2012-04-17,166.05
2012-04-18,166.55
2012-04-19,166.1
2012-04-20,164.9
2012-04-23,163.75
2012-04-24,165.95
2012-04-25,165.85
2012-04-26,162.8
2012-04-27,163.05
2012-04-28,165.0
2012-04-30,163.75
2012-05-02,165.3
2012-05-03,163.05
2012-05-04,160.0
2012-05-07,163.5
2012-05-08,166.95
2012-05-09,167.5
2012-05-10,171.65
2012-05-11,169.6
2012-05-14,163.2
2012-05-15,165.2
2012-05-16,164.1
2012-05-17,162.15
2012-05-18,161.1
2012-05-21,161.2
2012-05-22,164.05
2012-05-23,162.35
2012-05-24,163.8
2012-05-25,163.3
2012-05-28,166.1
2012-05-29,164.25
2012-05-30,168.9
2012-05-31,167.15
2012-06-01,166.1
2012-06-04,165.45
2012-06-05,164.35
2012-06-06,164.9
2012-06-07,165.35
2012-06-08,165.7
2012-06-11,167.0
2012-06-12,175.5
2012-06-13,183.65
2012-06-14,213.35
2012-06-15,201.75
2012-06-18,209.1
2012-06-19,225.0
2012-06-20,227.6
2012-06-21,228.05
2012-06-22,219.5
2012-06-25,211.35
2012-06-26,212.85
2012-06-27,208.4
2012-06-28,204.25
2012-06-29,214.3
2012-07-02,213.0
2012-07-03,212.05
2012-07-04,212.85
2012-07-05,210.65
2012-07-06,208.6
2012-07-09,206.85
2012-07-10,214.95
2012-07-11,219.7
2012-07-12,219.15
2012-07-13,218.3
2012-07-16,212.35
2012-07-17,211.2
2012-07-18,213.25
2012-07-19,214.2
2012-07-20,213.25
2012-07-23,210.3
2012-07-24,206.4
2012-07-25,202.25
2012-07-26,205.9
2012-07-27,211.2
2012-07-30,208.75
2012-07-31,208.85
2012-08-01,208.25
2012-08-02,211.0
2012-08-03,219.95
2012-08-06,214.65
2012-08-07,212.05
2012-08-08,208.45
2012-08-09,206.65
2012-08-10,203.0
2012-08-13,205.35
2012-08-14,206.65
2012-08-16,203.2
2012-08-17,206.65
2012-08-21,211.5
2012-08-22,214.35
2012-08-23,220.15
2012-08-24,259.05
2012-08-27,264.5
2012-08-28,250.3
2012-08-29,235.45
2012-08-30,239.6
2012-08-31,269.8
2012-09-03,287.1
2012-09-04,285.15
2012-09-05,282.75
2012-09-06,280.75
2012-09-07,285.35
2012-09-08,282.9
2012-09-10,297.35
2012-09-11,296.0
2012-09-12,289.4
2012-09-13,286.65
2012-09-14,278.75
2012-09-17,269.4
2012-09-18,274.85
2012-09-20,277.15
2012-09-21,276.9
2012-09-24,274.05
2012-09-25,276.2
2012-09-26,273.0
2012-09-27,269.85
2012-09-28,268.7
2012-10-01,285.1
2012-10-03,280.55
2012-10-04,278.15
2012-10-05,275.0
2012-10-08,279.2
2012-10-09,284.65
2012-10-10,280.95
2012-10-11,279.95
2012-10-12,279.45
2012-10-15,280.2
2012-10-16,275.65
2012-10-17,275.2
2012-10-18,277.4
2012-10-19,275.35
2012-10-22,275.0
2012-10-23,304.0
2012-10-25,303.45
2012-10-26,289.85
2012-10-29,301.45
2012-10-30,294.85
2012-10-31,292.1
2012-11-01,296.65
2012-11-02,306.2
2012-11-05,305.5
2012-11-06,299.6
2012-11-07,297.95
2012-11-08,290.3
2012-11-09,283.1
2012-11-12,281.75
2012-11-13,284.55
2012-11-15,282.4
2012-11-16,279.15
2012-11-19,275.85
2012-11-20,273.75
2012-11-21,273.05
2012-11-22,276.55
2012-11-23,272.75
2012-11-26,275.2
2012-11-27,276.1
2012-11-29,279.25
2012-11-30,282.7
2012-12-03,291.65
2012-12-04,299.15
2012-12-05,313.25
2012-12-06,312.7
2012-12-07,315.45
2012-12-10,303.85
2012-12-11,295.2
2012-12-12,296.55
2012-12-13,291.85
2012-12-14,283.55
2012-12-17,283.55
2012-12-18,279.75
2012-12-19,285.05
2012-12-20,283.4
2012-12-21,277.85
2012-12-24,278.5
2012-12-26,279.9
2012-12-27,285.05
2012-12-28,284.35
2012-12-31,285.2
