Date,IBREALEST
2012-01-02,47.0
2012-01-03,49.25
2012-01-04,48.15
2012-01-05,48.85
2012-01-06,47.7
2012-01-07,48.15
2012-01-09,51.5
2012-01-10,52.45
2012-01-11,56.0
2012-01-12,56.55
2012-01-13,56.0
2012-01-16,56.85
2012-01-17,58.0
2012-01-18,54.65
2012-01-19,58.5
2012-01-20,64.1
2012-01-23,63.45
2012-01-24,64.85
2012-01-25,69.0
2012-01-27,70.8
2012-01-30,66.55
2012-01-31,71.05
2012-02-01,70.15
2012-02-02,68.1
2012-02-03,69.5
2012-02-06,70.75
2012-02-07,68.15
2012-02-08,72.6
2012-02-09,76.8
2012-02-10,73.6
2012-02-13,73.75
2012-02-14,78.75
2012-02-15,79.2
2012-02-16,79.6
2012-02-17,77.35
2012-02-21,81.1
2012-02-22,73.3
2012-02-23,72.85
2012-02-24,74.4
2012-02-27,68.3
2012-02-28,74.9
2012-02-29,74.6
2012-03-01,72.7
2012-03-02,70.4
2012-03-03,71.0
2012-03-05,68.1
2012-03-06,65.7
2012-03-07,65.45
2012-03-09,68.1
2012-03-12,71.6
2012-03-13,74.35
2012-03-14,73.95
2012-03-15,69.25
2012-03-16,67.85
2012-03-19,66.1
2012-03-20,66.85
2012-03-21,71.0
2012-03-22,66.5
2012-03-23,68.3
2012-03-26,65.1
2012-03-27,64.0
2012-03-28,60.45
2012-03-29,62.1
2012-03-30,63.85
2012-04-02,65.9
2012-04-03,66.6
2012-04-04,66.05
2012-04-09,66.5
2012-04-10,66.85
2012-04-11,66.9
2012-04-12,66.35
2012-04-13,65.2
2012-04-16,65.3
2012-04-17,66.0
2012-04-18,65.9
2012-04-19,66.5
2012-04-20,64.45
2012-04-23,60.8
2012-04-24,60.85
2012-04-25,61.2
2012-04-26,62.35
2012-04-27,61.05
2012-04-28,63.3
2012-04-30,63.25
2012-05-02,62.7
2012-05-03,61.25
2012-05-04,58.5
2012-05-07,59.7
2012-05-08,58.35
2012-05-09,56.75
2012-05-10,56.15
2012-05-11,55.9
2012-05-14,52.65
2012-05-15,52.25
2012-05-16,51.2
2012-05-17,51.6
2012-05-18,50.9
2012-05-21,52.95
2012-05-22,52.05
2012-05-23,50.65
2012-05-24,51.1
2012-05-25,53.15
2012-05-28,54.6
2012-05-29,54.95
2012-05-30,52.05
2012-05-31,53.2
2012-06-01,51.05
2012-06-04,53.75
2012-06-05,54.35
2012-06-06,56.25
2012-06-07,57.75
2012-06-08,58.25
2012-06-11,56.75
2012-06-12,58.5
2012-06-13,57.75
2012-06-14,54.05
2012-06-15,56.3
2012-06-18,54.45
2012-06-19,55.0
2012-06-20,55.15
2012-06-21,57.9
2012-06-22,58.3
2012-06-25,57.8
2012-06-26,57.65
2012-06-27,57.8
2012-06-28,57.65
2012-06-29,61.05
2012-07-02,62.9
2012-07-03,62.85
2012-07-04,64.35
2012-07-05,64.45
2012-07-06,62.9
2012-07-09,60.1
2012-07-09,60.1
2012-07-10,63.1
2012-07-11,61.7
2012-07-12,64.45
2012-07-13,63.4
2012-07-16,61.2
2012-07-17,59.2
2012-07-18,61.1
2012-07-19,62.1
2012-07-20,60.8
2012-07-23,58.85
2012-07-24,58.15
2012-07-25,56.75
2012-07-26,54.5
2012-07-27,53.5
2012-07-30,56.75
2012-07-31,55.85
2012-08-01,56.9
2012-08-02,56.4
2012-08-03,54.7
2012-08-06,55.55
2012-08-07,55.65
2012-08-08,54.35
2012-08-09,54.65
2012-08-10,53.2
2012-08-13,53.75
2012-08-14,52.65
2012-08-16,52.05
2012-08-17,51.45
2012-08-21,51.15
2012-08-22,50.25
2012-08-23,49.95
2012-08-24,48.5
2012-08-27,46.55
2012-08-28,46.4
2012-08-29,44.05
2012-08-30,43.6
2012-08-31,43.0
2012-09-03,42.0
2012-09-04,45.3
2012-09-05,44.05
2012-09-06,43.6
2012-09-07,44.3
2012-09-08,44.7
2012-09-10,44.1
2012-09-11,45.05
2012-09-12,46.65
2012-09-13,45.75
2012-09-14,49.0
2012-09-17,53.15
2012-09-18,54.05
2012-09-20,55.45
2012-09-21,57.25
2012-09-24,58.1
2012-09-25,58.55
2012-09-26,57.7
2012-09-27,58.7
2012-09-28,57.65
2012-10-01,58.6
2012-10-03,58.45
2012-10-04,63.45
2012-10-05,66.8
2012-10-08,64.05
2012-10-09,65.9
2012-10-10,60.6
2012-10-11,64.0
2012-10-12,61.4
2012-10-15,60.4
2012-10-16,58.9
2012-10-17,60.0
2012-10-18,64.5
2012-10-19,62.35
2012-10-22,63.25
2012-10-23,62.8
2012-10-25,60.8
2012-10-26,59.8
2012-10-29,59.0
2012-10-30,56.75
2012-10-31,57.3
2012-11-01,60.5
2012-11-02,60.35
2012-11-05,59.15
2012-11-06,61.45
2012-11-07,62.7
2012-11-08,64.95
2012-11-09,65.5
2012-11-12,67.75
2012-11-13,66.9
2012-11-15,68.8
2012-11-16,65.1
2012-11-19,64.7
2012-11-20,62.1
2012-11-21,63.85
2012-11-22,64.35
2012-11-23,63.95
2012-11-26,65.35
2012-11-27,66.85
2012-11-29,69.7
2012-11-30,68.65
2012-12-03,70.8
2012-12-04,70.4
2012-12-05,75.0
2012-12-06,76.25
2012-12-07,74.35
2012-12-10,75.4
2012-12-11,71.65
2012-12-12,72.25
2012-12-13,71.5
2012-12-14,73.45
2012-12-17,74.15
2012-12-18,75.3
2012-12-19,74.7
2012-12-20,74.15
2012-12-21,71.05
2012-12-24,71.15
2012-12-26,72.05
2012-12-27,71.3
2012-12-28,72.8
2012-12-31,74.85
