Date,PITTIENG
2012-01-02,56.75
2012-01-03,59.35
2012-01-04,58.2
2012-01-05,58.4
2012-01-06,57.95
2012-01-07,59.7
2012-01-09,61.15
2012-01-10,60.35
2012-01-11,59.2
2012-01-12,59.7
2012-01-13,58.6
2012-01-16,60.25
2012-01-17,59.05
2012-01-18,57.6
2012-01-19,59.8
2012-01-20,59.9
2012-01-23,60.05
2012-01-24,59.05
2012-01-25,62.3
2012-01-27,67.15
2012-01-30,66.75
2012-01-31,63.7
2012-02-01,62.75
2012-02-02,63.45
2012-02-03,65.65
2012-02-06,65.5
2012-02-07,64.85
2012-02-08,64.55
2012-02-09,65.45
2012-02-10,64.05
2012-02-13,65.25
2012-02-14,69.6
2012-02-15,69.6
2012-02-16,69.0
2012-02-17,68.4
2012-02-21,68.95
2012-02-22,71.0
2012-02-23,71.9
2012-02-24,73.2
2012-02-27,70.85
2012-02-28,74.15
2012-02-29,74.0
2012-03-01,74.0
2012-03-02,73.9
2012-03-03,73.95
2012-03-05,77.35
2012-03-06,81.45
2012-03-07,78.95
2012-03-09,79.45
2012-03-12,79.7
2012-03-13,78.7
2012-03-14,78.3
2012-03-15,78.6
2012-03-16,80.75
2012-03-19,78.75
2012-03-20,79.9
2012-03-21,78.85
2012-03-22,78.05
2012-03-23,77.55
2012-03-26,75.95
2012-03-27,74.45
2012-03-28,71.85
2012-03-29,73.0
2012-03-30,82.1
2012-04-02,84.75
2012-04-03,84.1
2012-04-04,83.15
2012-04-09,82.6
2012-04-10,80.4
2012-04-11,80.95
2012-04-12,83.0
2012-04-13,81.6
2012-04-16,80.8
2012-04-17,81.65
2012-04-18,82.3
2012-04-19,81.2
2012-04-20,82.75
2012-04-23,87.95
2012-04-24,86.95
2012-04-25,92.0
2012-04-26,90.15
2012-04-27,91.3
2012-04-28,90.95
2012-04-30,88.05
2012-05-02,84.25
2012-05-03,84.0
2012-05-04,81.25
2012-05-07,80.55
2012-05-08,78.1
2012-05-09,78.8
2012-05-10,78.35
2012-05-11,76.6
2012-05-14,78.6
2012-05-15,85.6
2012-05-16,82.25
2012-05-17,84.2
2012-05-18,82.55
2012-05-21,82.15
2012-05-22,81.65
2012-05-23,81.9
2012-05-24,81.9
2012-05-25,81.4
2012-05-28,81.05
2012-05-29,81.1
2012-05-30,81.35
2012-05-31,82.5
2012-06-01,82.0
2012-06-04,82.35
2012-06-05,81.85
2012-06-06,83.0
2012-06-07,83.1
2012-06-08,82.0
2012-06-11,81.7
2012-06-12,78.4
2012-06-13,79.1
2012-06-14,78.95
2012-06-15,80.0
2012-06-18,78.6
2012-06-19,80.95
2012-06-20,80.5
2012-06-21,80.15
2012-06-22,80.85
2012-06-25,81.2
2012-06-26,81.95
2012-06-27,83.5
2012-06-28,83.3
2012-06-29,85.65
2012-07-02,86.85
2012-07-03,88.55
2012-07-04,85.95
2012-07-05,86.35
2012-07-06,85.6
2012-07-09,85.15
2012-07-09,85.15
2012-07-10,85.5
2012-07-11,85.0
2012-07-12,84.45
2012-07-13,84.95
2012-07-16,84.2
2012-07-17,83.7
2012-07-18,84.5
2012-07-19,83.6
2012-07-20,83.35
2012-07-23,81.4
2012-07-24,82.3
2012-07-25,80.35
2012-07-26,79.7
2012-07-27,73.6
2012-07-30,73.5
2012-07-31,75.0
2012-08-01,72.8
2012-08-02,70.8
2012-08-03,70.9
2012-08-06,71.95
2012-08-07,71.95
2012-08-08,70.75
2012-08-09,70.5
2012-08-10,70.9
2012-08-13,71.8
2012-08-14,57.45
2012-08-16,57.55
2012-08-17,54.5
2012-08-21,53.0
2012-08-22,60.45
2012-08-23,57.75
2012-08-24,57.3
2012-08-27,55.75
2012-08-28,55.05
2012-08-29,55.25
2012-08-30,54.8
2012-08-31,53.75
2012-09-03,54.0
2012-09-04,54.45
2012-09-05,55.5
2012-09-06,55.3
2012-09-07,56.8
2012-09-08,57.55
2012-09-10,58.45
2012-09-11,57.45
2012-09-12,58.35
2012-09-13,59.85
2012-09-14,58.9
2012-09-17,56.6
2012-09-18,57.15
2012-09-20,56.75
2012-09-21,57.45
2012-09-24,60.25
2012-09-25,60.85
2012-09-26,59.75
2012-09-27,59.0
2012-09-28,58.8
2012-10-01,59.6
2012-10-03,59.85
2012-10-04,62.15
2012-10-05,61.8
2012-10-08,61.4
2012-10-09,62.0
2012-10-10,62.8
2012-10-11,62.6
2012-10-12,62.1
2012-10-15,61.95
2012-10-16,60.9
2012-10-17,62.15
2012-10-18,62.0
2012-10-19,61.45
2012-10-22,62.25
2012-10-23,61.8
2012-10-25,62.15
2012-10-26,61.6
2012-10-29,60.95
2012-10-30,58.8
2012-10-31,58.2
2012-11-01,59.6
2012-11-02,59.1
2012-11-05,58.4
2012-11-06,58.75
2012-11-07,58.95
2012-11-08,57.9
2012-11-09,56.2
2012-11-12,56.7
2012-11-13,58.55
2012-11-15,56.6
2012-11-16,59.05
2012-11-19,57.85
2012-11-20,56.5
2012-11-21,56.7
2012-11-22,57.6
2012-11-23,56.95
2012-11-26,57.4
2012-11-27,57.05
2012-11-29,56.65
2012-11-30,56.7
2012-12-03,56.85
2012-12-04,57.05
2012-12-05,57.2
2012-12-06,56.75
2012-12-07,58.1
2012-12-10,58.25
2012-12-11,56.9
2012-12-12,56.65
2012-12-13,56.05
2012-12-14,56.6
2012-12-17,56.9
2012-12-18,54.15
2012-12-19,54.45
2012-12-20,54.6
2012-12-21,53.7
2012-12-24,54.2
2012-12-26,55.0
2012-12-27,55.6
2012-12-28,55.4
2012-12-31,53.9
