Date,GPPL
2012-01-02,54.15
2012-01-03,56.95
2012-01-04,56.85
2012-01-05,57.1
2012-01-06,56.25
2012-01-07,57.45
2012-01-09,56.5
2012-01-10,58.8
2012-01-11,57.45
2012-01-12,57.45
2012-01-13,61.95
2012-01-16,61.6
2012-01-17,62.7
2012-01-18,60.7
2012-01-19,60.75
2012-01-20,59.95
2012-01-23,57.1
2012-01-24,57.5
2012-01-25,58.75
2012-01-27,58.45
2012-01-30,57.05
2012-01-31,58.8
2012-02-01,58.65
2012-02-02,58.25
2012-02-03,59.1
2012-02-06,58.2
2012-02-07,57.6
2012-02-08,58.05
2012-02-09,58.35
2012-02-10,58.35
2012-02-13,60.1
2012-02-14,58.45
2012-02-15,58.2
2012-02-16,58.05
2012-02-17,57.55
2012-02-21,57.95
2012-02-22,57.7
2012-02-23,57.5
2012-02-24,56.3
2012-02-27,55.4
2012-02-28,55.0
2012-02-29,54.75
2012-03-01,55.2
2012-03-02,56.75
2012-03-03,56.55
2012-03-05,56.7
2012-03-06,56.25
2012-03-07,55.85
2012-03-09,56.6
2012-03-12,57.05
2012-03-13,56.95
2012-03-14,56.95
2012-03-15,56.95
2012-03-16,56.9
2012-03-19,57.0
2012-03-20,56.35
2012-03-21,56.45
2012-03-22,55.9
2012-03-23,56.5
2012-03-26,57.35
2012-03-27,57.55
2012-03-28,57.4
2012-03-29,58.15
2012-03-30,59.4
2012-04-02,59.1
2012-04-03,58.2
2012-04-04,58.3
2012-04-09,58.2
2012-04-10,58.7
2012-04-11,57.75
2012-04-12,58.2
2012-04-13,59.0
2012-04-16,59.55
2012-04-17,60.3
2012-04-18,59.8
2012-04-19,60.7
2012-04-20,61.3
2012-04-23,59.35
2012-04-24,60.05
2012-04-25,59.05
2012-04-26,58.25
2012-04-27,59.9
2012-04-28,59.0
2012-04-30,60.8
2012-05-02,60.05
2012-05-03,57.6
2012-05-04,57.4
2012-05-07,55.8
2012-05-08,55.55
2012-05-09,54.55
2012-05-10,54.0
2012-05-11,54.2
2012-05-14,53.45
2012-05-15,53.55
2012-05-16,52.55
2012-05-17,54.95
2012-05-18,54.35
2012-05-21,55.35
2012-05-22,54.3
2012-05-23,53.95
2012-05-24,53.6
2012-05-25,55.0
2012-05-28,55.2
2012-05-29,56.55
2012-05-30,59.05
2012-05-31,59.9
2012-06-01,59.15
2012-06-04,57.05
2012-06-05,56.05
2012-06-06,59.65
2012-06-07,59.15
2012-06-08,58.7
2012-06-11,60.0
2012-06-12,59.6
2012-06-13,58.95
2012-06-14,57.4
2012-06-15,57.35
2012-06-18,57.6
2012-06-19,57.05
2012-06-20,58.45
2012-06-21,58.65
2012-06-22,58.5
2012-06-25,59.5
2012-06-26,59.5
2012-06-27,58.6
2012-06-28,58.05
2012-06-29,58.3
2012-07-02,57.75
2012-07-03,57.3
2012-07-04,56.95
2012-07-05,56.65
2012-07-06,57.3
2012-07-09,56.45
2012-07-09,56.45
2012-07-10,56.0
2012-07-11,54.0
2012-07-12,55.05
2012-07-13,55.55
2012-07-16,56.1
2012-07-17,55.1
2012-07-18,55.05
2012-07-19,56.3
2012-07-20,56.6
2012-07-23,56.95
2012-07-24,56.6
2012-07-25,57.6
2012-07-26,58.2
2012-07-27,55.5
2012-07-30,55.25
2012-07-31,55.15
2012-08-01,54.8
2012-08-02,54.55
2012-08-03,53.4
2012-08-06,53.25
2012-08-07,52.2
2012-08-08,51.35
2012-08-09,51.2
2012-08-10,49.8
2012-08-13,50.15
2012-08-14,50.0
2012-08-16,50.2
2012-08-17,50.7
2012-08-21,50.85
2012-08-22,51.25
2012-08-23,51.0
2012-08-24,50.45
2012-08-27,50.9
2012-08-28,50.45
2012-08-29,50.9
2012-08-30,50.35
2012-08-31,50.25
2012-09-03,50.05
2012-09-04,50.35
2012-09-05,49.2
2012-09-06,49.0
2012-09-07,49.0
2012-09-08,48.85
2012-09-10,49.0
2012-09-11,49.55
2012-09-12,50.15
2012-09-13,50.95
2012-09-14,50.7
2012-09-17,51.0
2012-09-18,50.45
2012-09-20,50.0
2012-09-21,50.8
2012-09-24,51.85
2012-09-25,52.0
2012-09-26,51.55
2012-09-27,50.4
2012-09-28,52.25
2012-10-01,51.9
2012-10-03,51.85
2012-10-04,53.0
2012-10-05,52.0
2012-10-08,51.55
2012-10-09,51.9
2012-10-10,51.7
2012-10-11,51.1
2012-10-12,50.5
2012-10-15,50.25
2012-10-16,51.0
2012-10-17,51.45
2012-10-18,51.0
2012-10-19,50.6
2012-10-22,50.3
2012-10-23,50.2
2012-10-25,50.1
2012-10-26,50.35
2012-10-29,50.0
2012-10-30,50.05
2012-10-31,47.6
2012-11-01,48.5
2012-11-02,48.55
2012-11-05,49.15
2012-11-06,48.8
2012-11-07,48.65
2012-11-08,48.9
2012-11-09,47.1
2012-11-12,47.9
2012-11-13,47.8
2012-11-15,47.45
2012-11-16,46.7
2012-11-19,46.35
2012-11-20,46.9
2012-11-21,45.5
2012-11-22,46.3
2012-11-23,46.45
2012-11-26,46.55
2012-11-27,46.65
2012-11-29,46.65
2012-11-30,46.75
2012-12-03,48.2
2012-12-04,48.9
2012-12-05,48.2
2012-12-06,49.15
2012-12-07,49.4
2012-12-10,49.05
2012-12-11,49.95
2012-12-12,49.45
2012-12-13,48.3
2012-12-14,49.35
2012-12-17,48.75
2012-12-18,48.9
2012-12-19,47.85
2012-12-20,48.85
2012-12-21,47.5
2012-12-24,47.15
2012-12-26,47.05
2012-12-27,48.2
2012-12-28,48.6
2012-12-31,49.55
