Date,IMFA
2012-01-02,228.95
2012-01-03,244.85
2012-01-04,241.3
2012-01-05,245.25
2012-01-06,245.75
2012-01-07,251.3
2012-01-09,258.65
2012-01-10,265.0
2012-01-11,272.35
2012-01-12,267.75
2012-01-13,264.55
2012-01-16,264.95
2012-01-17,282.05
2012-01-18,280.75
2012-01-19,272.5
2012-01-20,278.6
2012-01-23,285.25
2012-01-24,305.4
2012-01-25,316.0
2012-01-27,309.25
2012-01-30,305.05
2012-01-31,305.15
2012-02-01,302.85
2012-02-02,301.4
2012-02-03,308.45
2012-02-06,342.15
2012-02-07,318.95
2012-02-08,329.6
2012-02-09,334.4
2012-02-10,330.05
2012-02-13,328.0
2012-02-14,325.0
2012-02-15,324.6
2012-02-16,347.65
2012-02-17,367.0
2012-02-21,373.8
2012-02-22,346.1
2012-02-23,315.6
2012-02-24,319.85
2012-02-27,307.8
2012-02-28,327.05
2012-02-29,335.45
2012-03-01,333.05
2012-03-02,348.75
2012-03-03,348.75
2012-03-05,345.1
2012-03-06,338.0
2012-03-07,327.7
2012-03-09,339.1
2012-03-12,339.4
2012-03-13,339.0
2012-03-14,350.45
2012-03-15,354.1
2012-03-16,350.0
2012-03-19,341.15
2012-03-20,343.8
2012-03-21,345.15
2012-03-22,338.0
2012-03-23,335.4
2012-03-26,331.1
2012-03-27,320.0
2012-03-28,305.15
2012-03-29,311.4
2012-03-30,315.0
2012-04-02,328.45
2012-04-03,325.0
2012-04-04,321.2
2012-04-09,312.3
2012-04-10,309.35
2012-04-11,304.4
2012-04-12,304.7
2012-04-13,302.0
2012-04-16,304.05
2012-04-17,302.3
2012-04-18,317.05
2012-04-19,323.9
2012-04-20,331.8
2012-04-23,335.0
2012-04-24,336.65
2012-04-25,327.1
2012-04-26,329.45
2012-04-27,330.15
2012-04-28,339.0
2012-04-30,341.0
2012-05-02,341.45
2012-05-03,331.45
2012-05-04,313.6
2012-05-07,326.95
2012-05-08,312.95
2012-05-09,303.3
2012-05-10,298.9
2012-05-11,299.1
2012-05-14,289.05
2012-05-15,281.45
2012-05-16,292.25
2012-05-17,299.35
2012-05-18,291.4
2012-05-21,295.85
2012-05-22,296.95
2012-05-23,286.0
2012-05-24,290.0
2012-05-25,294.8
2012-05-28,289.25
2012-05-29,285.85
2012-05-30,283.9
2012-05-31,292.65
2012-06-01,280.65
2012-06-04,277.75
2012-06-05,274.65
2012-06-06,281.1
2012-06-07,279.75
2012-06-08,279.7
2012-06-11,280.0
2012-06-12,282.3
2012-06-13,280.5
2012-06-14,276.95
2012-06-15,272.45
2012-06-18,269.0
2012-06-19,264.15
2012-06-20,259.5
2012-06-21,260.15
2012-06-22,253.7
2012-06-25,262.8
2012-06-26,267.05
2012-06-27,279.8
2012-06-28,291.15
2012-06-29,290.5
2012-07-02,287.9
2012-07-03,283.45
2012-07-04,297.15
2012-07-05,309.55
2012-07-06,308.3
2012-07-09,304.8
2012-07-09,304.8
2012-07-10,301.35
2012-07-11,300.0
2012-07-12,292.85
2012-07-13,293.6
2012-07-16,294.95
2012-07-17,286.15
2012-07-18,290.0
2012-07-19,289.2
2012-07-20,285.95
2012-07-23,282.3
2012-07-24,275.8
2012-07-25,276.7
2012-07-26,272.0
2012-07-27,264.2
2012-07-30,264.95
2012-07-31,265.85
2012-08-01,271.0
2012-08-02,265.8
2012-08-03,265.7
2012-08-06,265.4
2012-08-07,267.0
2012-08-08,273.1
2012-08-09,268.5
2012-08-10,267.65
2012-08-13,263.5
2012-08-14,277.55
2012-08-16,271.95
2012-08-17,273.4
2012-08-21,278.4
2012-08-22,277.15
2012-08-23,275.05
2012-08-24,278.95
2012-08-27,272.25
2012-08-28,266.45
2012-08-29,260.0
2012-08-30,256.6
2012-08-31,253.35
2012-09-03,258.95
2012-09-04,251.85
2012-09-05,251.2
2012-09-06,253.2
2012-09-07,250.3
2012-09-08,246.4
2012-09-10,252.0
2012-09-11,248.3
2012-09-12,242.0
2012-09-13,241.6
2012-09-14,254.0
2012-09-17,265.0
2012-09-18,252.15
2012-09-20,250.0
2012-09-21,249.95
2012-09-24,254.55
2012-09-25,249.05
2012-09-26,250.0
2012-09-27,250.3
2012-09-28,256.1
2012-10-01,277.5
2012-10-03,296.6
2012-10-04,301.0
2012-10-05,289.75
2012-10-08,287.55
2012-10-09,280.35
2012-10-10,270.05
2012-10-11,267.45
2012-10-12,280.45
2012-10-15,276.3
2012-10-16,270.5
2012-10-17,313.9
2012-10-18,314.85
2012-10-19,297.35
2012-10-22,292.9
2012-10-23,279.85
2012-10-25,279.95
2012-10-26,274.2
2012-10-29,266.5
2012-10-30,261.1
2012-10-31,265.65
2012-11-01,273.25
2012-11-02,285.8
2012-11-05,279.3
2012-11-06,278.7
2012-11-07,275.9
2012-11-08,267.6
2012-11-09,272.55
2012-11-12,268.55
2012-11-13,270.4
2012-11-15,267.9
2012-11-16,267.35
2012-11-19,262.15
2012-11-20,262.6
2012-11-21,259.45
2012-11-22,258.65
2012-11-23,255.65
2012-11-26,255.35
2012-11-27,257.35
2012-11-29,261.35
2012-11-30,274.85
2012-12-03,267.05
2012-12-04,266.55
2012-12-05,266.65
2012-12-06,267.65
2012-12-07,266.75
2012-12-10,268.3
2012-12-11,261.3
2012-12-12,270.3
2012-12-13,266.35
2012-12-14,266.5
2012-12-17,264.15
2012-12-18,280.0
2012-12-19,282.25
2012-12-20,283.55
2012-12-21,274.15
2012-12-24,270.5
2012-12-26,276.9
2012-12-27,272.05
2012-12-28,269.75
2012-12-31,266.05
