Date,SHOPERSTOP
2012-01-02,258.5
2012-01-03,269.75
2012-01-04,263.6
2012-01-05,263.6
2012-01-06,278.25
2012-01-07,297.3
2012-01-09,287.05
2012-01-10,290.1
2012-01-11,305.0
2012-01-12,297.25
2012-01-13,295.85
2012-01-16,288.95
2012-01-17,285.5
2012-01-18,286.15
2012-01-19,302.6
2012-01-20,294.2
2012-01-23,286.95
2012-01-24,289.3
2012-01-25,289.95
2012-01-27,287.2
2012-01-30,292.0
2012-01-31,292.8
2012-02-01,298.15
2012-02-02,347.15
2012-02-03,334.35
2012-02-06,334.7
2012-02-07,345.45
2012-02-08,340.15
2012-02-09,347.9
2012-02-10,342.15
2012-02-13,345.8
2012-02-14,345.25
2012-02-15,343.7
2012-02-16,348.6
2012-02-17,341.0
2012-02-21,350.15
2012-02-22,329.5
2012-02-23,324.75
2012-02-24,321.95
2012-02-27,311.6
2012-02-28,324.1
2012-02-29,342.05
2012-03-01,341.85
2012-03-02,337.4
2012-03-03,340.3
2012-03-05,337.75
2012-03-06,337.2
2012-03-07,324.85
2012-03-09,320.2
2012-03-12,319.25
2012-03-13,330.1
2012-03-14,334.95
2012-03-15,339.85
2012-03-16,365.35
2012-03-19,400.85
2012-03-20,391.55
2012-03-21,392.5
2012-03-22,400.0
2012-03-23,399.0
2012-03-26,402.05
2012-03-27,392.2
2012-03-28,388.25
2012-03-29,380.3
2012-03-30,388.7
2012-04-02,391.9
2012-04-03,380.6
2012-04-04,377.3
2012-04-09,360.2
2012-04-10,356.65
2012-04-11,360.35
2012-04-12,358.7
2012-04-13,358.65
2012-04-16,358.3
2012-04-17,365.15
2012-04-18,369.95
2012-04-19,372.0
2012-04-20,363.4
2012-04-23,360.5
2012-04-24,352.6
2012-04-25,344.25
2012-04-26,346.75
2012-04-27,342.2
2012-04-28,346.0
2012-04-30,355.25
2012-05-02,351.25
2012-05-03,349.55
2012-05-04,349.95
2012-05-07,339.2
2012-05-08,330.3
2012-05-09,332.3
2012-05-10,330.45
2012-05-11,327.75
2012-05-14,323.55
2012-05-15,331.4
2012-05-16,331.3
2012-05-17,330.75
2012-05-18,337.2
2012-05-21,337.7
2012-05-22,335.05
2012-05-23,330.6
2012-05-24,327.9
2012-05-25,323.6
2012-05-28,319.05
2012-05-29,316.35
2012-05-30,316.65
2012-05-31,320.8
2012-06-01,310.2
2012-06-04,298.05
2012-06-05,298.15
2012-06-06,297.3
2012-06-07,298.45
2012-06-08,294.35
2012-06-11,299.75
2012-06-12,303.0
2012-06-13,307.1
2012-06-14,300.15
2012-06-15,304.65
2012-06-18,300.05
2012-06-19,297.9
2012-06-20,317.8
2012-06-21,312.55
2012-06-22,320.85
2012-06-25,322.25
2012-06-26,329.15
2012-06-27,329.6
2012-06-28,329.75
2012-06-29,339.6
2012-07-02,354.45
2012-07-03,357.45
2012-07-04,352.75
2012-07-05,381.1
2012-07-06,373.35
2012-07-09,368.4
2012-07-10,362.9
2012-07-11,359.15
2012-07-12,361.55
2012-07-13,365.3
2012-07-16,362.75
2012-07-17,361.05
2012-07-18,378.2
2012-07-19,374.75
2012-07-20,384.55
2012-07-23,365.55
2012-07-24,365.75
2012-07-25,361.35
2012-07-26,351.75
2012-07-27,341.3
2012-07-30,351.9
2012-07-31,357.95
2012-08-01,357.7
2012-08-02,360.05
2012-08-03,353.45
2012-08-06,354.15
2012-08-07,356.1
2012-08-08,357.4
2012-08-09,359.35
2012-08-10,358.0
2012-08-13,361.15
2012-08-14,361.65
2012-08-16,365.2
2012-08-17,365.85
2012-08-21,376.5
2012-08-22,373.7
2012-08-23,364.85
2012-08-24,351.1
2012-08-27,357.9
2012-08-28,353.05
2012-08-29,355.6
2012-08-30,355.7
2012-08-31,346.5
2012-09-03,351.3
2012-09-04,355.8
2012-09-05,355.45
2012-09-06,348.5
2012-09-07,348.55
2012-09-08,348.55
2012-09-10,350.35
2012-09-11,350.4
2012-09-12,353.95
2012-09-13,351.85
2012-09-14,356.0
2012-09-17,383.75
2012-09-18,377.85
2012-09-20,380.95
2012-09-21,383.85
2012-09-24,391.8
2012-09-25,405.2
2012-09-26,398.25
2012-09-27,394.15
2012-09-28,400.3
2012-10-01,393.85
2012-10-03,387.0
2012-10-04,388.65
2012-10-05,394.45
2012-10-08,386.4
2012-10-09,387.3
2012-10-10,389.4
2012-10-11,394.25
2012-10-12,392.6
2012-10-15,395.5
2012-10-16,396.05
2012-10-17,395.2
2012-10-18,404.35
2012-10-19,404.9
2012-10-22,401.7
2012-10-23,405.55
2012-10-25,410.95
2012-10-26,412.85
2012-10-29,424.5
2012-10-30,419.6
2012-10-31,441.0
2012-11-01,424.65
2012-11-02,427.75
2012-11-05,421.75
2012-11-06,416.5
2012-11-07,420.35
2012-11-08,420.85
2012-11-09,418.6
2012-11-12,405.1
2012-11-13,408.4
2012-11-15,406.05
2012-11-16,399.45
2012-11-19,405.85
2012-11-20,411.05
2012-11-21,420.4
2012-11-22,418.4
2012-11-23,422.1
2012-11-26,426.95
2012-11-27,419.8
2012-11-29,423.15
2012-11-30,429.95
2012-12-03,441.0
2012-12-04,432.15
2012-12-05,464.7
2012-12-06,469.55
2012-12-07,460.55
2012-12-10,440.05
2012-12-11,424.65
2012-12-12,409.7
2012-12-13,406.15
2012-12-14,406.2
2012-12-17,411.75
2012-12-18,410.55
2012-12-19,427.2
2012-12-20,437.4
2012-12-21,431.5
2012-12-24,430.75
2012-12-26,434.85
2012-12-27,444.65
2012-12-28,459.75
2012-12-31,466.3
