Date,FINCABLES
2012-01-02,30.65
2012-01-03,31.45
2012-01-04,31.2
2012-01-05,31.15
2012-01-06,30.75
2012-01-07,31.1
2012-01-09,32.4
2012-01-10,34.45
2012-01-11,34.0
2012-01-12,34.75
2012-01-13,35.15
2012-01-16,34.8
2012-01-17,34.9
2012-01-18,33.6
2012-01-19,33.65
2012-01-20,33.4
2012-01-23,33.35
2012-01-24,32.85
2012-01-25,32.95
2012-01-27,32.75
2012-01-30,32.2
2012-01-31,33.35
2012-02-01,33.3
2012-02-02,33.75
2012-02-03,34.0
2012-02-06,34.6
2012-02-07,34.3
2012-02-08,34.15
2012-02-09,34.7
2012-02-10,34.85
2012-02-13,35.4
2012-02-14,35.25
2012-02-15,35.8
2012-02-16,35.7
2012-02-17,36.1
2012-02-21,36.35
2012-02-22,35.35
2012-02-23,34.6
2012-02-24,33.8
2012-02-27,32.25
2012-02-28,33.25
2012-02-29,33.4
2012-03-01,33.65
2012-03-02,33.35
2012-03-03,33.35
2012-03-05,34.05
2012-03-06,33.9
2012-03-07,33.0
2012-03-09,33.25
2012-03-12,34.05
2012-03-13,34.95
2012-03-14,34.2
2012-03-15,33.55
2012-03-16,33.05
2012-03-19,32.05
2012-03-20,32.05
2012-03-21,32.35
2012-03-22,32.3
2012-03-23,31.65
2012-03-26,30.45
2012-03-27,30.15
2012-03-28,29.65
2012-03-29,30.4
2012-03-30,31.05
2012-04-02,32.3
2012-04-03,32.8
2012-04-04,32.85
2012-04-09,32.9
2012-04-10,31.85
2012-04-11,32.15
2012-04-12,32.95
2012-04-13,32.55
2012-04-16,32.25
2012-04-17,33.3
2012-04-18,33.65
2012-04-19,34.35
2012-04-20,33.65
2012-04-23,33.5
2012-04-24,33.15
2012-04-25,32.45
2012-04-26,32.65
2012-04-27,31.5
2012-04-28,32.85
2012-04-30,34.5
2012-05-02,33.65
2012-05-03,33.65
2012-05-04,35.75
2012-05-07,36.0
2012-05-08,37.05
2012-05-09,37.65
2012-05-10,38.55
2012-05-11,37.5
2012-05-14,36.2
2012-05-15,35.45
2012-05-16,35.25
2012-05-17,35.35
2012-05-18,35.3
2012-05-21,37.45
2012-05-22,37.05
2012-05-23,36.4
2012-05-24,36.75
2012-05-25,36.4
2012-05-28,37.6
2012-05-29,36.95
2012-05-30,36.3
2012-05-31,36.55
2012-06-01,37.05
2012-06-04,36.95
2012-06-05,37.0
2012-06-06,37.35
2012-06-07,38.0
2012-06-08,37.8
2012-06-11,37.55
2012-06-12,37.65
2012-06-13,38.2
2012-06-14,38.2
2012-06-15,40.65
2012-06-18,42.55
2012-06-19,41.5
2012-06-20,40.9
2012-06-21,40.25
2012-06-22,41.5
2012-06-25,41.45
2012-06-26,41.6
2012-06-27,41.6
2012-06-28,40.55
2012-06-29,41.55
2012-07-02,42.55
2012-07-03,42.45
2012-07-04,43.1
2012-07-05,43.1
2012-07-06,42.65
2012-07-09,42.25
2012-07-09,42.25
2012-07-10,42.4
2012-07-11,42.75
2012-07-12,42.65
2012-07-13,42.05
2012-07-16,41.7
2012-07-17,41.95
2012-07-18,42.0
2012-07-19,42.1
2012-07-20,41.0
2012-07-23,40.4
2012-07-24,40.45
2012-07-25,40.2
2012-07-26,39.55
2012-07-27,39.6
2012-07-30,40.05
2012-07-31,39.9
2012-08-01,41.45
2012-08-02,40.45
2012-08-03,39.6
2012-08-06,39.7
2012-08-07,39.95
2012-08-08,40.35
2012-08-09,39.6
2012-08-10,39.05
2012-08-13,39.4
2012-08-14,40.7
2012-08-16,39.25
2012-08-17,38.6
2012-08-21,38.7
2012-08-22,38.85
2012-08-23,39.0
2012-08-24,38.4
2012-08-27,36.9
2012-08-28,37.1
2012-08-29,37.0
2012-08-30,36.7
2012-08-31,36.2
2012-09-03,36.15
2012-09-04,36.0
2012-09-05,36.25
2012-09-06,36.5
2012-09-07,37.55
2012-09-08,38.65
2012-09-10,39.55
2012-09-11,38.95
2012-09-12,38.9
2012-09-13,42.2
2012-09-14,41.4
2012-09-17,40.7
2012-09-18,40.4
2012-09-20,39.8
2012-09-21,40.25
2012-09-24,40.15
2012-09-25,40.35
2012-09-26,41.75
2012-09-27,41.75
2012-09-28,41.2
2012-10-01,42.95
2012-10-03,45.85
2012-10-04,46.65
2012-10-05,45.35
2012-10-08,46.3
2012-10-09,47.1
2012-10-10,45.95
2012-10-11,44.2
2012-10-12,43.85
2012-10-15,44.0
2012-10-16,43.55
2012-10-17,44.9
2012-10-18,43.95
2012-10-19,47.5
2012-10-22,46.3
2012-10-23,45.55
2012-10-25,45.15
2012-10-26,44.25
2012-10-29,43.9
2012-10-30,43.1
2012-10-31,42.85
2012-11-01,43.45
2012-11-02,43.95
2012-11-05,42.75
2012-11-06,43.05
2012-11-07,43.55
2012-11-08,50.45
2012-11-09,52.75
2012-11-12,51.75
2012-11-13,52.8
2012-11-15,51.25
2012-11-16,49.75
2012-11-19,49.9
2012-11-20,49.05
2012-11-21,48.35
2012-11-22,47.85
2012-11-23,49.25
2012-11-26,49.6
2012-11-27,51.45
2012-11-29,52.75
2012-11-30,52.4
2012-12-03,54.9
2012-12-04,58.85
2012-12-05,60.75
2012-12-06,60.8
2012-12-07,60.2
2012-12-10,61.7
2012-12-11,61.45
2012-12-12,59.45
2012-12-13,59.35
2012-12-14,59.6
2012-12-17,59.55
2012-12-18,59.45
2012-12-19,59.3
2012-12-20,58.9
2012-12-21,57.1
2012-12-24,57.55
2012-12-26,58.25
2012-12-27,57.2
2012-12-28,57.0
2012-12-31,57.6
