Date,DHAMPURSUG
2012-01-02,29.1
2012-01-03,30.15
2012-01-04,30.65
2012-01-05,30.1
2012-01-06,30.15
2012-01-07,31.75
2012-01-09,33.8
2012-01-10,33.6
2012-01-11,32.85
2012-01-12,35.4
2012-01-13,34.4
2012-01-16,33.7
2012-01-17,33.55
2012-01-18,32.35
2012-01-19,32.8
2012-01-20,32.4
2012-01-23,32.85
2012-01-24,34.05
2012-01-25,35.55
2012-01-27,37.6
2012-01-30,36.35
2012-01-31,37.3
2012-02-01,39.6
2012-02-02,38.7
2012-02-03,38.15
2012-02-06,38.55
2012-02-07,38.6
2012-02-08,38.5
2012-02-09,37.65
2012-02-10,37.55
2012-02-13,37.15
2012-02-14,37.55
2012-02-15,38.15
2012-02-16,38.3
2012-02-17,38.55
2012-02-21,38.55
2012-02-22,39.3
2012-02-23,39.25
2012-02-24,39.0
2012-02-27,37.9
2012-02-28,38.15
2012-02-29,39.85
2012-03-01,41.3
2012-03-02,41.0
2012-03-03,41.4
2012-03-05,42.25
2012-03-06,39.8
2012-03-07,40.45
2012-03-09,42.4
2012-03-12,45.8
2012-03-13,47.45
2012-03-14,48.8
2012-03-15,49.9
2012-03-16,48.55
2012-03-19,49.3
2012-03-20,46.5
2012-03-21,46.0
2012-03-22,43.0
2012-03-23,43.5
2012-03-26,43.05
2012-03-27,42.7
2012-03-28,41.65
2012-03-29,41.2
2012-03-30,42.75
2012-04-02,43.2
2012-04-03,43.1
2012-04-04,42.85
2012-04-09,42.15
2012-04-10,41.85
2012-04-11,41.65
2012-04-12,42.65
2012-04-13,42.75
2012-04-16,42.55
2012-04-17,42.55
2012-04-18,46.75
2012-04-19,48.2
2012-04-20,48.3
2012-04-23,47.35
2012-04-24,46.4
2012-04-25,46.05
2012-04-26,46.15
2012-04-27,46.2
2012-04-28,47.65
2012-04-30,47.8
2012-05-02,46.6
2012-05-03,48.85
2012-05-04,46.35
2012-05-07,45.8
2012-05-08,45.45
2012-05-09,44.75
2012-05-10,44.7
2012-05-11,43.6
2012-05-14,43.6
2012-05-15,46.45
2012-05-16,44.25
2012-05-17,43.55
2012-05-18,42.7
2012-05-21,42.8
2012-05-22,42.55
2012-05-23,43.05
2012-05-24,43.15
2012-05-25,43.15
2012-05-28,43.25
2012-05-29,43.35
2012-05-30,43.4
2012-05-31,42.65
2012-06-01,42.6
2012-06-04,41.6
2012-06-05,42.05
2012-06-06,42.5
2012-06-07,44.15
2012-06-08,44.6
2012-06-11,45.05
2012-06-12,45.5
2012-06-13,45.05
2012-06-14,44.4
2012-06-15,45.05
2012-06-18,44.35
2012-06-19,43.45
2012-06-20,44.0
2012-06-21,44.55
2012-06-22,49.55
2012-06-25,48.1
2012-06-26,48.05
2012-06-27,50.65
2012-06-28,50.05
2012-06-29,50.1
2012-07-02,50.3
2012-07-03,53.9
2012-07-04,52.95
2012-07-05,56.4
2012-07-06,59.55
2012-07-09,60.05
2012-07-09,60.05
2012-07-10,61.05
2012-07-11,62.7
2012-07-12,64.45
2012-07-13,66.35
2012-07-16,66.25
2012-07-17,65.7
2012-07-18,64.35
2012-07-19,63.75
2012-07-20,63.5
2012-07-23,66.45
2012-07-24,69.5
2012-07-25,68.05
2012-07-26,66.05
2012-07-27,63.35
2012-07-30,65.0
2012-07-31,67.45
2012-08-01,65.15
2012-08-02,66.45
2012-08-03,68.65
2012-08-06,71.45
2012-08-07,69.25
2012-08-08,68.05
2012-08-09,68.9
2012-08-10,70.8
2012-08-13,70.8
2012-08-14,70.75
2012-08-16,68.15
2012-08-17,67.7
2012-08-21,69.3
2012-08-22,67.95
2012-08-23,67.75
2012-08-24,67.45
2012-08-27,68.1
2012-08-28,67.05
2012-08-29,68.25
2012-08-30,65.75
2012-08-31,65.7
2012-09-03,65.9
2012-09-04,68.3
2012-09-05,67.85
2012-09-06,68.15
2012-09-07,69.15
2012-09-08,68.65
2012-09-10,71.75
2012-09-11,70.9
2012-09-12,71.95
2012-09-13,69.95
2012-09-14,69.1
2012-09-17,67.85
2012-09-18,71.15
2012-09-20,70.1
2012-09-21,70.7
2012-09-24,73.7
2012-09-25,71.5
2012-09-26,69.7
2012-09-27,70.05
2012-09-28,69.35
2012-10-01,68.5
2012-10-03,68.6
2012-10-04,67.75
2012-10-05,67.0
2012-10-08,66.0
2012-10-09,68.2
2012-10-10,68.45
2012-10-11,69.4
2012-10-12,71.3
2012-10-15,72.5
2012-10-16,69.5
2012-10-17,69.75
2012-10-18,70.25
2012-10-19,69.05
2012-10-22,69.8
2012-10-23,68.05
2012-10-25,68.65
2012-10-26,68.8
2012-10-29,68.55
2012-10-30,68.4
2012-10-31,68.2
2012-11-01,67.95
2012-11-02,67.75
2012-11-05,66.7
2012-11-06,65.7
2012-11-07,66.25
2012-11-08,66.05
2012-11-09,66.2
2012-11-12,65.4
2012-11-13,66.2
2012-11-15,67.25
2012-11-16,64.25
2012-11-19,59.15
2012-11-20,58.75
2012-11-21,60.65
2012-11-22,59.9
2012-11-23,60.8
2012-11-26,59.7
2012-11-27,60.25
2012-11-29,59.4
2012-11-30,61.0
2012-12-03,60.95
2012-12-04,60.5
2012-12-05,61.2
2012-12-06,63.05
2012-12-07,64.25
2012-12-10,60.05
2012-12-11,58.65
2012-12-12,58.6
2012-12-13,57.3
2012-12-14,55.0
2012-12-17,54.8
2012-12-18,55.6
2012-12-19,54.4
2012-12-20,54.65
2012-12-21,53.4
2012-12-24,53.8
2012-12-26,53.75
2012-12-27,52.7
2012-12-28,51.85
2012-12-31,52.25
