Date,BAJAJCORP
2012-01-02,99.4
2012-01-03,99.6
2012-01-04,98.35
2012-01-05,97.25
2012-01-06,96.95
2012-01-07,97.65
2012-01-09,100.45
2012-01-10,98.1
2012-01-11,97.75
2012-01-12,97.75
2012-01-13,98.55
2012-01-16,100.3
2012-01-17,100.7
2012-01-18,100.5
2012-01-19,101.0
2012-01-20,101.75
2012-01-23,100.95
2012-01-24,101.9
2012-01-25,101.15
2012-01-27,101.85
2012-01-30,101.3
2012-01-31,102.15
2012-02-01,106.35
2012-02-02,110.6
2012-02-03,108.0
2012-02-06,106.75
2012-02-07,109.35
2012-02-08,113.85
2012-02-09,116.4
2012-02-10,115.65
2012-02-13,118.8
2012-02-14,120.05
2012-02-15,122.25
2012-02-16,120.5
2012-02-17,117.85
2012-02-21,119.7
2012-02-22,117.25
2012-02-23,119.0
2012-02-24,120.0
2012-02-27,115.1
2012-02-28,114.9
2012-02-29,115.6
2012-03-01,115.55
2012-03-02,114.1
2012-03-03,112.5
2012-03-05,114.7
2012-03-06,110.9
2012-03-07,115.75
2012-03-09,118.55
2012-03-12,117.55
2012-03-13,119.3
2012-03-14,118.6
2012-03-15,116.05
2012-03-16,115.85
2012-03-19,116.85
2012-03-20,118.05
2012-03-21,119.65
2012-03-22,117.95
2012-03-23,117.05
2012-03-26,113.95
2012-03-27,115.1
2012-03-28,113.8
2012-03-29,115.4
2012-03-30,115.3
2012-04-02,118.05
2012-04-03,120.1
2012-04-04,130.25
2012-04-09,126.9
2012-04-10,126.2
2012-04-11,122.55
2012-04-12,122.45
2012-04-13,122.0
2012-04-16,124.55
2012-04-17,127.55
2012-04-18,128.95
2012-04-19,127.1
2012-04-20,124.05
2012-04-23,124.55
2012-04-24,124.7
2012-04-25,122.85
2012-04-26,122.25
2012-04-27,125.35
2012-04-28,125.6
2012-04-30,124.45
2012-05-02,124.1
2012-05-03,122.9
2012-05-04,120.4
2012-05-07,119.15
2012-05-08,117.6
2012-05-09,119.3
2012-05-10,119.3
2012-05-11,121.3
2012-05-14,121.2
2012-05-15,122.5
2012-05-16,120.3
2012-05-17,119.7
2012-05-18,117.7
2012-05-21,118.15
2012-05-22,117.15
2012-05-23,117.8
2012-05-24,118.2
2012-05-25,119.0
2012-05-28,119.6
2012-05-29,119.5
2012-05-30,117.85
2012-05-31,117.15
2012-06-01,117.3
2012-06-04,115.1
2012-06-05,117.9
2012-06-06,119.9
2012-06-07,123.1
2012-06-08,122.0
2012-06-11,121.7
2012-06-12,121.95
2012-06-13,121.95
2012-06-14,122.05
2012-06-15,120.15
2012-06-18,120.0
2012-06-19,120.25
2012-06-20,120.6
2012-06-21,121.2
2012-06-22,120.05
2012-06-25,120.0
2012-06-26,119.75
2012-06-27,119.1
2012-06-28,118.35
2012-06-29,118.3
2012-07-02,119.55
2012-07-03,120.8
2012-07-04,120.75
2012-07-05,124.55
2012-07-06,124.2
2012-07-09,121.45
2012-07-09,121.45
2012-07-10,123.15
2012-07-11,121.2
2012-07-12,121.3
2012-07-13,129.65
2012-07-16,126.85
2012-07-17,128.15
2012-07-18,130.85
2012-07-19,131.05
2012-07-20,132.1
2012-07-23,133.3
2012-07-24,141.05
2012-07-25,141.55
2012-07-26,139.0
2012-07-27,135.4
2012-07-30,139.4
2012-07-31,141.7
2012-08-01,149.7
2012-08-02,147.75
2012-08-03,158.2
2012-08-06,155.85
2012-08-07,154.0
2012-08-08,162.9
2012-08-09,164.3
2012-08-10,161.6
2012-08-13,162.45
2012-08-14,163.9
2012-08-16,170.0
2012-08-17,174.6
2012-08-21,175.3
2012-08-22,178.55
2012-08-23,177.25
2012-08-24,171.45
2012-08-27,167.3
2012-08-28,162.85
2012-08-29,168.85
2012-08-30,176.8
2012-08-31,179.65
2012-09-03,189.4
2012-09-04,186.3
2012-09-05,184.3
2012-09-06,184.45
2012-09-07,183.0
2012-09-08,182.8
2012-09-10,181.2
2012-09-11,181.25
2012-09-12,181.2
2012-09-13,177.55
2012-09-14,175.15
2012-09-17,167.1
2012-09-18,169.6
2012-09-20,169.55
2012-09-21,169.25
2012-09-24,166.0
2012-09-25,166.9
2012-09-26,171.05
2012-09-27,180.25
2012-09-28,179.35
2012-10-01,179.4
2012-10-03,180.05
2012-10-04,183.3
2012-10-05,184.2
2012-10-08,186.65
2012-10-09,186.05
2012-10-10,185.1
2012-10-11,185.15
2012-10-12,185.0
2012-10-15,185.0
2012-10-16,183.85
2012-10-17,183.9
2012-10-18,193.2
2012-10-19,194.05
2012-10-22,192.85
2012-10-23,190.6
2012-10-25,188.9
2012-10-26,188.2
2012-10-29,188.7
2012-10-30,185.6
2012-10-31,185.65
2012-11-01,184.45
2012-11-02,187.2
2012-11-05,186.7
2012-11-06,185.85
2012-11-07,190.15
2012-11-08,198.4
2012-11-09,195.95
2012-11-12,200.05
2012-11-13,202.2
2012-11-15,200.1
2012-11-16,199.65
2012-11-19,200.1
2012-11-20,200.2
2012-11-21,203.2
2012-11-22,205.5
2012-11-23,198.95
2012-11-26,200.75
2012-11-27,201.0
2012-11-29,209.0
2012-11-30,228.55
2012-12-03,225.3
2012-12-04,221.9
2012-12-05,223.35
2012-12-06,222.1
2012-12-07,221.5
2012-12-10,224.85
2012-12-11,223.85
2012-12-12,221.65
2012-12-13,213.05
2012-12-14,213.3
2012-12-17,224.6
2012-12-18,226.25
2012-12-19,239.2
2012-12-20,233.9
2012-12-21,231.9
2012-12-24,232.15
2012-12-26,235.7
2012-12-27,233.5
2012-12-28,231.85
2012-12-31,234.2
