Date,ICRA
2012-01-02,844.75
2012-01-03,842.15
2012-01-04,830.6
2012-01-05,814.8
2012-01-06,800.45
2012-01-07,834.3
2012-01-09,804.65
2012-01-10,804.35
2012-01-11,808.05
2012-01-12,838.5
2012-01-13,835.1
2012-01-16,846.2
2012-01-17,843.0
2012-01-18,856.6
2012-01-19,872.95
2012-01-20,887.85
2012-01-23,903.2
2012-01-24,900.55
2012-01-25,907.5
2012-01-27,939.65
2012-01-30,938.1
2012-01-31,945.0
2012-02-01,936.5
2012-02-02,948.7
2012-02-03,1002.55
2012-02-06,950.7
2012-02-07,941.75
2012-02-08,960.55
2012-02-09,984.75
2012-02-10,1005.0
2012-02-13,1005.8
2012-02-14,1026.6
2012-02-15,1064.65
2012-02-16,1058.5
2012-02-17,1057.15
2012-02-21,1067.75
2012-02-22,1070.35
2012-02-23,1071.85
2012-02-24,1072.6
2012-02-27,1071.3
2012-02-28,1083.75
2012-02-29,1099.8
2012-03-01,1090.6
2012-03-02,1133.35
2012-03-03,1130.3
2012-03-05,1125.9
2012-03-06,1099.5
2012-03-07,1094.7
2012-03-09,1088.45
2012-03-12,1105.7
2012-03-13,1122.1
2012-03-14,1088.65
2012-03-15,1091.05
2012-03-16,1100.45
2012-03-19,1065.95
2012-03-20,1054.7
2012-03-21,1076.45
2012-03-22,1076.8
2012-03-23,1087.0
2012-03-26,1075.95
2012-03-27,1087.45
2012-03-28,1087.15
2012-03-29,1092.45
2012-03-30,1121.7
2012-04-02,1146.9
2012-04-03,1192.15
2012-04-04,1240.2
2012-04-09,1243.7
2012-04-10,1221.7
2012-04-11,1249.4
2012-04-12,1227.85
2012-04-13,1208.9
2012-04-16,1211.65
2012-04-17,1220.55
2012-04-18,1206.75
2012-04-19,1184.25
2012-04-20,1157.05
2012-04-23,1143.2
2012-04-24,1130.85
2012-04-25,1120.15
2012-04-26,1101.05
2012-04-27,1113.05
2012-04-28,1111.05
2012-04-30,1119.7
2012-05-02,1128.95
2012-05-03,1125.8
2012-05-04,1098.15
2012-05-07,1114.0
2012-05-08,1088.65
2012-05-09,1077.75
2012-05-10,1083.35
2012-05-11,1135.8
2012-05-14,1143.55
2012-05-15,1138.95
2012-05-16,1117.0
2012-05-17,1122.6
2012-05-18,1145.6
2012-05-21,1150.3
2012-05-22,1145.1
2012-05-23,1148.35
2012-05-24,1140.0
2012-05-25,1162.05
2012-05-28,1174.05
2012-05-29,1197.95
2012-05-30,1175.7
2012-05-31,1191.7
2012-06-01,1172.8
2012-06-04,1165.15
2012-06-05,1158.1
2012-06-06,1151.6
2012-06-07,1176.5
2012-06-08,1197.5
2012-06-11,1206.5
2012-06-12,1219.85
2012-06-13,1228.9
2012-06-14,1223.65
2012-06-15,1225.1
2012-06-18,1226.6
2012-06-19,1224.55
2012-06-20,1236.6
2012-06-21,1246.9
2012-06-22,1258.25
2012-06-25,1280.9
2012-06-26,1300.65
2012-06-27,1301.15
2012-06-28,1305.0
2012-06-29,1323.0
2012-07-02,1330.25
2012-07-03,1313.25
2012-07-04,1290.6
2012-07-05,1290.3
2012-07-06,1255.1
2012-07-09,1228.1
2012-07-09,1228.1
2012-07-10,1213.75
2012-07-11,1218.55
2012-07-12,1211.95
2012-07-13,1213.05
2012-07-16,1212.1
2012-07-17,1234.25
2012-07-18,1222.65
2012-07-19,1231.45
2012-07-20,1229.4
2012-07-23,1200.95
2012-07-24,1202.5
2012-07-25,1201.1
2012-07-26,1226.8
2012-07-27,1181.9
2012-07-30,1183.25
2012-07-31,1207.25
2012-08-01,1189.85
2012-08-02,1179.75
2012-08-03,1221.25
2012-08-06,1203.65
2012-08-07,1194.95
2012-08-08,1182.05
2012-08-09,1170.8
2012-08-10,1170.25
2012-08-13,1163.45
2012-08-14,1168.25
2012-08-16,1163.45
2012-08-17,1162.85
2012-08-21,1155.2
2012-08-22,1147.3
2012-08-23,1165.3
2012-08-24,1169.15
2012-08-27,1164.95
2012-08-28,1160.05
2012-08-29,1148.05
2012-08-30,1134.35
2012-08-31,1168.55
2012-09-03,1177.35
2012-09-04,1167.5
2012-09-05,1152.3
2012-09-06,1152.35
2012-09-07,1166.75
2012-09-08,1164.45
2012-09-10,1164.85
2012-09-11,1165.85
2012-09-12,1168.2
2012-09-13,1176.95
2012-09-14,1190.3
2012-09-17,1177.1
2012-09-18,1192.15
2012-09-20,1199.35
2012-09-21,1215.7
2012-09-24,1212.7
2012-09-25,1214.65
2012-09-26,1214.95
2012-09-27,1236.1
2012-09-28,1299.55
2012-10-01,1287.2
2012-10-03,1271.5
2012-10-04,1293.55
2012-10-05,1284.4
2012-10-08,1292.6
2012-10-09,1309.55
2012-10-10,1343.1
2012-10-11,1341.65
2012-10-12,1334.15
2012-10-15,1357.25
2012-10-16,1381.15
2012-10-17,1384.8
2012-10-18,1386.4
2012-10-19,1387.9
2012-10-22,1391.35
2012-10-23,1386.3
2012-10-25,1354.1
2012-10-26,1370.8
2012-10-29,1363.35
2012-10-30,1355.35
2012-10-31,1364.95
2012-11-01,1358.05
2012-11-02,1381.0
2012-11-05,1347.55
2012-11-06,1334.7
2012-11-07,1321.25
2012-11-08,1322.6
2012-11-09,1339.9
2012-11-12,1342.55
2012-11-13,1339.3
2012-11-15,1321.5
2012-11-16,1322.9
2012-11-19,1317.7
2012-11-20,1284.2
2012-11-21,1257.15
2012-11-22,1296.4
2012-11-23,1288.1
2012-11-26,1290.65
2012-11-27,1277.85
2012-11-29,1302.2
2012-11-30,1319.35
2012-12-03,1577.1
2012-12-04,1425.95
2012-12-05,1395.55
2012-12-06,1384.5
2012-12-07,1408.55
2012-12-10,1410.15
2012-12-11,1471.75
2012-12-12,1447.9
2012-12-13,1426.85
2012-12-14,1436.95
2012-12-17,1451.35
2012-12-18,1441.0
2012-12-19,1475.9
2012-12-20,1468.9
2012-12-21,1462.7
2012-12-24,1477.25
2012-12-26,1453.45
2012-12-27,1455.1
2012-12-28,1465.9
2012-12-31,1485.55
