Date,TALWALKARS
2012-01-02,118.25
2012-01-03,124.75
2012-01-04,119.6
2012-01-05,126.85
2012-01-06,129.75
2012-01-07,128.55
2012-01-09,133.05
2012-01-10,136.7
2012-01-11,142.85
2012-01-12,135.75
2012-01-13,139.1
2012-01-16,137.25
2012-01-17,137.7
2012-01-18,134.85
2012-01-19,137.45
2012-01-20,135.3
2012-01-23,135.1
2012-01-24,137.25
2012-01-25,135.95
2012-01-27,144.85
2012-01-30,140.85
2012-01-31,141.05
2012-02-01,146.3
2012-02-02,145.25
2012-02-03,153.8
2012-02-06,153.7
2012-02-07,149.7
2012-02-08,156.1
2012-02-09,161.2
2012-02-10,157.7
2012-02-13,161.45
2012-02-14,156.6
2012-02-15,160.9
2012-02-16,159.4
2012-02-17,158.75
2012-02-21,164.95
2012-02-22,153.35
2012-02-23,156.35
2012-02-24,156.55
2012-02-27,152.65
2012-02-28,154.5
2012-02-29,161.7
2012-03-01,163.95
2012-03-02,160.85
2012-03-03,160.1
2012-03-05,152.95
2012-03-06,144.75
2012-03-07,143.75
2012-03-09,146.85
2012-03-12,147.85
2012-03-13,148.95
2012-03-14,152.4
2012-03-15,147.85
2012-03-16,147.25
2012-03-19,149.9
2012-03-20,153.25
2012-03-21,155.75
2012-03-22,148.25
2012-03-23,148.5
2012-03-26,145.7
2012-03-27,142.75
2012-03-28,151.35
2012-03-29,148.35
2012-03-30,152.95
2012-04-02,160.7
2012-04-03,161.45
2012-04-04,163.7
2012-04-09,159.6
2012-04-10,171.8
2012-04-11,174.25
2012-04-12,166.55
2012-04-13,164.9
2012-04-16,166.3
2012-04-17,166.6
2012-04-18,164.85
2012-04-19,163.4
2012-04-20,158.2
2012-04-23,158.2
2012-04-24,155.4
2012-04-25,153.5
2012-04-26,159.8
2012-04-27,157.1
2012-04-28,157.2
2012-04-30,156.0
2012-05-02,159.5
2012-05-03,160.7
2012-05-04,152.2
2012-05-07,148.75
2012-05-08,146.25
2012-05-09,149.5
2012-05-10,151.9
2012-05-11,152.75
2012-05-14,153.5
2012-05-15,154.4
2012-05-16,151.35
2012-05-17,153.35
2012-05-18,152.7
2012-05-21,155.05
2012-05-22,149.1
2012-05-23,152.9
2012-05-24,163.15
2012-05-25,160.3
2012-05-28,157.85
2012-05-29,163.2
2012-05-30,163.05
2012-05-31,161.25
2012-06-01,155.05
2012-06-04,153.95
2012-06-05,155.6
2012-06-06,157.65
2012-06-07,157.7
2012-06-08,159.55
2012-06-11,156.1
2012-06-12,157.45
2012-06-13,157.8
2012-06-14,154.1
2012-06-15,154.9
2012-06-18,153.6
2012-06-19,153.4
2012-06-20,156.0
2012-06-21,164.5
2012-06-22,161.3
2012-06-25,159.3
2012-06-26,163.95
2012-06-27,163.45
2012-06-28,161.6
2012-06-29,161.65
2012-07-02,165.65
2012-07-03,173.0
2012-07-04,169.1
2012-07-05,171.85
2012-07-06,174.2
2012-07-09,170.75
2012-07-10,168.45
2012-07-11,167.1
2012-07-12,173.2
2012-07-13,169.95
2012-07-16,168.55
2012-07-17,170.25
2012-07-18,172.8
2012-07-19,169.3
2012-07-20,172.3
2012-07-23,167.05
2012-07-24,166.35
2012-07-25,163.75
2012-07-26,154.65
2012-07-27,153.9
2012-07-30,155.4
2012-07-31,154.65
2012-08-01,156.0
2012-08-02,159.35
2012-08-03,156.7
2012-08-06,159.8
2012-08-07,164.15
2012-08-08,161.35
2012-08-09,160.75
2012-08-10,154.4
2012-08-13,156.3
2012-08-14,156.4
2012-08-16,153.5
2012-08-17,153.3
2012-08-21,155.95
2012-08-22,155.35
2012-08-23,155.3
2012-08-24,153.65
2012-08-27,150.2
2012-08-28,148.4
2012-08-29,146.8
2012-08-30,148.3
2012-08-31,147.3
2012-09-03,147.6
2012-09-04,150.3
2012-09-05,151.2
2012-09-06,148.85
2012-09-07,147.7
2012-09-08,151.7
2012-09-10,149.7
2012-09-11,146.4
2012-09-12,154.15
2012-09-13,153.65
2012-09-14,152.7
2012-09-17,151.4
2012-09-18,150.95
2012-09-20,149.05
2012-09-21,157.8
2012-09-24,161.75
2012-09-25,172.3
2012-09-26,179.8
2012-09-27,184.0
2012-09-28,175.4
2012-10-01,173.1
2012-10-03,168.2
2012-10-04,167.15
2012-10-05,167.5
2012-10-08,166.15
2012-10-09,170.7
2012-10-10,171.1
2012-10-11,174.35
2012-10-12,177.35
2012-10-15,180.55
2012-10-16,182.7
2012-10-17,194.7
2012-10-18,191.25
2012-10-19,195.45
2012-10-22,191.05
2012-10-23,191.75
2012-10-25,200.05
2012-10-26,218.2
2012-10-29,193.05
2012-10-30,196.2
2012-10-31,193.5
2012-11-01,193.4
2012-11-02,198.9
2012-11-05,197.9
2012-11-06,200.7
2012-11-07,198.0
2012-11-08,198.05
2012-11-09,195.55
2012-11-12,196.65
2012-11-13,202.0
2012-11-15,201.8
2012-11-16,200.0
2012-11-19,194.0
2012-11-20,195.4
2012-11-21,195.2
2012-11-22,196.35
2012-11-23,195.95
2012-11-26,198.95
2012-11-27,207.05
2012-11-29,204.3
2012-11-30,204.7
2012-12-03,207.2
2012-12-04,212.7
2012-12-05,213.4
2012-12-06,213.05
2012-12-07,209.7
2012-12-10,200.85
2012-12-11,196.2
2012-12-12,189.6
2012-12-13,184.65
2012-12-14,186.45
2012-12-17,189.9
2012-12-18,186.9
2012-12-19,186.35
2012-12-20,188.95
2012-12-21,187.85
2012-12-24,187.85
2012-12-26,187.85
2012-12-27,191.4
2012-12-28,195.9
2012-12-31,199.65
