Date,BHEL
2012-01-02,236.55
2012-01-03,248.1
2012-01-04,253.6
2012-01-05,254.75
2012-01-06,249.55
2012-01-07,250.7
2012-01-09,258.15
2012-01-10,264.65
2012-01-11,264.75
2012-01-12,262.55
2012-01-13,266.8
2012-01-16,277.0
2012-01-17,280.75
2012-01-18,273.15
2012-01-19,265.25
2012-01-20,273.75
2012-01-23,282.3
2012-01-24,280.8
2012-01-25,282.45
2012-01-27,273.6
2012-01-30,244.15
2012-01-31,250.6
2012-02-01,255.6
2012-02-02,258.6
2012-02-03,264.75
2012-02-06,271.45
2012-02-07,260.1
2012-02-08,261.4
2012-02-09,261.95
2012-02-10,260.6
2012-02-13,261.55
2012-02-14,265.0
2012-02-15,277.1
2012-02-16,284.55
2012-02-17,303.55
2012-02-21,318.0
2012-02-22,306.5
2012-02-23,311.9
2012-02-24,303.8
2012-02-27,289.5
2012-02-28,308.5
2012-02-29,307.35
2012-03-01,299.7
2012-03-02,296.9
2012-03-03,296.15
2012-03-05,285.3
2012-03-06,275.6
2012-03-07,271.05
2012-03-09,278.75
2012-03-12,284.95
2012-03-13,290.85
2012-03-14,293.85
2012-03-15,283.6
2012-03-16,273.6
2012-03-19,260.15
2012-03-20,262.25
2012-03-21,269.95
2012-03-22,261.25
2012-03-23,266.75
2012-03-26,258.15
2012-03-27,255.45
2012-03-28,252.15
2012-03-29,248.75
2012-03-30,257.15
2012-04-02,260.8
2012-04-03,264.1
2012-04-04,273.6
2012-04-09,261.85
2012-04-10,255.85
2012-04-11,250.6
2012-04-12,257.4
2012-04-13,258.5
2012-04-16,260.75
2012-04-17,262.85
2012-04-18,260.8
2012-04-19,250.55
2012-04-20,245.4
2012-04-23,235.65
2012-04-24,237.05
2012-04-25,231.95
2012-04-26,231.5
2012-04-27,228.1
2012-04-28,229.5
2012-04-30,224.75
2012-05-02,224.0
2012-05-03,225.15
2012-05-04,214.05
2012-05-07,226.95
2012-05-08,215.45
2012-05-09,216.1
2012-05-10,219.25
2012-05-11,221.1
2012-05-14,217.15
2012-05-15,216.6
2012-05-16,208.95
2012-05-17,206.1
2012-05-18,200.75
2012-05-21,206.75
2012-05-22,208.55
2012-05-23,208.75
2012-05-24,208.05
2012-05-25,208.25
2012-05-28,217.1
2012-05-29,217.95
2012-05-30,211.0
2012-05-31,212.1
2012-06-01,206.85
2012-06-04,206.35
2012-06-05,210.1
2012-06-06,215.7
2012-06-07,218.2
2012-06-08,221.2
2012-06-11,215.9
2012-06-12,219.35
2012-06-13,221.2
2012-06-14,217.45
2012-06-15,218.5
2012-06-18,213.9
2012-06-19,211.55
2012-06-20,215.0
2012-06-21,222.8
2012-06-22,220.8
2012-06-25,217.45
2012-06-26,219.2
2012-06-27,220.45
2012-06-28,221.05
2012-06-29,232.45
2012-07-02,235.1
2012-07-03,231.15
2012-07-04,233.15
2012-07-05,235.65
2012-07-06,236.25
2012-07-09,234.3
2012-07-09,234.3
2012-07-10,235.75
2012-07-11,232.3
2012-07-12,231.1
2012-07-13,231.55
2012-07-16,230.35
2012-07-17,226.4
2012-07-18,229.2
2012-07-19,234.85
2012-07-20,228.1
2012-07-23,219.4
2012-07-24,217.7
2012-07-25,216.25
2012-07-26,211.95
2012-07-27,207.8
2012-07-30,216.5
2012-07-31,215.65
2012-08-01,220.4
2012-08-02,223.45
2012-08-03,225.15
2012-08-06,229.2
2012-08-07,232.05
2012-08-08,231.65
2012-08-09,231.3
2012-08-10,229.1
2012-08-13,232.55
2012-08-14,231.9
2012-08-16,230.25
2012-08-17,229.45
2012-08-21,231.85
2012-08-22,232.35
2012-08-23,233.25
2012-08-24,231.05
2012-08-27,225.3
2012-08-28,222.8
2012-08-29,216.65
2012-08-30,219.1
2012-08-31,213.25
2012-09-03,216.15
2012-09-04,218.85
2012-09-05,207.65
2012-09-06,201.2
2012-09-07,204.95
2012-09-08,202.5
2012-09-10,198.05
2012-09-11,200.9
2012-09-12,197.55
2012-09-13,200.5
2012-09-14,204.8
2012-09-17,213.55
2012-09-18,225.0
2012-09-20,216.15
2012-09-21,232.4
2012-09-24,247.85
2012-09-25,253.7
2012-09-26,253.45
2012-09-27,248.1
2012-09-28,246.95
2012-10-01,251.6
2012-10-03,249.9
2012-10-04,266.25
2012-10-05,263.9
2012-10-08,254.35
2012-10-09,250.25
2012-10-10,245.15
2012-10-11,251.65
2012-10-12,245.4
2012-10-15,249.2
2012-10-16,244.65
2012-10-17,247.55
2012-10-18,247.05
2012-10-19,242.3
2012-10-22,241.85
2012-10-23,239.5
2012-10-25,240.55
2012-10-26,242.45
2012-10-29,226.9
2012-10-30,228.8
2012-10-31,224.8
2012-11-01,226.55
2012-11-02,229.45
2012-11-05,230.65
2012-11-06,232.75
2012-11-07,236.95
2012-11-08,237.95
2012-11-09,232.25
2012-11-12,232.0
2012-11-13,231.6
2012-11-15,235.35
2012-11-16,230.3
2012-11-19,229.15
2012-11-20,228.15
2012-11-21,222.2
2012-11-22,221.3
2012-11-23,224.7
2012-11-26,221.15
2012-11-27,223.9
2012-11-29,222.15
2012-11-30,234.35
2012-12-03,237.85
2012-12-04,237.6
2012-12-05,237.45
2012-12-06,241.75
2012-12-07,243.0
2012-12-10,243.5
2012-12-11,237.3
2012-12-12,232.45
2012-12-13,227.95
2012-12-14,224.9
2012-12-17,220.9
2012-12-18,230.2
2012-12-19,233.55
2012-12-20,232.0
2012-12-21,227.65
2012-12-24,227.6
2012-12-26,230.2
2012-12-27,226.05
2012-12-28,227.5
2012-12-31,228.25
