Date,AEGISCHEM
2012-01-02,105.65
2012-01-03,117.1
2012-01-04,113.3
2012-01-05,114.6
2012-01-06,114.35
2012-01-07,114.05
2012-01-09,118.85
2012-01-10,124.1
2012-01-11,148.9
2012-01-12,161.65
2012-01-13,153.35
2012-01-16,158.05
2012-01-17,156.8
2012-01-18,153.65
2012-01-19,155.2
2012-01-20,161.4
2012-01-23,159.45
2012-01-24,167.85
2012-01-25,182.45
2012-01-27,171.55
2012-01-30,165.25
2012-01-31,166.1
2012-02-01,165.95
2012-02-02,162.85
2012-02-03,165.2
2012-02-06,171.9
2012-02-07,172.3
2012-02-08,174.6
2012-02-09,176.1
2012-02-10,172.15
2012-02-13,171.85
2012-02-14,180.05
2012-02-15,174.35
2012-02-16,174.0
2012-02-17,169.7
2012-02-21,169.55
2012-02-22,166.85
2012-02-23,165.7
2012-02-24,165.05
2012-02-27,159.15
2012-02-28,162.75
2012-02-29,160.9
2012-03-01,173.65
2012-03-02,175.35
2012-03-03,173.35
2012-03-05,167.1
2012-03-06,162.3
2012-03-07,161.85
2012-03-09,162.05
2012-03-12,162.3
2012-03-13,163.1
2012-03-14,161.8
2012-03-15,160.7
2012-03-16,159.25
2012-03-19,159.8
2012-03-20,159.25
2012-03-21,159.25
2012-03-22,158.55
2012-03-23,159.55
2012-03-26,153.35
2012-03-27,152.55
2012-03-28,148.95
2012-03-29,149.9
2012-03-30,149.5
2012-04-02,150.0
2012-04-03,150.9
2012-04-04,150.05
2012-04-09,152.05
2012-04-10,151.55
2012-04-11,148.05
2012-04-12,150.9
2012-04-13,149.0
2012-04-16,164.8
2012-04-17,157.15
2012-04-18,156.55
2012-04-19,160.6
2012-04-20,157.6
2012-04-23,154.45
2012-04-24,154.25
2012-04-25,152.15
2012-04-26,151.7
2012-04-27,153.9
2012-04-28,151.9
2012-04-30,153.95
2012-05-02,153.65
2012-05-03,150.7
2012-05-04,147.3
2012-05-07,150.45
2012-05-08,147.2
2012-05-09,143.25
2012-05-10,140.6
2012-05-11,141.05
2012-05-14,136.75
2012-05-15,134.9
2012-05-16,129.9
2012-05-17,129.55
2012-05-18,129.7
2012-05-21,129.0
2012-05-22,131.4
2012-05-23,127.95
2012-05-24,130.9
2012-05-25,143.85
2012-05-28,141.95
2012-05-29,139.85
2012-05-30,139.95
2012-05-31,134.4
2012-06-01,127.75
2012-06-04,126.9
2012-06-05,125.85
2012-06-06,128.4
2012-06-07,128.95
2012-06-08,129.0
2012-06-11,129.65
2012-06-12,127.5
2012-06-13,128.0
2012-06-14,126.45
2012-06-15,127.45
2012-06-18,126.05
2012-06-19,125.0
2012-06-20,123.8
2012-06-21,124.65
2012-06-22,129.3
2012-06-25,129.25
2012-06-26,127.45
2012-06-27,128.95
2012-06-28,128.25
2012-06-29,130.1
2012-07-02,129.4
2012-07-03,130.15
2012-07-04,138.6
2012-07-05,136.65
2012-07-06,132.3
2012-07-09,129.2
2012-07-09,129.2
2012-07-10,128.3
2012-07-11,127.6
2012-07-12,124.35
2012-07-13,123.65
2012-07-16,121.75
2012-07-17,121.15
2012-07-18,120.6
2012-07-19,123.6
2012-07-20,122.4
2012-07-23,118.1
2012-07-24,116.05
2012-07-25,115.15
2012-07-26,110.7
2012-07-27,111.95
2012-07-30,113.45
2012-07-31,112.55
2012-08-01,113.05
2012-08-02,113.8
2012-08-03,115.3
2012-08-06,113.0
2012-08-07,114.2
2012-08-08,113.45
2012-08-09,114.05
2012-08-10,115.05
2012-08-13,119.8
2012-08-14,117.4
2012-08-16,119.3
2012-08-17,120.8
2012-08-21,120.4
2012-08-22,118.4
2012-08-23,120.75
2012-08-24,120.4
2012-08-27,119.05
2012-08-28,120.2
2012-08-29,120.6
2012-08-30,120.25
2012-08-31,119.0
2012-09-03,118.55
2012-09-04,117.4
2012-09-05,114.85
2012-09-06,115.25
2012-09-07,117.35
2012-09-08,115.85
2012-09-10,117.75
2012-09-11,118.8
2012-09-12,120.75
2012-09-13,124.85
2012-09-14,127.2
2012-09-17,131.1
2012-09-18,130.45
2012-09-20,127.5
2012-09-21,129.9
2012-09-24,133.3
2012-09-25,130.85
2012-09-26,151.3
2012-09-27,144.05
2012-09-28,160.4
2012-10-01,159.45
2012-10-03,154.65
2012-10-04,162.4
2012-10-05,172.35
2012-10-08,181.8
2012-10-09,179.8
2012-10-10,179.6
2012-10-11,185.1
2012-10-12,186.3
2012-10-15,185.4
2012-10-16,186.65
2012-10-17,179.95
2012-10-18,179.8
2012-10-19,177.8
2012-10-22,178.55
2012-10-23,175.3
2012-10-25,172.0
2012-10-26,168.1
2012-10-29,166.25
2012-10-30,161.9
2012-10-31,166.95
2012-11-01,172.15
2012-11-02,173.05
2012-11-05,171.7
2012-11-06,172.1
2012-11-07,174.15
2012-11-08,174.2
2012-11-09,169.05
2012-11-12,173.25
2012-11-13,174.4
2012-11-15,172.35
2012-11-16,179.1
2012-11-19,177.1
2012-11-20,171.75
2012-11-21,173.7
2012-11-22,169.05
2012-11-23,165.4
2012-11-26,173.85
2012-11-27,185.2
2012-11-29,180.55
2012-11-30,177.45
2012-12-03,180.8
2012-12-04,183.25
2012-12-05,195.15
2012-12-06,197.7
2012-12-07,200.05
2012-12-10,203.45
2012-12-11,195.85
2012-12-12,193.6
2012-12-13,186.7
2012-12-14,188.35
2012-12-17,184.15
2012-12-18,184.65
2012-12-19,185.7
2012-12-20,187.3
2012-12-21,177.85
2012-12-24,180.0
2012-12-26,178.2
2012-12-27,177.65
2012-12-28,177.45
2012-12-31,178.9
