Date,RML
2012-01-02,98.75
2012-01-03,99.0
2012-01-04,98.0
2012-01-05,100.0
2012-01-06,106.8
2012-01-07,106.0
2012-01-09,109.5
2012-01-10,109.3
2012-01-11,110.75
2012-01-12,111.0
2012-01-13,113.95
2012-01-16,111.5
2012-01-17,117.55
2012-01-18,116.45
2012-01-19,118.95
2012-01-20,118.5
2012-01-23,118.1
2012-01-24,118.95
2012-01-25,124.2
2012-01-27,124.4
2012-01-30,130.05
2012-01-31,130.0
2012-02-01,132.0
2012-02-02,130.35
2012-02-03,129.5
2012-02-06,129.65
2012-02-07,125.0
2012-02-08,125.0
2012-02-09,124.8
2012-02-10,122.6
2012-02-13,125.7
2012-02-14,126.25
2012-02-15,129.8
2012-02-16,131.05
2012-02-17,129.8
2012-02-21,129.35
2012-02-22,122.1
2012-02-23,120.0
2012-02-24,117.75
2012-02-27,118.45
2012-02-28,119.9
2012-02-29,120.0
2012-03-01,117.2
2012-03-02,116.95
2012-03-05,115.95
2012-03-06,116.0
2012-03-07,113.95
2012-03-09,116.55
2012-03-12,116.0
2012-03-13,116.0
2012-03-14,115.95
2012-03-15,115.0
2012-03-16,116.8
2012-03-19,113.2
2012-03-20,113.0
2012-03-21,115.5
2012-03-22,113.0
2012-03-23,112.45
2012-03-26,110.5
2012-03-27,109.9
2012-03-28,115.95
2012-03-29,115.6
2012-03-30,118.3
2012-04-02,122.75
2012-04-03,121.55
2012-04-04,120.5
2012-04-09,123.85
2012-04-10,125.45
2012-04-11,125.9
2012-04-12,135.4
2012-04-13,141.75
2012-04-16,143.65
2012-04-17,149.85
2012-04-18,149.95
2012-04-19,159.85
2012-04-20,158.0
2012-04-23,150.7
2012-04-24,155.75
2012-04-25,162.3
2012-04-26,160.9
2012-04-27,156.4
2012-04-28,159.25
2012-04-30,153.0
2012-05-02,153.85
2012-05-03,153.6
2012-05-04,145.2
2012-05-07,144.1
2012-05-08,145.3
2012-05-09,142.0
2012-05-10,142.8
2012-05-11,138.05
2012-05-14,134.35
2012-05-15,134.0
2012-05-16,130.4
2012-05-17,131.25
2012-05-18,137.0
2012-05-21,139.85
2012-05-22,136.1
2012-05-23,136.0
2012-05-24,136.35
2012-05-25,139.95
2012-05-28,144.75
2012-05-29,144.35
2012-05-30,143.5
2012-05-31,142.8
2012-06-01,140.65
2012-06-04,141.9
2012-06-05,143.0
2012-06-06,144.6
2012-06-07,141.5
2012-06-08,140.65
2012-06-11,149.8
2012-06-12,149.95
2012-06-13,150.2
2012-06-14,148.75
2012-06-15,151.85
2012-06-18,147.2
2012-06-19,152.45
2012-06-20,157.1
2012-06-21,158.0
2012-06-22,157.0
2012-06-25,163.1
2012-06-26,158.15
2012-06-27,152.9
2012-06-28,153.0
2012-06-29,155.0
2012-07-02,154.0
2012-07-03,149.55
2012-07-04,151.0
2012-07-05,149.8
2012-07-06,149.2
2012-07-09,148.8
2012-07-10,148.3
2012-07-11,144.35
2012-07-12,143.9
2012-07-13,145.75
2012-07-16,146.7
2012-07-17,147.85
2012-07-18,147.25
2012-07-19,146.8
2012-07-20,132.3
2012-07-23,129.95
2012-07-24,124.1
2012-07-25,123.4
2012-07-26,122.5
2012-07-27,124.9
2012-07-30,125.6
2012-07-31,124.9
2012-08-01,125.0
2012-08-02,124.9
2012-08-03,124.9
2012-08-06,124.1
2012-08-07,123.75
2012-08-08,123.5
2012-08-09,124.75
2012-08-10,125.0
2012-08-13,127.0
2012-08-14,125.5
2012-08-16,127.5
2012-08-17,125.0
2012-08-21,125.05
2012-08-22,129.0
2012-08-23,125.7
2012-08-24,126.2
2012-08-27,124.05
2012-08-28,123.5
2012-08-29,122.0
2012-08-30,123.05
2012-08-31,123.0
2012-09-03,123.45
2012-09-04,123.1
2012-09-05,122.25
2012-09-06,121.0
2012-09-07,121.1
2012-09-08,123.1
2012-09-10,123.25
2012-09-11,124.45
2012-09-12,125.4
2012-09-13,125.05
2012-09-14,125.25
2012-09-17,126.0
2012-09-18,124.8
2012-09-20,125.4
2012-09-21,124.9
2012-09-24,126.15
2012-09-25,131.05
2012-09-26,131.3
2012-09-27,134.4
2012-09-28,132.0
2012-10-01,133.65
2012-10-03,132.25
2012-10-04,134.75
2012-10-05,134.5
2012-10-08,130.65
2012-10-09,131.5
2012-10-10,133.95
2012-10-11,135.2
2012-10-12,133.8
2012-10-15,133.65
2012-10-16,137.9
2012-10-17,137.55
2012-10-18,138.4
2012-10-19,139.65
2012-10-22,144.5
2012-10-23,146.95
2012-10-25,153.85
2012-10-26,153.7
2012-10-29,154.9
2012-10-30,153.9
2012-10-31,152.4
2012-11-01,154.3
2012-11-02,154.95
2012-11-05,153.9
2012-11-06,154.7
2012-11-07,164.3
2012-11-08,157.95
2012-11-09,159.35
2012-11-12,155.15
2012-11-13,158.25
2012-11-15,157.8
2012-11-16,154.9
2012-11-19,154.55
2012-11-20,152.3
2012-11-21,151.9
2012-11-22,150.5
2012-11-23,148.25
2012-11-26,147.85
2012-11-27,146.15
2012-11-29,146.55
2012-11-30,148.0
2012-12-03,147.8
2012-12-04,145.0
2012-12-05,144.25
2012-12-06,146.0
2012-12-07,146.05
2012-12-10,145.5
2012-12-11,146.4
2012-12-12,145.0
2012-12-13,141.6
2012-12-14,141.05
2012-12-17,140.1
2012-12-18,140.15
2012-12-19,144.9
2012-12-20,142.75
2012-12-21,143.25
2012-12-24,138.65
2012-12-26,138.5
2012-12-27,139.75
2012-12-28,138.75
2012-12-31,138.0
