Date,CAREERP
2012-01-02,204.3
2012-01-03,207.4
2012-01-04,217.4
2012-01-05,213.3
2012-01-06,209.2
2012-01-07,208.9
2012-01-09,216.6
2012-01-10,232.7
2012-01-11,234.85
2012-01-12,232.45
2012-01-13,234.5
2012-01-16,252.95
2012-01-17,251.35
2012-01-18,250.45
2012-01-19,264.8
2012-01-20,263.7
2012-01-23,275.55
2012-01-24,273.7
2012-01-25,272.1
2012-01-27,267.45
2012-01-30,256.55
2012-01-31,257.05
2012-02-01,260.0
2012-02-02,259.95
2012-02-03,258.45
2012-02-06,260.0
2012-02-07,250.15
2012-02-08,259.75
2012-02-09,265.35
2012-02-10,257.05
2012-02-13,254.25
2012-02-14,235.55
2012-02-15,237.6
2012-02-16,238.4
2012-02-17,236.5
2012-02-21,235.9
2012-02-22,230.0
2012-02-23,229.7
2012-02-24,225.4
2012-02-27,218.95
2012-02-28,222.75
2012-02-29,225.85
2012-03-01,226.15
2012-03-02,225.15
2012-03-03,228.65
2012-03-05,224.3
2012-03-06,217.75
2012-03-07,210.8
2012-03-09,212.1
2012-03-12,212.8
2012-03-13,213.05
2012-03-14,213.1
2012-03-15,213.2
2012-03-16,200.9
2012-03-19,198.0
2012-03-20,196.05
2012-03-21,195.6
2012-03-22,193.95
2012-03-23,195.15
2012-03-26,190.4
2012-03-27,189.95
2012-03-28,182.0
2012-03-29,186.55
2012-03-30,194.6
2012-04-02,210.15
2012-04-03,208.45
2012-04-04,205.15
2012-04-09,201.3
2012-04-10,200.35
2012-04-11,210.8
2012-04-12,208.8
2012-04-13,202.5
2012-04-16,198.55
2012-04-17,196.5
2012-04-18,201.55
2012-04-19,198.6
2012-04-20,197.95
2012-04-23,193.1
2012-04-24,192.8
2012-04-25,190.75
2012-04-26,190.4
2012-04-27,185.05
2012-04-28,186.05
2012-04-30,187.3
2012-05-02,188.1
2012-05-03,185.6
2012-05-04,185.45
2012-05-07,181.95
2012-05-08,182.1
2012-05-09,177.25
2012-05-10,173.75
2012-05-11,168.6
2012-05-14,166.15
2012-05-15,167.0
2012-05-16,164.2
2012-05-17,157.3
2012-05-18,157.55
2012-05-21,162.05
2012-05-22,160.35
2012-05-23,159.5
2012-05-24,157.9
2012-05-25,158.5
2012-05-28,159.1
2012-05-29,159.15
2012-05-30,157.35
2012-05-31,154.45
2012-06-01,152.5
2012-06-04,151.95
2012-06-05,152.05
2012-06-06,156.65
2012-06-07,165.45
2012-06-08,163.75
2012-06-11,163.2
2012-06-12,159.15
2012-06-13,159.1
2012-06-14,158.9
2012-06-15,157.1
2012-06-18,150.6
2012-06-19,150.55
2012-06-20,155.8
2012-06-21,154.8
2012-06-22,153.3
2012-06-25,156.8
2012-06-26,156.55
2012-06-27,159.55
2012-06-28,160.45
2012-06-29,162.65
2012-07-02,155.4
2012-07-03,160.0
2012-07-04,158.5
2012-07-05,162.75
2012-07-06,164.1
2012-07-09,164.1
2012-07-09,164.1
2012-07-10,165.75
2012-07-11,163.6
2012-07-12,164.25
2012-07-13,163.35
2012-07-16,164.0
2012-07-17,159.45
2012-07-18,156.7
2012-07-19,153.95
2012-07-20,152.35
2012-07-23,150.3
2012-07-24,143.4
2012-07-25,143.4
2012-07-26,139.9
2012-07-27,141.5
2012-07-30,142.65
2012-07-31,139.4
2012-08-01,145.05
2012-08-02,145.05
2012-08-03,142.85
2012-08-06,144.95
2012-08-07,151.65
2012-08-08,149.65
2012-08-09,146.85
2012-08-10,145.9
2012-08-13,142.9
2012-08-14,144.4
2012-08-16,146.0
2012-08-17,147.7
2012-08-21,148.85
2012-08-22,146.1
2012-08-23,159.1
2012-08-24,151.4
2012-08-27,144.95
2012-08-28,140.45
2012-08-29,140.5
2012-08-30,138.55
2012-08-31,138.35
2012-09-03,141.35
2012-09-04,142.8
2012-09-05,142.0
2012-09-06,141.0
2012-09-07,144.25
2012-09-08,144.3
2012-09-10,146.0
2012-09-11,145.8
2012-09-12,144.65
2012-09-13,143.15
2012-09-14,145.85
2012-09-17,147.85
2012-09-18,152.5
2012-09-20,149.7
2012-09-21,150.65
2012-09-24,148.0
2012-09-25,154.4
2012-09-26,153.3
2012-09-27,154.8
2012-09-28,151.35
2012-10-01,152.9
2012-10-03,156.3
2012-10-04,162.6
2012-10-05,164.45
2012-10-08,164.3
2012-10-09,163.6
2012-10-10,164.45
2012-10-11,163.15
2012-10-12,162.65
2012-10-15,158.05
2012-10-16,155.8
2012-10-17,156.9
2012-10-18,156.0
2012-10-19,159.0
2012-10-22,154.6
2012-10-23,163.8
2012-10-25,166.65
2012-10-26,160.0
2012-10-29,158.15
2012-10-30,152.8
2012-10-31,156.1
2012-11-01,159.4
2012-11-02,156.15
2012-11-05,163.75
2012-11-06,173.5
2012-11-07,171.65
2012-11-08,177.0
2012-11-09,168.75
2012-11-12,166.05
2012-11-13,168.6
2012-11-15,171.8
2012-11-16,167.0
2012-11-19,166.3
2012-11-20,163.3
2012-11-21,161.45
2012-11-22,165.4
2012-11-23,170.0
2012-11-26,193.8
2012-11-27,185.85
2012-11-29,185.35
2012-11-30,184.15
2012-12-03,180.15
2012-12-04,182.45
2012-12-05,187.55
2012-12-06,185.8
2012-12-07,182.1
2012-12-10,180.9
2012-12-11,179.4
2012-12-12,177.6
2012-12-13,176.4
2012-12-14,173.6
2012-12-17,175.55
2012-12-18,178.2
2012-12-19,182.75
2012-12-20,179.4
2012-12-21,178.75
2012-12-24,173.25
2012-12-26,174.65
2012-12-27,173.05
2012-12-28,172.65
2012-12-31,172.95
