Date,IIFL
2012-01-02,44.2
2012-01-03,46.55
2012-01-04,46.45
2012-01-05,45.4
2012-01-06,44.65
2012-01-07,44.75
2012-01-09,45.85
2012-01-10,50.0
2012-01-11,50.15
2012-01-12,49.8
2012-01-13,51.35
2012-01-16,51.0
2012-01-17,53.0
2012-01-18,52.8
2012-01-19,53.3
2012-01-20,54.05
2012-01-23,52.75
2012-01-24,54.75
2012-01-25,56.35
2012-01-27,56.2
2012-01-30,50.9
2012-01-31,53.5
2012-02-01,55.25
2012-02-02,55.45
2012-02-03,57.25
2012-02-06,70.05
2012-02-07,64.4
2012-02-08,66.5
2012-02-09,65.25
2012-02-10,68.1
2012-02-13,68.05
2012-02-14,71.35
2012-02-15,70.7
2012-02-16,71.3
2012-02-17,72.05
2012-02-21,76.0
2012-02-22,73.75
2012-02-23,71.2
2012-02-24,70.9
2012-02-27,69.2
2012-02-28,71.65
2012-02-29,69.55
2012-03-01,69.3
2012-03-02,69.6
2012-03-03,68.9
2012-03-05,69.9
2012-03-06,66.35
2012-03-07,65.8
2012-03-09,72.95
2012-03-12,73.25
2012-03-13,73.8
2012-03-14,76.4
2012-03-15,73.65
2012-03-16,71.5
2012-03-19,67.25
2012-03-20,70.05
2012-03-21,72.1
2012-03-22,65.95
2012-03-23,66.4
2012-03-26,63.0
2012-03-27,64.2
2012-03-28,62.05
2012-03-29,64.95
2012-03-30,66.9
2012-04-02,67.9
2012-04-03,68.05
2012-04-04,67.2
2012-04-09,64.1
2012-04-10,64.85
2012-04-11,63.55
2012-04-12,66.0
2012-04-13,62.4
2012-04-16,64.3
2012-04-17,63.8
2012-04-18,64.05
2012-04-19,64.1
2012-04-20,61.95
2012-04-23,59.4
2012-04-24,59.4
2012-04-25,56.7
2012-04-26,54.15
2012-04-27,53.2
2012-04-28,53.15
2012-04-30,54.55
2012-05-02,53.3
2012-05-03,53.6
2012-05-04,52.1
2012-05-07,50.9
2012-05-08,46.1
2012-05-09,47.75
2012-05-10,46.85
2012-05-11,46.1
2012-05-14,46.05
2012-05-15,50.45
2012-05-16,48.7
2012-05-17,49.35
2012-05-18,49.15
2012-05-21,49.0
2012-05-22,49.0
2012-05-23,48.9
2012-05-24,49.1
2012-05-25,49.35
2012-05-28,49.7
2012-05-29,50.0
2012-05-30,50.7
2012-05-31,49.95
2012-06-01,48.15
2012-06-04,47.6
2012-06-05,48.15
2012-06-06,51.8
2012-06-07,56.1
2012-06-08,56.3
2012-06-11,55.55
2012-06-12,60.25
2012-06-13,59.1
2012-06-14,57.45
2012-06-15,57.2
2012-06-18,57.8
2012-06-19,58.6
2012-06-20,58.7
2012-06-21,59.3
2012-06-22,63.65
2012-06-25,62.1
2012-06-26,61.3
2012-06-27,61.0
2012-06-28,59.4
2012-06-29,61.4
2012-07-02,60.95
2012-07-03,62.2
2012-07-04,62.75
2012-07-05,63.0
2012-07-06,61.4
2012-07-09,58.75
2012-07-09,58.75
2012-07-10,60.75
2012-07-11,60.5
2012-07-12,57.5
2012-07-13,57.75
2012-07-16,56.45
2012-07-17,56.5
2012-07-18,57.05
2012-07-19,56.3
2012-07-20,55.75
2012-07-23,54.15
2012-07-24,54.05
2012-07-25,52.25
2012-07-26,51.05
2012-07-27,48.6
2012-07-30,50.65
2012-07-31,51.6
2012-08-01,52.55
2012-08-02,52.8
2012-08-03,53.7
2012-08-06,53.25
2012-08-07,53.65
2012-08-08,54.95
2012-08-09,56.6
2012-08-10,55.75
2012-08-13,56.1
2012-08-14,56.25
2012-08-16,56.45
2012-08-17,58.25
2012-08-21,57.45
2012-08-22,56.9
2012-08-23,55.9
2012-08-24,55.45
2012-08-27,55.05
2012-08-28,53.35
2012-08-29,54.95
2012-08-30,54.75
2012-08-31,53.25
2012-09-03,52.9
2012-09-04,53.55
2012-09-05,53.25
2012-09-06,54.1
2012-09-07,55.3
2012-09-08,54.75
2012-09-10,54.85
2012-09-11,56.5
2012-09-12,57.3
2012-09-13,59.35
2012-09-14,58.0
2012-09-17,57.5
2012-09-18,60.45
2012-09-20,59.5
2012-09-21,61.75
2012-09-24,59.45
2012-09-25,57.85
2012-09-26,57.75
2012-09-27,57.9
2012-09-28,57.7
2012-10-01,61.2
2012-10-03,66.75
2012-10-04,67.4
2012-10-05,66.2
2012-10-08,61.75
2012-10-09,63.95
2012-10-10,66.55
2012-10-11,71.25
2012-10-12,70.75
2012-10-15,68.75
2012-10-16,65.7
2012-10-17,66.85
2012-10-18,67.45
2012-10-19,67.05
2012-10-22,68.65
2012-10-23,67.65
2012-10-25,67.95
2012-10-26,68.15
2012-10-29,74.35
2012-10-30,69.6
2012-10-31,68.8
2012-11-01,67.85
2012-11-02,68.45
2012-11-05,70.55
2012-11-06,71.2
2012-11-07,70.6
2012-11-08,69.85
2012-11-09,67.15
2012-11-12,68.65
2012-11-13,69.85
2012-11-15,71.7
2012-11-16,71.7
2012-11-19,69.75
2012-11-20,67.95
2012-11-21,69.2
2012-11-22,68.7
2012-11-23,69.95
2012-11-26,73.85
2012-11-27,76.25
2012-11-29,77.55
2012-11-30,78.0
2012-12-03,80.1
2012-12-04,81.05
2012-12-05,84.2
2012-12-06,86.2
2012-12-07,86.8
2012-12-10,87.75
2012-12-11,83.9
2012-12-12,85.5
2012-12-13,82.25
2012-12-14,84.05
2012-12-17,84.85
2012-12-18,88.55
2012-12-19,88.9
2012-12-20,86.3
2012-12-21,81.5
2012-12-24,81.85
2012-12-26,82.3
2012-12-27,83.1
2012-12-28,84.4
2012-12-31,85.9
