Date,ENIL
2012-01-02,219.85
2012-01-03,218.25
2012-01-04,212.5
2012-01-05,208.55
2012-01-06,201.85
2012-01-07,204.95
2012-01-09,200.0
2012-01-10,200.85
2012-01-11,199.55
2012-01-12,198.35
2012-01-13,197.4
2012-01-16,203.2
2012-01-17,198.3
2012-01-18,199.0
2012-01-19,204.3
2012-01-20,206.05
2012-01-23,202.0
2012-01-24,201.4
2012-01-25,212.75
2012-01-27,219.25
2012-01-30,219.8
2012-01-31,230.95
2012-02-01,223.9
2012-02-02,217.95
2012-02-03,218.35
2012-02-06,220.2
2012-02-07,222.55
2012-02-08,218.35
2012-02-09,218.3
2012-02-10,218.35
2012-02-13,220.05
2012-02-14,220.8
2012-02-15,231.1
2012-02-16,226.25
2012-02-17,235.55
2012-02-21,243.35
2012-02-22,234.25
2012-02-23,234.45
2012-02-24,236.4
2012-02-27,229.9
2012-02-28,238.2
2012-02-29,238.1
2012-03-01,232.5
2012-03-02,225.9
2012-03-03,225.55
2012-03-05,218.1
2012-03-06,211.65
2012-03-07,207.95
2012-03-09,207.3
2012-03-12,213.15
2012-03-13,217.95
2012-03-14,216.4
2012-03-15,214.05
2012-03-16,208.05
2012-03-19,199.45
2012-03-20,203.5
2012-03-21,207.4
2012-03-22,203.35
2012-03-23,211.8
2012-03-26,213.15
2012-03-27,217.9
2012-03-28,216.45
2012-03-29,221.45
2012-03-30,219.7
2012-04-02,220.3
2012-04-03,229.25
2012-04-04,223.05
2012-04-09,223.1
2012-04-10,222.35
2012-04-11,222.65
2012-04-12,224.55
2012-04-13,225.2
2012-04-16,227.25
2012-04-17,226.0
2012-04-18,226.5
2012-04-19,230.95
2012-04-20,224.6
2012-04-23,214.7
2012-04-24,213.5
2012-04-25,209.55
2012-04-26,208.0
2012-04-27,208.95
2012-04-28,207.6
2012-04-30,208.1
2012-05-02,208.05
2012-05-03,211.0
2012-05-04,210.0
2012-05-07,214.7
2012-05-08,215.1
2012-05-09,217.2
2012-05-10,215.4
2012-05-11,217.6
2012-05-14,214.4
2012-05-15,210.0
2012-05-16,204.1
2012-05-17,198.2
2012-05-18,197.4
2012-05-21,199.55
2012-05-22,198.0
2012-05-23,201.5
2012-05-24,207.7
2012-05-25,209.2
2012-05-28,217.15
2012-05-29,209.9
2012-05-30,211.05
2012-05-31,215.05
2012-06-01,210.0
2012-06-04,211.05
2012-06-05,216.9
2012-06-06,219.4
2012-06-07,218.65
2012-06-08,219.65
2012-06-11,215.45
2012-06-12,212.2
2012-06-13,210.45
2012-06-14,209.85
2012-06-15,212.45
2012-06-18,212.15
2012-06-19,211.05
2012-06-20,210.4
2012-06-21,209.55
2012-06-22,207.45
2012-06-25,207.2
2012-06-26,200.2
2012-06-27,204.55
2012-06-28,203.95
2012-06-29,204.6
2012-07-02,202.85
2012-07-03,206.4
2012-07-04,207.4
2012-07-05,214.7
2012-07-06,213.95
2012-07-09,209.95
2012-07-09,209.95
2012-07-10,211.4
2012-07-11,212.6
2012-07-12,217.35
2012-07-13,212.5
2012-07-16,211.5
2012-07-17,208.5
2012-07-18,208.6
2012-07-19,220.5
2012-07-20,216.45
2012-07-23,212.85
2012-07-24,212.65
2012-07-25,210.15
2012-07-26,206.2
2012-07-27,202.0
2012-07-30,207.25
2012-07-31,211.0
2012-08-01,211.45
2012-08-02,210.95
2012-08-03,211.2
2012-08-06,210.35
2012-08-07,215.55
2012-08-08,217.9
2012-08-09,219.2
2012-08-10,220.85
2012-08-13,216.9
2012-08-14,224.25
2012-08-16,234.0
2012-08-17,229.9
2012-08-21,232.85
2012-08-22,227.9
2012-08-23,229.85
2012-08-24,219.9
2012-08-27,222.5
2012-08-28,217.25
2012-08-29,214.3
2012-08-30,219.1
2012-08-31,222.65
2012-09-03,225.4
2012-09-04,223.45
2012-09-05,220.85
2012-09-06,220.35
2012-09-07,231.5
2012-09-08,228.35
2012-09-10,227.85
2012-09-11,225.9
2012-09-12,231.3
2012-09-13,235.75
2012-09-14,230.9
2012-09-17,233.1
2012-09-18,231.3
2012-09-20,228.7
2012-09-21,233.2
2012-09-24,231.85
2012-09-25,236.3
2012-09-26,240.3
2012-09-27,245.0
2012-09-28,245.9
2012-10-01,238.15
2012-10-03,242.05
2012-10-04,249.85
2012-10-05,247.55
2012-10-08,236.65
2012-10-09,233.4
2012-10-10,231.6
2012-10-11,229.75
2012-10-12,232.15
2012-10-15,236.45
2012-10-16,234.85
2012-10-17,233.3
2012-10-18,236.3
2012-10-19,234.8
2012-10-22,232.3
2012-10-23,234.6
2012-10-25,233.1
2012-10-26,233.8
2012-10-29,237.0
2012-10-30,240.15
2012-10-31,242.1
2012-11-01,239.75
2012-11-02,242.2
2012-11-05,245.85
2012-11-06,245.4
2012-11-07,243.8
2012-11-08,242.55
2012-11-09,235.5
2012-11-12,240.05
2012-11-13,241.25
2012-11-15,236.25
2012-11-16,254.2
2012-11-19,254.3
2012-11-20,246.5
2012-11-21,254.35
2012-11-22,253.95
2012-11-23,253.1
2012-11-26,258.8
2012-11-27,258.8
2012-11-29,258.5
2012-11-30,257.45
2012-12-03,260.65
2012-12-04,261.0
2012-12-05,256.8
2012-12-06,259.5
2012-12-07,259.35
2012-12-10,253.55
2012-12-11,248.65
2012-12-12,250.15
2012-12-13,250.4
2012-12-14,257.2
2012-12-17,256.75
2012-12-18,255.75
2012-12-19,252.6
2012-12-20,249.0
2012-12-21,244.55
2012-12-24,239.3
2012-12-26,241.15
2012-12-27,240.95
2012-12-28,245.9
2012-12-31,243.8
