Date,TRF
2012-01-02,208.9
2012-01-03,213.6
2012-01-04,217.25
2012-01-05,218.65
2012-01-06,215.05
2012-01-07,217.8
2012-01-09,221.85
2012-01-10,233.0
2012-01-11,234.9
2012-01-12,232.75
2012-01-13,262.6
2012-01-16,272.25
2012-01-17,274.2
2012-01-18,263.7
2012-01-19,262.4
2012-01-20,260.15
2012-01-23,263.9
2012-01-24,276.3
2012-01-25,275.0
2012-01-27,327.15
2012-01-30,318.75
2012-01-31,323.6
2012-02-01,356.8
2012-02-02,347.25
2012-02-03,332.9
2012-02-06,332.6
2012-02-07,328.6
2012-02-08,336.6
2012-02-09,341.25
2012-02-10,343.8
2012-02-13,337.85
2012-02-14,345.6
2012-02-15,345.35
2012-02-16,367.15
2012-02-17,361.75
2012-02-21,358.05
2012-02-22,342.95
2012-02-23,337.8
2012-02-24,337.95
2012-02-27,320.3
2012-02-28,336.0
2012-02-29,339.0
2012-03-01,331.9
2012-03-02,326.4
2012-03-03,330.3
2012-03-05,321.8
2012-03-06,318.55
2012-03-07,315.05
2012-03-09,314.15
2012-03-12,307.15
2012-03-13,311.55
2012-03-14,325.15
2012-03-15,315.85
2012-03-16,315.45
2012-03-19,308.45
2012-03-20,307.9
2012-03-21,313.3
2012-03-22,304.75
2012-03-23,302.65
2012-03-26,291.8
2012-03-27,288.9
2012-03-28,279.4
2012-03-29,282.1
2012-03-30,288.0
2012-04-02,305.35
2012-04-03,311.55
2012-04-04,309.15
2012-04-09,312.65
2012-04-10,308.85
2012-04-11,311.7
2012-04-12,315.7
2012-04-13,311.55
2012-04-16,310.4
2012-04-17,314.4
2012-04-18,312.15
2012-04-19,312.85
2012-04-20,321.95
2012-04-23,305.8
2012-04-24,307.5
2012-04-25,298.35
2012-04-26,300.6
2012-04-27,298.95
2012-04-28,302.1
2012-04-30,302.25
2012-05-02,294.1
2012-05-03,295.2
2012-05-04,285.8
2012-05-07,288.1
2012-05-08,283.9
2012-05-09,271.9
2012-05-10,271.1
2012-05-11,261.3
2012-05-14,254.55
2012-05-15,255.85
2012-05-16,246.15
2012-05-17,247.65
2012-05-18,246.25
2012-05-21,258.4
2012-05-22,255.65
2012-05-23,255.5
2012-05-24,260.2
2012-05-25,276.25
2012-05-28,275.65
2012-05-29,272.8
2012-05-30,266.1
2012-05-31,264.0
2012-06-01,252.35
2012-06-04,254.85
2012-06-05,254.2
2012-06-06,262.95
2012-06-07,271.55
2012-06-08,275.75
2012-06-11,271.7
2012-06-12,272.15
2012-06-13,273.8
2012-06-14,270.0
2012-06-15,279.35
2012-06-18,274.65
2012-06-19,272.75
2012-06-20,273.85
2012-06-21,277.95
2012-06-22,279.6
2012-06-25,290.4
2012-06-26,286.05
2012-06-27,282.65
2012-06-28,282.5
2012-06-29,288.3
2012-07-02,292.05
2012-07-03,297.7
2012-07-04,307.5
2012-07-05,320.3
2012-07-06,311.7
2012-07-09,318.6
2012-07-10,317.2
2012-07-11,313.9
2012-07-12,303.05
2012-07-13,301.65
2012-07-16,297.2
2012-07-17,288.65
2012-07-18,291.15
2012-07-19,293.65
2012-07-20,294.75
2012-07-23,290.2
2012-07-24,286.85
2012-07-25,280.7
2012-07-26,273.6
2012-07-27,272.15
2012-07-30,242.9
2012-07-31,240.95
2012-08-01,243.8
2012-08-02,244.25
2012-08-03,239.1
2012-08-06,238.85
2012-08-07,237.85
2012-08-08,236.25
2012-08-09,228.75
2012-08-10,221.05
2012-08-13,220.05
2012-08-14,219.75
2012-08-16,219.8
2012-08-17,219.75
2012-08-21,236.05
2012-08-22,231.15
2012-08-23,225.15
2012-08-24,220.75
2012-08-27,213.0
2012-08-28,213.1
2012-08-29,208.75
2012-08-30,211.35
2012-08-31,209.65
2012-09-03,207.6
2012-09-04,206.25
2012-09-05,202.75
2012-09-06,205.3
2012-09-07,206.65
2012-09-08,208.0
2012-09-10,212.35
2012-09-11,219.1
2012-09-12,219.1
2012-09-13,217.3
2012-09-14,219.9
2012-09-17,227.45
2012-09-18,232.4
2012-09-20,230.4
2012-09-21,239.45
2012-09-24,242.45
2012-09-25,237.6
2012-09-26,232.95
2012-09-27,234.2
2012-09-28,264.15
2012-10-01,263.85
2012-10-03,256.75
2012-10-04,272.75
2012-10-05,260.7
2012-10-08,264.6
2012-10-09,263.35
2012-10-10,259.05
2012-10-11,260.65
2012-10-12,257.45
2012-10-15,255.6
2012-10-16,256.5
2012-10-17,254.7
2012-10-18,254.65
2012-10-19,250.2
2012-10-22,246.3
2012-10-23,244.25
2012-10-25,243.0
2012-10-26,237.65
2012-10-29,246.15
2012-10-30,238.45
2012-10-31,238.25
2012-11-01,245.5
2012-11-02,242.75
2012-11-05,228.05
2012-11-06,229.5
2012-11-07,234.8
2012-11-08,231.1
2012-11-09,226.45
2012-11-12,221.9
2012-11-13,227.0
2012-11-15,224.75
2012-11-16,223.25
2012-11-19,218.65
2012-11-20,210.8
2012-11-21,212.2
2012-11-22,216.6
2012-11-23,211.3
2012-11-26,213.6
2012-11-27,218.05
2012-11-29,230.15
2012-11-30,229.35
2012-12-03,234.6
2012-12-04,231.85
2012-12-05,237.75
2012-12-06,240.65
2012-12-07,237.8
2012-12-10,237.65
2012-12-11,233.9
2012-12-12,232.1
2012-12-13,224.4
2012-12-14,223.0
2012-12-17,225.65
2012-12-18,226.25
2012-12-19,231.75
2012-12-20,228.85
2012-12-21,228.25
2012-12-24,226.6
2012-12-26,225.75
2012-12-27,224.85
2012-12-28,224.65
2012-12-31,223.75
