Date,HINDUJAVEN
2012-01-02,289.8
2012-01-03,294.35
2012-01-04,297.8
2012-01-05,298.35
2012-01-06,296.3
2012-01-07,297.2
2012-01-09,300.95
2012-01-10,305.8
2012-01-11,304.8
2012-01-12,305.5
2012-01-13,310.75
2012-01-16,319.55
2012-01-17,318.8
2012-01-18,312.9
2012-01-19,318.15
2012-01-20,319.95
2012-01-23,316.65
2012-01-24,321.05
2012-01-25,334.95
2012-01-27,344.75
2012-01-30,354.8
2012-01-31,356.1
2012-02-01,358.8
2012-02-02,353.8
2012-02-03,357.4
2012-02-06,367.8
2012-02-07,368.55
2012-02-08,369.8
2012-02-09,371.6
2012-02-10,358.9
2012-02-13,375.0
2012-02-14,375.7
2012-02-15,379.2
2012-02-16,389.25
2012-02-17,384.25
2012-02-21,384.45
2012-02-22,371.95
2012-02-23,364.65
2012-02-24,371.55
2012-02-27,355.3
2012-02-28,379.2
2012-02-29,381.75
2012-03-01,396.65
2012-03-02,398.7
2012-03-03,389.05
2012-03-05,385.0
2012-03-06,385.05
2012-03-07,387.8
2012-03-09,383.4
2012-03-12,383.7
2012-03-13,379.9
2012-03-14,382.2
2012-03-15,374.9
2012-03-16,375.9
2012-03-19,368.55
2012-03-20,370.95
2012-03-21,369.15
2012-03-22,365.05
2012-03-23,360.65
2012-03-26,369.3
2012-03-27,360.8
2012-03-28,357.65
2012-03-29,352.3
2012-03-30,350.65
2012-04-02,369.0
2012-04-03,383.55
2012-04-04,397.5
2012-04-09,410.5
2012-04-10,403.85
2012-04-11,391.75
2012-04-12,393.05
2012-04-13,398.3
2012-04-16,389.45
2012-04-17,388.4
2012-04-18,385.2
2012-04-19,398.2
2012-04-20,399.35
2012-04-23,386.6
2012-04-24,399.95
2012-04-25,388.85
2012-04-26,389.95
2012-04-27,381.95
2012-04-28,380.0
2012-04-30,392.6
2012-05-02,403.25
2012-05-03,404.0
2012-05-04,390.15
2012-05-07,383.2
2012-05-08,378.4
2012-05-09,369.3
2012-05-10,368.7
2012-05-11,366.0
2012-05-14,363.9
2012-05-15,362.55
2012-05-16,365.7
2012-05-17,372.4
2012-05-18,375.2
2012-05-21,378.95
2012-05-22,367.8
2012-05-23,365.0
2012-05-24,371.5
2012-05-25,367.8
2012-05-28,367.2
2012-05-29,368.85
2012-05-30,359.05
2012-05-31,361.25
2012-06-01,353.0
2012-06-04,350.65
2012-06-05,349.2
2012-06-06,361.3
2012-06-07,360.2
2012-06-08,357.4
2012-06-11,357.7
2012-06-12,358.35
2012-06-13,358.3
2012-06-14,354.7
2012-06-15,347.65
2012-06-18,349.85
2012-06-19,348.15
2012-06-20,349.95
2012-06-21,350.8
2012-06-22,350.9
2012-06-25,344.1
2012-06-26,346.75
2012-06-27,351.25
2012-06-28,345.95
2012-06-29,353.95
2012-07-02,361.1
2012-07-03,369.8
2012-07-04,370.75
2012-07-05,364.0
2012-07-06,363.6
2012-07-09,370.0
2012-07-09,370.0
2012-07-10,372.05
2012-07-11,377.45
2012-07-12,377.95
2012-07-13,378.8
2012-07-16,378.35
2012-07-17,377.15
2012-07-18,380.55
2012-07-19,389.75
2012-07-20,389.9
2012-07-23,386.25
2012-07-24,382.15
2012-07-25,383.05
2012-07-26,377.5
2012-07-27,363.55
2012-07-30,369.45
2012-07-31,369.6
2012-08-01,369.95
2012-08-02,366.3
2012-08-03,365.1
2012-08-06,353.95
2012-08-07,364.35
2012-08-08,369.4
2012-08-09,377.3
2012-08-10,365.3
2012-08-13,365.15
2012-08-14,368.95
2012-08-16,375.2
2012-08-17,384.8
2012-08-21,379.15
2012-08-22,376.3
2012-08-23,374.95
2012-08-24,370.35
2012-08-27,345.35
2012-08-28,353.9
2012-08-29,353.3
2012-08-30,364.85
2012-08-31,364.95
2012-09-03,364.85
2012-09-04,361.35
2012-09-05,359.9
2012-09-06,365.3
2012-09-07,366.8
2012-09-10,354.8
2012-09-11,354.45
2012-09-12,359.1
2012-09-13,353.95
2012-09-14,366.75
2012-09-17,383.35
2012-09-18,394.85
2012-09-20,388.8
2012-09-21,396.95
2012-09-24,395.35
2012-09-25,398.85
2012-09-26,396.3
2012-09-27,393.85
2012-09-28,399.5
2012-10-01,436.2
2012-10-03,455.45
2012-10-04,480.3
2012-10-05,473.8
2012-10-08,465.35
2012-10-09,476.55
2012-10-10,468.5
2012-10-11,464.15
2012-10-12,462.15
2012-10-15,473.85
2012-10-16,465.5
2012-10-17,471.65
2012-10-18,486.4
2012-10-19,471.65
2012-10-22,492.75
2012-10-23,486.05
2012-10-25,503.3
2012-10-26,491.1
2012-10-29,492.9
2012-10-30,482.05
2012-10-31,471.1
2012-11-01,473.2
2012-11-02,473.65
2012-11-05,482.5
2012-11-06,483.4
2012-11-07,489.05
2012-11-08,487.5
2012-11-09,490.0
2012-11-12,500.5
2012-11-13,498.15
2012-11-15,490.25
2012-11-16,495.0
2012-11-19,480.0
2012-11-20,472.65
2012-11-21,477.35
2012-11-22,480.75
2012-11-23,477.25
2012-11-26,488.2
2012-11-27,497.7
2012-11-29,491.3
2012-11-30,494.45
2012-12-03,502.25
2012-12-04,500.85
2012-12-05,509.85
2012-12-06,508.6
2012-12-07,502.9
2012-12-10,515.4
2012-12-11,498.35
2012-12-12,496.95
2012-12-13,510.15
2012-12-14,504.75
2012-12-17,501.8
2012-12-18,510.85
2012-12-19,517.9
2012-12-20,531.5
2012-12-21,533.85
2012-12-24,541.15
2012-12-26,561.85
2012-12-27,558.5
2012-12-28,570.05
2012-12-31,561.05
