Date,CERA
2012-01-02,169.8
2012-01-03,172.55
2012-01-04,171.3
2012-01-05,170.4
2012-01-06,172.35
2012-01-07,173.85
2012-01-09,174.5
2012-01-10,178.0
2012-01-11,180.4
2012-01-12,178.6
2012-01-13,179.25
2012-01-16,180.9
2012-01-17,179.85
2012-01-18,180.2
2012-01-19,179.0
2012-01-20,179.15
2012-01-23,182.3
2012-01-24,180.05
2012-01-25,181.5
2012-01-27,181.15
2012-01-30,180.2
2012-01-31,181.55
2012-02-01,182.9
2012-02-02,190.0
2012-02-03,195.85
2012-02-06,206.45
2012-02-07,207.0
2012-02-08,205.7
2012-02-09,201.55
2012-02-10,202.4
2012-02-13,206.15
2012-02-14,207.1
2012-02-15,208.25
2012-02-16,209.55
2012-02-17,214.95
2012-02-21,218.55
2012-02-22,217.75
2012-02-23,216.0
2012-02-24,210.15
2012-02-27,210.15
2012-02-28,219.0
2012-02-29,218.2
2012-03-01,218.0
2012-03-02,222.0
2012-03-03,222.75
2012-03-05,220.8
2012-03-06,220.9
2012-03-07,217.0
2012-03-09,218.35
2012-03-12,229.8
2012-03-13,232.5
2012-03-14,230.3
2012-03-15,230.0
2012-03-16,231.05
2012-03-19,228.7
2012-03-20,228.9
2012-03-21,227.25
2012-03-22,229.65
2012-03-23,228.4
2012-03-26,227.7
2012-03-27,228.55
2012-03-28,229.8
2012-03-29,229.15
2012-03-30,232.0
2012-04-02,232.7
2012-04-03,229.25
2012-04-04,231.05
2012-04-09,230.5
2012-04-10,232.7
2012-04-11,237.55
2012-04-12,248.15
2012-04-13,247.05
2012-04-16,247.2
2012-04-17,248.4
2012-04-18,250.1
2012-04-19,254.3
2012-04-20,253.5
2012-04-23,252.05
2012-04-24,256.85
2012-04-25,269.35
2012-04-26,263.55
2012-04-27,267.8
2012-04-28,268.3
2012-04-30,265.5
2012-05-02,261.05
2012-05-03,264.6
2012-05-04,264.75
2012-05-07,263.05
2012-05-08,261.8
2012-05-09,260.05
2012-05-10,262.15
2012-05-11,250.3
2012-05-14,250.0
2012-05-15,246.2
2012-05-16,246.85
2012-05-17,251.95
2012-05-18,247.2
2012-05-21,249.0
2012-05-22,248.4
2012-05-23,250.35
2012-05-24,248.45
2012-05-25,251.05
2012-05-28,250.05
2012-05-29,250.7
2012-05-30,250.85
2012-05-31,252.95
2012-06-01,252.0
2012-06-04,252.0
2012-06-05,251.05
2012-06-06,251.25
2012-06-07,250.0
2012-06-08,250.0
2012-06-11,252.05
2012-06-12,254.5
2012-06-13,259.2
2012-06-14,255.05
2012-06-15,259.95
2012-06-18,260.0
2012-06-19,260.35
2012-06-20,250.4
2012-06-21,252.8
2012-06-22,251.6
2012-06-25,289.7
2012-06-26,275.65
2012-06-27,276.25
2012-06-28,272.05
2012-06-29,273.0
2012-07-02,276.95
2012-07-03,286.75
2012-07-04,286.5
2012-07-05,281.9
2012-07-06,280.95
2012-07-09,285.95
2012-07-09,285.95
2012-07-10,288.7
2012-07-11,288.3
2012-07-12,289.85
2012-07-13,293.3
2012-07-16,286.95
2012-07-17,290.25
2012-07-18,286.6
2012-07-19,288.95
2012-07-20,299.95
2012-07-23,295.35
2012-07-24,298.8
2012-07-25,298.7
2012-07-26,296.5
2012-07-27,294.15
2012-07-30,294.8
2012-07-31,289.3
2012-08-01,289.3
2012-08-02,297.45
2012-08-03,297.9
2012-08-06,296.1
2012-08-07,293.4
2012-08-08,295.05
2012-08-09,295.45
2012-08-10,300.55
2012-08-13,311.7
2012-08-14,320.0
2012-08-16,323.1
2012-08-17,315.35
2012-08-21,361.35
2012-08-22,353.6
2012-08-23,354.35
2012-08-24,345.15
2012-08-27,294.85
2012-08-28,304.5
2012-08-29,319.2
2012-08-30,317.9
2012-08-31,364.65
2012-09-03,349.25
2012-09-04,351.4
2012-09-05,347.35
2012-09-06,349.65
2012-09-07,350.2
2012-09-08,358.15
2012-09-10,347.2
2012-09-11,329.45
2012-09-12,332.25
2012-09-13,329.35
2012-09-14,337.35
2012-09-17,344.9
2012-09-18,340.4
2012-09-20,340.1
2012-09-21,342.55
2012-09-24,339.85
2012-09-25,336.2
2012-09-26,339.4
2012-09-27,335.1
2012-09-28,336.0
2012-10-01,332.4
2012-10-03,336.65
2012-10-04,350.25
2012-10-05,351.25
2012-10-08,354.85
2012-10-09,364.5
2012-10-10,364.75
2012-10-11,373.7
2012-10-12,374.1
2012-10-15,379.75
2012-10-16,376.05
2012-10-17,375.85
2012-10-18,377.0
2012-10-19,376.45
2012-10-22,373.75
2012-10-23,377.35
2012-10-25,388.5
2012-10-26,374.9
2012-10-29,368.65
2012-10-30,369.65
2012-10-31,371.8
2012-11-01,372.95
2012-11-02,373.65
2012-11-05,376.6
2012-11-06,375.35
2012-11-07,376.4
2012-11-08,385.4
2012-11-09,380.75
2012-11-12,386.15
2012-11-13,395.1
2012-11-15,394.4
2012-11-16,406.2
2012-11-19,400.05
2012-11-20,406.15
2012-11-21,406.9
2012-11-22,408.45
2012-11-23,407.35
2012-11-26,401.2
2012-11-27,401.75
2012-11-29,403.0
2012-11-30,430.2
2012-12-03,432.7
2012-12-04,419.85
2012-12-05,418.15
2012-12-06,415.05
2012-12-07,415.15
2012-12-10,423.05
2012-12-11,416.25
2012-12-12,427.4
2012-12-13,428.35
2012-12-14,421.0
2012-12-17,418.25
2012-12-18,414.5
2012-12-19,406.9
2012-12-20,401.15
2012-12-21,402.15
2012-12-24,414.3
2012-12-26,401.6
2012-12-27,398.95
2012-12-28,407.15
2012-12-31,406.1
