Date,LAOPALA
2012-01-02,96.45
2012-01-03,99.6
2012-01-04,98.8
2012-01-05,101.85
2012-01-06,105.5
2012-01-07,106.4
2012-01-09,105.65
2012-01-10,110.95
2012-01-11,114.1
2012-01-12,113.2
2012-01-13,112.95
2012-01-16,110.95
2012-01-17,115.9
2012-01-18,114.35
2012-01-19,114.9
2012-01-20,113.6
2012-01-23,117.3
2012-01-24,118.8
2012-01-25,120.25
2012-01-27,124.7
2012-01-30,119.75
2012-01-31,120.05
2012-02-01,123.8
2012-02-02,118.3
2012-02-03,118.85
2012-02-06,118.35
2012-02-07,117.9
2012-02-08,120.45
2012-02-09,116.85
2012-02-10,122.4
2012-02-13,122.1
2012-02-14,123.6
2012-02-15,123.55
2012-02-16,122.05
2012-02-17,118.6
2012-02-21,118.1
2012-02-22,113.55
2012-02-23,113.5
2012-02-24,110.25
2012-02-27,108.55
2012-02-28,110.75
2012-02-29,113.9
2012-03-01,112.65
2012-03-02,110.05
2012-03-03,110.95
2012-03-05,109.35
2012-03-06,109.1
2012-03-07,108.1
2012-03-09,110.35
2012-03-12,110.05
2012-03-13,110.7
2012-03-14,108.2
2012-03-15,112.35
2012-03-16,111.3
2012-03-19,109.55
2012-03-20,108.35
2012-03-21,109.85
2012-03-22,107.55
2012-03-23,106.9
2012-03-26,105.75
2012-03-27,106.95
2012-03-28,104.2
2012-03-29,105.45
2012-03-30,105.5
2012-04-02,113.25
2012-04-03,110.85
2012-04-04,110.35
2012-04-09,110.7
2012-04-10,110.0
2012-04-11,110.0
2012-04-12,111.0
2012-04-13,112.6
2012-04-16,109.5
2012-04-17,110.8
2012-04-18,111.25
2012-04-19,111.6
2012-04-20,113.05
2012-04-23,114.0
2012-04-24,110.7
2012-04-25,112.1
2012-04-26,114.2
2012-04-27,117.55
2012-04-28,118.0
2012-04-30,114.55
2012-05-02,113.65
2012-05-03,111.05
2012-05-04,108.7
2012-05-07,108.65
2012-05-08,108.0
2012-05-09,108.8
2012-05-10,107.8
2012-05-11,106.65
2012-05-14,106.3
2012-05-15,106.0
2012-05-16,102.25
2012-05-17,94.45
2012-05-18,98.95
2012-05-21,104.75
2012-05-22,100.45
2012-05-23,100.75
2012-05-24,103.75
2012-05-25,104.05
2012-05-28,103.25
2012-05-29,104.3
2012-05-30,104.4
2012-05-31,105.65
2012-06-01,103.15
2012-06-04,102.7
2012-06-05,102.35
2012-06-06,103.3
2012-06-07,102.8
2012-06-08,102.5
2012-06-11,104.35
2012-06-12,104.05
2012-06-13,104.4
2012-06-14,105.9
2012-06-15,107.2
2012-06-18,106.1
2012-06-19,106.3
2012-06-20,108.2
2012-06-21,107.75
2012-06-22,105.6
2012-06-25,107.7
2012-06-26,107.2
2012-06-27,107.25
2012-06-28,108.0
2012-06-29,108.15
2012-07-02,108.65
2012-07-03,111.75
2012-07-04,111.1
2012-07-05,110.95
2012-07-06,111.9
2012-07-09,111.0
2012-07-09,111.0
2012-07-10,110.1
2012-07-11,112.9
2012-07-12,110.95
2012-07-13,111.1
2012-07-16,112.05
2012-07-17,111.05
2012-07-18,110.5
2012-07-19,111.0
2012-07-20,112.45
2012-07-23,112.9
2012-07-24,110.55
2012-07-25,111.0
2012-07-26,110.05
2012-07-27,110.1
2012-07-30,109.8
2012-07-31,110.25
2012-08-01,108.6
2012-08-02,107.65
2012-08-03,107.65
2012-08-06,107.1
2012-08-07,114.15
2012-08-08,126.05
2012-08-09,121.75
2012-08-10,126.85
2012-08-13,123.6
2012-08-14,123.65
2012-08-16,124.75
2012-08-17,123.4
2012-08-21,126.75
2012-08-22,125.7
2012-08-23,123.55
2012-08-24,127.6
2012-08-27,132.45
2012-08-28,125.4
2012-08-29,126.5
2012-08-30,125.0
2012-08-31,122.2
2012-09-03,124.9
2012-09-04,124.9
2012-09-05,125.9
2012-09-06,125.05
2012-09-07,128.4
2012-09-08,129.0
2012-09-10,127.25
2012-09-11,132.0
2012-09-12,132.65
2012-09-13,131.75
2012-09-14,132.55
2012-09-17,131.8
2012-09-18,131.6
2012-09-20,133.6
2012-09-21,138.55
2012-09-24,137.9
2012-09-25,138.6
2012-09-26,140.4
2012-09-27,142.15
2012-09-28,143.7
2012-10-01,143.6
2012-10-03,142.95
2012-10-04,143.1
2012-10-05,145.8
2012-10-08,147.0
2012-10-09,146.65
2012-10-10,144.0
2012-10-11,145.3
2012-10-12,144.0
2012-10-15,148.75
2012-10-16,146.9
2012-10-17,144.4
2012-10-18,143.85
2012-10-19,142.85
2012-10-22,146.0
2012-10-23,149.4
2012-10-25,153.85
2012-10-26,154.0
2012-10-29,153.15
2012-10-30,153.35
2012-10-31,154.85
2012-11-01,156.85
2012-11-02,156.85
2012-11-05,156.2
2012-11-06,155.55
2012-11-07,157.4
2012-11-08,165.75
2012-11-09,165.95
2012-11-12,167.35
2012-11-13,168.55
2012-11-15,180.05
2012-11-16,184.8
2012-11-19,187.7
2012-11-20,188.75
2012-11-21,190.05
2012-11-22,187.1
2012-11-23,187.35
2012-11-26,186.6
2012-11-27,189.6
2012-11-29,189.9
2012-11-30,190.05
2012-12-03,206.55
2012-12-04,224.3
2012-12-05,220.85
2012-12-06,217.0
2012-12-07,211.05
2012-12-10,214.55
2012-12-11,211.7
2012-12-12,215.0
2012-12-13,217.1
2012-12-14,213.35
2012-12-17,218.4
2012-12-18,224.2
2012-12-19,234.95
2012-12-20,273.4
2012-12-21,259.7
2012-12-24,257.6
2012-12-26,254.0
2012-12-27,247.95
2012-12-28,268.75
2012-12-31,268.85
