Date,GRASIM
2012-01-02,2418.1
2012-01-03,2454.5
2012-01-04,2407.35
2012-01-05,2402.55
2012-01-06,2418.5
2012-01-07,2427.8
2012-01-09,2443.2
2012-01-10,2454.65
2012-01-11,2403.5
2012-01-12,2457.95
2012-01-13,2478.5
2012-01-16,2491.45
2012-01-17,2545.4
2012-01-18,2478.0
2012-01-19,2510.25
2012-01-20,2489.2
2012-01-23,2524.05
2012-01-24,2487.2
2012-01-25,2484.55
2012-01-27,2579.7
2012-01-30,2585.0
2012-01-31,2612.45
2012-02-01,2657.6
2012-02-02,2667.25
2012-02-03,2738.8
2012-02-06,2814.05
2012-02-07,2822.65
2012-02-08,2864.45
2012-02-09,2826.3
2012-02-10,2833.65
2012-02-13,2848.35
2012-02-14,2833.75
2012-02-15,2827.25
2012-02-16,2836.85
2012-02-17,2878.05
2012-02-21,2847.1
2012-02-22,2790.65
2012-02-23,2734.85
2012-02-24,2722.05
2012-02-27,2718.55
2012-02-28,2743.15
2012-02-29,2771.55
2012-03-01,2748.1
2012-03-02,2718.1
2012-03-03,2708.2
2012-03-05,2702.45
2012-03-06,2680.85
2012-03-07,2647.9
2012-03-09,2713.95
2012-03-12,2751.2
2012-03-13,2799.65
2012-03-14,2794.15
2012-03-15,2791.85
2012-03-16,2759.45
2012-03-19,2716.35
2012-03-20,2689.0
2012-03-21,2726.8
2012-03-22,2702.7
2012-03-23,2694.45
2012-03-26,2639.8
2012-03-27,2616.3
2012-03-28,2583.0
2012-03-29,2607.85
2012-03-30,2627.05
2012-04-02,2619.5
2012-04-03,2643.2
2012-04-04,2644.95
2012-04-09,2602.55
2012-04-10,2600.5
2012-04-11,2573.3
2012-04-12,2588.25
2012-04-13,2640.35
2012-04-16,2608.65
2012-04-17,2662.8
2012-04-18,2665.4
2012-04-19,2668.15
2012-04-20,2661.7
2012-04-23,2584.7
2012-04-24,2538.8
2012-04-25,2521.95
2012-04-26,2508.9
2012-04-27,2533.7
2012-04-28,2521.1
2012-04-30,2564.45
2012-05-02,2507.65
2012-05-03,2475.5
2012-05-04,2418.1
2012-05-07,2492.0
2012-05-08,2472.75
2012-05-09,2462.95
2012-05-10,2477.5
2012-05-11,2390.85
2012-05-14,2335.1
2012-05-15,2362.1
2012-05-16,2331.25
2012-05-17,2307.9
2012-05-18,2370.4
2012-05-21,2408.6
2012-05-22,2392.6
2012-05-23,2382.45
2012-05-24,2393.95
2012-05-25,2374.5
2012-05-28,2412.05
2012-05-29,2385.2
2012-05-30,2359.7
2012-05-31,2306.0
2012-06-01,2246.0
2012-06-04,2241.95
2012-06-05,2311.25
2012-06-06,2331.95
2012-06-07,2309.9
2012-06-08,2307.5
2012-06-11,2340.2
2012-06-12,2381.4
2012-06-13,2372.75
2012-06-14,2346.45
2012-06-15,2485.8
2012-06-18,2446.85
2012-06-19,2479.55
2012-06-20,2499.7
2012-06-21,2504.0
2012-06-22,2526.7
2012-06-25,2469.45
2012-06-26,2535.2
2012-06-27,2562.4
2012-06-28,2573.85
2012-06-29,2640.9
2012-07-02,2717.15
2012-07-03,2697.05
2012-07-04,2677.8
2012-07-05,2663.55
2012-07-06,2677.1
2012-07-09,2633.95
2012-07-09,2633.95
2012-07-10,2647.25
2012-07-11,2635.2
2012-07-12,2643.75
2012-07-13,2638.55
2012-07-16,2598.55
2012-07-17,2586.3
2012-07-18,2627.85
2012-07-19,2652.7
2012-07-20,2634.8
2012-07-23,2613.4
2012-07-24,2609.7
2012-07-25,2634.7
2012-07-26,2645.05
2012-07-27,2699.6
2012-07-30,2768.25
2012-07-31,2870.25
2012-08-01,2896.6
2012-08-02,2918.25
2012-08-03,2910.95
2012-08-06,2915.4
2012-08-07,2929.4
2012-08-08,2970.8
2012-08-09,3017.75
2012-08-10,2994.8
2012-08-13,2983.75
2012-08-14,3013.4
2012-08-16,3025.7
2012-08-17,3021.95
2012-08-21,3047.2
2012-08-22,3046.35
2012-08-23,3029.05
2012-08-24,3031.35
2012-08-27,3032.0
2012-08-28,3008.75
2012-08-29,3009.75
2012-08-30,2975.9
2012-08-31,2989.8
2012-09-03,2977.25
2012-09-04,2964.9
2012-09-05,2926.55
2012-09-06,2929.9
2012-09-07,2973.8
2012-09-08,2971.15
2012-09-10,2976.9
2012-09-11,3019.7
2012-09-12,3013.05
2012-09-13,3035.95
2012-09-14,3111.0
2012-09-17,3098.0
2012-09-18,3110.05
2012-09-20,3110.55
2012-09-21,3235.75
2012-09-24,3203.2
2012-09-25,3250.55
2012-09-26,3231.0
2012-09-27,3252.6
2012-09-28,3314.25
2012-10-01,3393.9
2012-10-03,3375.6
2012-10-04,3397.75
2012-10-05,3362.15
2012-10-08,3298.9
2012-10-09,3310.15
2012-10-10,3302.1
2012-10-11,3346.15
2012-10-12,3388.1
2012-10-15,3422.65
2012-10-16,3464.45
2012-10-17,3499.2
2012-10-18,3479.75
2012-10-19,3412.25
2012-10-22,3418.0
2012-10-23,3400.0
2012-10-25,3422.05
2012-10-26,3410.7
2012-10-29,3380.8
2012-10-30,3300.65
2012-10-31,3313.0
2012-11-01,3349.25
2012-11-02,3361.8
2012-11-05,3341.8
2012-11-06,3359.95
2012-11-07,3402.3
2012-11-08,3359.7
2012-11-09,3361.8
2012-11-12,3356.25
2012-11-13,3316.1
2012-11-15,3231.65
2012-11-16,3179.65
2012-11-19,3170.45
2012-11-20,3161.4
2012-11-21,3179.3
2012-11-22,3241.95
2012-11-23,3181.2
2012-11-26,3200.15
2012-11-27,3209.05
2012-11-29,3307.5
2012-11-30,3360.4
2012-12-03,3322.6
2012-12-04,3278.85
2012-12-05,3293.35
2012-12-06,3292.05
2012-12-07,3248.25
2012-12-10,3201.6
2012-12-11,3209.25
2012-12-12,3152.7
2012-12-13,3136.55
2012-12-14,3141.4
2012-12-17,3183.45
2012-12-18,3230.5
2012-12-19,3233.45
2012-12-20,3228.25
2012-12-21,3211.05
2012-12-24,3171.8
2012-12-26,3170.2
2012-12-27,3141.75
2012-12-28,3141.8
2012-12-31,3169.5
