Date,DEEPIND
2012-01-02,60.15
2012-01-03,62.05
2012-01-04,61.9
2012-01-05,60.95
2012-01-06,61.65
2012-01-07,63.0
2012-01-09,61.9
2012-01-10,63.95
2012-01-11,65.75
2012-01-12,65.5
2012-01-13,68.6
2012-01-16,66.75
2012-01-17,67.55
2012-01-18,66.2
2012-01-19,70.15
2012-01-20,70.75
2012-01-23,67.9
2012-01-24,66.5
2012-01-25,67.9
2012-01-27,67.8
2012-01-30,67.25
2012-01-31,69.85
2012-02-01,71.25
2012-02-02,72.25
2012-02-03,70.95
2012-02-06,70.5
2012-02-07,68.25
2012-02-08,69.8
2012-02-09,70.95
2012-02-10,69.95
2012-02-13,71.9
2012-02-14,72.55
2012-02-15,72.8
2012-02-16,71.15
2012-02-17,72.3
2012-02-21,68.1
2012-02-22,65.85
2012-02-23,64.45
2012-02-24,62.25
2012-02-27,59.7
2012-02-28,60.9
2012-02-29,63.4
2012-03-01,63.9
2012-03-02,70.05
2012-03-03,68.5
2012-03-05,65.6
2012-03-06,64.95
2012-03-07,62.85
2012-03-09,62.45
2012-03-12,62.8
2012-03-13,63.25
2012-03-14,64.6
2012-03-15,65.5
2012-03-16,66.05
2012-03-19,62.95
2012-03-20,62.05
2012-03-21,61.65
2012-03-22,60.4
2012-03-23,61.8
2012-03-26,63.35
2012-03-27,64.8
2012-03-28,62.95
2012-03-29,61.9
2012-03-30,63.4
2012-04-02,64.75
2012-04-03,59.2
2012-04-04,58.8
2012-04-09,56.95
2012-04-10,56.8
2012-04-11,56.8
2012-04-12,56.7
2012-04-13,57.1
2012-04-16,56.85
2012-04-17,56.2
2012-04-18,55.45
2012-04-19,55.8
2012-04-20,56.35
2012-04-23,54.5
2012-04-24,53.6
2012-04-25,52.85
2012-04-26,52.25
2012-04-27,52.4
2012-04-28,52.15
2012-04-30,50.65
2012-05-02,49.95
2012-05-03,54.1
2012-05-04,51.35
2012-05-07,50.6
2012-05-08,53.0
2012-05-09,53.0
2012-05-10,53.0
2012-05-11,55.65
2012-05-14,51.7
2012-05-15,50.35
2012-05-16,48.8
2012-05-17,47.9
2012-05-18,47.1
2012-05-21,46.55
2012-05-22,52.1
2012-05-23,54.05
2012-05-24,53.6
2012-05-25,53.6
2012-05-28,53.15
2012-05-29,53.1
2012-05-30,50.85
2012-05-31,49.75
2012-06-01,49.4
2012-06-04,49.1
2012-06-05,49.1
2012-06-06,50.3
2012-06-07,52.95
2012-06-08,51.35
2012-06-11,50.75
2012-06-12,50.05
2012-06-13,50.65
2012-06-14,49.55
2012-06-15,49.75
2012-06-18,49.6
2012-06-19,49.6
2012-06-20,50.0
2012-06-21,49.95
2012-06-22,49.05
2012-06-25,48.9
2012-06-26,48.9
2012-06-27,49.35
2012-06-28,49.2
2012-06-29,51.45
2012-07-02,50.45
2012-07-03,51.2
2012-07-04,51.65
2012-07-05,53.05
2012-07-06,52.75
2012-07-09,53.3
2012-07-09,53.3
2012-07-10,53.3
2012-07-11,53.95
2012-07-12,52.0
2012-07-13,50.9
2012-07-16,50.9
2012-07-17,49.3
2012-07-18,50.45
2012-07-19,50.45
2012-07-20,49.65
2012-07-23,49.2
2012-07-24,48.5
2012-07-25,47.9
2012-07-26,46.3
2012-07-27,45.5
2012-07-30,46.15
2012-07-31,47.85
2012-08-01,49.05
2012-08-02,48.6
2012-08-03,48.55
2012-08-06,48.1
2012-08-07,47.3
2012-08-08,47.2
2012-08-09,46.75
2012-08-10,46.3
2012-08-13,45.9
2012-08-14,47.45
2012-08-16,47.15
2012-08-17,46.55
2012-08-21,46.3
2012-08-22,46.5
2012-08-23,45.05
2012-08-24,45.2
2012-08-27,45.2
2012-08-28,44.45
2012-08-29,43.15
2012-08-30,45.0
2012-08-31,43.75
2012-09-03,43.0
2012-09-04,42.75
2012-09-05,42.15
2012-09-06,42.9
2012-09-07,41.45
2012-09-08,42.0
2012-09-10,42.3
2012-09-11,42.45
2012-09-12,42.8
2012-09-13,41.9
2012-09-14,42.3
2012-09-17,44.75
2012-09-18,44.65
2012-09-20,43.4
2012-09-21,43.85
2012-09-24,43.1
2012-09-25,43.8
2012-09-26,43.3
2012-09-27,43.65
2012-09-28,43.5
2012-10-01,47.1
2012-10-03,46.25
2012-10-04,46.0
2012-10-05,43.65
2012-10-08,45.65
2012-10-09,45.85
2012-10-10,47.05
2012-10-11,46.65
2012-10-12,45.6
2012-10-15,46.0
2012-10-16,45.0
2012-10-17,44.45
2012-10-18,44.8
2012-10-19,43.95
2012-10-22,43.75
2012-10-23,42.95
2012-10-25,42.9
2012-10-26,42.5
2012-10-29,45.0
2012-10-30,42.75
2012-10-31,43.05
2012-11-01,43.55
2012-11-02,43.7
2012-11-05,43.15
2012-11-06,42.65
2012-11-07,42.8
2012-11-08,44.8
2012-11-09,44.75
2012-11-12,44.6
2012-11-13,44.75
2012-11-15,43.15
2012-11-16,42.1
2012-11-19,42.75
2012-11-20,44.7
2012-11-21,44.95
2012-11-22,43.6
2012-11-23,44.45
2012-11-26,45.75
2012-11-27,45.3
2012-11-29,43.95
2012-11-30,43.8
2012-12-03,43.85
2012-12-04,43.65
2012-12-05,44.45
2012-12-06,44.1
2012-12-07,43.95
2012-12-10,44.1
2012-12-11,46.3
2012-12-12,46.0
2012-12-13,52.7
2012-12-14,50.9
2012-12-17,52.1
2012-12-18,51.75
2012-12-19,50.6
2012-12-20,49.35
2012-12-21,47.6
2012-12-24,49.25
2012-12-26,48.2
2012-12-27,47.9
2012-12-28,48.1
2012-12-31,48.35
