Date,CIPLA
2012-01-02,320.75
2012-01-03,327.95
2012-01-04,330.85
2012-01-05,335.0
2012-01-06,338.45
2012-01-07,335.8
2012-01-09,344.65
2012-01-10,345.8
2012-01-11,340.55
2012-01-12,338.95
2012-01-13,338.5
2012-01-16,332.45
2012-01-17,338.3
2012-01-18,332.4
2012-01-19,332.0
2012-01-20,337.85
2012-01-23,341.65
2012-01-24,344.6
2012-01-25,342.3
2012-01-27,345.55
2012-01-30,341.45
2012-01-31,350.25
2012-02-01,348.85
2012-02-02,340.35
2012-02-03,345.15
2012-02-06,352.85
2012-02-07,353.75
2012-02-08,352.25
2012-02-09,352.4
2012-02-10,349.75
2012-02-13,342.1
2012-02-14,321.2
2012-02-15,318.4
2012-02-16,325.15
2012-02-17,321.75
2012-02-21,321.95
2012-02-22,318.1
2012-02-23,315.3
2012-02-24,313.9
2012-02-27,313.55
2012-02-28,319.2
2012-02-29,316.95
2012-03-01,315.15
2012-03-02,315.5
2012-03-03,312.4
2012-03-05,313.05
2012-03-06,306.35
2012-03-07,309.0
2012-03-09,307.55
2012-03-12,302.5
2012-03-13,307.8
2012-03-14,309.85
2012-03-15,307.8
2012-03-16,302.2
2012-03-19,301.35
2012-03-20,305.35
2012-03-21,306.95
2012-03-22,299.6
2012-03-23,301.2
2012-03-26,289.0
2012-03-27,299.95
2012-03-28,300.45
2012-03-29,299.25
2012-03-30,305.1
2012-04-02,309.15
2012-04-03,311.55
2012-04-04,305.65
2012-04-09,310.6
2012-04-10,311.0
2012-04-11,310.15
2012-04-12,311.95
2012-04-13,314.05
2012-04-16,312.45
2012-04-17,314.05
2012-04-18,313.95
2012-04-19,319.8
2012-04-20,321.85
2012-04-23,315.3
2012-04-24,313.85
2012-04-25,312.1
2012-04-26,308.55
2012-04-27,310.55
2012-04-28,310.8
2012-04-30,312.0
2012-05-02,318.05
2012-05-03,317.65
2012-05-04,326.0
2012-05-07,327.55
2012-05-08,325.0
2012-05-09,322.9
2012-05-10,326.4
2012-05-11,318.9
2012-05-14,320.4
2012-05-15,324.75
2012-05-16,321.8
2012-05-17,314.0
2012-05-18,316.35
2012-05-21,312.45
2012-05-22,311.55
2012-05-23,309.95
2012-05-24,309.65
2012-05-25,309.3
2012-05-28,313.55
2012-05-29,310.3
2012-05-30,306.3
2012-05-31,309.9
2012-06-01,308.55
2012-06-04,304.6
2012-06-05,309.75
2012-06-06,309.15
2012-06-07,308.0
2012-06-08,309.2
2012-06-11,301.8
2012-06-12,304.2
2012-06-13,303.25
2012-06-14,306.65
2012-06-15,308.45
2012-06-18,305.5
2012-06-19,309.95
2012-06-20,308.7
2012-06-21,310.0
2012-06-22,313.75
2012-06-25,306.25
2012-06-26,308.0
2012-06-27,308.45
2012-06-28,308.0
2012-06-29,316.55
2012-07-02,315.45
2012-07-03,314.05
2012-07-04,316.25
2012-07-05,324.45
2012-07-06,327.9
2012-07-09,322.95
2012-07-09,322.95
2012-07-10,327.4
2012-07-11,324.95
2012-07-12,326.45
2012-07-13,328.85
2012-07-16,332.95
2012-07-17,331.9
2012-07-18,329.9
2012-07-19,332.55
2012-07-20,325.65
2012-07-23,327.95
2012-07-24,325.9
2012-07-25,328.15
2012-07-26,327.6
2012-07-27,326.5
2012-07-30,333.15
2012-07-31,338.6
2012-08-01,354.0
2012-08-02,349.15
2012-08-03,349.9
2012-08-06,351.45
2012-08-07,351.75
2012-08-08,351.05
2012-08-09,351.95
2012-08-10,349.95
2012-08-13,349.9
2012-08-14,349.5
2012-08-16,356.0
2012-08-17,354.95
2012-08-21,359.95
2012-08-22,360.3
2012-08-23,364.1
2012-08-24,366.65
2012-08-27,368.15
2012-08-28,367.75
2012-08-29,366.45
2012-08-30,372.3
2012-08-31,376.45
2012-09-03,384.8
2012-09-04,379.75
2012-09-05,373.6
2012-09-06,375.0
2012-09-07,381.3
2012-09-08,391.25
2012-09-10,387.15
2012-09-11,389.55
2012-09-12,379.5
2012-09-13,369.6
2012-09-14,369.3
2012-09-17,369.7
2012-09-18,364.75
2012-09-20,360.9
2012-09-21,361.3
2012-09-24,355.6
2012-09-25,363.0
2012-09-26,373.45
2012-09-27,371.45
2012-09-28,380.1
2012-10-01,378.9
2012-10-03,381.05
2012-10-04,366.05
2012-10-05,364.25
2012-10-08,367.4
2012-10-09,371.9
2012-10-10,367.3
2012-10-11,360.25
2012-10-12,364.1
2012-10-15,369.75
2012-10-16,363.1
2012-10-17,361.8
2012-10-18,362.95
2012-10-19,359.1
2012-10-22,364.5
2012-10-23,365.8
2012-10-25,361.95
2012-10-26,354.95
2012-10-29,359.95
2012-10-30,354.65
2012-10-31,363.3
2012-11-01,375.3
2012-11-02,377.0
2012-11-05,380.2
2012-11-06,396.85
2012-11-07,396.35
2012-11-08,393.4
2012-11-09,393.4
2012-11-12,392.05
2012-11-13,394.15
2012-11-15,388.8
2012-11-16,379.55
2012-11-19,382.7
2012-11-20,379.85
2012-11-21,389.4
2012-11-22,387.25
2012-11-23,381.7
2012-11-26,381.6
2012-11-27,390.8
2012-11-29,404.55
2012-11-30,414.65
2012-12-03,413.55
2012-12-04,411.35
2012-12-05,414.55
2012-12-06,411.75
2012-12-07,410.7
2012-12-10,417.35
2012-12-11,416.3
2012-12-12,415.25
2012-12-13,406.9
2012-12-14,403.0
2012-12-17,409.25
2012-12-18,412.3
2012-12-19,419.85
2012-12-20,424.85
2012-12-21,419.75
2012-12-24,418.75
2012-12-26,420.25
2012-12-27,415.1
2012-12-28,416.4
2012-12-31,414.25
