Date,BBL
2012-01-02,526.3
2012-01-03,538.55
2012-01-04,544.95
2012-01-05,544.3
2012-01-06,544.4
2012-01-07,550.95
2012-01-09,617.25
2012-01-10,642.2
2012-01-11,635.1
2012-01-12,662.15
2012-01-13,652.75
2012-01-16,650.2
2012-01-17,656.7
2012-01-18,666.65
2012-01-19,666.15
2012-01-20,663.75
2012-01-23,638.65
2012-01-24,645.65
2012-01-25,653.4
2012-01-27,662.55
2012-01-30,649.95
2012-01-31,650.5
2012-02-01,677.95
2012-02-02,681.05
2012-02-03,680.3
2012-02-06,695.75
2012-02-07,687.75
2012-02-08,713.9
2012-02-09,702.0
2012-02-10,698.2
2012-02-13,698.35
2012-02-14,707.2
2012-02-15,717.55
2012-02-16,735.1
2012-02-17,722.55
2012-02-21,720.7
2012-02-22,690.65
2012-02-23,669.1
2012-02-24,665.05
2012-02-27,645.7
2012-02-28,668.85
2012-02-29,664.15
2012-03-01,661.55
2012-03-02,665.1
2012-03-03,666.75
2012-03-05,660.2
2012-03-06,649.35
2012-03-07,643.35
2012-03-09,645.0
2012-03-12,648.75
2012-03-13,659.15
2012-03-14,652.8
2012-03-15,643.15
2012-03-16,642.8
2012-03-19,640.55
2012-03-20,637.7
2012-03-21,642.65
2012-03-22,631.7
2012-03-23,622.55
2012-03-26,618.7
2012-03-27,616.35
2012-03-28,609.9
2012-03-29,596.85
2012-03-30,599.55
2012-04-02,597.3
2012-04-03,595.1
2012-04-04,590.7
2012-04-09,589.85
2012-04-10,590.3
2012-04-11,586.45
2012-04-12,584.9
2012-04-13,598.1
2012-04-16,616.25
2012-04-17,626.05
2012-04-18,674.2
2012-04-19,679.35
2012-04-20,671.65
2012-04-23,648.45
2012-04-24,631.0
2012-04-25,631.55
2012-04-26,624.45
2012-04-27,619.35
2012-04-28,622.85
2012-04-30,626.35
2012-05-02,628.35
2012-05-03,623.15
2012-05-04,609.15
2012-05-07,614.8
2012-05-08,608.75
2012-05-09,604.55
2012-05-10,602.4
2012-05-11,592.9
2012-05-14,583.0
2012-05-15,592.55
2012-05-16,586.9
2012-05-17,590.9
2012-05-18,615.15
2012-05-21,606.95
2012-05-22,597.9
2012-05-23,584.85
2012-05-24,590.7
2012-05-25,584.95
2012-05-28,588.15
2012-05-29,580.15
2012-05-30,590.55
2012-05-31,584.25
2012-06-01,571.05
2012-06-04,559.95
2012-06-05,566.8
2012-06-06,579.85
2012-06-07,595.75
2012-06-08,599.65
2012-06-11,610.25
2012-06-12,612.35
2012-06-13,619.2
2012-06-14,613.55
2012-06-15,617.05
2012-06-18,622.05
2012-06-19,635.85
2012-06-20,644.85
2012-06-21,631.5
2012-06-22,636.0
2012-06-25,621.85
2012-06-26,624.85
2012-06-27,620.5
2012-06-28,607.35
2012-06-29,614.7
2012-07-02,615.3
2012-07-03,617.0
2012-07-04,636.65
2012-07-05,647.9
2012-07-06,644.25
2012-07-09,659.7
2012-07-09,659.7
2012-07-10,651.2
2012-07-11,645.3
2012-07-12,640.3
2012-07-13,638.4
2012-07-16,633.65
2012-07-17,631.8
2012-07-18,632.3
2012-07-19,629.6
2012-07-20,626.35
2012-07-23,626.45
2012-07-24,622.25
2012-07-25,617.3
2012-07-26,608.9
2012-07-27,604.25
2012-07-30,602.7
2012-07-31,601.35
2012-08-01,601.95
2012-08-02,609.8
2012-08-03,596.2
2012-08-06,595.15
2012-08-07,587.95
2012-08-08,584.0
2012-08-09,580.3
2012-08-10,583.25
2012-08-13,577.35
2012-08-14,578.9
2012-08-16,575.45
2012-08-17,572.05
2012-08-21,575.4
2012-08-22,577.4
2012-08-23,570.0
2012-08-24,570.95
2012-08-27,567.75
2012-08-28,560.5
2012-08-29,554.05
2012-08-30,555.2
2012-08-31,556.6
2012-09-03,552.05
2012-09-04,551.05
2012-09-05,539.3
2012-09-06,537.65
2012-09-07,538.7
2012-09-08,539.7
2012-09-10,559.75
2012-09-11,571.5
2012-09-12,562.85
2012-09-13,554.35
2012-09-14,551.65
2012-09-17,570.0
2012-09-18,583.4
2012-09-20,575.2
2012-09-21,587.05
2012-09-24,591.4
2012-09-25,590.15
2012-09-26,586.4
2012-09-27,584.95
2012-09-28,584.5
2012-10-01,608.0
2012-10-03,623.55
2012-10-04,629.8
2012-10-05,622.8
2012-10-08,606.4
2012-10-09,618.25
2012-10-10,617.3
2012-10-11,612.95
2012-10-12,616.95
2012-10-15,611.95
2012-10-16,609.2
2012-10-17,594.45
2012-10-18,604.1
2012-10-19,592.85
2012-10-22,619.1
2012-10-23,589.25
2012-10-25,583.55
2012-10-26,573.2
2012-10-29,563.2
2012-10-30,559.1
2012-10-31,554.75
2012-11-01,554.3
2012-11-02,550.9
2012-11-05,550.3
2012-11-06,549.05
2012-11-07,547.65
2012-11-08,547.85
2012-11-09,545.2
2012-11-12,543.9
2012-11-13,546.2
2012-11-15,540.4
2012-11-16,535.15
2012-11-19,544.05
2012-11-20,537.15
2012-11-21,536.8
2012-11-22,535.3
2012-11-23,529.5
2012-11-26,530.95
2012-11-27,537.0
2012-11-29,535.85
2012-11-30,559.4
2012-12-03,562.6
2012-12-04,558.95
2012-12-05,562.7
2012-12-06,555.5
2012-12-07,553.8
2012-12-10,557.5
2012-12-11,554.45
2012-12-12,552.15
2012-12-13,558.85
2012-12-14,561.05
2012-12-17,551.45
2012-12-18,558.15
2012-12-19,551.65
2012-12-20,555.55
2012-12-21,550.85
2012-12-24,539.45
2012-12-26,540.1
2012-12-27,534.8
2012-12-28,544.2
2012-12-31,544.4
