Date,PFC
2012-01-02,136.05
2012-01-03,143.1
2012-01-04,144.8
2012-01-05,149.15
2012-01-06,144.85
2012-01-07,145.95
2012-01-09,144.25
2012-01-10,147.8
2012-01-11,150.3
2012-01-12,153.2
2012-01-13,153.8
2012-01-16,150.2
2012-01-17,152.5
2012-01-18,152.1
2012-01-19,163.15
2012-01-20,162.15
2012-01-23,155.05
2012-01-24,163.2
2012-01-25,169.5
2012-01-27,168.1
2012-01-30,162.1
2012-01-31,169.9
2012-02-01,184.1
2012-02-02,181.7
2012-02-03,186.75
2012-02-06,196.5
2012-02-07,189.3
2012-02-08,188.1
2012-02-09,201.45
2012-02-10,193.8
2012-02-13,197.9
2012-02-14,202.1
2012-02-15,204.15
2012-02-16,213.35
2012-02-17,220.9
2012-02-21,214.0
2012-02-22,201.5
2012-02-23,198.1
2012-02-24,191.65
2012-02-27,184.35
2012-02-28,194.4
2012-02-29,199.05
2012-03-01,196.35
2012-03-02,192.35
2012-03-03,193.05
2012-03-05,186.2
2012-03-06,187.7
2012-03-07,181.1
2012-03-09,193.85
2012-03-12,201.25
2012-03-13,199.05
2012-03-14,203.4
2012-03-15,193.65
2012-03-16,188.15
2012-03-19,183.65
2012-03-20,184.75
2012-03-21,195.15
2012-03-22,184.45
2012-03-23,185.1
2012-03-26,181.25
2012-03-27,180.65
2012-03-28,171.85
2012-03-29,175.8
2012-03-30,184.55
2012-04-02,193.75
2012-04-03,194.9
2012-04-04,195.9
2012-04-09,187.75
2012-04-10,187.1
2012-04-11,185.1
2012-04-12,186.7
2012-04-13,183.85
2012-04-16,185.0
2012-04-17,192.85
2012-04-18,193.35
2012-04-19,192.3
2012-04-20,186.3
2012-04-23,185.75
2012-04-24,184.15
2012-04-25,175.45
2012-04-26,174.65
2012-04-27,168.8
2012-04-28,170.75
2012-04-30,170.15
2012-05-02,164.55
2012-05-03,159.75
2012-05-04,154.9
2012-05-07,150.1
2012-05-08,148.8
2012-05-09,146.45
2012-05-10,145.25
2012-05-11,145.55
2012-05-14,141.4
2012-05-15,146.55
2012-05-16,140.6
2012-05-17,146.25
2012-05-18,145.65
2012-05-21,148.0
2012-05-22,148.75
2012-05-23,148.35
2012-05-24,148.35
2012-05-25,149.7
2012-05-28,150.95
2012-05-29,150.1
2012-05-30,149.1
2012-05-31,148.9
2012-06-01,148.05
2012-06-04,147.15
2012-06-05,145.65
2012-06-06,150.9
2012-06-07,155.65
2012-06-08,154.4
2012-06-11,157.95
2012-06-12,161.95
2012-06-13,169.8
2012-06-14,161.95
2012-06-15,168.3
2012-06-18,160.3
2012-06-19,160.45
2012-06-20,163.25
2012-06-21,167.25
2012-06-22,166.05
2012-06-25,163.95
2012-06-26,165.0
2012-06-27,173.65
2012-06-28,172.15
2012-06-29,178.75
2012-07-02,177.65
2012-07-03,177.25
2012-07-04,180.3
2012-07-05,185.7
2012-07-06,187.1
2012-07-09,184.85
2012-07-09,184.85
2012-07-10,188.7
2012-07-11,184.95
2012-07-12,184.0
2012-07-13,185.1
2012-07-16,184.2
2012-07-17,184.65
2012-07-18,181.0
2012-07-19,178.05
2012-07-20,173.55
2012-07-23,169.05
2012-07-24,173.8
2012-07-25,175.5
2012-07-26,171.35
2012-07-27,171.9
2012-07-30,174.65
2012-07-31,173.15
2012-08-01,179.3
2012-08-02,180.6
2012-08-03,175.7
2012-08-06,181.65
2012-08-07,185.55
2012-08-08,186.1
2012-08-09,191.3
2012-08-10,182.85
2012-08-13,185.35
2012-08-14,184.85
2012-08-16,185.6
2012-08-17,187.45
2012-08-21,184.2
2012-08-22,182.05
2012-08-23,176.35
2012-08-24,170.5
2012-08-27,169.15
2012-08-28,160.45
2012-08-29,155.95
2012-08-30,156.95
2012-08-31,160.3
2012-09-03,156.3
2012-09-04,161.4
2012-09-05,156.1
2012-09-06,154.5
2012-09-07,160.6
2012-09-08,160.45
2012-09-10,163.75
2012-09-11,163.4
2012-09-12,160.45
2012-09-13,160.35
2012-09-14,166.5
2012-09-17,181.35
2012-09-18,195.45
2012-09-20,195.95
2012-09-21,194.4
2012-09-24,199.95
2012-09-25,197.75
2012-09-26,188.6
2012-09-27,189.85
2012-09-28,188.95
2012-10-01,187.6
2012-10-03,195.95
2012-10-04,196.15
2012-10-05,195.9
2012-10-08,195.5
2012-10-09,202.35
2012-10-10,200.25
2012-10-11,207.95
2012-10-12,208.05
2012-10-15,205.65
2012-10-16,196.85
2012-10-17,197.1
2012-10-18,202.05
2012-10-19,199.15
2012-10-22,195.95
2012-10-23,192.5
2012-10-25,188.35
2012-10-26,182.5
2012-10-29,184.2
2012-10-30,178.15
2012-10-31,185.35
2012-11-01,186.0
2012-11-02,189.0
2012-11-05,188.3
2012-11-06,188.65
2012-11-07,191.9
2012-11-08,190.05
2012-11-09,186.8
2012-11-12,190.4
2012-11-13,188.75
2012-11-15,186.55
2012-11-16,181.35
2012-11-19,176.3
2012-11-20,177.15
2012-11-21,182.0
2012-11-22,183.0
2012-11-23,183.05
2012-11-26,180.4
2012-11-27,182.7
2012-11-29,189.5
2012-11-30,192.45
2012-12-03,194.05
2012-12-04,193.1
2012-12-05,194.45
2012-12-06,201.25
2012-12-07,197.55
2012-12-10,202.35
2012-12-11,196.4
2012-12-12,194.85
2012-12-13,193.8
2012-12-14,191.0
2012-12-17,195.05
2012-12-18,201.1
2012-12-19,204.0
2012-12-20,204.35
2012-12-21,201.15
2012-12-24,202.3
2012-12-26,200.25
2012-12-27,198.15
2012-12-28,202.9
2012-12-31,203.7
