Date,ESCORTS
2012-01-02,67.1
2012-01-03,69.35
2012-01-04,68.0
2012-01-05,66.65
2012-01-06,66.7
2012-01-07,67.15
2012-01-09,67.85
2012-01-10,70.55
2012-01-11,73.25
2012-01-12,73.3
2012-01-13,76.35
2012-01-16,75.55
2012-01-17,78.3
2012-01-18,76.0
2012-01-19,76.35
2012-01-20,76.6
2012-01-23,77.25
2012-01-24,78.65
2012-01-25,85.1
2012-01-27,82.7
2012-01-30,78.2
2012-01-31,81.35
2012-02-01,81.55
2012-02-02,78.75
2012-02-03,78.1
2012-02-06,81.6
2012-02-07,81.8
2012-02-08,82.05
2012-02-09,84.65
2012-02-10,85.4
2012-02-13,85.4
2012-02-14,85.55
2012-02-15,87.7
2012-02-16,91.05
2012-02-17,87.6
2012-02-21,87.65
2012-02-22,82.3
2012-02-23,80.65
2012-02-24,79.45
2012-02-27,75.7
2012-02-28,78.1
2012-02-29,78.45
2012-03-01,77.9
2012-03-02,77.25
2012-03-03,77.15
2012-03-05,74.75
2012-03-06,72.15
2012-03-07,71.85
2012-03-09,73.65
2012-03-12,75.1
2012-03-13,77.1
2012-03-14,76.45
2012-03-15,73.85
2012-03-16,73.4
2012-03-19,71.45
2012-03-20,71.55
2012-03-21,73.7
2012-03-22,70.9
2012-03-23,71.65
2012-03-26,69.95
2012-03-27,69.35
2012-03-28,68.35
2012-03-29,66.3
2012-03-30,68.6
2012-04-02,72.85
2012-04-03,74.45
2012-04-04,74.5
2012-04-09,74.05
2012-04-10,76.35
2012-04-11,75.4
2012-04-12,76.25
2012-04-13,74.9
2012-04-16,75.05
2012-04-17,75.1
2012-04-18,76.7
2012-04-19,81.0
2012-04-20,81.4
2012-04-23,75.9
2012-04-24,76.15
2012-04-25,75.25
2012-04-26,73.25
2012-04-27,72.6
2012-04-28,73.5
2012-04-30,73.75
2012-05-02,74.1
2012-05-03,71.45
2012-05-04,69.8
2012-05-07,71.05
2012-05-08,69.45
2012-05-09,68.25
2012-05-10,66.6
2012-05-11,67.4
2012-05-14,66.45
2012-05-15,67.3
2012-05-16,66.15
2012-05-17,66.05
2012-05-18,65.35
2012-05-21,67.1
2012-05-22,65.35
2012-05-23,64.1
2012-05-24,64.2
2012-05-25,64.9
2012-05-28,66.55
2012-05-29,66.1
2012-05-30,63.95
2012-05-31,63.5
2012-06-01,62.85
2012-06-04,62.15
2012-06-05,62.4
2012-06-06,65.9
2012-06-07,66.2
2012-06-08,65.6
2012-06-11,65.1
2012-06-12,66.35
2012-06-13,65.85
2012-06-14,64.35
2012-06-15,64.45
2012-06-18,63.15
2012-06-19,63.45
2012-06-20,65.45
2012-06-21,66.1
2012-06-22,66.25
2012-06-25,65.9
2012-06-26,65.85
2012-06-27,67.15
2012-06-28,66.4
2012-06-29,68.55
2012-07-02,67.9
2012-07-03,69.3
2012-07-04,70.8
2012-07-05,71.05
2012-07-06,71.65
2012-07-09,69.3
2012-07-09,69.3
2012-07-10,70.5
2012-07-11,69.65
2012-07-12,68.1
2012-07-13,67.25
2012-07-16,65.65
2012-07-17,64.65
2012-07-18,65.7
2012-07-19,66.6
2012-07-20,65.9
2012-07-23,64.7
2012-07-24,64.9
2012-07-25,62.8
2012-07-26,58.4
2012-07-27,56.1
2012-07-30,58.25
2012-07-31,58.1
2012-08-01,58.65
2012-08-02,59.75
2012-08-03,58.5
2012-08-06,59.0
2012-08-07,62.6
2012-08-08,61.45
2012-08-09,60.8
2012-08-10,61.4
2012-08-13,61.45
2012-08-14,62.5
2012-08-16,62.45
2012-08-17,64.55
2012-08-21,64.9
2012-08-22,64.7
2012-08-23,64.05
2012-08-24,62.9
2012-08-27,62.55
2012-08-28,61.1
2012-08-29,60.35
2012-08-30,60.45
2012-08-31,61.15
2012-09-03,61.2
2012-09-04,62.7
2012-09-05,62.0
2012-09-06,61.0
2012-09-07,62.35
2012-09-08,62.7
2012-09-10,61.75
2012-09-11,60.85
2012-09-12,60.6
2012-09-13,60.4
2012-09-14,60.8
2012-09-17,63.0
2012-09-18,62.7
2012-09-20,62.05
2012-09-21,63.3
2012-09-24,63.85
2012-09-25,63.05
2012-09-26,63.55
2012-09-27,62.7
2012-09-28,63.95
2012-10-01,64.6
2012-10-03,66.45
2012-10-04,66.75
2012-10-05,68.8
2012-10-08,69.4
2012-10-09,68.7
2012-10-10,66.25
2012-10-11,67.25
2012-10-12,67.9
2012-10-15,68.45
2012-10-16,67.85
2012-10-17,67.8
2012-10-18,68.55
2012-10-19,67.9
2012-10-22,67.45
2012-10-23,67.25
2012-10-25,66.95
2012-10-26,65.9
2012-10-29,64.45
2012-10-30,62.95
2012-10-31,65.8
2012-11-01,65.15
2012-11-02,65.65
2012-11-05,64.55
2012-11-06,64.0
2012-11-07,64.7
2012-11-08,64.9
2012-11-09,64.3
2012-11-12,63.35
2012-11-13,64.0
2012-11-15,63.4
2012-11-16,62.7
2012-11-19,61.4
2012-11-20,60.6
2012-11-21,60.65
2012-11-22,60.95
2012-11-23,61.2
2012-11-26,62.05
2012-11-27,62.4
2012-11-29,66.45
2012-11-30,66.45
2012-12-03,68.6
2012-12-04,68.05
2012-12-05,66.65
2012-12-06,66.85
2012-12-07,66.25
2012-12-10,66.8
2012-12-11,66.9
2012-12-12,66.75
2012-12-13,65.4
2012-12-14,65.8
2012-12-17,66.05
2012-12-18,66.5
2012-12-19,66.35
2012-12-20,68.4
2012-12-21,69.15
2012-12-24,71.85
2012-12-26,71.55
2012-12-27,70.3
2012-12-28,73.15
2012-12-31,73.95
