Date,GSPL
2012-01-02,77.1
2012-01-03,78.4
2012-01-04,78.95
2012-01-05,75.45
2012-01-06,73.75
2012-01-07,74.25
2012-01-09,75.9
2012-01-10,75.95
2012-01-11,75.65
2012-01-12,75.55
2012-01-13,78.65
2012-01-16,78.5
2012-01-17,81.25
2012-01-18,82.0
2012-01-19,81.3
2012-01-20,81.05
2012-01-23,79.5
2012-01-24,81.05
2012-01-25,82.15
2012-01-27,84.15
2012-01-30,80.05
2012-01-31,83.35
2012-02-01,86.6
2012-02-02,85.85
2012-02-03,87.55
2012-02-06,86.25
2012-02-07,84.45
2012-02-08,83.95
2012-02-09,84.25
2012-02-10,82.9
2012-02-13,85.15
2012-02-14,86.05
2012-02-15,86.35
2012-02-16,84.15
2012-02-17,83.4
2012-02-21,80.65
2012-02-22,75.65
2012-02-23,74.3
2012-02-24,74.45
2012-02-27,73.05
2012-02-28,76.0
2012-02-29,77.35
2012-03-01,76.2
2012-03-02,74.9
2012-03-03,75.3
2012-03-05,76.05
2012-03-06,76.65
2012-03-07,77.85
2012-03-09,79.05
2012-03-12,78.85
2012-03-13,78.45
2012-03-14,78.95
2012-03-15,79.05
2012-03-16,77.65
2012-03-19,76.35
2012-03-20,75.75
2012-03-21,77.3
2012-03-22,75.05
2012-03-23,77.2
2012-03-26,77.0
2012-03-27,75.05
2012-03-28,75.2
2012-03-29,75.25
2012-03-30,76.5
2012-04-02,78.45
2012-04-03,78.45
2012-04-04,78.35
2012-04-09,76.7
2012-04-10,70.95
2012-04-11,69.45
2012-04-12,71.05
2012-04-13,70.1
2012-04-16,67.95
2012-04-17,68.1
2012-04-18,70.1
2012-04-19,70.1
2012-04-20,70.3
2012-04-23,68.25
2012-04-24,68.05
2012-04-25,65.95
2012-04-26,66.25
2012-04-27,66.0
2012-04-28,66.4
2012-04-30,65.95
2012-05-02,67.0
2012-05-03,67.05
2012-05-04,65.55
2012-05-07,66.2
2012-05-08,66.15
2012-05-09,64.85
2012-05-10,66.35
2012-05-11,65.9
2012-05-14,64.0
2012-05-15,63.95
2012-05-16,63.15
2012-05-17,63.85
2012-05-18,63.95
2012-05-21,63.7
2012-05-22,63.0
2012-05-23,62.4
2012-05-24,62.5
2012-05-25,62.9
2012-05-28,63.9
2012-05-29,64.55
2012-05-30,63.4
2012-05-31,63.25
2012-06-01,70.65
2012-06-04,69.45
2012-06-05,67.05
2012-06-06,66.85
2012-06-07,65.95
2012-06-08,65.75
2012-06-11,65.9
2012-06-12,64.8
2012-06-13,65.45
2012-06-14,64.75
2012-06-15,64.15
2012-06-18,63.6
2012-06-19,63.65
2012-06-20,64.2
2012-06-21,64.75
2012-06-22,64.45
2012-06-25,66.4
2012-06-26,68.45
2012-06-27,67.85
2012-06-28,66.8
2012-06-29,70.0
2012-07-02,70.4
2012-07-03,70.55
2012-07-04,71.85
2012-07-05,73.45
2012-07-06,72.75
2012-07-09,71.15
2012-07-09,71.15
2012-07-10,72.1
2012-07-11,71.8
2012-07-12,71.3
2012-07-13,69.7
2012-07-16,69.35
2012-07-17,68.3
2012-07-18,68.9
2012-07-19,67.95
2012-07-20,68.25
2012-07-23,68.0
2012-07-24,68.0
2012-07-25,68.05
2012-07-26,68.3
2012-07-27,67.9
2012-07-30,70.4
2012-07-31,70.6
2012-08-01,71.0
2012-08-02,71.75
2012-08-03,71.5
2012-08-06,74.6
2012-08-07,73.35
2012-08-08,71.35
2012-08-09,71.55
2012-08-10,72.0
2012-08-13,72.3
2012-08-14,72.3
2012-08-16,71.35
2012-08-17,71.25
2012-08-21,73.0
2012-08-22,74.0
2012-08-23,77.1
2012-08-24,78.95
2012-08-27,76.9
2012-08-28,80.3
2012-08-29,80.0
2012-08-30,80.1
2012-08-31,78.4
2012-09-03,78.15
2012-09-04,78.65
2012-09-05,78.2
2012-09-06,74.65
2012-09-07,75.5
2012-09-08,75.65
2012-09-10,75.8
2012-09-11,74.95
2012-09-12,77.8
2012-09-13,78.45
2012-09-14,76.55
2012-09-17,75.85
2012-09-18,75.3
2012-09-20,77.0
2012-09-21,77.35
2012-09-24,77.9
2012-09-25,78.0
2012-09-26,79.4
2012-09-27,79.25
2012-09-28,80.7
2012-10-01,80.9
2012-10-03,81.0
2012-10-04,83.05
2012-10-05,82.0
2012-10-08,81.95
2012-10-09,81.5
2012-10-10,82.55
2012-10-11,81.7
2012-10-12,79.9
2012-10-15,80.85
2012-10-16,82.05
2012-10-17,81.55
2012-10-18,80.5
2012-10-19,79.0
2012-10-22,78.05
2012-10-23,77.05
2012-10-25,74.55
2012-10-26,76.35
2012-10-29,75.7
2012-10-30,74.9
2012-10-31,75.45
2012-11-01,75.45
2012-11-02,74.9
2012-11-05,75.2
2012-11-06,75.35
2012-11-07,74.65
2012-11-08,76.15
2012-11-09,74.6
2012-11-12,74.35
2012-11-13,74.6
2012-11-15,72.4
2012-11-16,72.45
2012-11-19,71.1
2012-11-20,71.0
2012-11-21,72.2
2012-11-22,72.3
2012-11-23,71.9
2012-11-26,71.0
2012-11-27,72.3
2012-11-29,72.15
2012-11-30,73.6
2012-12-03,75.35
2012-12-04,76.1
2012-12-05,75.55
2012-12-06,76.1
2012-12-07,77.25
2012-12-10,77.65
2012-12-11,74.25
2012-12-12,74.85
2012-12-13,72.75
2012-12-14,74.0
2012-12-17,73.8
2012-12-18,75.0
2012-12-19,77.7
2012-12-20,75.8
2012-12-21,74.25
2012-12-24,75.5
2012-12-26,75.7
2012-12-27,75.75
2012-12-28,77.65
2012-12-31,76.75
