Date,HONAUT
2012-01-02,1706.4
2012-01-03,1749.9
2012-01-04,1729.1
2012-01-05,1708.45
2012-01-06,1699.95
2012-01-07,1743.4
2012-01-09,1731.55
2012-01-10,1799.35
2012-01-11,1810.9
2012-01-12,1798.35
2012-01-13,1860.6
2012-01-16,1878.55
2012-01-17,1907.75
2012-01-18,1980.0
2012-01-19,2005.9
2012-01-20,2066.85
2012-01-23,2155.25
2012-01-24,2189.2
2012-01-25,2167.8
2012-01-27,2218.35
2012-01-30,2332.0
2012-01-31,2323.5
2012-02-01,2300.9
2012-02-02,2417.85
2012-02-03,2384.15
2012-02-06,2376.6
2012-02-07,2340.85
2012-02-08,2314.05
2012-02-09,2310.2
2012-02-10,2514.5
2012-02-13,2586.2
2012-02-14,2665.35
2012-02-15,2632.75
2012-02-16,2623.55
2012-02-17,2569.45
2012-02-21,2530.9
2012-02-22,2464.2
2012-02-23,2522.25
2012-02-24,2820.85
2012-02-27,2646.7
2012-02-28,2797.55
2012-02-29,2793.4
2012-03-01,2797.4
2012-03-02,2873.5
2012-03-03,2990.45
2012-03-05,3089.65
2012-03-06,3073.3
2012-03-07,2936.95
2012-03-09,2964.55
2012-03-12,2949.0
2012-03-13,2942.9
2012-03-14,2931.6
2012-03-15,2851.85
2012-03-16,2820.25
2012-03-19,2802.05
2012-03-20,2801.9
2012-03-21,2810.7
2012-03-22,2768.7
2012-03-23,2758.5
2012-03-26,2689.1
2012-03-27,2825.25
2012-03-28,2732.55
2012-03-29,2764.5
2012-03-30,2825.05
2012-04-02,2838.25
2012-04-03,2812.35
2012-04-04,2779.5
2012-04-09,2767.15
2012-04-10,2915.6
2012-04-11,2937.05
2012-04-12,3008.95
2012-04-13,3000.45
2012-04-16,3016.4
2012-04-17,3002.3
2012-04-18,2989.45
2012-04-19,3262.25
2012-04-20,3001.95
2012-04-23,2841.15
2012-04-24,2880.25
2012-04-25,2849.0
2012-04-26,2767.55
2012-04-27,2736.4
2012-04-28,2731.05
2012-04-30,2746.2
2012-05-02,2718.2
2012-05-03,2690.4
2012-05-04,2575.5
2012-05-07,2531.5
2012-05-08,2516.9
2012-05-09,2507.95
2012-05-10,2473.3
2012-05-11,2471.7
2012-05-14,2383.9
2012-05-15,2401.05
2012-05-16,2434.35
2012-05-17,2463.7
2012-05-18,2463.75
2012-05-21,2456.65
2012-05-22,2499.45
