Date,ZICOM
2012-01-02,26.4
2012-01-03,26.9
2012-01-04,27.2
2012-01-05,27.25
2012-01-06,27.15
2012-01-07,27.05
2012-01-09,28.2
2012-01-10,29.75
2012-01-11,30.7
2012-01-12,32.5
2012-01-13,32.55
2012-01-16,32.05
2012-01-17,34.15
2012-01-18,34.1
2012-01-19,33.5
2012-01-20,33.3
2012-01-23,34.2
2012-01-24,34.25
2012-01-25,36.5
2012-01-27,36.3
2012-01-30,36.45
2012-01-31,37.15
2012-02-01,36.95
2012-02-02,37.05
2012-02-03,36.75
2012-02-06,37.85
2012-02-07,36.95
2012-02-08,37.25
2012-02-09,40.0
2012-02-10,41.8
2012-02-13,40.9
2012-02-14,41.05
2012-02-15,41.0
2012-02-16,43.6
2012-02-17,43.35
2012-02-21,43.05
2012-02-22,41.85
2012-02-23,41.0
2012-02-24,40.5
2012-02-27,40.85
2012-02-28,41.7
2012-02-29,41.15
2012-03-01,41.25
2012-03-02,42.5
2012-03-03,42.2
2012-03-05,41.25
2012-03-06,41.1
2012-03-07,40.25
2012-03-09,41.15
2012-03-12,40.6
2012-03-13,40.85
2012-03-14,41.8
2012-03-15,40.7
2012-03-16,40.1
2012-03-19,39.25
2012-03-20,39.2
2012-03-21,38.5
2012-03-22,38.75
2012-03-23,38.15
2012-03-26,37.3
2012-03-27,37.5
2012-03-28,37.45
2012-03-29,38.0
2012-03-30,38.95
2012-04-02,39.1
2012-04-03,38.55
2012-04-04,39.9
2012-04-09,41.0
2012-04-10,41.7
2012-04-11,41.45
2012-04-12,41.75
2012-04-13,41.85
2012-04-16,42.55
2012-04-17,42.35
2012-04-18,42.5
2012-04-19,42.85
2012-04-20,43.0
2012-04-23,43.05
2012-04-24,41.5
2012-04-25,41.0
2012-04-26,41.5
2012-04-27,40.35
2012-04-28,41.0
2012-04-30,39.7
2012-05-02,39.55
2012-05-03,39.9
2012-05-04,39.5
2012-05-07,40.1
2012-05-08,39.55
2012-05-09,39.4
2012-05-10,38.85
2012-05-11,38.65
2012-05-14,39.8
2012-05-15,39.85
2012-05-16,40.8
2012-05-17,42.3
2012-05-18,43.85
2012-05-21,44.2
2012-05-22,42.7
2012-05-23,41.75
2012-05-24,41.65
2012-05-25,43.05
2012-05-28,42.9
2012-05-29,42.1
2012-05-30,40.0
2012-05-31,40.85
2012-06-01,42.05
2012-06-04,43.15
2012-06-05,42.7
2012-06-06,42.0
2012-06-07,43.0
2012-06-08,42.5
2012-06-11,42.55
2012-06-12,42.5
2012-06-13,42.25
2012-06-14,42.85
2012-06-15,43.0
2012-06-18,42.55
2012-06-19,42.55
2012-06-20,42.2
2012-06-21,42.85
2012-06-22,44.3
2012-06-25,43.7
2012-06-26,43.05
2012-06-27,42.7
2012-06-28,42.7
2012-06-29,46.05
2012-07-02,50.9
2012-07-03,51.1
2012-07-04,51.25
2012-07-05,53.4
2012-07-06,53.15
2012-07-09,52.85
2012-07-10,52.65
2012-07-11,53.05
2012-07-12,51.9
2012-07-13,55.5
2012-07-16,54.5
2012-07-17,52.85
2012-07-18,52.5
2012-07-19,52.75
2012-07-20,51.35
2012-07-23,51.0
2012-07-24,51.05
2012-07-25,50.65
2012-07-26,51.25
2012-07-27,51.5
2012-07-30,54.35
2012-07-31,55.6
2012-08-01,56.0
2012-08-02,58.5
2012-08-03,58.35
2012-08-06,59.45
2012-08-07,61.55
2012-08-08,61.45
2012-08-09,64.3
2012-08-10,63.2
2012-08-13,62.0
2012-08-14,61.9
2012-08-16,65.85
2012-08-17,68.2
2012-08-21,67.55
2012-08-22,67.55
2012-08-23,67.35
2012-08-24,66.6
2012-08-27,66.05
2012-08-28,63.4
2012-08-29,63.0
2012-08-30,62.7
2012-08-31,62.3
2012-09-03,63.55
2012-09-04,64.25
2012-09-05,64.5
2012-09-06,64.6
2012-09-07,65.2
2012-09-08,65.3
2012-09-10,67.1
2012-09-11,68.55
2012-09-12,71.75
2012-09-13,69.3
2012-09-14,71.95
2012-09-17,74.25
2012-09-18,72.85
2012-09-20,75.25
2012-09-21,78.8
2012-09-24,79.85
2012-09-25,78.25
2012-09-26,77.6
2012-09-27,77.95
2012-09-28,76.75
2012-10-01,72.6
2012-10-03,73.65
2012-10-04,73.25
2012-10-05,73.85
2012-10-08,71.6
2012-10-09,71.5
2012-10-10,70.75
2012-10-11,71.2
2012-10-12,70.6
2012-10-15,69.75
2012-10-16,70.5
2012-10-17,70.25
2012-10-18,71.0
2012-10-19,71.2
2012-10-22,71.2
2012-10-23,71.05
2012-10-25,72.5
2012-10-26,76.2
2012-10-29,78.95
2012-10-30,79.5
2012-10-31,79.1
2012-11-01,78.05
2012-11-02,80.2
2012-11-05,79.9
2012-11-06,79.3
2012-11-07,79.95
2012-11-08,80.95
2012-11-09,81.5
2012-11-12,82.0
2012-11-13,82.75
2012-11-15,81.4
2012-11-16,83.1
2012-11-19,82.6
2012-11-20,82.95
2012-11-21,84.9
2012-11-22,86.95
2012-11-23,91.85
2012-11-26,89.35
2012-11-27,92.05
2012-11-29,91.55
2012-11-30,91.2
2012-12-03,96.3
2012-12-04,97.35
2012-12-05,98.1
2012-12-06,96.65
2012-12-07,97.45
2012-12-10,98.2
2012-12-11,97.0
2012-12-12,97.6
2012-12-13,96.1
2012-12-14,96.05
2012-12-17,96.6
2012-12-18,95.8
2012-12-19,92.25
2012-12-20,91.7
2012-12-21,89.35
2012-12-24,91.6
2012-12-26,90.65
2012-12-27,89.0
2012-12-28,91.0
2012-12-31,92.75
