Date,ACC
2012-01-02,1138.85
2012-01-03,1143.7
2012-01-04,1104.3
2012-01-05,1112.65
2012-01-06,1103.1
2012-01-07,1101.8
2012-01-09,1099.65
2012-01-10,1116.05
2012-01-11,1116.6
2012-01-12,1120.2
2012-01-13,1124.45
2012-01-16,1112.85
2012-01-17,1139.35
2012-01-18,1130.15
2012-01-19,1151.35
2012-01-20,1150.05
2012-01-23,1165.5
2012-01-24,1176.75
2012-01-25,1173.8
2012-01-27,1191.7
2012-01-30,1170.25
2012-01-31,1193.2
2012-02-01,1202.0
2012-02-02,1248.85
2012-02-03,1267.25
2012-02-06,1334.2
2012-02-07,1358.9
2012-02-08,1384.6
2012-02-09,1389.3
2012-02-10,1347.0
2012-02-13,1355.35
2012-02-14,1339.2
2012-02-15,1369.8
2012-02-16,1345.4
2012-02-17,1366.45
2012-02-21,1370.75
2012-02-22,1325.3
2012-02-23,1299.3
2012-02-24,1267.8
2012-02-27,1258.1
2012-02-28,1288.65
2012-02-29,1306.05
2012-03-01,1322.05
2012-03-02,1338.45
2012-03-03,1323.55
2012-03-05,1299.65
2012-03-06,1292.7
2012-03-07,1304.35
2012-03-09,1318.75
2012-03-12,1321.2
2012-03-13,1339.0
2012-03-14,1354.8
2012-03-15,1343.85
2012-03-16,1339.9
2012-03-19,1354.95
2012-03-20,1359.35
2012-03-21,1390.75
2012-03-22,1344.5
2012-03-23,1372.05
2012-03-26,1330.3
2012-03-27,1324.3
2012-03-28,1324.0
2012-03-29,1322.3
2012-03-30,1359.45
2012-04-02,1342.0
2012-04-03,1364.25
2012-04-04,1344.7
2012-04-09,1312.1
2012-04-10,1300.05
2012-04-11,1236.5
2012-04-12,1279.55
2012-04-13,1258.75
2012-04-16,1237.75
2012-04-17,1254.7
2012-04-18,1297.2
2012-04-19,1247.6
2012-04-20,1226.9
2012-04-23,1243.45
2012-04-24,1214.1
2012-04-25,1194.7
2012-04-26,1218.85
2012-04-27,1195.05
2012-04-28,1205.3
2012-04-30,1237.15
2012-05-02,1212.85
2012-05-03,1206.85
2012-05-04,1208.45
2012-05-07,1235.0
2012-05-08,1221.85
2012-05-09,1201.9
2012-05-10,1199.05
2012-05-11,1165.95
2012-05-14,1173.3
2012-05-15,1174.35
2012-05-16,1172.45
2012-05-17,1170.9
2012-05-18,1159.9
2012-05-21,1145.1
2012-05-22,1130.2
2012-05-23,1130.45
2012-05-24,1155.5
2012-05-25,1144.2
2012-05-28,1163.95
2012-05-29,1137.95
2012-05-30,1162.5
2012-05-31,1140.95
2012-06-01,1126.85
2012-06-04,1125.35
2012-06-05,1129.7
2012-06-06,1158.65
2012-06-07,1154.6
2012-06-08,1147.6
2012-06-11,1149.4
2012-06-12,1188.0
2012-06-13,1180.1
2012-06-14,1189.95
2012-06-15,1223.25
2012-06-18,1225.55
2012-06-19,1227.95
2012-06-20,1271.2
2012-06-21,1253.7
2012-06-22,1215.05
2012-06-25,1208.95
2012-06-26,1220.55
2012-06-27,1204.4
2012-06-28,1223.4
2012-06-29,1268.05
2012-07-02,1311.65
2012-07-03,1295.4
2012-07-04,1287.65
2012-07-05,1296.75
2012-07-06,1296.1
2012-07-09,1280.4
2012-07-09,1280.4
2012-07-10,1271.95
2012-07-11,1264.4
2012-07-12,1263.75
2012-07-13,1263.95
2012-07-16,1258.35
2012-07-17,1257.8
2012-07-18,1266.95
2012-07-19,1262.85
2012-07-20,1259.3
2012-07-23,1253.4
2012-07-24,1269.65
2012-07-25,1276.2
2012-07-26,1260.85
2012-07-27,1293.75
2012-07-30,1297.85
2012-07-31,1324.2
2012-08-01,1323.4
2012-08-02,1317.55
2012-08-03,1308.7
2012-08-06,1317.95
2012-08-07,1335.0
2012-08-08,1341.0
2012-08-09,1338.85
2012-08-10,1342.05
2012-08-13,1360.25
2012-08-14,1354.7
2012-08-16,1338.45
2012-08-17,1326.35
2012-08-21,1357.85
2012-08-22,1361.05
2012-08-23,1346.75
2012-08-24,1338.35
2012-08-27,1346.7
2012-08-28,1335.45
2012-08-29,1337.8
2012-08-30,1326.85
2012-08-31,1308.5
2012-09-03,1308.6
2012-09-04,1302.85
2012-09-05,1301.55
2012-09-06,1335.7
2012-09-07,1341.15
2012-09-08,1342.2
2012-09-10,1336.6
2012-09-11,1351.1
2012-09-12,1356.75
2012-09-13,1343.5
2012-09-14,1385.75
2012-09-17,1371.2
2012-09-18,1368.75
2012-09-20,1358.35
2012-09-21,1379.5
2012-09-24,1367.85
2012-09-25,1376.6
2012-09-26,1428.3
2012-09-27,1447.75
2012-09-28,1470.05
2012-10-01,1458.0
2012-10-03,1463.85
2012-10-04,1480.7
2012-10-05,1457.65
2012-10-08,1431.8
2012-10-09,1429.75
2012-10-10,1425.1
2012-10-11,1442.55
2012-10-12,1498.05
2012-10-15,1489.2
2012-10-16,1445.7
2012-10-17,1427.65
2012-10-18,1416.15
2012-10-19,1407.85
2012-10-22,1418.65
2012-10-23,1404.3
2012-10-25,1401.3
2012-10-26,1404.3
2012-10-29,1414.75
2012-10-30,1378.4
2012-10-31,1379.05
2012-11-01,1395.1
2012-11-02,1408.4
2012-11-05,1436.55
2012-11-06,1473.4
2012-11-07,1472.7
2012-11-08,1473.4
2012-11-09,1453.25
2012-11-12,1434.45
2012-11-13,1423.8
2012-11-15,1404.4
2012-11-16,1378.1
2012-11-19,1382.65
2012-11-20,1378.9
2012-11-21,1384.3
2012-11-22,1391.65
2012-11-23,1381.3
2012-11-26,1382.8
2012-11-27,1390.5
2012-11-29,1396.1
2012-11-30,1383.9
2012-12-03,1435.9
2012-12-04,1426.65
2012-12-05,1431.95
2012-12-06,1418.35
2012-12-07,1414.8
2012-12-10,1413.5
2012-12-11,1427.9
2012-12-12,1421.05
2012-12-13,1396.05
2012-12-14,1404.35
2012-12-17,1414.65
2012-12-18,1410.65
2012-12-19,1415.05
2012-12-20,1402.5
2012-12-21,1397.3
2012-12-24,1410.85
2012-12-26,1415.25
2012-12-27,1402.9
2012-12-28,1409.45
2012-12-31,1432.2
