Date,CCL
2012-01-02,118.4
2012-01-03,122.55
2012-01-04,125.7
2012-01-05,134.55
2012-01-06,130.25
2012-01-07,131.2
2012-01-09,131.75
2012-01-10,133.5
2012-01-11,133.15
2012-01-12,136.9
2012-01-13,141.35
2012-01-16,140.6
2012-01-17,140.6
2012-01-18,139.85
2012-01-19,137.55
2012-01-20,135.4
2012-01-23,135.4
2012-01-24,136.8
2012-01-25,140.85
2012-01-27,141.05
2012-01-30,136.3
2012-01-31,142.2
2012-02-01,146.7
2012-02-02,146.35
2012-02-03,158.1
2012-02-06,155.75
2012-02-07,149.65
2012-02-08,153.7
2012-02-09,157.1
2012-02-10,152.65
2012-02-13,153.2
2012-02-14,151.7
2012-02-15,150.95
2012-02-16,152.15
2012-02-17,159.5
2012-02-21,171.85
2012-02-22,160.65
2012-02-23,160.85
2012-02-24,155.0
2012-02-27,147.4
2012-02-28,153.8
2012-02-29,155.2
2012-03-01,154.25
2012-03-02,155.5
2012-03-03,156.45
2012-03-05,150.85
2012-03-06,145.65
2012-03-07,142.5
2012-03-09,145.6
2012-03-12,145.25
2012-03-13,145.2
2012-03-14,145.2
2012-03-15,141.5
2012-03-16,138.45
2012-03-19,138.5
2012-03-20,139.2
2012-03-21,140.8
2012-03-22,137.35
2012-03-23,138.2
2012-03-26,137.7
2012-03-27,134.75
2012-03-28,129.75
2012-03-29,132.55
2012-03-30,135.1
2012-04-02,144.6
2012-04-03,150.95
2012-04-04,159.75
2012-04-09,156.8
2012-04-10,154.85
2012-04-11,155.55
2012-04-12,158.0
2012-04-13,157.95
2012-04-16,156.5
2012-04-17,167.75
2012-04-18,174.25
2012-04-19,176.4
2012-04-20,175.05
2012-04-23,177.8
2012-04-24,180.6
2012-04-25,178.4
2012-04-26,179.8
2012-04-27,178.8
2012-04-28,179.35
2012-04-30,183.05
2012-05-02,184.3
2012-05-03,185.15
2012-05-04,179.95
2012-05-07,179.1
2012-05-08,179.85
2012-05-09,182.55
2012-05-10,185.0
2012-05-11,183.95
2012-05-14,184.95
2012-05-15,191.85
2012-05-16,187.4
2012-05-17,189.0
2012-05-18,183.4
2012-05-21,179.85
2012-05-22,179.7
2012-05-23,180.55
2012-05-24,182.45
2012-05-25,185.8
2012-05-28,196.2
2012-05-29,196.1
2012-05-30,197.9
2012-05-31,194.75
2012-06-01,195.15
2012-06-04,195.75
2012-06-05,196.3
2012-06-06,200.15
2012-06-07,202.95
2012-06-08,213.3
2012-06-11,216.1
2012-06-12,223.3
2012-06-13,222.3
2012-06-14,224.55
2012-06-15,224.75
2012-06-18,220.65
2012-06-19,220.1
2012-06-20,228.25
2012-06-21,241.75
2012-06-22,239.25
2012-06-25,230.9
2012-06-26,231.85
2012-06-27,229.2
2012-06-28,229.75
2012-06-29,232.85
2012-07-02,237.85
2012-07-03,245.1
2012-07-04,259.7
2012-07-05,268.75
2012-07-06,258.3
2012-07-09,261.1
2012-07-09,261.1
2012-07-10,265.25
2012-07-11,260.5
2012-07-12,256.2
2012-07-13,256.4
2012-07-16,252.05
2012-07-17,254.4
2012-07-18,257.8
2012-07-19,257.65
2012-07-20,255.45
2012-07-23,257.95
2012-07-24,259.35
2012-07-25,259.3
2012-07-26,254.1
2012-07-27,244.8
2012-07-30,255.55
2012-07-31,252.9
2012-08-01,254.75
2012-08-02,252.2
2012-08-03,251.65
2012-08-06,258.1
2012-08-07,263.65
2012-08-08,264.95
2012-08-09,264.05
2012-08-10,265.55
2012-08-13,246.15
2012-08-14,242.15
2012-08-16,245.25
2012-08-17,242.7
2012-08-21,246.6
2012-08-22,257.4
2012-08-23,267.35
2012-08-24,266.3
2012-08-27,261.35
2012-08-28,254.65
2012-08-29,254.6
2012-08-30,260.55
2012-08-31,257.45
2012-09-03,257.45
2012-09-04,256.1
2012-09-05,253.9
2012-09-06,254.75
2012-09-07,252.4
2012-09-08,254.2
2012-09-10,263.2
2012-09-11,262.05
2012-09-12,263.65
2012-09-13,266.75
2012-09-14,269.25
2012-09-17,262.9
2012-09-18,261.85
2012-09-20,259.25
2012-09-21,261.5
2012-09-24,263.45
2012-09-25,266.1
2012-09-26,274.05
2012-09-27,283.25
2012-09-28,284.9
2012-10-01,294.05
2012-10-03,310.0
2012-10-04,303.3
2012-10-05,310.5
2012-10-08,310.2
2012-10-09,308.1
2012-10-10,302.9
2012-10-11,312.0
2012-10-12,309.45
2012-10-15,306.8
2012-10-16,298.25
2012-10-17,294.9
2012-10-18,294.15
2012-10-19,291.05
2012-10-22,291.6
2012-10-23,301.6
2012-10-25,298.95
2012-10-26,296.65
2012-10-29,300.25
2012-10-30,296.3
2012-10-31,297.15
2012-11-01,298.25
2012-11-02,297.6
2012-11-05,293.3
2012-11-06,292.6
2012-11-07,306.2
2012-11-08,319.9
2012-11-09,308.25
2012-11-12,313.3
2012-11-13,315.3
2012-11-15,360.3
2012-11-16,335.1
2012-11-19,324.45
2012-11-20,333.7
2012-11-21,324.15
2012-11-22,323.85
2012-11-23,316.85
2012-11-26,320.35
2012-11-27,320.1
2012-11-29,329.8
2012-11-30,332.1
2012-12-03,336.75
2012-12-04,337.05
2012-12-05,335.85
2012-12-06,338.7
2012-12-07,337.2
2012-12-10,329.2
2012-12-11,324.0
2012-12-12,319.25
2012-12-13,322.0
2012-12-14,319.85
2012-12-17,325.95
2012-12-18,324.0
2012-12-19,333.75
2012-12-20,334.65
2012-12-21,323.6
2012-12-24,325.1
2012-12-26,331.0
2012-12-27,324.95
2012-12-28,324.6
2012-12-31,328.1
