Date,A2ZINFRA
2012-01-02,89.15
2012-01-03,89.7
2012-01-04,88.35
2012-01-05,87.6
2012-01-06,87.7
2012-01-07,88.3
2012-01-09,89.5
2012-01-10,92.2
2012-01-11,110.6
2012-01-12,108.2
2012-01-13,106.2
2012-01-16,105.8
2012-01-17,107.35
2012-01-18,110.15
2012-01-19,109.35
2012-01-20,108.85
2012-01-23,108.5
2012-01-24,106.9
2012-01-25,108.6
2012-01-27,127.5
2012-01-30,124.5
2012-01-31,129.85
2012-02-01,129.35
2012-02-02,128.35
2012-02-03,127.8
2012-02-06,133.7
2012-02-07,125.65
2012-02-08,125.6
2012-02-09,129.75
2012-02-10,128.6
2012-02-13,129.2
2012-02-14,136.05
2012-02-15,137.15
2012-02-16,135.45
2012-02-17,137.25
2012-02-21,141.25
2012-02-22,133.2
2012-02-23,128.2
2012-02-24,123.7
2012-02-27,114.0
2012-02-28,120.55
2012-02-29,121.05
2012-03-01,120.6
2012-03-02,120.75
2012-03-03,120.25
2012-03-05,117.65
2012-03-06,113.85
2012-03-07,111.9
2012-03-09,114.55
2012-03-12,116.45
2012-03-13,119.65
2012-03-14,117.7
2012-03-15,115.35
2012-03-16,116.05
2012-03-19,112.7
2012-03-20,112.65
2012-03-21,118.8
2012-03-22,113.95
2012-03-23,114.05
2012-03-26,111.7
2012-03-27,111.35
2012-03-28,111.35
2012-03-29,111.6
2012-03-30,112.85
2012-04-02,116.75
2012-04-03,125.95
2012-04-04,122.55
2012-04-09,118.05
2012-04-10,118.85
2012-04-11,115.95
2012-04-12,114.5
2012-04-13,112.55
2012-04-16,112.95
2012-04-17,115.2
2012-04-18,114.65
2012-04-19,113.3
2012-04-20,110.9
2012-04-23,108.2
2012-04-24,104.95
2012-04-25,100.2
2012-04-26,98.45
2012-04-27,97.35
2012-04-28,97.7
2012-04-30,99.35
2012-05-02,101.15
2012-05-03,97.85
2012-05-04,92.1
2012-05-07,92.95
2012-05-08,89.7
2012-05-09,87.35
2012-05-10,84.3
2012-05-11,101.15
2012-05-14,96.75
2012-05-15,103.25
2012-05-16,101.85
2012-05-17,100.15
2012-05-18,97.6
2012-05-21,100.55
2012-05-22,100.8
2012-05-23,106.75
2012-05-24,104.9
2012-05-25,105.0
2012-05-28,105.9
2012-05-29,104.25
2012-05-30,102.05
2012-05-31,99.05
2012-06-01,96.4
2012-06-04,98.45
2012-06-05,98.65
2012-06-06,101.15
2012-06-07,103.3
2012-06-08,103.0
2012-06-11,103.2
2012-06-12,102.8
2012-06-13,106.0
2012-06-14,102.6
2012-06-15,103.6
2012-06-18,101.75
2012-06-19,102.25
2012-06-20,102.8
2012-06-21,103.8
2012-06-22,106.9
2012-06-25,105.35
2012-06-26,105.1
2012-06-27,105.25
2012-06-28,104.8
2012-06-29,108.65
2012-07-02,113.8
2012-07-03,112.85
2012-07-04,114.35
2012-07-05,113.15
2012-07-06,108.6
2012-07-09,102.9
2012-07-09,102.9
2012-07-10,105.5
2012-07-11,103.8
2012-07-12,102.5
2012-07-13,99.1
2012-07-16,96.6
2012-07-17,94.75
2012-07-18,94.3
2012-07-19,93.5
2012-07-20,91.7
2012-07-23,88.35
2012-07-24,87.35
2012-07-25,83.9
2012-07-26,77.65
2012-07-27,73.65
2012-07-30,77.95
2012-07-31,76.05
2012-08-01,78.9
2012-08-02,88.25
2012-08-03,87.0
2012-08-06,86.45
2012-08-07,84.75
2012-08-08,81.1
2012-08-09,80.65
2012-08-10,77.55
2012-08-13,79.35
2012-08-14,78.85
2012-08-16,78.1
2012-08-17,80.55
2012-08-21,79.4
2012-08-22,79.0
2012-08-23,76.8
2012-08-24,73.25
2012-08-27,68.7
2012-08-28,61.95
2012-08-29,58.7
2012-08-30,58.7
2012-08-31,56.35
2012-09-03,59.45
2012-09-04,60.35
2012-09-05,57.85
2012-09-06,58.65
2012-09-07,59.15
2012-09-08,59.25
2012-09-10,62.4
2012-09-11,61.7
2012-09-12,60.35
2012-09-13,59.45
2012-09-14,59.8
2012-09-17,64.95
2012-09-18,66.0
2012-09-20,63.6
2012-09-21,66.3
2012-09-24,70.05
2012-09-25,70.85
2012-09-26,69.15
2012-09-27,70.25
2012-09-28,70.25
2012-10-01,76.9
2012-10-03,76.2
2012-10-04,75.45
2012-10-05,71.55
2012-10-08,72.1
2012-10-09,74.3
2012-10-10,71.35
2012-10-11,72.8
2012-10-12,71.2
2012-10-15,71.2
2012-10-16,65.65
2012-10-17,65.55
2012-10-18,66.25
2012-10-19,63.7
2012-10-22,63.6
2012-10-23,63.3
2012-10-25,62.15
2012-10-26,60.05
2012-10-29,60.6
2012-10-30,58.95
2012-10-31,58.75
2012-11-01,59.95
2012-11-02,61.75
2012-11-05,60.5
2012-11-06,59.95
2012-11-07,63.1
2012-11-08,61.5
2012-11-09,60.45
2012-11-12,60.35
2012-11-13,60.45
2012-11-15,59.55
2012-11-16,59.7
2012-11-19,59.2
2012-11-20,58.2
2012-11-21,58.65
2012-11-22,58.45
2012-11-23,57.9
2012-11-26,57.85
2012-11-27,58.35
2012-11-29,58.85
2012-11-30,59.35
2012-12-03,64.4
2012-12-04,62.8
2012-12-05,61.45
2012-12-06,62.25
2012-12-07,61.6
2012-12-10,61.5
2012-12-11,61.4
2012-12-12,62.95
2012-12-13,61.6
2012-12-14,61.3
2012-12-17,59.7
2012-12-18,59.65
2012-12-19,59.85
2012-12-20,59.3
2012-12-21,57.85
2012-12-24,57.15
2012-12-26,56.9
2012-12-27,56.35
2012-12-28,56.75
2012-12-31,56.1
