Date,IPAPPM
2012-01-02,125.95
2012-01-03,127.65
2012-01-04,126.4
2012-01-05,128.35
2012-01-06,133.25
2012-01-07,131.9
2012-01-09,131.5
2012-01-10,140.55
2012-01-11,144.45
2012-01-12,143.35
2012-01-13,153.95
2012-01-16,151.2
2012-01-17,154.05
2012-01-18,144.8
2012-01-19,144.0
2012-01-20,144.1
2012-01-23,146.3
2012-01-24,156.9
2012-01-25,152.35
2012-01-27,151.95
2012-01-30,143.75
2012-01-31,144.45
2012-02-01,152.0
2012-02-02,152.9
2012-02-03,155.0
2012-02-06,155.95
2012-02-07,158.75
2012-02-08,156.85
2012-02-09,158.5
2012-02-10,156.6
2012-02-13,159.45
2012-02-14,159.85
2012-02-15,159.7
2012-02-16,159.4
2012-02-17,154.65
2012-02-21,154.1
2012-02-22,152.25
2012-02-23,147.05
2012-02-24,151.0
2012-02-27,149.15
2012-02-28,150.95
2012-02-29,151.35
2012-03-01,152.85
2012-03-02,157.2
2012-03-03,160.8
2012-03-05,191.95
2012-03-06,172.15
2012-03-07,176.7
2012-03-09,180.15
2012-03-12,181.45
2012-03-13,180.35
2012-03-14,179.95
2012-03-15,178.45
2012-03-16,176.35
2012-03-19,174.15
2012-03-20,177.55
2012-03-21,180.1
2012-03-22,174.25
2012-03-23,187.6
2012-03-26,189.25
2012-03-27,186.35
2012-03-28,184.3
2012-03-29,183.15
2012-03-30,182.2
2012-04-02,181.1
2012-04-03,182.05
2012-04-04,184.15
2012-04-09,191.35
2012-04-10,221.0
2012-04-11,245.3
2012-04-12,249.75
2012-04-13,243.15
2012-04-16,253.05
2012-04-17,257.4
2012-04-18,261.3
2012-04-19,265.45
2012-04-20,263.9
2012-04-23,307.0
2012-04-24,281.85
2012-04-25,275.6
2012-04-26,254.55
2012-04-27,251.8
2012-04-28,262.25
2012-04-30,262.95
2012-05-02,254.85
2012-05-03,249.0
2012-05-04,237.6
2012-05-07,239.75
2012-05-08,243.15
2012-05-09,240.7
2012-05-10,234.95
2012-05-11,231.2
2012-05-14,228.4
2012-05-15,233.45
2012-05-16,229.2
2012-05-17,232.55
2012-05-18,225.7
2012-05-21,226.95
2012-05-22,238.65
2012-05-23,245.55
2012-05-24,243.8
2012-05-25,238.5
2012-05-28,242.5
2012-05-29,243.45
2012-05-30,236.55
2012-05-31,229.9
2012-06-01,223.4
2012-06-04,223.45
2012-06-05,235.1
2012-06-06,238.55
2012-06-07,239.05
2012-06-08,260.3
2012-06-11,259.4
2012-06-12,262.6
2012-06-13,260.25
2012-06-14,253.55
2012-06-15,248.0
2012-06-18,251.55
2012-06-19,255.8
2012-06-20,279.55
2012-06-21,289.2
2012-06-22,300.8
2012-06-25,296.75
2012-06-26,301.95
2012-06-27,294.55
2012-06-28,293.6
2012-06-29,293.2
2012-07-02,297.65
2012-07-03,293.9
2012-07-04,287.0
2012-07-05,294.25
2012-07-06,292.4
2012-07-09,285.35
2012-07-09,285.35
2012-07-10,299.5
2012-07-11,334.9
2012-07-12,313.05
2012-07-13,319.65
2012-07-16,302.2
2012-07-17,312.8
2012-07-18,326.5
2012-07-19,321.7
2012-07-20,313.5
2012-07-23,310.5
2012-07-24,313.0
2012-07-25,307.9
2012-07-26,289.35
2012-07-27,275.95
2012-07-30,285.5
2012-07-31,295.3
2012-08-01,298.45
2012-08-02,296.9
2012-08-03,313.75
2012-08-06,313.15
2012-08-07,308.3
2012-08-08,308.55
2012-08-09,302.25
2012-08-10,300.85
2012-08-13,309.95
2012-08-14,303.35
2012-08-16,299.75
2012-08-17,300.0
2012-08-21,300.05
2012-08-22,295.55
2012-08-23,310.5
2012-08-24,315.9
2012-08-27,331.35
2012-08-28,313.05
2012-08-29,314.25
2012-08-30,346.85
2012-08-31,339.9
2012-09-03,337.75
2012-09-04,348.65
2012-09-05,340.8
2012-09-06,338.55
2012-09-07,339.1
2012-09-08,339.9
2012-09-10,342.55
2012-09-11,342.65
2012-09-12,344.2
2012-09-13,334.2
2012-09-14,326.75
2012-09-17,320.0
2012-09-18,324.8
2012-09-20,320.4
2012-09-21,322.45
2012-09-24,347.6
2012-09-25,352.05
2012-09-26,334.45
2012-09-27,345.0
2012-09-28,340.6
2012-10-01,345.45
2012-10-03,343.3
2012-10-04,345.3
2012-10-05,342.9
2012-10-08,322.25
2012-10-09,320.0
2012-10-10,323.05
2012-10-11,321.25
2012-10-12,314.9
2012-10-15,316.85
2012-10-16,316.05
2012-10-17,313.8
2012-10-18,312.25
2012-10-19,314.2
2012-10-22,326.4
2012-10-23,314.4
2012-10-25,314.3
2012-10-26,308.7
2012-10-29,308.05
2012-10-30,302.25
2012-10-31,296.1
2012-11-01,299.0
2012-11-02,300.85
2012-11-05,305.7
2012-11-06,303.65
2012-11-07,300.8
2012-11-08,301.4
2012-11-09,300.55
2012-11-12,298.55
2012-11-13,297.55
2012-11-15,294.05
2012-11-16,290.2
2012-11-19,286.55
2012-11-20,286.55
2012-11-21,280.55
2012-11-22,284.95
2012-11-23,283.8
2012-11-26,289.6
2012-11-27,290.55
2012-11-29,289.25
2012-11-30,298.35
2012-12-03,296.15
2012-12-04,302.0
2012-12-05,299.35
2012-12-06,300.95
2012-12-07,295.95
2012-12-10,294.2
2012-12-11,287.8
2012-12-12,288.7
2012-12-13,280.7
2012-12-14,283.0
2012-12-17,290.1
2012-12-18,291.25
2012-12-19,289.5
2012-12-20,286.3
2012-12-21,289.35
2012-12-24,284.25
2012-12-26,284.8
2012-12-27,280.4
2012-12-28,278.25
2012-12-31,276.2
