Date,FEDERALBNK
2012-01-02,337.05
2012-01-03,354.25
2012-01-04,359.9
2012-01-05,357.3
2012-01-06,359.95
2012-01-07,361.35
2012-01-09,365.75
2012-01-10,370.55
2012-01-11,363.0
2012-01-12,362.05
2012-01-13,363.65
2012-01-16,362.2
2012-01-17,367.6
2012-01-18,360.95
2012-01-19,363.45
2012-01-20,382.1
2012-01-23,383.55
2012-01-24,391.95
2012-01-25,411.9
2012-01-27,404.45
2012-01-30,392.3
2012-01-31,398.9
2012-02-01,401.6
2012-02-02,400.0
2012-02-03,403.65
2012-02-06,413.05
2012-02-07,416.4
2012-02-08,411.4
2012-02-09,415.15
2012-02-10,416.9
2012-02-13,407.15
2012-02-14,417.1
2012-02-15,434.1
2012-02-16,442.65
2012-02-17,444.4
2012-02-21,451.2
2012-02-22,423.35
2012-02-23,422.15
2012-02-24,408.7
2012-02-27,399.35
2012-02-28,406.1
2012-02-29,405.55
2012-03-01,400.3
2012-03-02,415.15
2012-03-03,415.45
2012-03-05,407.7
2012-03-06,403.8
2012-03-07,403.75
2012-03-09,415.45
2012-03-12,424.05
2012-03-13,429.15
2012-03-14,432.25
2012-03-15,426.95
2012-03-16,429.2
2012-03-19,416.45
2012-03-20,423.95
2012-03-21,431.4
2012-03-22,419.15
2012-03-23,427.45
2012-03-26,426.65
2012-03-27,424.6
2012-03-28,417.0
2012-03-29,419.6
2012-03-30,426.5
2012-04-02,431.15
2012-04-03,443.5
2012-04-04,440.0
2012-04-09,434.05
2012-04-10,433.7
2012-04-11,430.2
2012-04-12,433.25
2012-04-13,428.2
2012-04-16,431.55
2012-04-17,432.45
2012-04-18,427.45
2012-04-19,430.95
2012-04-20,429.2
2012-04-23,417.4
2012-04-24,413.95
2012-04-25,409.8
2012-04-26,409.6
2012-04-27,416.45
2012-04-28,415.65
2012-04-30,419.95
2012-05-02,420.75
2012-05-03,416.0
2012-05-04,413.7
2012-05-07,408.8
2012-05-08,408.35
2012-05-09,407.25
2012-05-10,409.85
2012-05-11,415.4
2012-05-14,413.6
2012-05-15,417.3
2012-05-16,408.0
2012-05-17,398.7
2012-05-18,403.0
2012-05-21,411.25
2012-05-22,405.45
2012-05-23,400.65
2012-05-24,407.55
2012-05-25,414.1
2012-05-28,415.85
2012-05-29,420.75
2012-05-30,415.8
2012-05-31,420.4
2012-06-01,413.65
2012-06-04,413.7
2012-06-05,414.9
2012-06-06,419.25
2012-06-07,418.85
2012-06-08,430.9
2012-06-11,425.8
2012-06-12,433.15
2012-06-13,428.85
2012-06-14,421.8
2012-06-15,424.4
2012-06-18,424.0
2012-06-19,428.15
2012-06-20,429.5
2012-06-21,434.4
2012-06-22,437.15
2012-06-25,437.95
2012-06-26,447.05
2012-06-27,445.0
2012-06-28,445.3
2012-06-29,448.55
2012-07-02,452.0
2012-07-03,450.7
2012-07-04,451.6
2012-07-05,454.6
2012-07-06,451.35
2012-07-09,445.85
2012-07-09,445.85
2012-07-10,447.75
2012-07-11,442.0
2012-07-12,439.8
2012-07-13,434.6
2012-07-16,433.2
2012-07-17,431.55
2012-07-18,432.2
2012-07-19,426.7
2012-07-20,416.45
2012-07-23,406.35
2012-07-24,407.05
2012-07-25,403.85
2012-07-26,400.9
2012-07-27,399.45
2012-07-30,409.6
2012-07-31,414.3
2012-08-01,408.4
2012-08-02,412.55
2012-08-03,405.4
2012-08-06,411.05
2012-08-07,417.3
2012-08-08,424.7
2012-08-09,419.35
2012-08-10,423.4
2012-08-13,428.35
2012-08-14,428.05
2012-08-16,436.95
2012-08-17,437.05
2012-08-21,439.15
2012-08-22,437.2
2012-08-23,433.8
2012-08-24,425.9
2012-08-27,414.05
2012-08-28,403.15
2012-08-29,407.5
2012-08-30,407.7
2012-08-31,406.45
2012-09-03,406.05
2012-09-04,406.7
2012-09-05,401.4
2012-09-06,401.7
2012-09-07,403.9
2012-09-08,406.25
2012-09-10,403.75
2012-09-11,404.9
2012-09-12,407.2
2012-09-13,406.8
2012-09-14,410.9
2012-09-17,430.65
2012-09-18,427.95
2012-09-20,423.3
2012-09-21,446.4
2012-09-24,439.7
2012-09-25,448.6
2012-09-26,436.75
2012-09-27,440.3
2012-09-28,446.95
2012-10-01,449.6
2012-10-03,449.5
2012-10-04,458.3
2012-10-05,457.8
2012-10-08,459.85
2012-10-09,462.8
2012-10-10,460.1
2012-10-11,479.85
2012-10-12,481.9
2012-10-15,470.5
2012-10-16,469.4
2012-10-17,470.6
2012-10-18,482.65
2012-10-19,482.85
2012-10-22,487.6
2012-10-23,488.1
2012-10-25,491.15
2012-10-26,489.1
2012-10-29,487.5
2012-10-30,480.45
2012-10-31,484.6
2012-11-01,483.95
2012-11-02,475.0
2012-11-05,479.85
2012-11-06,477.9
2012-11-07,481.1
2012-11-08,477.3
2012-11-09,472.15
2012-11-12,465.5
2012-11-13,470.25
2012-11-15,462.1
2012-11-16,459.4
2012-11-19,456.0
2012-11-20,458.9
2012-11-21,463.7
2012-11-22,463.0
2012-11-23,461.75
2012-11-26,469.75
2012-11-27,462.8
2012-11-29,472.6
2012-11-30,481.8
2012-12-03,483.3
2012-12-04,483.2
2012-12-05,481.4
2012-12-06,478.4
2012-12-07,482.3
2012-12-10,505.7
2012-12-11,500.85
2012-12-12,498.0
2012-12-13,485.9
2012-12-14,482.0
2012-12-17,489.55
2012-12-18,497.45
2012-12-19,527.8
2012-12-20,523.3
2012-12-21,518.65
2012-12-24,520.65
2012-12-26,524.2
2012-12-27,534.85
2012-12-28,539.55
2012-12-31,538.2
